SOURCE,TARGET,SOURCE_NAME,SOURCE_TYPE,TARGET_NAME,TARGET_TYPE,SIZE_DISORDER,DISORDER_TYPE
1091,1092,"Maculopathy, bull's-eye",D,Vitelliform macular dystrophy,D,11.619047,Ophthamological
966,965,Newfoundland rod-cone dystrophy,D,Bothnia retinal dystrophy,D,11.619047,Ophthamological
966,43,Newfoundland rod-cone dystrophy,D,Fundus albipunctatus,D,11.619047,Ophthamological
966,45,Newfoundland rod-cone dystrophy,D,Retinitis pigmentosa,D,11.619047,Ophthamological
878,872,Optic nerve hypoplasia/aplasia,D,"Aniridia, type II",D,11.619047,Ophthamological
878,325,Optic nerve hypoplasia/aplasia,D,Cataract,D,11.619047,Ophthamological
878,873,Optic nerve hypoplasia/aplasia,D,"Coloboma, ocular",D,11.619047,Ophthamological
878,454,Optic nerve hypoplasia/aplasia,D,Ectopia,D,11.619047,Ophthamological
878,874,Optic nerve hypoplasia/aplasia,D,Eye anomalies,D,11.619047,Ophthamological
878,875,Optic nerve hypoplasia/aplasia,D,Foveal hypoplasia,D,11.619047,Ophthamological
878,876,Optic nerve hypoplasia/aplasia,D,Keratitis,D,11.619047,Ophthamological
878,877,Optic nerve hypoplasia/aplasia,D,Morning glory disc anomaly,D,11.619047,Ophthamological
878,341,Optic nerve hypoplasia/aplasia,D,Peters anomaly,D,11.619047,Ophthamological
1208,324,Pigmented paravenous chorioretinal atrophy,D,Leber congenital amaurosis,D,11.619047,Ophthamological
1208,45,Pigmented paravenous chorioretinal atrophy,D,Retinitis pigmentosa,D,11.619047,Ophthamological
904,491,Ring dermoid of cornea,D,Iridogoniodysgenesis,D,11.619047,Ophthamological
904,493,Ring dermoid of cornea,D,Rieger syndrome,D,11.619047,Ophthamological
1092,44,Vitelliform macular dystrophy,D,Macular dystrophy,D,11.619047,Ophthamological
1092,1091,Vitelliform macular dystrophy,D,"Maculopathy, bull's-eye",D,11.619047,Ophthamological
293,288,Wagner syndrome,D,"Achondrogenesis-hypochondrogenesis, type II",D,11.619047,Ophthamological
293,289,Wagner syndrome,D,Kniest dysplasia,D,11.619047,Ophthamological
293,290,Wagner syndrome,D,Osteoarthritis,D,11.619047,Ophthamological
293,291,Wagner syndrome,D,SMED Strudwick type,D,11.619047,Ophthamological
293,292,Wagner syndrome,D,Stickler syndrome,D,11.619047,Ophthamological
873,872,"Coloboma, ocular",D,"Aniridia, type II",D,12.187026,Ophthamological
873,325,"Coloboma, ocular",D,Cataract,D,12.187026,Ophthamological
873,454,"Coloboma, ocular",D,Ectopia,D,12.187026,Ophthamological
873,874,"Coloboma, ocular",D,Eye anomalies,D,12.187026,Ophthamological
873,875,"Coloboma, ocular",D,Foveal hypoplasia,D,12.187026,Ophthamological
873,940,"Coloboma, ocular",D,Holoprosencephaly,D,12.187026,Ophthamological
873,876,"Coloboma, ocular",D,Keratitis,D,12.187026,Ophthamological
873,877,"Coloboma, ocular",D,Morning glory disc anomaly,D,12.187026,Ophthamological
873,878,"Coloboma, ocular",D,Optic nerve hypoplasia/aplasia,D,12.187026,Ophthamological
873,341,"Coloboma, ocular",D,Peters anomaly,D,12.187026,Ophthamological
873,991,"Coloboma, ocular",D,Solitary median maxillary central incisor,D,12.187026,Ophthamological
454,872,Ectopia,D,"Aniridia, type II",D,12.187026,Ophthamological
454,453,Ectopia,D,Aortic aneurysm,D,12.187026,Ophthamological
454,325,Ectopia,D,Cataract,D,12.187026,Ophthamological
454,873,Ectopia,D,"Coloboma, ocular",D,12.187026,Ophthamological
454,874,Ectopia,D,Eye anomalies,D,12.187026,Ophthamological
454,875,Ectopia,D,Foveal hypoplasia,D,12.187026,Ophthamological
454,876,Ectopia,D,Keratitis,D,12.187026,Ophthamological
454,455,Ectopia,D,MASS syndrome,D,12.187026,Ophthamological
454,287,Ectopia,D,Marfan syndrome,D,12.187026,Ophthamological
454,877,Ectopia,D,Morning glory disc anomaly,D,12.187026,Ophthamological
454,878,Ectopia,D,Optic nerve hypoplasia/aplasia,D,12.187026,Ophthamological
454,341,Ectopia,D,Peters anomaly,D,12.187026,Ophthamological
454,456,Ectopia,D,Shprintzen-Goldberg syndrome,D,12.187026,Ophthamological
454,457,Ectopia,D,Weill-Marchesani syndrome,D,12.187026,Ophthamological
491,441,Iridogoniodysgenesis,D,Anterior segment anomalies and cataract,D,12.187026,Ophthamological
491,490,Iridogoniodysgenesis,D,Axenfeld anomaly,D,12.187026,Ophthamological
491,492,Iridogoniodysgenesis,D,Iris hypoplasia and glaucoma,D,12.187026,Ophthamological
491,493,Iridogoniodysgenesis,D,Rieger syndrome,D,12.187026,Ophthamological
491,904,Iridogoniodysgenesis,D,Ring dermoid of cornea,D,12.187026,Ophthamological
858,1285,Optic atrophy,D,3-methylglutaconicaciduria,D,12.187026,Ophthamological
858,340,Optic atrophy,D,Glaucoma,D,12.187026,Ophthamological
46,42,Stargardt disease,D,Cone dystrophy,D,12.187026,Ophthamological
46,43,Stargardt disease,D,Fundus albipunctatus,D,12.187026,Ophthamological
46,44,Stargardt disease,D,Macular dystrophy,D,12.187026,Ophthamological
46,45,Stargardt disease,D,Retinitis pigmentosa,D,12.187026,Ophthamological
282,607,Achromatopsia,D,Macular degeneration,D,13.181497,Ophthamological
744,743,Exudative vitreoretinopathy,D,Bone mineral density variability,D,13.181497,Ophthamological
744,828,Exudative vitreoretinopathy,D,Coats disease,D,13.181497,Ophthamological
744,745,Exudative vitreoretinopathy,D,"Hyperostosis, endosteal",D,13.181497,Ophthamological
744,829,Exudative vitreoretinopathy,D,Norrie disease,D,13.181497,Ophthamological
744,277,Exudative vitreoretinopathy,D,Osteopetrosis,D,13.181497,Ophthamological
744,222,Exudative vitreoretinopathy,D,Osteoporosis,D,13.181497,Ophthamological
744,746,Exudative vitreoretinopathy,D,Osteoporosis-pseudoglioma syndrome,D,13.181497,Ophthamological
744,747,Exudative vitreoretinopathy,D,van Buchem disease,D,13.181497,Ophthamological
43,965,Fundus albipunctatus,D,Bothnia retinal dystrophy,D,13.181497,Ophthamological
43,42,Fundus albipunctatus,D,Cone dystrophy,D,13.181497,Ophthamological
43,44,Fundus albipunctatus,D,Macular dystrophy,D,13.181497,Ophthamological
43,966,Fundus albipunctatus,D,Newfoundland rod-cone dystrophy,D,13.181497,Ophthamological
43,45,Fundus albipunctatus,D,Retinitis pigmentosa,D,13.181497,Ophthamological
43,46,Fundus albipunctatus,D,Stargardt disease,D,13.181497,Ophthamological
441,490,Anterior segment anomalies and cataract,D,Axenfeld anomaly,D,14.426924,Ophthamological
441,442,Anterior segment anomalies and cataract,D,Branchiootic syndrome,D,14.426924,Ophthamological
441,325,Anterior segment anomalies and cataract,D,Cataract,D,14.426924,Ophthamological
441,491,Anterior segment anomalies and cataract,D,Iridogoniodysgenesis,D,14.426924,Ophthamological
441,492,Anterior segment anomalies and cataract,D,Iris hypoplasia and glaucoma,D,14.426924,Ophthamological
441,493,Anterior segment anomalies and cataract,D,Rieger syndrome,D,14.426924,Ophthamological
340,858,Glaucoma,D,Optic atrophy,D,14.426924,Ophthamological
340,341,Glaucoma,D,Peters anomaly,D,14.426924,Ophthamological
851,45,Retinal cone dsytrophy,D,Retinitis pigmentosa,D,14.426924,Ophthamological
607,282,Macular degeneration,D,Achromatopsia,D,15.860395,Ophthamological
607,42,Macular degeneration,D,Cone dystrophy,D,15.860395,Ophthamological
607,165,Macular degeneration,D,Cutis laxa,D,15.860395,Ophthamological
607,448,Macular degeneration,D,Factor x deficiency,D,15.860395,Ophthamological
607,606,Macular degeneration,D,Hemolytic-uremic syndrome,D,15.860395,Ophthamological
607,608,Macular degeneration,D,Nephropathy-hypertension,D,15.860395,Ophthamological
607,45,Macular degeneration,D,Retinitis pigmentosa,D,15.860395,Ophthamological
44,958,Macular dystrophy,D,"Butterfly dystrophy, retinal",D,15.860395,Ophthamological
44,42,Macular dystrophy,D,Cone dystrophy,D,15.860395,Ophthamological
44,959,Macular dystrophy,D,"Foveomacular dystrophy, adult-onset, with choroidal neovascularization",D,15.860395,Ophthamological
44,43,Macular dystrophy,D,Fundus albipunctatus,D,15.860395,Ophthamological
44,1091,Macular dystrophy,D,"Maculopathy, bull's-eye",D,15.860395,Ophthamological
44,45,Macular dystrophy,D,Retinitis pigmentosa,D,15.860395,Ophthamological
44,46,Macular dystrophy,D,Stargardt disease,D,15.860395,Ophthamological
44,1092,Macular dystrophy,D,Vitelliform macular dystrophy,D,15.860395,Ophthamological
215,45,Night blindness,D,Retinitis pigmentosa,D,15.860395,Ophthamological
42,43,Cone dystrophy,D,Fundus albipunctatus,D,19.15717,Ophthamological
42,324,Cone dystrophy,D,Leber congenital amaurosis,D,19.15717,Ophthamological
42,607,Cone dystrophy,D,Macular degeneration,D,19.15717,Ophthamological
42,44,Cone dystrophy,D,Macular dystrophy,D,19.15717,Ophthamological
42,45,Cone dystrophy,D,Retinitis pigmentosa,D,19.15717,Ophthamological
42,46,Cone dystrophy,D,Stargardt disease,D,19.15717,Ophthamological
122,120,Corneal dystrophy,D,Amyloidosis,D,19.15717,Ophthamological
122,121,Corneal dystrophy,D,Apolipoprotein deficiency,D,19.15717,Ophthamological
122,1227,Corneal dystrophy,D,"Craniofacial anomalies, empty sella turcica, corneal endothelial changes",D,19.15717,Ophthamological
122,305,Corneal dystrophy,D,Fuchs endothelial corneal dystrophy,D,19.15717,Ophthamological
122,123,Corneal dystrophy,D,Hypertriglyceridemia,D,19.15717,Ophthamological
122,124,Corneal dystrophy,D,Hypoalphalipoproteinemia,D,19.15717,Ophthamological
122,1228,Corneal dystrophy,D,Keratoconus,D,19.15717,Ophthamological
324,42,Leber congenital amaurosis,D,Cone dystrophy,D,19.15717,Ophthamological
324,1208,Leber congenital amaurosis,D,Pigmented paravenous chorioretinal atrophy,D,19.15717,Ophthamological
324,45,Leber congenital amaurosis,D,Retinitis pigmentosa,D,19.15717,Ophthamological
325,872,Cataract,D,"Aniridia, type II",D,35.824245,Ophthamological
325,441,Cataract,D,Anterior segment anomalies and cataract,D,35.824245,Ophthamological
325,873,Cataract,D,"Coloboma, ocular",D,35.824245,Ophthamological
325,454,Cataract,D,Ectopia,D,35.824245,Ophthamological
325,874,Cataract,D,Eye anomalies,D,35.824245,Ophthamological
325,875,Cataract,D,Foveal hypoplasia,D,35.824245,Ophthamological
325,876,Cataract,D,Keratitis,D,35.824245,Ophthamological
325,877,Cataract,D,Morning glory disc anomaly,D,35.824245,Ophthamological
325,53,Cataract,D,Myopathy,D,35.824245,Ophthamological
325,878,Cataract,D,Optic nerve hypoplasia/aplasia,D,35.824245,Ophthamological
325,341,Cataract,D,Peters anomaly,D,35.824245,Ophthamological
45,965,Retinitis pigmentosa,D,Bothnia retinal dystrophy,D,73.06316,Ophthamological
45,958,Retinitis pigmentosa,D,"Butterfly dystrophy, retinal",D,73.06316,Ophthamological
45,42,Retinitis pigmentosa,D,Cone dystrophy,D,73.06316,Ophthamological
45,1181,Retinitis pigmentosa,D,Enhanced S-cone syndrome,D,73.06316,Ophthamological
45,959,Retinitis pigmentosa,D,"Foveomacular dystrophy, adult-onset, with choroidal neovascularization",D,73.06316,Ophthamological
45,43,Retinitis pigmentosa,D,Fundus albipunctatus,D,73.06316,Ophthamological
45,123,Retinitis pigmentosa,D,Hypertriglyceridemia,D,73.06316,Ophthamological
45,324,Retinitis pigmentosa,D,Leber congenital amaurosis,D,73.06316,Ophthamological
45,607,Retinitis pigmentosa,D,Macular degeneration,D,73.06316,Ophthamological
45,44,Retinitis pigmentosa,D,Macular dystrophy,D,73.06316,Ophthamological
45,966,Retinitis pigmentosa,D,Newfoundland rod-cone dystrophy,D,73.06316,Ophthamological
45,215,Retinitis pigmentosa,D,Night blindness,D,73.06316,Ophthamological
45,1208,Retinitis pigmentosa,D,Pigmented paravenous chorioretinal atrophy,D,73.06316,Ophthamological
45,851,Retinitis pigmentosa,D,Retinal cone dsytrophy,D,73.06316,Ophthamological
45,46,Retinitis pigmentosa,D,Stargardt disease,D,73.06316,Ophthamological
45,822,Retinitis pigmentosa,D,Usher syndrome,D,73.06316,Ophthamological
1002,189,Anxiety-related personality traits,D,Obsessive-compulsive disorder,D,11.619047,Psychiatric
645,643,Seasonal affective disorder,D,Alcohol dependence,D,11.619047,Psychiatric
645,644,Seasonal affective disorder,D,Anorexia nervosa,D,11.619047,Psychiatric
645,189,Seasonal affective disorder,D,Obsessive-compulsive disorder,D,11.619047,Psychiatric
645,130,Seasonal affective disorder,D,Schizophrenia,D,11.619047,Psychiatric
1245,570,Asperger syndrome,D,Autism,D,12.187026,Psychiatric
1245,81,Asperger syndrome,D,Mental retardation,D,12.187026,Psychiatric
526,616,Insomnia,D,Creutzfeldt-Jakob disease,D,12.187026,Psychiatric
526,928,Insomnia,D,Gerstmann-Straussler disease,D,12.187026,Psychiatric
526,602,Insomnia,D,Huntington disease,D,12.187026,Psychiatric
526,929,Insomnia,D,Prion disease with protracted course,D,12.187026,Psychiatric
270,342,Nicotine addiction,D,Coumarin resistance,D,13.181497,Psychiatric
270,220,Nicotine addiction,D,Epilepsy,D,13.181497,Psychiatric
189,643,Obsessive-compulsive disorder,D,Alcohol dependence,D,13.181497,Psychiatric
189,644,Obsessive-compulsive disorder,D,Anorexia nervosa,D,13.181497,Psychiatric
189,1002,Obsessive-compulsive disorder,D,Anxiety-related personality traits,D,13.181497,Psychiatric
189,187,Obsessive-compulsive disorder,D,Central hypoventilation syndrome,D,13.181497,Psychiatric
189,188,Obsessive-compulsive disorder,D,Memory impairment,D,13.181497,Psychiatric
189,130,Obsessive-compulsive disorder,D,Schizophrenia,D,13.181497,Psychiatric
189,645,Obsessive-compulsive disorder,D,Seasonal affective disorder,D,13.181497,Psychiatric
570,765,Autism,D,Angelman syndrome,D,14.426924,Psychiatric
570,1245,Autism,D,Asperger syndrome,D,14.426924,Psychiatric
570,81,Autism,D,Mental retardation,D,14.426924,Psychiatric
570,766,Autism,D,PPM-X syndrome,D,14.426924,Psychiatric
570,767,Autism,D,Rett syndrome,D,14.426924,Psychiatric
130,643,Schizophrenia,D,Alcohol dependence,D,22.891994,Psychiatric
130,30,Schizophrenia,D,Alzheimer disease,D,22.891994,Psychiatric
130,120,Schizophrenia,D,Amyloidosis,D,22.891994,Psychiatric
130,644,Schizophrenia,D,Anorexia nervosa,D,22.891994,Psychiatric
130,930,Schizophrenia,D,Hyperprolinemia,D,22.891994,Psychiatric
130,189,Schizophrenia,D,Obsessive-compulsive disorder,D,22.891994,Psychiatric
130,645,Schizophrenia,D,Seasonal affective disorder,D,22.891994,Psychiatric
1099,1100,Denys-Drash syndrome,D,Frasier syndrome,D,11.619047,Renal
1099,1101,Denys-Drash syndrome,D,Mesangial sclerosis,D,11.619047,Renal
1099,1102,Denys-Drash syndrome,D,WAGR syndrome,D,11.619047,Renal
1099,203,Denys-Drash syndrome,D,Wilms tumor,D,11.619047,Renal
1040,87,"Glomerulocystic kidney disease, hypoplastic",D,Diabetes mellitus,D,11.619047,Renal
1040,541,"Glomerulocystic kidney disease, hypoplastic",D,MODY,D,11.619047,Renal
1101,1099,Mesangial sclerosis,D,Denys-Drash syndrome,D,11.619047,Renal
1101,1100,Mesangial sclerosis,D,Frasier syndrome,D,11.619047,Renal
1101,1102,Mesangial sclerosis,D,WAGR syndrome,D,11.619047,Renal
1101,203,Mesangial sclerosis,D,Wilms tumor,D,11.619047,Renal
608,448,Nephropathy-hypertension,D,Factor x deficiency,D,11.619047,Renal
608,606,Nephropathy-hypertension,D,Hemolytic-uremic syndrome,D,11.619047,Renal
608,607,Nephropathy-hypertension,D,Macular degeneration,D,11.619047,Renal
982,786,Liddle syndrome,D,Pseudohypoaldosteronism,D,12.187026,Renal
216,974,Hypokalemic periodic paralysis,D,"Cramps, potassium-aggravated",D,13.181497,Renal
216,975,Hypokalemic periodic paralysis,D,Hyperkalemic periodic paralysis,D,13.181497,Renal
216,217,Hypokalemic periodic paralysis,D,Malignant hyperthermia susceptibility,D,13.181497,Renal
216,266,Hypokalemic periodic paralysis,D,Myasthenic syndrome,D,13.181497,Renal
216,272,Hypokalemic periodic paralysis,D,Myotonia congenita,D,13.181497,Renal
216,976,Hypokalemic periodic paralysis,D,Paramyotonia congenita,D,13.181497,Renal
216,218,Hypokalemic periodic paralysis,D,Thyrotoxic periodic paralysis,D,13.181497,Renal
80,30,Renal tubular dysgenesis,D,Alzheimer disease,D,14.426924,Renal
80,365,Renal tubular dysgenesis,D,Angiotensin I-converting enzyme,D,14.426924,Renal
80,87,Renal tubular dysgenesis,D,Diabetes mellitus,D,14.426924,Renal
80,960,Renal tubular dysgenesis,D,Hyperproreninemia,D,14.426924,Renal
80,65,Renal tubular dysgenesis,D,Hypertension,D,14.426924,Renal
80,99,Renal tubular dysgenesis,D,Myocardial infarction,D,14.426924,Renal
80,79,Renal tubular dysgenesis,D,Preeclampsia,D,14.426924,Renal
80,366,Renal tubular dysgenesis,D,"SARS, progression of",D,14.426924,Renal
164,48,Renal tubular acidosis,D,Blood group,D,15.860395,Renal
164,429,Renal tubular acidosis,D,Elliptocytosis,D,15.860395,Renal
164,86,Renal tubular acidosis,D,Hemolytic anemia,D,15.860395,Renal
164,109,Renal tubular acidosis,D,Spherocytosis,D,15.860395,Renal
902,446,Emphysema,D,Hemorrhagic diathesis,D,11.619047,Respiratory
1307,1306,"Pneumothorax, primary spontaneous",D,Birt-Hogg-Dube syndrome,D,11.619047,Respiratory
1307,114,"Pneumothorax, primary spontaneous",D,Colon cancer,D,11.619047,Respiratory
1307,775,"Pneumothorax, primary spontaneous",D,Renal cell carcinoma,D,11.619047,Respiratory
187,961,Central hypoventilation syndrome,D,"Colonic aganglionosis, total, with small bowel involvement",D,15.860395,Respiratory
187,411,Central hypoventilation syndrome,D,Hirschsprung disease,D,15.860395,Respiratory
187,853,Central hypoventilation syndrome,D,Medullary thyroid carcinoma,D,15.860395,Respiratory
187,188,Central hypoventilation syndrome,D,Memory impairment,D,15.860395,Respiratory
187,772,Central hypoventilation syndrome,D,Multiple endocrine neoplasia,D,15.860395,Respiratory
187,838,Central hypoventilation syndrome,D,Neuroblastoma,D,15.860395,Respiratory
187,189,Central hypoventilation syndrome,D,Obsessive-compulsive disorder,D,15.860395,Respiratory
187,415,Central hypoventilation syndrome,D,Shah-Waardenburg syndrome,D,15.860395,Respiratory
68,664,Asthma,D,Allergic rhinitis,D,31.288366,Respiratory
68,98,Asthma,D,Atherosclerosis,D,31.288366,Respiratory
68,661,Asthma,D,Atopy,D,31.288366,Respiratory
68,69,Asthma,D,"Beta-2-adrenoreceptor agonist, reduced response to",D,31.288366,Respiratory
68,751,Asthma,D,Dementia,D,31.288366,Respiratory
68,1238,Asthma,D,IgE levels QTL,D,31.288366,Respiratory
68,245,Asthma,D,Malaria,D,31.288366,Respiratory
68,158,Asthma,D,Migraine,D,31.288366,Respiratory
68,70,Asthma,D,Obesity,D,31.288366,Respiratory
68,235,Asthma,D,Platelet defect/deficiency,D,31.288366,Respiratory
68,1061,Asthma,D,Sepsis,D,31.288366,Respiratory
473,474,Achondroplasia,D,Bladder cancer,D,11.619047,Skeletal
473,475,Achondroplasia,D,Cervical carcinoma,D,11.619047,Skeletal
473,114,Achondroplasia,D,Colon cancer,D,11.619047,Skeletal
473,476,Achondroplasia,D,Crouzon syndrome,D,11.619047,Skeletal
473,477,Achondroplasia,D,Hypochondroplasia,D,11.619047,Skeletal
473,478,Achondroplasia,D,Muenke syndrome,D,11.619047,Skeletal
473,479,Achondroplasia,D,"Thanatophoric dysplasia, types I and II",D,11.619047,Skeletal
409,407,Diastrophic dysplasia,D,Achondrogenesis Ib,D,11.619047,Skeletal
409,408,Diastrophic dysplasia,D,Atelosteogenesis,D,11.619047,Skeletal
409,306,Diastrophic dysplasia,D,Epiphyseal dysplasia,D,11.619047,Skeletal
477,473,Hypochondroplasia,D,Achondroplasia,D,11.619047,Skeletal
477,474,Hypochondroplasia,D,Bladder cancer,D,11.619047,Skeletal
477,475,Hypochondroplasia,D,Cervical carcinoma,D,11.619047,Skeletal
477,114,Hypochondroplasia,D,Colon cancer,D,11.619047,Skeletal
477,476,Hypochondroplasia,D,Crouzon syndrome,D,11.619047,Skeletal
477,478,Hypochondroplasia,D,Muenke syndrome,D,11.619047,Skeletal
477,479,Hypochondroplasia,D,"Thanatophoric dysplasia, types I and II",D,11.619047,Skeletal
289,288,Kniest dysplasia,D,"Achondrogenesis-hypochondrogenesis, type II",D,11.619047,Skeletal
289,290,Kniest dysplasia,D,Osteoarthritis,D,11.619047,Skeletal
289,291,Kniest dysplasia,D,SMED Strudwick type,D,11.619047,Skeletal
289,292,Kniest dysplasia,D,Stickler syndrome,D,11.619047,Skeletal
289,293,Kniest dysplasia,D,Wagner syndrome,D,11.619047,Skeletal
502,408,Larson syndrome,D,Atelosteogenesis,D,11.619047,Skeletal
502,503,Larson syndrome,D,Spondylocarpotarsal synostosis syndrome,D,11.619047,Skeletal
877,872,Morning glory disc anomaly,D,"Aniridia, type II",D,11.619047,Skeletal
877,325,Morning glory disc anomaly,D,Cataract,D,11.619047,Skeletal
877,873,Morning glory disc anomaly,D,"Coloboma, ocular",D,11.619047,Skeletal
877,454,Morning glory disc anomaly,D,Ectopia,D,11.619047,Skeletal
877,874,Morning glory disc anomaly,D,Eye anomalies,D,11.619047,Skeletal
877,875,Morning glory disc anomaly,D,Foveal hypoplasia,D,11.619047,Skeletal
877,876,Morning glory disc anomaly,D,Keratitis,D,11.619047,Skeletal
877,878,Morning glory disc anomaly,D,Optic nerve hypoplasia/aplasia,D,11.619047,Skeletal
877,341,Morning glory disc anomaly,D,Peters anomaly,D,11.619047,Skeletal
478,473,Muenke syndrome,D,Achondroplasia,D,11.619047,Skeletal
478,474,Muenke syndrome,D,Bladder cancer,D,11.619047,Skeletal
478,475,Muenke syndrome,D,Cervical carcinoma,D,11.619047,Skeletal
478,114,Muenke syndrome,D,Colon cancer,D,11.619047,Skeletal
478,476,Muenke syndrome,D,Crouzon syndrome,D,11.619047,Skeletal
478,477,Muenke syndrome,D,Hypochondroplasia,D,11.619047,Skeletal
478,479,Muenke syndrome,D,"Thanatophoric dysplasia, types I and II",D,11.619047,Skeletal
553,328,Oculodentodigital dysplasia,D,Atrioventricular block,D,11.619047,Skeletal
553,552,Oculodentodigital dysplasia,D,Hypoplastic left heart syndrome,D,11.619047,Skeletal
553,554,Oculodentodigital dysplasia,D,Syndactyly,D,11.619047,Skeletal
879,797,Oligodontia,D,Hypodontia,D,11.619047,Skeletal
313,306,Pseudoachondroplasia,D,Epiphyseal dysplasia,D,11.619047,Skeletal
291,288,SMED Strudwick type,D,"Achondrogenesis-hypochondrogenesis, type II",D,11.619047,Skeletal
291,289,SMED Strudwick type,D,Kniest dysplasia,D,11.619047,Skeletal
291,290,SMED Strudwick type,D,Osteoarthritis,D,11.619047,Skeletal
291,292,SMED Strudwick type,D,Stickler syndrome,D,11.619047,Skeletal
291,293,SMED Strudwick type,D,Wagner syndrome,D,11.619047,Skeletal
991,873,Solitary median maxillary central incisor,D,"Coloboma, ocular",D,11.619047,Skeletal
991,940,Solitary median maxillary central incisor,D,Holoprosencephaly,D,11.619047,Skeletal
503,408,Spondylocarpotarsal synostosis syndrome,D,Atelosteogenesis,D,11.619047,Skeletal
503,502,Spondylocarpotarsal synostosis syndrome,D,Larson syndrome,D,11.619047,Skeletal
554,328,Syndactyly,D,Atrioventricular block,D,11.619047,Skeletal
554,552,Syndactyly,D,Hypoplastic left heart syndrome,D,11.619047,Skeletal
554,553,Syndactyly,D,Oculodentodigital dysplasia,D,11.619047,Skeletal
479,473,"Thanatophoric dysplasia, types I and II",D,Achondroplasia,D,11.619047,Skeletal
479,474,"Thanatophoric dysplasia, types I and II",D,Bladder cancer,D,11.619047,Skeletal
479,475,"Thanatophoric dysplasia, types I and II",D,Cervical carcinoma,D,11.619047,Skeletal
479,114,"Thanatophoric dysplasia, types I and II",D,Colon cancer,D,11.619047,Skeletal
479,476,"Thanatophoric dysplasia, types I and II",D,Crouzon syndrome,D,11.619047,Skeletal
479,477,"Thanatophoric dysplasia, types I and II",D,Hypochondroplasia,D,11.619047,Skeletal
479,478,"Thanatophoric dysplasia, types I and II",D,Muenke syndrome,D,11.619047,Skeletal
627,390,Vertical talus,D,Charcot-Marie-Tooth disease,D,11.619047,Skeletal
483,480,Craniosynostosis,D,Apert syndrome,D,12.187026,Skeletal
483,481,Craniosynostosis,D,Beare-Stevenson cutis gyrata syndrome,D,12.187026,Skeletal
483,482,Craniosynostosis,D,Craniofacial-skeletal-dermatologic dysplasia,D,12.187026,Skeletal
483,476,Craniosynostosis,D,Crouzon syndrome,D,12.187026,Skeletal
483,117,Craniosynostosis,D,Gastric cancer,D,12.187026,Skeletal
483,470,Craniosynostosis,D,Jackson-Weiss syndrome,D,12.187026,Skeletal
483,799,Craniosynostosis,D,Parietal foramina,D,12.187026,Skeletal
483,472,Craniosynostosis,D,Pfeiffer syndrome,D,12.187026,Skeletal
483,484,Craniosynostosis,D,Saethre-Chotzen syndrome,D,12.187026,Skeletal
476,473,Crouzon syndrome,D,Achondroplasia,D,12.187026,Skeletal
476,480,Crouzon syndrome,D,Apert syndrome,D,12.187026,Skeletal
476,481,Crouzon syndrome,D,Beare-Stevenson cutis gyrata syndrome,D,12.187026,Skeletal
476,474,Crouzon syndrome,D,Bladder cancer,D,12.187026,Skeletal
476,475,Crouzon syndrome,D,Cervical carcinoma,D,12.187026,Skeletal
476,114,Crouzon syndrome,D,Colon cancer,D,12.187026,Skeletal
476,482,Crouzon syndrome,D,Craniofacial-skeletal-dermatologic dysplasia,D,12.187026,Skeletal
476,483,Crouzon syndrome,D,Craniosynostosis,D,12.187026,Skeletal
476,117,Crouzon syndrome,D,Gastric cancer,D,12.187026,Skeletal
476,477,Crouzon syndrome,D,Hypochondroplasia,D,12.187026,Skeletal
476,470,Crouzon syndrome,D,Jackson-Weiss syndrome,D,12.187026,Skeletal
476,478,Crouzon syndrome,D,Muenke syndrome,D,12.187026,Skeletal
476,472,Crouzon syndrome,D,Pfeiffer syndrome,D,12.187026,Skeletal
476,484,Crouzon syndrome,D,Saethre-Chotzen syndrome,D,12.187026,Skeletal
476,479,Crouzon syndrome,D,"Thanatophoric dysplasia, types I and II",D,12.187026,Skeletal
797,796,Hypodontia,D,Cleft palate,D,12.187026,Skeletal
797,879,Hypodontia,D,Oligodontia,D,12.187026,Skeletal
797,798,Hypodontia,D,Witkop syndrome,D,12.187026,Skeletal
470,480,Jackson-Weiss syndrome,D,Apert syndrome,D,12.187026,Skeletal
470,481,Jackson-Weiss syndrome,D,Beare-Stevenson cutis gyrata syndrome,D,12.187026,Skeletal
470,482,Jackson-Weiss syndrome,D,Craniofacial-skeletal-dermatologic dysplasia,D,12.187026,Skeletal
470,483,Jackson-Weiss syndrome,D,Craniosynostosis,D,12.187026,Skeletal
470,476,Jackson-Weiss syndrome,D,Crouzon syndrome,D,12.187026,Skeletal
470,117,Jackson-Weiss syndrome,D,Gastric cancer,D,12.187026,Skeletal
470,471,Jackson-Weiss syndrome,D,Kallmann syndrome,D,12.187026,Skeletal
470,472,Jackson-Weiss syndrome,D,Pfeiffer syndrome,D,12.187026,Skeletal
470,484,Jackson-Weiss syndrome,D,Saethre-Chotzen syndrome,D,12.187026,Skeletal
799,483,Parietal foramina,D,Craniosynostosis,D,12.187026,Skeletal
472,480,Pfeiffer syndrome,D,Apert syndrome,D,12.187026,Skeletal
472,481,Pfeiffer syndrome,D,Beare-Stevenson cutis gyrata syndrome,D,12.187026,Skeletal
472,482,Pfeiffer syndrome,D,Craniofacial-skeletal-dermatologic dysplasia,D,12.187026,Skeletal
472,483,Pfeiffer syndrome,D,Craniosynostosis,D,12.187026,Skeletal
