"EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"ETH5662","18-August-2020",2020,"Protests","Excessive force against protesters","Protesters (Ethiopia)","","Military Forces of Ethiopia (2018-)","","Eastern Africa","Ethiopia","Oromia","East Hararge","Aweday town","Aweday",9.366,42.044,"Addis Standard","National","On 18 August 2020, Ethiopian military forces shot at protesters in Aweday, killing 8 people and injuring 18. Protesters were denouncing the arrest of many Oromo leaders, amid rumors that many had contracted coronavirus in detention. [size=at least 26]",8
"ETH5670","18-August-2020",2020,"Protests","Excessive force against protesters","Protesters (Ethiopia)","","Military Forces of Ethiopia (2018-)","","Eastern Africa","Ethiopia","Harari","Harari","Abadir","Harar",9.312,42.124,"Addis Standard","National","On 18 August 2020, Oromia special forces shot at protesters in Kobo town (Harar), killing 2. Protesters were denouncing the arrest of many Oromo leaders, amid rumors that many had contracted coronavirus in detention. [size=no report]",2
"ETH5674","19-August-2020",2020,"Protests","Excessive force against protesters","Protesters (Ethiopia)","","Military Forces of Ethiopia (2018-)","","Eastern Africa","Ethiopia","Dire Dawa","Dire Dawa urban","Gende Kore","Dire Dawa",9.601,41.85,"Addis Standard","National","On 19 August 2020, security forces opened fired at protesters in Dire Dawa city, killing 1 person. Protesters were denouncing the arrest of many Oromo leaders, amid rumors that many had contracted coronavirus in detention. [size=no report]",1
"ETH5673","19-August-2020",2020,"Protests","Excessive force against protesters","Protesters (Ethiopia)","","Military Forces of Ethiopia (2018-)","","Eastern Africa","Ethiopia","Oromia","East Hararge","Haromaya town","Alemaya",9.395,42.013,"Addis Standard","National","On 19 August 2020, for a third day, Ethiopian security forces opened fire on protesters in Haro Maya, killing 2 and wounding 26 others. Protesters were denouncing the arrest of many Oromo leaders, amid rumors that many had contracted coronavirus in detention. [size=at least 26]",2
"ETH5699","08-October-2020",2020,"Protests","Excessive force against protesters","Protesters (Ethiopia)","Students (Ethiopia)","Military Forces of Ethiopia (2018-)","","Eastern Africa","Ethiopia","Oromia","West Arsi","Gedeb Asasa","Asasa",7.1,39.2,"Oromiya Media Network","International","On 8 October 2020, military forces opened fire on students conducting a protest in Asasa, West Arsi (Oromia), wounding one person in the foot. [size=no report]",0
"ETH5701","10-October-2020",2020,"Protests","Excessive force against protesters","Protesters (Ethiopia)","Qeerroo Youth Militia","Military Forces of Ethiopia (2018-)","","Eastern Africa","Ethiopia","Oromia","Bale","Robe Town","Robe",7.12,40.007,"Oromiya Media Network","International","On 10 October 2020, military forces opened fire on unarmed Qeerroo protesters in Bale Robe town (Bale, Oromia), killing one person. Protesters were demanding the release of political prisoners. [size=no report]",1
"ETH5750","19-November-2020",2020,"Protests","Excessive force against protesters","Protesters (Ethiopia)","","Police Forces of Ethiopia (2018-) Oromia State Police","","Eastern Africa","Ethiopia","Oromia","East Hararge","Kombolcha","Dire Tiyara",9.373,42.107,"Oromiya Media Network","International","On 19 November 2020, Oromia state police forces opened fire on protesters in Dire Tayara, East Hararghe, wounding one person. Protesters gathered to denounce the detention of Oromo politicians. [size=no report]",0
"ETH5935","10-February-2021",2021,"Protests","Excessive force against protesters","Protesters (Ethiopia)","","Military Forces of Ethiopia (2018-)","","Eastern Africa","Ethiopia","Tigray","Eastern Tigray","Wukro town","Wikro",13.792,39.599,"BBC News","International","On 10 February 2021, protests that started the day prior in Mekelle (coded separately) spread to Adigrat, Wikro (Eastern Tigray, Tigray), Freweini and Edaga Hamus. Troops engaged protesters in Wikro, killing at least 2 people. Demonstrations were called after a delegation of religious and political leaders arrived in the city following military operations, with residents denouncing the military operations and subsequent food shortages. [size=no report]",2
"ETH6015","11-March-2021",2021,"Protests","Excessive force against protesters","Protesters (Ethiopia)","Students (Ethiopia)","Police Forces of Ethiopia (2018-)","","Eastern Africa","Ethiopia","Oromia","West Arsi","Shashemene town","Shashamane",7.2,38.6,"Undisclosed Source","Local partner-Other","On 11 March 2021, dozens of secondary students protested after completing examinations in Shashamane town (Arsi, Oromia), demanding the release of political prisoners. The students were arrested, with some being beaten badly enough to be admitted to a local hospital. [size=dozens]",0
"ETH6756","03-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Ethiopia)","OLF: Oromo Liberation Front","Police Forces of Ethiopia (2018-)","","Eastern Africa","Ethiopia","Addis Ababa","Region 14","Lideta","Addis Ababa",9.025,38.747,"Addis Standard","National","On 3 May 2021, security forces shot at youth who had gathered to denounce the arrest of the OLF-party chairman in Addis Ababa. Arrests were made. No further information. [size=no report]",0
"ETH6785","20-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Ethiopia)","Students (Ethiopia)","Police Forces of Ethiopia (2018-)","","Eastern Africa","Ethiopia","Amhara","West Gojam","Marawi Town","Mer Awi",11.417,37.167,"Deutsche Welle","International","On 20 May 2021, police forces clashed with demonstrators, shouting anti-PP slogans, in Mer Awi woreda (West Gojam, Amhara). A pro-PP rally had been taking place at the same time. 4 students were killed and 12 others injured - with some sources claiming as many as 7 fatalities and 46 injuries. [size=no report]",4
"ETH7432","19-October-2021",2021,"Protests","Excessive force against protesters","Protesters (Ethiopia)","","Police Forces of Ethiopia (2018-) Somali Regional Special Forces","","Eastern Africa","Ethiopia","Somali","Erer","Fik","Fik",8.133,42.3,"Voss TV","Subnational","On 19 October 2021, special forces of Somali region opened fire on peaceful protesters in Dhuxun Town (Nogob), leaving one person dead and four others wounded. No further information. Event coded to nearby ADM Fik (Erer, Somali). [size=no report]",1
"FRA12181","02-October-2021",2021,"Protests","Excessive force against protesters","Protesters (France)","","Unidentified Armed Group (France)","","Europe","France","Bourgogne-Franche-Comte","Doubs","Besancon","Besancon",47.238,6.024,"L'Est Republicain","National","On 2 October 2021, between 800 and 1,000 persons demonstrated in Besancon. An individual tried to drive over demonstrators with his car, injuring one lightly. They denounced coronavirus-related measures implemented by the government, including the bill on the obligation to provide proof of double vaccination to resume professional activities. [size=between 800 and 1,000]",0
"DJI44","18-February-2011",2011,"Protests","Excessive force against protesters","Police Forces of Djibouti (1999-)","","Protesters (Djibouti)","","Eastern Africa","Djibouti","Djibouti","Djibouti","","Djibouti",11.595,43.148,"AFP","International","5,000+ youth and opposition protesters, calling for an end to the regime of President Guelleh, clash with police. One death reported, arrests made. The event lasted two days.",1
"DJI45","18-February-2011",2011,"Protests","Excessive force against protesters","Protesters (Djibouti)","UMD: Union for Democratic Movement Party; UAD: Union for a Democratic Alternative Party; UMD: Union for Democratic Movement Party","Police Forces of Djibouti (1999-)","","Eastern Africa","Djibouti","Djibouti","Djibouti","","Djibouti",11.595,43.148,"Africa Research Bulletin","Other","The UAD and UMD political parties protest the regime and majority political party. Police violently disperse them. One police officer, one protester killed.",2
"DJI51","30-December-2012",2012,"Protests","Excessive force against protesters","Police Forces of Djibouti (1999-)","","Protesters (Djibouti)","","Eastern Africa","Djibouti","Obock","Obock","","Obock",11.963,43.291,"States News Service (United States)","International","On 30 December 2012, Djiboutian security forces fired on peaceful young demonstrators in the city of Obock, killing a 14 year-old and seriously injuring many others",1
"DJI95","08-June-2015",2015,"Protests","Excessive force against protesters","Protesters (Djibouti)","USN: Union for National Salvation","Police Forces of Djibouti (1999-)","","Eastern Africa","Djibouti","Djibouti","Djibouti","","Djibouti",11.595,43.148,"RFI","International","There were protests in Djibouti led by the opposition Union for National Salvation party against a third term bid for the head of state. Police shot one of the protesters and later on arrested around 20 people.",0
"DJI109","03-November-2016",2016,"Protests","Excessive force against protesters","Police Forces of Djibouti (1999-)","","Protesters (Ethiopia)","Refugees/IDPs (Ethiopia); Oromo Ethnic Group (Ethiopia)","Eastern Africa","Djibouti","Djibouti","Djibouti","","Djibouti",11.595,43.148,"Oromiya Media Network","International","Police reportedly shot and wounded three Oromo refugees in Djibouti as the refugees were protesting having to pay bribes to police in order to register with UNHCR.",0
"DJI114","27-October-2017",2017,"Protests","Excessive force against protesters","Protesters (Djibouti)","","Police Forces of Djibouti (1999-)","","Eastern Africa","Djibouti","Tadjourah","Tadjourah","","Tadjourah",11.785,42.884,"CIVICUS","Other","On 27th October, peaceful protests occurred in Tadjourah, northern Djibouti, where a port is to be built. The protesters were demanding jobs. Several demonstrators were injured when the police used live ammo and teargas to disperse the protesters",0
"DJI127","31-October-2019",2019,"Protests","Excessive force against protesters","Protesters (Djibouti)","","Police Forces of Djibouti (1999-)","","Eastern Africa","Djibouti","Djibouti","Djibouti","","Djibouti",11.595,43.148,"RFI","International","On 31 October 2019, in Arhiba (south of Djibouti city), for 24 hours, protestors demonstrated against the arrest of Kako Houmed Kako by the police. The use of real bullets by the police was reported in response. According to the human rights Djiboutian league dozens of protestors where injured and arrested.[size=no report]",0
"DJI144","05-June-2020",2020,"Protests","Excessive force against protesters","Protesters (Djibouti)","","Police Forces of Djibouti (1999-)","","Eastern Africa","Djibouti","Ali Sabieh","Ali Sabieh","","Ali Sabieh",11.156,42.712,"AFP","International","On 5 June 2020, the Djiboutian police opened fire on protesters in Ali Sabieh (Ali Sabieh) who were denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef and his conditions of detention. [size=no report]",0
"DJI145","05-June-2020",2020,"Protests","Excessive force against protesters","Protesters (Djibouti)","","Police Forces of Djibouti (1999-)","","Eastern Africa","Djibouti","Djibouti","Djibouti","","Balbala",11.562,43.107,"Radio Boukao","New media","On 5 June 2020, the Djiboutian police opened fire on protesters in Balbala (Djibouti) who were denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef and his conditions of detention. [size=no report]",0
"DJI150","10-June-2020",2020,"Protests","Excessive force against protesters","Protesters (Djibouti)","","Police Forces of Djibouti (1999-)","","Eastern Africa","Djibouti","Dikhil","Dikhil","","Dikhil",11.104,42.37,"Radio Boukao","New media","On 10 June 2020, the Djiboutian police opened fire on protesters in Dikhil (Dikhil) who were denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef and his conditions of detention. Injuries were reported among the protesters. [size=no report]",0
"DJI154","26-June-2020",2020,"Protests","Excessive force against protesters","Protesters (Djibouti)","","Police Forces of Djibouti (1999-)","Issa Mamasan-Bah Furlaba Sub-Clan Militia (Djibouti)","Eastern Africa","Djibouti","Djibouti","Djibouti","","Balbala",11.562,43.107,"HCH24","National","On 26 June 2020, the Djiboutian Police supported by Bah Fourlaba Mamasan Clan militiamen opened fire and wounded a protester in Pk12 area in Balbala (Djibouti), during a demonstration denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef. [size=no report]",0
"DJI194","01-August-2021",2021,"Protests","Excessive force against protesters","Protesters (Djibouti)","Afar Ethnic Group (Djibouti)","Police Forces of Djibouti (1999-)","","Eastern Africa","Djibouti","Djibouti","Djibouti","","Djibouti",11.595,43.148,"GardaWorld","Other","On 1 August 2021, the Djiboutian police opened fire on Afar demonstrators in Arhiba neighborhood in Djibouti (Djibouti) who were denouncing the attacks on their homes by Issa militia. [size=no report]",0
"DJI196","02-August-2021",2021,"Protests","Excessive force against protesters","Protesters (Djibouti)","Afar Ethnic Group (Djibouti)","Police Forces of Djibouti (1999-)","","Eastern Africa","Djibouti","Tadjourah","Randa","","Randa",11.847,42.661,"ARD Djibouti","National","Around 2 August 2021 (as reported), the Djiboutian police opened fire on Afar demonstrators in Randa (Randa, Tadjourah) who were denouncing ethnic violence against Afars in the capital Djibouti. One person was injured. [size=no report]",0
"DJI197","02-August-2021",2021,"Protests","Excessive force against protesters","Protesters (Djibouti)","Afar Ethnic Group (Djibouti)","Police Forces of Djibouti (1999-)","","Eastern Africa","Djibouti","Tadjourah","Tadjourah","","Tadjourah",11.785,42.884,"ARD Djibouti","National","Around 2 August 2021 (as reported), the Djiboutian police opened fire on Afar demonstrators in Tadjourah (Tadjourah) who were denouncing ethnic violence against Afars in the capital Djibouti. Five people were injured. [size=no report]",0
"GAB17","27-November-2004",2004,"Protests","Excessive force against protesters","Police Forces of Gabon (1967-2009)","","Protesters (Gabon)","","Middle Africa","Gabon","Ngounie","Ndolou","","Obangue",-1.533,10.183,"PANAPRESS","Regional","Protesters demonstrated outside the Pan-Ocean Energy production facility over the allocation of oil profits. Police forces killed two demonstrators.",2
"GAB23","25-April-2008",2008,"Protests","Excessive force against protesters","Protesters (Gabon)","Journalists (Gabon)","Police Forces of Gabon (2009-)","","Middle Africa","Gabon","Estuaire","Libreville","","Libreville",0.39,9.454,"All Africa","Regional","Police used force against protesters who were demonstrating against the high cost of living in Gabon. A journalist was beaten for filming the violence.",0
"GAB112","31-January-2016",2016,"Protests","Excessive force against protesters","Protesters (Gabon)","Students (Gabon)","Police Forces of Gabon (2009-)","","Middle Africa","Gabon","Estuaire","Libreville","","Libreville",0.39,9.454,"Gabo News","National","Students protested to demand payment of scholarships and were dispersed by police, who reportedly used violence and teargas, causing injuries.",0
"GAB145","20-February-2017",2017,"Protests","Excessive force against protesters","Protesters (Gabon)","Students (Gabon)","Police Forces of Gabon (2009-)","","Middle Africa","Gabon","Ogooue-Maritime","Bendje","","Port Gentil",-0.717,8.783,"AFP; RFI","International","High school students protested in Libreville, Port Gentil and Kambarene (centre) to demand better studying conditions. Police intervened in the Port Gentil march and dispersed it using tear gas. Several students were reported injured.",0
"GAM23","15-October-2001",2001,"Protests","Excessive force against protesters","Protesters (Gambia)","UDP: United Democratic Party","Police Forces of Gambia (1996-2017)","","Western Africa","Gambia","Kanifing","Kanifing","","Serrekunda",13.438,-16.678,"AFP","International","Members of the opposition party protested two days before elections were to be held. Police forces responded by firing at protesters. Fatalities: 2 protesters.",1
"GAM26","16-October-2001",2001,"Protests","Excessive force against protesters","Protesters (Gambia)","UDP: United Democratic Party","Police Forces of Gambia (1996-2017)","","Western Africa","Gambia","Kanifing","Kanifing","","Serrekunda",13.438,-16.678,"AFP","International","Members of the opposition party protested two days before elections were to be held. Police forces responded by firing at protesters. Fatalities: 2 protesters.",1
"GAM126","14-April-2016",2016,"Protests","Excessive force against protesters","Police Forces of Gambia (1996-2017)","","Protesters (Gambia)","UDP: United Democratic Party","Western Africa","Gambia","Kanifing","Kanifing","","Serrekunda",13.438,-16.678,"AP; AFP; RFI","International","Gambian police beat dozens of peaceful demonstrators led by the youth wing of the opposition United Democratic Party (UDP) that were calling for political and electoral reforms, and for the resignation of President Jammeh in Sere Kunda. At least 27 opposition party members were arrested. A senior UDP member and two other fellow party later died in detention, while 18 were later charged with rioting, illegal protest, incitement to violence and conspiracy to commit a felony by a Gambian Court.",3
"GAM131","09-May-2016",2016,"Protests","Excessive force against protesters","Police Forces of Gambia (1996-2017)","","Protesters (Gambia)","UDP: United Democratic Party","Western Africa","Gambia","Banjul","Banjul Central","","Banjul",13.453,-16.578,"FOROYAA; Xinhua; AFP","Subnational-International","United Democratic Party (UDP) supporters protested against the governments rule in front of the Court in Banjul ahead of the trial of fellow activists charged with holding rare protests earlier in the year. Police later arrested and detained 41 of these protesters without charge and access to their families; some were allegedly beaten and severely injured. They were released on bail on 30 June.",0
"PSE2205","08-January-2016",2016,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","West Bank","Ramallah and Al Bireh","","Bilin",31.928,35.072,"Palestinian News Network","National","In Bil'in village, Israeli soldiers fired dozens of gas bombs and rubber-coated steel bullets at the weekly nonviolent protest against the Wall and the settlements, causing dozens of injuries.",0
"PSE2285","29-January-2016",2016,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","Journalists (International)","Middle East","Palestine","West Bank","Ramallah and Al Bireh","","An Nabi Salih",32.016,35.124,"Press TV","Regional","Israeli forces suppressed the weekly protest in Nabi Salih. A foreign activist was injured with live bullet fired by the Israeli forces.",0
"PSE2348","14-February-2016",2016,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","West Bank","Hebron","","Mukhayyam al Arrub",31.623,35.137,"Jordan News Agency; Palestine News and Information Agency","National-Regional","On Feb 14, during a raid on Arrub refugee camp in Hebron, an Israeli army jeep ran over and seriously injured a Palestinian boy. Locals sources said the boy was deliberately struck by the jeep during an anti-Israeli march by schoolchildren in the refugee camp, where troops killed a young Palestinian last week.",0
"PSE2448","04-March-2016",2016,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","West Bank","Qalqilya","","Kafr Qaddum",32.222,35.145,"Ma'an News Agency","National","Two demonstrators in Kufr Qaddum were severely injured during a protest in the village on Mar 4. A 12 year old boy and a Palestinian man were both shot by Israeli forces during the demonstration.",0
"PSE2473","11-March-2016",2016,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","Health Workers (Palestine)","Middle East","Palestine","West Bank","Bethlehem","","Bethlehem",31.705,35.204,"Palestinian News Network","National","Israeli forces opened fire on demonstrators in northern Bethlehem, injuring a paramedic, a number of demonstrators and causing property damage to an ambulance.",0
"PSE2513","25-March-2016",2016,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","Protesters (International); Civilians (Palestine)","Middle East","Palestine","West Bank","Qalqilya","","Kafr Qaddum",32.222,35.145,"Ma'an News Agency","National","Israeli forces fired tear gas and rubber bullets at peaceful protests in Kafr Qaddum and Bilin. Protests were attended by locals, as well as Israeli and international activists. In Kafr Qaddum an elderly man was injured by a rubber coated bullet while he was in his yard on March 25.",0
"PSE2641","14-May-2016",2016,"Protests","Excessive force against protesters","Protesters (Palestine)","Protesters (International)","Military Forces of Israel (2009-2021)","","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza",31.5,34.467,"Palestine News and Information Agency","National","On Saturday May 14, Israeli forces repressed Friday protests across the West Bank and Gaza injuring several Palestinians. They also detained several Palestinians, among those there were peace activists both international and Palestinian. Israeli forces shot several Palestinians and used tear gas.",0
"PSE2643","14-May-2016",2016,"Protests","Excessive force against protesters","Protesters (Palestine)","Protesters (International)","Military Forces of Israel (2009-2021)","","Middle East","Palestine","West Bank","Ramallah and Al Bireh","","Ramallah",31.9,35.204,"Palestine News and Information Agency","National","On Saturday May 14, Israeli forces repressed Friday protests across the West Bank and Gaza injuring several Palestinians. They also detained several Palestinians, among those there were peace activists both international and Palestinian. Israeli forces shot several Palestinians and used tear gas.",0
"PSE2776","01-July-2016",2016,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","West Bank","Ramallah and Al Bireh","","Bilin",31.928,35.072,"Ma'an News Agency","National","On Friday, 1st of July 2016, Israeli forces suppressed protests in the village of Bilin in the central West Bank. Some of the protesters were injured, including at least one who was shot.",0
"PSE2785","08-July-2016",2016,"Protests","Excessive force against protesters","Police Forces of Israel (2009-2021)","","Protesters (Palestine)","Journalists (Palestine)","Middle East","Palestine","West Bank","Qalqilya","","Kafr Qaddum",32.222,35.145,"Palestine News and Information Agency","National","On Friday, 8th of July 2016, dozens of Palestinians suffocated, and a foreign activist was shot and injured, as Israeli armed soldiers violently suppressed a peaceful rally.",0
"PSE2808","19-July-2016",2016,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","West Bank","Al Quds","","Al Quds - Ar Ram",31.849,35.234,"AFP","International","Tuesday 19th of July 2016, Israeli forces used rubber bullets, tear gas grenades, and sound bombs against demonstrators in the Al-Ram area near Jerusalem. A palestinian child was killed by a rubber bullet.",1
"PSE2878","12-August-2016",2016,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza",31.5,34.467,"Ma'an News Agency","National","Friday 12th of August 2016, Israeli snipers hid behind large dirt mounds as they shot live fire and tear gas bombs at the protestors in the eastern part of GazaCity.Neither Injuries nor fatalities were reported.",0
"PSE2943","09-September-2016",2016,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","Refugees/IDPs (Palestine)","Middle East","Palestine","Gaza Strip","Deir El Balah","","Al Burayj",31.439,34.403,"FARS News Agency (Iran)","Regional","Friday 9th of Sep 2016, a Palestinian was killed by Israeli forces after a soldier shot the youth in the head during protests in East of al-Bureij refugee camp.",1
"PSE3091","28-October-2016",2016,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza",31.5,34.467,"Anadolu Agency","Regional","Friday 28th of October 2016, three Palestinian protesters were wounded by fire from Israeli soldiers in eastern Gaza.",0
"PSE3217","30-December-2016",2016,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","West Bank","Qalqilya","","Kafr Qaddum",32.222,35.145,"Ma'an News Agency","National","Israeli forces fired live bullets, rubber bullets, stun grenades and tear gas at protesters in Kafr Qaddum on Dec 30.",0
"PSE179","25-February-2017",2017,"Protests","Excessive force against protesters","Police Forces of Palestine (1994-) West Bank","","Protesters (Palestine)","Hizb Ettahrir Party","Middle East","Palestine","West Bank","Hebron","","Hebron",31.529,35.094,"Ma'an News Agency","National","Palestinian security forces suppressed a rally in the West Bankcity of Hebron on Saturday that was organized by the Hizb al-Tahrir organization, and detained several members of the group after firing tear gas and allegedly assaulting protesters. Security forces declared the Ibn Rush square in the center of Hebron a 'closed military zone,' and prevented citizens from accessing the area.",0
"PSE229","10-March-2017",2017,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","West Bank","Ramallah and Al Bireh","","Nilin",31.947,35.022,"Palestine News and Information Agency","National","Israeli forces Friday shot and injured a Palestinian minor during the weekly march in Nilin village. Forces suppressed Palestinian protestors as they marched against Israeli settlement construction, land expropriation and the separation wall.",0
"PSE337","19-April-2017",2017,"Protests","Excessive force against protesters","Protesters (Palestine)","","Military Forces of Israel (2009-2021)","","Middle East","Palestine","West Bank","Al Quds","","Al Quds - Abu Dis",31.762,35.262,"Ma'an News Agency","National","At least one Palestinian was injured and another was detained by Israeli forces during events in the Jerusalem area in support of hunger-striking prisoners on Wednesday.",0
"PSE10183","28-April-2017",2017,"Protests","Excessive force against protesters","Protesters (Palestine)","Refugees/IDPs (Palestine)","Military Forces of Israel (2009-2021)","","Middle East","Palestine","West Bank","Hebron","","Mukhayyam al Arrub",31.623,35.137,"Arab 48","National","On 28 April 2017, Israeli military forces fired on a Palestinian sit-in in Mukhayyam al Arrub refugee camp (Hebron, West Bank), wounding a young man. [size=no report]",0
"PSE415","30-April-2017",2017,"Protests","Excessive force against protesters","Police Forces of Israel (2009-2021)","Journalists (Palestine)","Protesters (Palestine)","Journalists (Palestine)","Middle East","Palestine","West Bank","Al Quds","","Al Quds - Old City",31.777,35.234,"Ma'an News Agency","National","Police reportedly assaulted multiple protesters near the Old City of Jerusalem. Some were severely beaten. At least 14 Palestinian journalists were also injured while covering the event.",0
"PSE458","07-May-2017",2017,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","Farmers (Palestine)","Middle East","Palestine","West Bank","Ramallah and Al Bireh","","Turmus Ayya",32.035,35.286,"Ma'an News Agency","National","Israeli soldiers assaulted Palestinian farmers in the the village of Turmusayya in the central occupiedWest Bankdistrict of Ramallah on Sunday, after the farmers arrived to protest the illegal construction of an Israeli settler road on privately owned Palestinian land.",0
"PSE3622","24-May-2017",2017,"Protests","Excessive force against protesters","Protesters (Palestine)","Protesters (United States); Free Jerusalem","Police Forces of Israel (2009-2021)","","Middle East","Palestine","West Bank","Al Quds","","Al Quds - Old City",31.777,35.234,"Jerusalem Post","Regional","Israeli police broke the arm of an American Jewish activist and injured several other anti-occupation demonstrators while forcefully dispersing a Jerusalem Day protest in the Old City on Wednesday. The demonstration, held at Damascus Gate by American and Israeli Jewish activists with IfNotNow, Free Jerusalem and All That's Left, took place during the March of the Flags, an annual right-wing parade that habitually results in violence against Palestinians from both its participants and the Israeli police units escorting them.",0
"PSE571","25-May-2017",2017,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","West Bank","Hebron","","Khirbat Sarurah",31.403,35.151,"Al Jazeera","Regional","Israeli forces have raided aprotestcamp in a village in the South Hebron Hills of the occupiedWest Bank, wounding at least one local resident, detaining one person, and attempting to destroy remaining tents erected by activists.",0
"PSE629","16-June-2017",2017,"Protests","Excessive force against protesters","Protesters (Palestine)","","Military Forces of Israel (2009-2021)","","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza",31.5,34.467,"MENAFN","Regional","At least 11 Palestinians were wounded when Israeli forces opened fire at demonstrators near the eastern borders of theGazaStrip.",0
"PSE790","24-July-2017",2017,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","Students (Palestine)","Middle East","Palestine","West Bank","Ramallah and Al Bireh","","Bayt El",31.933,35.217,"Jordan News Agency; Ma'an News Agency","National-Regional","Dozens of Palestinian students were injured during clashes with Israeli occupation forces at a checkpoint near Beit El, to protest the killing of fellow student. Israeli soldiers fired rubber-coated steel bullets and tear gas canister at the protesters injuring of dozens.",0
"PSE888","25-August-2017",2017,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","North Gaza","","Jabalya",31.527,34.484,"Ma'an News Agency","National","Israeli forces deployed near the border of theGazaStrip on Friday afternoon opened live ammunition and shot tear gas canisters at Palestinians protesting nearIsrael'sborder fence in several areas ofGaza, causing scores of Palestinians to suffer tear gas inhalation, while another was injured after being struck by tear gas canisters.",0
"PSE903","08-September-2017",2017,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","West Bank","Qalqilya","","Kafr Qaddum",32.222,35.145,"Ma'an News Agency","National","Israeli forces injured a Palestinian with a rubber-coated bullet on Friday after suppressing a weekly march in the village of Kafr Qaddum. The young man was struck in the chest after Israeli forces opened rubber bullets on the crowd of protesters.",0
"PSE1022","03-November-2017",2017,"Protests","Excessive force against protesters","Protesters (Palestine)","","Military Forces of Israel (2009-2021)","","Middle East","Palestine","West Bank","Qalqilya","","Kafr Qaddum",32.222,35.145,"Palestine News and Information Agency","National","The village of Kufr Qaddoum held its weekly and peaceful anti-settlement demonstration. The army fired tear gas and rubber-coated metal bullets at the protesters and homes in the village, causing many suffocation and injuries.",0
"PSE1086","07-December-2017",2017,"Protests","Excessive force against protesters","Protesters (Palestine)","","Military Forces of Israel (2009-2021)","","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza",31.5,34.467,"AFP","International","Five Palestinians were wounded from Israeli fire in theGazaStrip as dozens protested near the barrier sealing off the enclave fromIsrael.",0
"PSE1129","09-December-2017",2017,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","West Bank","Ramallah and Al Bireh","","Al Bireh",31.905,35.215,"Palestine News and Information Agency","National","Israeli army forces Saturday night shot a Palestinian young man in his eye with a rubber coated steel bullet duringprotestsat the northern entrance of the city of al-Bireh.",0
"PSE1131","09-December-2017",2017,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","West Bank","Bethlehem","","Bethlehem",31.705,35.204,"Anadolu Agency","Regional","Two demonstrators were injured by rubber bullets and ten others suffered gas inhalation when Israeli forces dispersed a rally in theWest Bankcity of Bethlehem.",0
