Country killed,Country killed (group),Coverage,Date,Date 1 New,Date1,Date2,Freelance,Impunity for murder,Job,Local Foreign,Medium,Name,Nationality,Number,Organization,Point,Sex,Source fire,Taken captive,Threatened,Tortured,Type,Type (group),Type death,Type death (group),Type death (group) 1,Year,Number of Records,X,Y
Iraq,Iraq,,"october 10, 2014",10/10/2014,"october 10, 2014",,Unknown,,,Unknown,,Raed Al-Azzawi,Iraq,248,Sama Salaheddin Channel,248,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2014,1,-104.782569321,20.190336241
Iraq,Iraq,"Corruption, Crime, Culture, Human Rights, Politics, War","april 26, 2015",4/26/2015,"april 26, 2015",,No,Yes,Editor,Local,Print,Thaer Al-Ali,Iraq,249,Rai al-Nas,249,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-106.424189304,10.317300055
Iraq,Iraq,Politics,"may  1, 2015",5/1/2015,"may  1, 2015",,No,Yes,"Producer, Technician",Local,Television,Firas al-Baher,Iraqi,250,Nineveh al-Ghad,250,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-107.135247348,0.334040426
Iraq,Iraq,"Human Rights, Politics, War","july 15, 2015",7/15/2015,"july 15, 2015",,No,Yes,"Camera Operator, Photographer",Local,Internet,Jalaa al-Abadi,Iraq,251,Nineveh Reporters Network,251,Male,Political Group,Yes,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-106.911382206,-9.671971906
Iraq,Iraq,"Politics, War",august 2015,8/1/2015,august 2015,,No,Yes,"Camera Operator, Photographer",Local,Television,Adel Sayegh,Iraqi,252,Salaheddin TV,252,Male,Political Group,Yes,,Unknown,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-105.756397171,-19.613588243
Iraq,Iraq,"Corruption, Crime, Human Rights, Politics","september 12, 2015",9/12/2015,"september 12, 2015",,No,Yes,Editor,Local,Radio,Yahya Abdul Hamid,Iraqi,253,Radio Rasheed,253,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-103.682146517,-29.404734383
Iraq,Iraq,War,"january 12, 2016",1/12/2016,"january 12, 2016",,No,Yes,Camera Operator,Local,Television,Hassan al-Anbaki,Iraq,254,Al-Sharqiya,254,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2016,1,-100.708353973,-38.961143456
Iraq,Iraq,War,"january 12, 2016",1/12/2016,"january 12, 2016",,No,Yes,Broadcast,Local,Television,Saif Talal,Iraq,255,Al-Sharqiya,255,Male,Unknown Fire,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2016,1,-96.862365992,-48.201063153
Iraq,Iraq,,"may 20, 2016",5/20/2016,"may 20, 2016",,Unknown,,,Unknown,,Alaa Qassem Mohan,Iraqi,256,Al-Ahed Radio,256,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2016,1,-92.178843056,-57.045931759
Iraq,Iraq,,"august 13, 2016",8/13/2016,"august 13, 2016",,Unknown,,,Unknown,,Widad Hussein,Iraqi,257,Roj News,257,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2016,1,-86.699392760,-65.421017757
Iraq,Iraq,War,"august 14, 2016",8/14/2016,"august 14, 2016",,No,,Camera Operator,Local,Television,Mustafa Said,Iraqi,258,Kurdistan TV,258,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2016,1,-80.472148787,-73.256018189
Iraq,Iraq,War,"august 20, 2016",8/20/2016,"august 20, 2016",,No,,Technician,Local,Television,Ali Ghani,Iraqi,259,Al-Ahad TV,259,Male,Unknown Fire,No,No,No,Media Workers,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2016,1,-73.551300297,-80.485611444
Iraq,Iraq,"Politics, War","october 21, 2016",10/21/2016,"october 21, 2016",,No,,Producer,Local,Television,Ahmet HaceroÄlu,Iraqi,260,TÃ¼rkmeneli TV,260,Male,Political Group,Unknown,,Unknown,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2016,1,-65.996576543,-87.049960574
Iraq,Iraq,War,"october 22, 2016",10/22/2016,"october 22, 2016",,No,,Camera Operator,Local,"Television, Internet",Ali Risan,Iraqi,261,Al-Sumaria TV,261,Male,Political Group,Unknown,,Unknown,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2016,1,-57.872691825,-92.895163776
Iraq,Iraq,War,"mid-april, 2005",,mid,"april, 2005",No,Yes,Editor,Local,Print,Ahmed al-Rubai'i,Iraq,262,Al-Sabah,262,Male,Criminal Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,-49.248756110,-97.973649160
Iraq,Iraq,,"november, 2004",,"november, 2004",,No,Yes,Editor,Local,Print,Wadallah Sarhan,Iraq,263,Akhbar al-Mosul,263,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2004,1,-40.197656816,-102.244511477
Ireland,Ireland,Crime,"june 26, 1996",6/26/1996,"june 26, 1996",,No,Partial,Print Reporter,Local,Print,Veronica Guerin,Ireland,1,Sunday Independent,1,Female,Criminal Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1996,1,-3.090169944,-9.510565163
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,,"october 28, 2000",10/28/2000,"october 28, 2000",,Unknown,,,Unknown,,Aziz Al-Tineh,Unknown,1,WAFA,1,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2000,1,-3.090169944,-9.510565163
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,Politics,"july 31, 2001",7/31/2001,"july 31, 2001",,No,,Print Reporter,Local,"Print, Internet",Muhammad al-Bishawi,Palestinian Territory,2,"Najah Press Office, IslamOnline",2,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2001,1,7.773190463,-9.498410343
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,War,"march 13, 2002",3/13/2002,"march 13, 2002",,Yes,,Photographer,Foreign,Print,Raffaele Ciriello,Italy,3,Freelancer,3,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2002,1,14.091306992,-0.990859251
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,War,"july 12, 2002",7/12/2002,"july 12, 2002",,Yes,,Photographer,Local,Print,Imad Abu Zahra,Palestinian Territory,4,freelance,4,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2002,1,12.642991314,9.368294483
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,Human Rights,"september 22, 2002",9/22/2002,"september 22, 2002",,No,,Broadcast,Local,Radio,Issam Tillawi,Palestinian Territory,5,Voice of Palestine,5,Male,Military Officials,No,No,No,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2002,1,5.037593584,16.425388861
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,"Human Rights, War","april 19, 2003",4/19/2003,"april 19, 2003",,No,,Camera Operator,Local,Television,Nazih Darwazeh,Israel Occupied,6,APTN,6,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,-5.193030175,17.760275011
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,"Human Rights, War","may 2, 2003",5/2/2003,"may 2, 2003",,Yes,,Camera Operator,Foreign,Television,James Miller,United Kingdom,7,freelance,7,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,-14.493130968,13.391292603
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,Human Rights,"march 22, 2004",3/22/2004,"march 22, 2004",,No,,Broadcast,Local,Radio,Mohamed Abu Halima,Israel Occupied,8,Al-Najah,8,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,-20.290584026,4.946738521
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,Politics,"may 13, 2007",5/13/2007,"may 13, 2007",,No,Yes,Editor,Local,Print,Suleiman Abdul-Rahim al-Ashi,Palestinian Territory,9,Palestine,9,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2007,1,-21.345366462,-5.216451179
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,,"may 14, 2007",5/14/2007,"may 14, 2007",,Unknown,,,Unknown,,Mohammad Matar Abdo,Unknown,10,Palestine,10,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2007,1,-17.674835018,-14.730231596
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,War,"april 16, 2008",4/16/2008,"april 16, 2008",,No,,Camera Operator,Local,Television,Fadel Shana,Palestinian,11,Reuters,11,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2008,1,-10.251222035,-21.696573791
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,"Politics, War","january 7, 2009",1/7/2009,"january 7, 2009",,No,,Camera Operator,Local,Television,Basil Ibrahim Faraj,Palestinian,12,Palestinian Media and Communication Company,12,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2009,1,-0.615119571,-24.936340482
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,War,"november 20, 2012",11/20/2012,"november 20, 2012",,No,,Camera Operator,Local,Television,Hussam Salama,Palestinian,13,Al-Aqsa,13,Male,Military Officials,Unknown,,Unknown,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2012,1,9.499876598,-24.046943024
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,War,"november 20, 2012",11/20/2012,"november 20, 2012",,No,,Camera Operator,Local,Television,Mahmoud al-Kumi,Palestinian,14,Al-Aqsa,14,Male,Military Officials,Unknown,,Unknown,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2012,1,18.476275687,-19.322952385
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,,"july  9, 2014",7/9/2014,"july  9, 2014",,Unknown,,,Unknown,,Hamid Shihab,Israel and the Occupied Palestinian Territory,15,Media 24,15,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2014,1,25.030744782,-11.593410284
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,"Human Rights, Politics, War","july 20, 2014",7/20/2014,"july 20, 2014",,No,,"Camera Operator, Photographer",Local,Television,Khaled Reyadh Hamad,Israel and the Occupied Palestinian Territory,16,Continue Production Films,16,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2014,1,28.337408412,-2.022082411
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,"Human Rights, Politics, War","july 30, 2014",7/30/2014,"july 30, 2014",,No,,"Camera Operator, Photographer",Local,Television,Sameh al-Aryan,Israel and the Occupied Palestinian Territory,17,Al-Aqsa TV,17,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2014,1,28.066078448,8.093584670
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,"Human Rights, Politics, War","july 30, 2014",7/30/2014,"july 30, 2014",,No,,Photographer,Local,"Print, Television, Internet",Rami Rayan,Israel and the Occupied Palestinian Territory,18,Palestine Network for Press and Media,18,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2014,1,24.352408974,17.499993484
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,,"july 30, 2014",7/30/2014,"july 30, 2014",,Unknown,,,Unknown,,Mohammed Nour al-Din al-Deiri,Israel and the Occupied Palestinian Territory,19,Palestine Network for Press and Media,19,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2014,1,17.719803248,25.126596375
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,"Politics, War","august 13, 2014",8/13/2014,"august 13, 2014",,No,,"Camera Operator, Photographer",Foreign,"Television, Internet",Simone Camilli,Italy,20,The Associated Press,20,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2014,1,8.972643657,30.180268647
Israel and the Occupied Palestinian Territory,Israel and the Occupied Palestinian Territory,,"august 13, 2014",8/13/2014,"august 13, 2014",,Unknown,,,Unknown,,Ali Abu Afash,Israel and the Occupied Palestinian Territory,21,Freelance,21,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2014,1,-0.921789809,32.194744074
Ivory Coast,Ivory Coast,,"september 21, 1999",9/21/1999,"september 21, 1999",,Unknown,,,Unknown,,Abdoulaye Bakayoko,Unknown,1,Le LibÃ©ral,1,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,1999,1,-3.090169944,-9.510565163
Ivory Coast,Ivory Coast,Human Rights,"october 21, 2003",10/21/2003,"october 21, 2003",,No,No,Broadcast,Foreign,Radio,Jean HÃ©lÃ¨ne,France,2,Radio France Internationale,2,Male,Military Officials,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2003,1,7.773190463,-9.498410343
Ivory Coast,Ivory Coast,Human Rights,"november 7, 2004",11/7/2004,"november 7, 2004",,No,,Print Reporter,Local,Print,Antoine MassÃ©,Ivory Coast,3,Le Courrier d'Abidjan,3,Male,Military Officials,No,No,No,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2004,1,14.091306992,-0.990859251
Ivory Coast,Ivory Coast,,"february 28, 2011",2/28/2011,"february 28, 2011",,Unknown,,,Unknown,,Marcel LegrÃ©,Ivory Coast,4,La Refondation,4,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2011,1,12.642991314,9.368294483
Ivory Coast,Ivory Coast,Politics,"may  8, 2011",5/8/2011,"may  8, 2011",,No,Yes,"Broadcast, Editor",Local,Television,Sylvain Gagnetau Lago,Ivory Coast,5,Radio Yopougon,5,Male,,Yes,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2011,1,5.037593584,16.425388861
Japan,Japan,Crime,"september 6, 2003",9/6/2003,"september 6, 2003",,Yes,No,Print Reporter,Local,Print,Satoru Someya,Japan,1,freelance,1,Male,Local Residents,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2003,1,-3.090169944,-9.510565163
Kazakhstan,Kazakhstan,,"july 20, 2004",7/20/2004,"july 20, 2004",,Unknown,,,Unknown,,Askhat Sharipjanov,Unknown,1,Navigator,1,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2004,1,-3.090169944,-9.510565163
Kazakhstan,Kazakhstan,Corruption,"december 22, 2009",12/22/2009,"december 22, 2009",,No,Partial,Editor,Foreign,Print,Gennady Pavlyuk (Ibragim Rustambek),Russia,2,Bely Parokhod,2,Male,Government Officials,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,7.773190463,-9.498410343
Kenya,Kenya,,"october 27, 2000",10/27/2000,"october 27, 2000",,Unknown,,,Unknown,,Samuel Nduati,Unknown,1,Citizen Radio,1,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2000,1,-3.090169944,-9.510565163
Kenya,Kenya,,"may 28, 2008",5/28/2008,"may 28, 2008",,Unknown,,,Unknown,,Trent Keegan,Unknown,2,freelance,2,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2008,1,7.773190463,-9.498410343
Kenya,Kenya,Corruption,january 2009,1/1/2009,january 2009,,No,Yes,Print Reporter,Local,Radio,Francis Nyaruri,Kenyan,3,Weekly Citizen,3,Male,Government Officials,Yes,Yes,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,14.091306992,-0.990859251
Kenya,Kenya,,"march 30, 2013",3/30/2013,"march 30, 2013",,Unknown,,,Unknown,,Bernard Wesonga,Kenya,4,The Star,4,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2013,1,12.642991314,9.368294483
Kenya,Kenya,Politics,"april 30, 2015",4/30/2015,"april 30, 2015",,No,Yes,"Editor, Publisher",Local,Print,John Kituyi,Kenyan,5,Mirror Weekly,5,Male,Unknown Fire,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,5.037593584,16.425388861
Kuwait,Kuwait,,"march 20, 2001",3/20/2001,"march 20, 2001",,Unknown,,,Unknown,,Hidaya Sultan al-Salem,Unknown,1,Al-Majales,1,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2001,1,-3.090169944,-9.510565163
Kyrgyzstan,Kyrgyzstan,,"september 15, 2003",9/15/2003,"september 15, 2003",,Unknown,,,Unknown,,Ernis Nazalov,Unknown,1,Kyrgyz Ruhu,1,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2003,1,-3.090169944,-9.510565163
Kyrgyzstan,Kyrgyzstan,"Human Rights, Politics","october 24, 2007",10/24/2007,"october 24, 2007",,No,Yes,"Broadcast, Editor, Internet Reporter, Print Reporter",Local,"Print, Radio, Internet",Alisher Saipov,Kyrgyzstan,2,Siyosat,2,Male,Government Officials,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2007,1,7.773190463,-9.498410343
Latvia,Latvia,Crime,"november 28, 2001",11/28/2001,"november 28, 2001",,No,Partial,Print Reporter,Local,Print,Gundars Matiss,Latvia,1,Kurzeme Vards,1,Male,Criminal Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2001,1,-3.090169944,-9.510565163
Lebanon,Lebanon,Politics,"january 15, 1992",1/15/1992,"january 15, 1992",,No,Yes,Columnist,Local,Print,Mustafa Jeha,Lebanon,1,Al-Amal,1,Male,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1992,1,-3.090169944,-9.510565163
Lebanon,Lebanon,"Politics, War","august 18, 1992",8/18/1992,"august 18, 1992",,Yes,Yes,"Broadcast, Print Reporter",Foreign,"Print, Television",Gabrielle Marian Hulsen,Germany,2,Freelancer,2,Female,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1992,1,7.773190463,-9.498410343
Lebanon,Lebanon,War,"july 26, 1993",7/26/1993,"july 26, 1993",,No,,Camera Operator,Local,Television,Ahmed Haidar,Lebanon,3,Al-Manar Television,3,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,1993,1,14.091306992,-0.990859251
Lebanon,Lebanon,War,"february 28, 1999",2/28/1999,"february 28, 1999",,No,,Broadcast,Foreign,Radio,Ilan Roeh,Israel,4,Israel Radio,4,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,1999,1,12.642991314,9.368294483
Lebanon,Lebanon,Politics,"june 2, 2005",6/2/2005,"june 2, 2005",,No,Yes,Columnist,Local,Print,Samir Qassir,Lebanon,5,Al-Nahar,5,Male,Government Officials,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,5.037593584,16.425388861
Lebanon,Lebanon,Politics,"december 12, 2005",12/12/2005,"december 12, 2005",,No,Yes,Columnist,Local,Print,Gebran Tueni,Lebanon,6,Al-Nahar,6,Male,Government Officials,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,-5.193030175,17.760275011
Lebanon,Lebanon,,"july 22, 2006",7/22/2006,"july 22, 2006",,Unknown,,,Unknown,,Suleiman al-Chidiac,Lebanon,7,Lebanese Broadcasting Corporation,7,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2006,1,-14.493130968,13.391292603
Lebanon,Lebanon,War,"july 23, 2006",7/23/2006,"july 23, 2006",,Yes,,Photographer,Local,Print,Layal Najib,Lebanon,8,freelance,8,Female,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2006,1,-20.290584026,4.946738521
Lebanon,Lebanon,War,"august  3, 2010",8/3/2010,"august  3, 2010",,No,,Print Reporter,Local,Print,Assaf Abu Rahal,Lebanon,9,Al-Akhbar,9,Male,Military Officials,Unknown,,Unknown,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2010,1,-21.345366462,-5.216451179
Lebanon,Lebanon,War,"april  9, 2012",4/9/2012,"april  9, 2012",,No,,Camera Operator,Local,Television,Ali Shaaban,Lebanon,10,Al-Jadeed,10,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2012,1,-17.674835018,-14.730231596
Libya,Libya,"Corruption, Politics","june 2, 2005",6/2/2005,"june 2, 2005",,No,Yes,Internet Reporter,Local,Internet,Daif al-Gahzal al-Shuhaibi,Libya,1,freelance,1,Male,Government Officials,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2005,1,-3.090169944,-9.510565163
Libya,Libya,War,"march 13, 2011",3/13/2011,"march 13, 2011",,No,,Camera Operator,Foreign,Television,Ali Hassan al-Jaber,Qatar,2,Al-Jazeera,2,Male,Military Officials,Unknown,,Unknown,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2011,1,7.773190463,-9.498410343
Libya,Libya,,"march 15, 2011",3/15/2011,"march 15, 2011",,Unknown,,,Unknown,,Mohamed Shaglouf,Libya,3,freelance,3,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2011,1,14.091306992,-0.990859251
Libya,Libya,War,"march 19, 2011",3/19/2011,"march 19, 2011",,Yes,,"Camera Operator, Internet Reporter, Publisher",Local,Internet,Mohammed al-Nabbous,Libya,4,Libya Al-Hurra TV,4,Male,Paramilitary Group,Unknown,,Unknown,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2011,1,12.642991314,9.368294483
Libya,Libya,War,"april  5, 2011",4/5/2011,"april  5, 2011",,Yes,,Photographer,Foreign,Print,Anton Hammerl,South Africa,5,Freelance,5,Male,Military Officials,Yes,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2011,1,5.037593584,16.425388861
Libya,Libya,War,"april 20, 2011",4/20/2011,"april 20, 2011",,No,,Photographer,Foreign,"Print, Internet",Chris Hondros,USA,6,Getty Images,6,Male,Military Officials,Unknown,,Unknown,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2011,1,-5.193030175,17.760275011
Libya,Libya,War,"april 20, 2011",4/20/2011,"april 20, 2011",,Yes,,Photographer,Foreign,"Print, Television",Tim Hetherington,UK,7,Freelance,7,Male,Military Officials,Unknown,,Unknown,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2011,1,-14.493130968,13.391292603
Libya,Libya,"Culture, Politics","november 18, 2013",11/18/2013,"november 18, 2013",,No,,Photographer,Local,Internet,Saleh Ayyad Hafyana,Libya,8,Fassato News Agency,8,Male,Paramilitary Group,No,No,No,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2013,1,-20.290584026,4.946738521
Libya,Libya,"Politics, War","may 26, 2014",5/26/2014,"may 26, 2014",,No,Yes,Editor,Local,"Print, Internet",Muftah Bu Zeid,Libya,9,Brnieq,9,Male,Unknown Fire,Unknown,,Unknown,Motive Confirmed,Other,Murder,Murder,Murder,2014,1,-21.345366462,-5.216451179
Libya,Libya,War,"april 22, 2015",4/22/2015,"april 22, 2015",,No,Yes,"Broadcast, Editor, Producer",Local,Television,Muftah al-Qatrani,Libya,10,Al-Anwar,10,Male,Unknown Fire,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,-17.674835018,-14.730231596
Libya,Libya,War,"june 24, 2016",6/24/2016,"june 24, 2016",,Yes,,Photographer,Local,"Television, Internet",Khaled al-Zintani,Libyan,11,Freelance,11,Male,Political Group,Unknown,,Unknown,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2016,1,-10.251222035,-21.696573791
Libya,Libya,War,"july 21, 2016",7/21/2016,"july 21, 2016",,No,,"Camera Operator, Photographer",Local,"Print, Television",Abdelqadir Fassouk,Libyan,12,Arraed Satellite TV,12,Male,Political Group,Unknown,,Unknown,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2016,1,-0.615119571,-24.936340482
Libya,Libya,"Politics, War","october  2, 2016",10/2/2016,"october  2, 2016",,Yes,,Photographer,Foreign,"Print, Internet",Jeroen Oerlemans,Netherlands,13,Freelance,13,Male,Political Group,Unknown,,Unknown,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2016,1,9.499876598,-24.046943024
Lithuania,Lithuania,"Corruption, Crime","october 12, 1993",10/12/1993,"october 12, 1993",,No,No,"Editor, Print Reporter",Local,Print,Vitas Lingis,Lithuania,1,Republica,1,Male,Criminal Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1993,1,-3.090169944,-9.510565163
Madagascar,Madagascar,,"august 23, 1994",8/23/1994,"august 23, 1994",,Unknown,,,Unknown,,Victor Randrianirina,Unknown,1,Malagasy National Radio,1,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,1994,1,-3.090169944,-9.510565163
Madagascar,Madagascar,Politics,"february 7, 2009",2/7/2009,"february 7, 2009",,No,,"Broadcast, Camera Operator",Local,Television,Ando Ratovonirina,Madagascar,2,Radio TÃ©lÃ©vision Analamanga,2,Male,Military Officials,Unknown,,Unknown,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2009,1,7.773190463,-9.498410343
Mali,Mali,"Human Rights, Politics, War","november  2, 2013",11/2/2013,"november  2, 2013",,No,Yes,Technician,Foreign,Radio,Claude Verlon,France,1,Radio France Internationale,1,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2013,1,-3.090169944,-9.510565163
Mali,Mali,"Human Rights, Politics, War","november  2, 2013",11/2/2013,"november  2, 2013",,No,Yes,Broadcast,Foreign,Radio,Ghislaine Dupont,France,2,Radio France Internationale,2,Female,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2013,1,7.773190463,-9.498410343
