Actor1,Actor2,Admin1,Admin2,Admin3,Assoc Actor 1,Assoc Actor 2,Country,Event Date,Event Id Cnty,Event ID Irrespective,Event Id No Cnty,Event Type,Latitude,Location,Longitude,Notes,Region,Source,Source Scale,Year,"Annual Fatalities Per 100,000 Population","Events Per 100,000 Population",Fatalities,Geo Precision,Inter1,Inter2,Interaction,Iso,Latitude1,Long Name of Region,Longitude1,Name of Region for Title Sheet,Number of Records,Population,Rounded Latitude to 30min,Rounded Longitude to 30min,Short Name of Region,Time Precision
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Tell Salhib,,,Syria,2/1/2017,,34498,34498,Remote violence,35.5,Tal Salhab,36.5,Rebels targeted with artillery and Grad rockets Syrian regime forces' positions in Tal Salhab village in the western countryside of Hama. Neither injuries nor fatalities were reported.,Middle East,SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A5%D8%AB%D9%86%D9%8A%D9%86-02-01-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.257,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,36.3825,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Shat-ha,,,Syria,3/1/2017,,34520,34520,Remote violence,35.5,Jurin,36.5,Rebels targeted Syrian regime forces' positions in Jurin Military Base in Hama with Grad rockets. Neither injuries nor fatalities were reported.,Middle East,SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-03-01-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.6162,Middle East: Syria: Hama: As-Suqaylabiyah: Shat-ha: Jurin,36.2693,Middle East: Syria: Hama: As-Suqaylabiyah: Shat-ha: Jurin,1,768450.4,35.5,36.5,,1
Jaysh al Izza,Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Tell Salhib,,,Syria,3/1/2017,,86,86,Remote violence,35.5,Tal Salhab,36.5,Jaysh al Izza rebels targeted Syrian regime forces' positions in Salhab village in Hama with Grad rockets. Neither injuries nor fatalities were reported.,Middle East,SOHR; LiveUMap; SHAM: SOHR_http://www.syriahr.com/en/?p=58281; SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-03-01-2017.html; LiveUmap_https://syria.liveuamap.com/en/2017/3-january-fsas-jaish-alizza-has-fired-grads-at-rabiah--and; LiveUMap_https://twitter.com/sayed_ridha/status/816231769548562432,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.257,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,36.3825,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,Hama,Suran,,,Syria,5/1/2017,,34560,34560,Remote violence,35.5,Suran,36.5,Rebels targeted Syrian regime positions in Suran bridge with mortars and heavy machine guns. Neither injuries nor fatalities were reported.,Middle East,SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-05-01-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.2867,,36.744,Middle East: Syria: Hama: Hama: Suran: Suran,1,768450.4,35.5,36.5,Middle East: Syria: Hama: Hama: Suran: Suran,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Tell Salhib,,,Syria,6/1/2017,,34582,34582,Remote violence,35.5,Tal Salhab,36.5,Rebels targeted Syrian regime positions in Salhab village in Hama governorate. Neither injuries nor fatalities were reported.,Middle East,SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9-06-01-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.257,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,36.3825,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,As-Suqaylabiyah,,,Syria,6/1/2017,,34583,34583,Remote violence,35.5,Braideej,36.5,Rebels targeted Syrian regime positions in Braideej checkpoint in Hama governorate. Neither injuries nor fatalities were reported.,Middle East,SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9-06-01-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.3884,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: Braideej,36.4589,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: Braideej,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Tell Salhib,,,Syria,3/2/2017,,34974,34974,Remote violence,35.5,Tal Salhab,36.5,Rebels targeted with Grad rockets and artillery the positions of Syrian regime forces in Salhab in Hama. Neither injuries nor fatalities were reported.,Middle East,SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9-03-02-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.257,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,36.3825,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Tell Salhib,,,Syria,4/2/2017,,34998,34998,Remote violence,35.5,Tal Salhab,36.5,Rebels targeted Syrian regime forces in Salhab city in Hama. Neither injuries nor fatalities were reported.,Middle East,SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%B3%D8%A8%D8%AA-04-02-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.257,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,36.3825,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Tell Salhib,,,Syria,5/2/2017,,2140,2140,Remote violence,35.5,Tal Salhab,36.5,Rebels targeted Syrian regime positions in Salhab city of Hama causing direct injuries among their ranks. No fatalities reported.,Middle East,SOHR; SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-05-02-2017.html; SOHR_http://www.syriahr.com/en/?p=60353,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.257,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,36.3825,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,As-Suqaylabiyah,,,Syria,5/2/2017,,35014,35014,Remote violence,35.5,Ayn Al-Kurum,36.5,Rebels targeted Syrian regime positions in Ain Al-Kroum town in the western countryside of Hama causing direct injuries among their ranks.,Middle East,SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-05-02-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.3528,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: Ayn Al-Kurum,36.2643,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: Ayn Al-Kurum,1,768450.4,35.5,36.5,,1
Jaysh al Nasr,Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Tell Salhib,,,Syria,6/2/2017,,23677,23677,Remote violence,35.5,Tal Salhab,36.5,Army of Victory shelled government forces in Tal Salhab town with GRAD missiles. No information about fatalities.,Middle East,LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/7-february-jaish-al-nasr-firing-grad-rockets-at-government; LiveUMap_https://twitter.com/NoorNahas1/status/828785108626841601,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.257,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,36.3825,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,As-Suqaylabiyah,,,Syria,6/2/2017,,35030,35030,Remote violence,35.5,As-Suqaylabiyah,36.5,Rebels targeted Syrian regime positions in As-Suqaylabiyah city in Hama with Grad rockets. Neither injuries nor fatalities were reported.,Middle East,SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A5%D8%AB%D9%86%D9%8A%D9%86-06-02-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.362,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: As-Suqaylabiyah,36.3938,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: As-Suqaylabiyah,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Tell Salhib,,,Syria,8/2/2017,,2382,2382,Remote violence,35.5,Tal Salhab,36.5,Rebels targeted Syrian regime forces' positions in Salhab town in Hama with artillery and Grad rockets. Neither injuries nor fatalities were reported.,Middle East,SOHR; SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%B9%D8%A7%D8%A1-08-02-2017.html; SOHR_http://www.syriahr.com/en/?p=60529,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.257,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,36.3825,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Shat-ha,,,Syria,9/2/2017,,35070,35070,Remote violence,35.5,Jurin,36.5,Rebels targeted Syrian regime forces' positions in Jurin Military Base in Hama with Grad rockets. Neither injuries nor fatalities were reported.,Middle East,SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-09-02-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.6162,Middle East: Syria: Hama: As-Suqaylabiyah: Shat-ha: Jurin,36.2693,Middle East: Syria: Hama: As-Suqaylabiyah: Shat-ha: Jurin,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,As-Suqaylabiyah,,,Syria,6/3/2017,,35412,35412,Remote violence,35.5,As-Suqaylabiyah,36.5,Rebels targeted with Grad rockets Syrian regime positions in As-Suqaylabiyah city of Hama. Neither injuries nor fatalities were reported.,Middle East,SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A5%D8%AB%D9%86%D9%8A%D9%86-06-03-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.362,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: As-Suqaylabiyah,36.3938,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: As-Suqaylabiyah,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Tell Salhib,,,Syria,7/3/2017,,3738,3738,Remote violence,35.5,Tal Salhab,36.5,Rebels targeted with Grad rockets Syrian regime positions in Tal Salhab village of Hama. Neither injuries nor fatalities were reported.,Middle East,SOHR; SHAM: SOHR_http://www.syriahr.com/en/?p=62362SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-07-03-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.257,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,36.3825,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,As-Suqaylabiyah,,,Syria,9/3/2017,,35476,35476,Remote violence,35.5,As-Suqaylabiyah,36.5,Rebels targeted with Grad rockets Syrian regime positions' in As-Suqaylabiyah city in Hama. Neither injuries nor fatalities were reported.,Middle East,SHAM: SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-09-03-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.362,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: As-Suqaylabiyah,36.3938,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: As-Suqaylabiyah,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,As-Suqaylabiyah,,,Syria,4/4/2017,,5111,5111,Remote violence,35.5,As-Suqaylabiyah,36.5,"Opposition forces targeted regime positions in Al Nahel Checkpoint in Alsqailabiyeh and Ein Kroum city in Hama, causing injuries. No fatalities reported.",Middle East,SOHR; SHAM: SOHR_http://www.syriahr.com/en/?p=64122; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-04-04-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.362,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: As-Suqaylabiyah,36.3938,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: As-Suqaylabiyah,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,As-Suqaylabiyah,,,Syria,5/4/2017,,35901,35901,Remote violence,35.5,As-Suqaylabiyah,36.5,Opposition forces targeted regime forces in As-Squielabuyah in the southern countryside of Hama with Grad missiles. Neither injuries nor fatalities reported.,Middle East,SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%B9%D8%A7%D8%A1-05-04-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.362,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: As-Suqaylabiyah,36.3938,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: As-Suqaylabiyah,1,768450.4,35.5,36.5,,1
Jaysh al Nasr,Military Forces of Syria (2000-),Hama,Muhradah,Muhradah,,Militia (Pro-Government),Syria,1/5/2017,,25442,25442,Remote violence,35.5,Halfaya,36.5,Jaysh Al-Naser targeted Syrian regime forces and their allies in Hlfaya north of Hama. Neither injuries nor fatalities were reported.,Middle East,SHAM; LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/1-may-al-nasar-army-targeting-saa-and-their-allies-in-halfaya; Twitter_https://twitter.com/AlnasarArmy/status/859018470498992128; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A5%D8%AB%D9%86%D9%8A%D9%86-01-05-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.2585,Middle East: Syria: Hama: Muhradah: Muhradah: Halfaya,36.609,Middle East: Syria: Hama: Muhradah: Muhradah: Halfaya,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,Muhradah,Muhradah,,,Syria,2/5/2017,,36318,36318,Remote violence,35.5,Halfaya,36.5,Opposition forces targeted regime positions in Helfaya in Hama with rocket launchers. Neither injuries nor fatalities reported.,Middle East,SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-002-05-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.2585,Middle East: Syria: Hama: Muhradah: Muhradah: Halfaya,36.609,Middle East: Syria: Hama: Muhradah: Muhradah: Halfaya,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Tell Salhib,,,Syria,2/5/2017,,36319,36319,Remote violence,35.5,Tal Salhab,36.5,Opposition forces targeted regime positions in Salhab in Western Hama with rocket. Neither injuries nor fatalities reported.,Middle East,SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-002-05-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.257,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,36.3825,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,As-Suqaylabiyah,,,Syria,3/5/2017,,36340,36340,Remote violence,35.5,As-Suqaylabiyah,36.5,Opposition forces targeted regime positions in As-Suqaylabyeh in the western countryside of Hama with Grad missiles. Neither injuries nor fatalities reported.,Middle East,SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%B9%D8%A7%D8%A1-03-05-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.362,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: As-Suqaylabiyah,36.3938,Middle East: Syria: Hama: As-Suqaylabiyah: As-Suqaylabiyah: As-Suqaylabiyah,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Tell Salhib,,,Syria,3/5/2017,,36341,36341,Remote violence,35.5,Tal Salhab,36.5,Opposition forces targeted regime positions in Sahlab in the western countryside of Hama with Grad missiles. Neither injuries nor fatalities reported.,Middle East,SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%B9%D8%A7%D8%A1-03-05-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.257,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,36.3825,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,1,768450.4,35.5,36.5,,1
Jaysh al Izza,Military Forces of Syria (2000-),Hama,Muhradah,Muhradah,,,Syria,8/5/2017,,25569,25569,Remote violence,35.5,Zalaqit,36.5,Jaish Al-Ezzah destroyed a Syrian regime tank with a Fagot in Al-Zilaqiyat checkpoint in Hama governorate. Neither injuries nor fatalities were reported.,Middle East,SHAM; LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/8-may-north-hama-jaish-alizza-destroyed-with-a-fagot-a-government ; Twitter_https://twitter.com/QalaatAlMudiq/status/861498369071620097; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A5%D8%AB%D9%86%D9%8A%D9%86-08-05-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.2781,Middle East: Syria: Hama: Muhradah: Muhradah: Zalaqit,36.6065,Middle East: Syria: Hama: Muhradah: Muhradah: Zalaqit,1,768450.4,35.5,36.5,,1
