reference,dateofocc,subreg,hostility_,victim_d,descriptio,hostilityt,hostilit_D,victim_l,victim_l_D,navarea,x,y
2009-402,2009/10/22,"61",PIRATES,BULK CARRIER,"570 MILES SE OF MOGADISHU, SOMALIA:  Pirates armed with automatic weapons and rpgs in skiffs opened fire on a bulk carrier underway. The pirates boarded, took hostage 26 crewmembers and hijacked her. The vessel is now under the control of the pirates and","1",Pirate Assault,"3",Cargo Ship,VIII,52.5833332996,-4.1500000003
2009-403,2009/10/21,"51",PIRATES,CARGO SHIP,"35 MILES N OFF CONAKRY, GUINEA:  Eight pirates in a small black hull boat approached a general cargo ship underway. D/O raised alarm, took evasive maneuvers and increased speed. As the boat approached at a distance of 150 meters, crew noticed one pirate","1",Pirate Assault,"3",Cargo Ship,II,-14.1999999996,9.2166667000
2009-404,2009/10/25,"93",PIRATES,CONTAINER SHIP,"HAIPHOG ANCHORAGE, VIETNAM:  Robbers boarded an anchored container ship from the forecastle and stole ship's stores before escaping. Local authorities informed.","1",Pirate Assault,"3",Cargo Ship,XI,106.8800000003,20.6416666997
2009-405,2009/10/25,"61",PIRATES,CONTAINER SHIP,"475 MILES SOUTH OF MOGADISHU, SOMALIA:  Six pirates armed with machine guns in a white plastic hull speedboat, chased a container ship underway. Ship raised alarm, adopted anti-piracy preventive measures and increased to maximum speed. At a distance of a","1",Pirate Assault,"3",Cargo Ship,VIII,45.1666667004,-6.1283333002
2009-406,2009/10/27,"61",PIRATES,FISHING VESSEL,"INDIAN OCEAN:   Fishing vessel (CAP ST. VINCENT) fired upon 27 Oct 09 at 1020 UTC while underway in position 01-25N  050-41E, approximately 330NM east of Mogadishu, Somalia. The vessel reported being chased and fired upon by two skiffs with approximately","1",Pirate Assault,"4",Fishing Vessel,VIII,50.6833333002,1.4166667001
2009-407,2009/10/23,"61",PIRATES,SAILING VESSEL,"INDIAN OCEAN:   Sailing vessel (LYNN RIVAL) hijacked 23 Oct 09 while underway approximately 60NM west of Port Victoria, Seychelles. The vessel was bound for Tanzania when it dispatched an emergency distress signal on 23 Oct, and then lost contact (AP, AF","1",Pirate Assault,"8",Sailing Vessel,VIII,54.3555555999,-4.5808333000
2009-408,2009/10/19,"63",PIRATES,CONTAINER SHIP,"BANGLADESH:   Container ship robbed 19 Oct 09 at 2106 local time while anchored in position  22-10.7N  091-43.3E, Chittagong anchorage. Approximately 25 robbers in three wooden boats armed with long knives approached the vessel from astern. Fifteen of th","1",Pirate Assault,"3",Cargo Ship,VIII,91.7216666998,22.1783333004
2009-409,2009/10/29,"61",PIRATES,FISHING VESSEL,"INDIAN OCEAN:   Fishing vessel (THAI UNION 3) hijacked 29 Oct 09 at 0247 UTC while underway in position 01-55S  055-53E, approximately 165NM north of Port Victoria, Seychelles. Armed pirates in two skiffs approached the vessel from both sides. The vessel","1",Pirate Assault,"4",Fishing Vessel,VIII,55.8833332998,-1.9166666999
2009-410,2009/11/02,"61",PIRATES,MERCHANT VESSEL,"450 MILES FROM SEYCHELLES:  A merchant vessel reported coming uder attack at 1213 UTC on 02 Nov 09 in position 07-55S 047-40E, approximately 450 miles from Seychelles. Two skiffs with 5-6 persons on board fired at the vessel with AK-47's, damaging the po","1",Pirate Assault,"5",Merchant Vessel,VIII,47.6666667000,-7.9166667001
2009-411,2009/11/02,"61",PIRATES,BULK CARRIER,"320 MILES EAST OF MOMBASA, KENYA:  A bulk carrier is under attack at 0800 UTC on 02 Nov 09 in position 03-44.1S  045-41.3E by armed pirates in skiffs with rpgs and automatic rifles. Ships area advised to be extra cautious.","1",Pirate Assault,"3",Cargo Ship,VIII,45.6883333003,-3.7349999997
2009-412,2009/10/26,"28",PIRATES,SAILING VESSEL,"NICARAGUA:   Sailing vessel (BLU INTERLUDE) robbed 26 Oct 09 at 0700 local time while underway in position 15-04.7N  082-55.1W, approximately 14NM off Cabo Gracias a Dios. While sailing along the Nicaraguan banks, the vessel was flagged down by a green p","1",Pirate Assault,"8",Sailing Vessel,IV,-82.9183333000,15.0783333004
2008-333,2008/09/15,"57",PIRATES,PIPELINE,"NIGERIA: MEND attack two oil installations 15 Sep 08 Bakan, Rivers State. The MEND claimed responsibility for sabotaging a pipeline operated by Shells Nigeria unit and Chevron operated oilfield. However, a military spokesman dismissed MEND's claims, sayi","1",Pirate Assault,"13",Other,II,5.4166667002,5.4500000002
2008-334,2008/09/08,"57",SUSPICIOUS BOAT,CONTAINER SHIP,"NIGERIA Container ship boarded 8 Sep 08 at 0500 local time, Tincan Island container terminal, berth no. 4, Lagos. The Duty AB onboard detected a suspicious boat. Upon checking,  he discovered one robber had already boarded. There were six more persons in","3",Suspicious Approach,"3",Cargo Ship,II,3.3855555998,6.1686110999
2008-335,2008/09/18,"62",PIRATES,GENERAL CARGO VESSEL,"GULF OF ADEN: General cargo vessel hijacked 18 Sep 2008 at 0618 UTC while drifting in position 14-12N 050-08E, 40NM off Yemen coast. The vessel reportedly had engine problems and was later reported to have been hijacked by seven to eight pirates (Operato","1",Pirate Assault,"3",Cargo Ship,IX,50.1333332999,14.2000000003
2008-336,2008/09/18,"62",PIRATES,CHEMICAL TANKER,GULF OF ADEN Chemical tanker reported suspicious approach 18 Sep 08 at 0730 UTC while underway in position 13-57N 049-34E. Suspected pirates were reportedly following the vessel before moving away. The ship and crews are reportedly safe and the vessel is,"1",Pirate Assault,"9",Tanker,IX,49.5666667004,13.9500000000
2008-337,2008/09/15,"62",PIRATES,CHEMICAL TANKER,"GULF OF ADEN Chemical tanker (STOLT VALOR) hijacked 15 Sep 08 at 1047 UTC/1316 local time, while underway in position 13-33N 049-09E, 60NM south of Al Mukalla, Yemen. There are approximately 15 pirates onboard and 22 crewmembers held hostage. The crew co","1",Pirate Assault,"9",Tanker,IX,49.1499999997,13.5500000002
2008-338,2008/09/15,"62",BLUE SPEEDBOAT,GENERAL CARGO VESSEL,GULF OF ADEN General cargo vessel fired upon 15 Sep 08 at 1453 UTC while underway in position 13-38.87N 048-59.0E. The duty officer onboard the vessel noticed a possible red mother-ship releasing speedboats. The blue speedboat had approximately six pirat,"4",Kidnapping,"3",Cargo Ship,IX,48.9833333002,13.6355556003
2008-339,2008/09/13,"62",GREEN AND WHITE WOODEN BOAT,TANKER,"GULF OF ADEN Tanker (GOLDEN ELIZABETH) reported suspicious approach 13 Sep 08 at 0845 local time/0445 UTC while underway in position 13-32.5N 048-47.5E. A suspicious green and white wooden boat, 7-10 meters long traveling at approximately 20kts had a cre","4",Kidnapping,"9",Tanker,IX,48.7916667002,13.5416666997
2008-340,2008/09/11,"62",25 SPEEDBOATS,GENERAL CARGO,"GULF OF ADEN General cargo vessel reported suspicious activity 11 Sep 08 at 0600 local time/0300 UTC while underway in position 12-38.3N 045-39.0E. The vessel reported approximately 25 speedboats in the vicinity in position 12-35.9N 045-35.3E (UKMTO, Ope","4",Kidnapping,"3",Cargo Ship,IX,45.6500000001,12.6383333003
2008-341,2008/09/11,"62",BLUE SPEEDBOAT,BULK CARRIER,GULF OF ADEN Bulk carrier reported suspicious approach 11 Sep 08 at 0925 UTC while underway in position 13-17N 047-36E. A blue speedboat with three masked men onboard reportedly followed the vessel at full speed. The speedboat was initially stationary be,"4",Kidnapping,"3",Cargo Ship,IX,47.6000000003,13.2833333001
2008-342,2008/09/11,"62",PIRATES,CHEMICAL TANKER,"GULF OF ADEN Chemical tanker reported attacked 11 Sep 08 at 1335 UTC, while underway in position 12-24N 045-23E, off Yemen coast. A failed piracy attack was reported by the vessels Master. Naval helicopters from UKMTO promptly arrived and chased the pira","1",Pirate Assault,"9",Tanker,IX,45.3833332999,12.3999999997
2008-343,2008/09/10,"62",SPEEDBOAT,BULK CARRIER,GULF OF ADEN Bulk carrier fired upon 10 Sep 08 at 0343 UTC while underway in position 12-39.4N 048-23.0E. One speedboat chased and fired at the vessel. The vessel took evasive actions and contacted the IMB Piracy Reporting Centre for assistance. They dut,"4",Kidnapping,"3",Cargo Ship,IX,48.3833333000,12.6566667002
2008-344,2008/09/09,"62",PIRATES,GENERAL CARGO,GULF OF ADEN General cargo vessel fired upon 9 Sep 08 at 1513 UTC while underway in position 13-24N 048-20E. Eight pirates in a skiff reportedly chased the vessel. They fired upon the vessel and attempted to board. The Master contacted the coalition wars,"1",Pirate Assault,"3",Cargo Ship,IX,48.3333333002,13.3999999997
2009-13,2009/01/02,"62",PIRATES,CARGO SHIP,GULF OF ADEN: VESSEL FIRED UPON 2 JAN 09  WHILE UNDERWAY IN POSITION 13-07N 047-27E. VESSEL REPORTED COMING UNDER ATTACK BY PIRATES. THERE IS NO FURTHER INFORMATION TO PROVIDE AT THIS TIME.,"1",Pirate Assault,"3",Cargo Ship,IX,47.4499999998,13.1166667004
2009-14,2009/01/02,"62",PIRATES,VESSEL (BLUE STAR),"GULF OF ADEN: VESSEL (BLUE STAR) HIJACKED 2 JAN 09 AT 0715 LOCAL TIME WHILE UNDERWAY, APPROXIMATELY 50 NM  SOUTHWEST OF AL MUKALLA, YEMEN. FIFTEEN ARMED PIRATES OVERTOOK THE VESSEL AFTER THE SHIP EXITED THE RED SEA, THE VESSEL WAS CARRYING A CARGO OF 6,0","1",Pirate Assault,"11",Vessel,IX,50.2333332996,14.1166667004
2009-15,2009/01/02,"62",PIRATES,CARGO SHIP,"GULF OF ADEN: VESSEL FIRED UPON 2 JAN 09 AT 727 LOCAL TIME WHILE UNDERWAY IN POSITION 13-11N 047-32E. ONE SPEED BOAT WAS SPOTTED 4 NM AWAY ON THE STARBOARD QUARTER, APPROACHING WITH A SPEED OF 17 KTS. ANOTHER TWO WERE 7 NM AHEAD DRIFTING. THE BRIDGE AND","1",Pirate Assault,"3",Cargo Ship,IX,47.5333332996,13.1833333003
2009-16,2008/12/12,"71",PIRATES,UNKNOWN VESSEL,"MALAYSIA Vessel robbed 12 Dec 08 at 0340 local time while anchored at position 01-18N 104-08E, Johor outer port limit. Six armed robbers boarded the offshore support vessel and stole ship¿s stores and properties. Authorities were informed and later boar","1",Pirate Assault,"11",Vessel,XI,104.1333332998,1.2999999996
2009-17,2008/12/28,"22",PIRATES,BULK CARRIER,"PERU: Bulk carrier boarded 28 Dec 08 at 1950 local time while anchored at position 12-01.9S 077-11.1W, Callao anchorage. Ten robbers took hostage one duty crew and tied his hands and legs. Robbers stole ship's stores, property and escaped. Port control w","1",Pirate Assault,"3",Cargo Ship,XVI,-77.1836110996,-12.0191667001
2009-18,2008/12/26,"24",PIRATES,YACHT,"BRAZIL: Yacht robbed 26 Dec 08 while anchored at position 12-53.05S 038-41.15W, Bahia de Todos Os Santos. Two armed robbers boarded the yacht and assaulted the two crew members. Robbers stole ship's properties, cash and crew properties before escaping. T","1",Pirate Assault,"8",Sailing Vessel,V,-38.6875000002,-12.8847221999
2009-19,2009/01/03,"22",ONE PIRATE,BULK CARRIER,"COLOMBIA: Bulk carrier boarded 03 Jan 09 at 0305 local time while anchored at position 03-49.6N 077-09.4W, Buenaventura anchorage. One robber was sighted near the forward cargo compartment. Master raised alarm and mustered ship's crew. Master reported to","1",Pirate Assault,"3",Cargo Ship,XII,-77.1511110997,3.8183333002
2009-20,2009/01/03,"62",PIRATES,TANKER,GULF OF ADEN: ARMED PIRATES IN FOUR BOATS ATTACKED AND HIJACKED A PRODUCT TANKER UNDERWAY. INFORMATION INDICATES THE VESSEL HAS BEEN TAKEN TO EYL. 15 CREWMEMBERS TAKEN HOSTAGE. FURTHER DETAILS ARE AWAITED.,"1",Pirate Assault,"9",Tanker,IX,45.1666667004,12.9166667000
2009-21,2009/01/13,"62",PIRATES,MERCHANT VESSEL,"GULF OF ADEN: A MERCHANT VESSEL REPORTED COMING UNDER FIRE WHILE UNDERWAY IN POSITION 12-24.5N 044-57.7E AT 0810Z ON 13 JAN 2009, APPROXIMATELY 21 NM SSW OF ADEN, YEMEN. ATTACK SKIFF WAS DISCRIBED A BLACK ZODIAC-TYPE APPROXIMATELY 6 METERS IN LENGTH WITH","1",Pirate Assault,"5",Merchant Vessel,IX,44.9519444000,12.4013889000
2009-22,2009/01/02,"62",PIRATES,TANKER,"GULF OF ADEN: TANKER (SEA PRINCESS II) HIJACKED 2 JAN 09 AT 0829 UTC WHILE UNDERWAY IN POSITION 13-07N 047-27E. VESSEL REPORTED COMING UNDER ATTACK BY PIRATES. THE TANKER IS NOW ANCHORED AT EYL, SOMALIA. THERE IS NO FURTHER INFORMATION TO PROVIDE AT THIS","1",Pirate Assault,"9",Tanker,IX,50.8666666996,13.1166667004
2009-23,2009/01/02,"62",PIRATES,CARGO SHIP,GULF OF ADEN: CARGO SHIP REPORTED SUSPICIOUS APPROACH 2 JAN 09 AT 1240 LOCAL TIME WHILE TRANSITING THE GULF OF ADEN. THE SHIP DISCOVERED TWO BLUE SPEED BOATS FOLLOWING IT AT 1240 LOCAL TIME. THE MASTER CONTACTED THE IMB AND TWO COALITION WARSHIPS NEARBY,"1",Pirate Assault,"3",Cargo Ship,IX,48.7499999999,13.6166667000
2009-24,2009/01/04,"62",PIRATES,TANKER,"GULF OF ADEN: TANKER (DONAT) REPORTED ATTEMPTED BOARDING 4 JAN 09 WHILE UNDERWAY. TEN PIRATES IN A SPEED BOAT ATTEMPTED TO BOARD THE VESSEL WHILE UNDERWAY. ACCORDING TO THE SHIP'S MASTER, THE CREW OF THE TANKER MANAGED TO DEFEND THEMSELVES BY USING FIRE-","1",Pirate Assault,"9",Tanker,IX,50.8666666996,13.1666667003
2009-25,2009/01/07,"62",PIRATES,CARGO SHIP,GULF OF ADEN: VESSEL REPORTED SUSPICIOS APPROACH 7 JAN 09 AT 1330 UTC WHILE UNDERWAY IN POSITION 12-30N 043-47E. THE MASTER REPORTED TWO SUSPICIOUS BOATS FOLLOWING THE VESSEL. NO FURTHER INFORMATION WAS PROVIDED.,"1",Pirate Assault,"3",Cargo Ship,IX,43.7833332997,12.5000000003
2009-210,2009/04/29,"61",PIRATES,MERCHANT VESSEL,"INDIAN OCEAN:   Vessel fired upon 29 Apr 09 at 1550 local time while underway in position  01-40S - 047-12E, approximately 280NM southeast of Barawe, Somalia. Five men  armed with automatic weapons in a white colored speed boat approached the vessel from","1",Pirate Assault,"5",Merchant Vessel,VIII,47.2000000004,-1.6666666997
2009-211,2009/04/28,"62",PIRATES,MERCHANT VESSEL,"INDIAN OCEAN:   Vessel fired upon 28 Apr 09 at 0704 UTC while underway in position 13-49N - 056-30E, approximately 380NM northeast of Caluula, Somalia. Two skiffs were launched from a mother ship and fired two RPGs at the bridge and missed. Automatic wea","1",Pirate Assault,"5",Merchant Vessel,IX,56.4999999999,13.8166667003
2009-212,2009/04/27,"62",PIRATES,TANKER,"INDIAN OCEAN:   Tanker (NS COMMANDER) fired upon 27 Apr 09 at 1050 UTC while underway in position 13-10N - 056-37E, approximately 320NM east of Caluula, Somalia. One speed boat with three armed men approached the vessel and ordered it to stop. The captai","1",Pirate Assault,"9",Tanker,IX,56.6166666996,13.1666667003
2009-213,2009/04/26,"61",PIRATES,PASSENGER SHIP,"INDIAN OCEAN:   Passenger ship (MELODY) fired upon 26 Apr 09 at 1942 UTC while underway in position 01:17S ¿ 055:40E, approximately 480NM east of Hobyo, Somalia. Six men in a small white speed boat attacked and fired upon the ship. An armed security onb","1",Pirate Assault,"7",Passenger Ship,VIII,55.6666667003,-1.2833332999
2009-214,2009/04/21,"61",PIRATES,TANKER,"TANZANIA:   Tanker robbed 21 Apr 09 at 0510 local time while anchored in position 06-46S - 039-21E, Dar es Salaam anchorage. Alert duty crew member onboard saw a boat near the port quarter and raised the alarm. On hearing the alarm, 10 robbers were sight","1",Pirate Assault,"9",Tanker,VIII,39.3499999998,-6.7666667004
2009-215,2009/04/21,"72",PIRATES,CONTAINER SHIP,"MALAYSIA:   Container ship boarded 21 Apr 09 at 0345 local time while in Sandakan port. While at berth, two robbers boarded the vessel from a small boat during a heavy rain. The alarm was raised and the crew mustered. The robbers jumped overboard and esc","1",Pirate Assault,"3",Cargo Ship,XI,118.1166667002,5.8166667001
2009-216,2009/04/22,"71",PIRATES,CONTAINER SHIP,"SOUTH CHINA SEA:   Container ship robbed 22 Apr 09 at 2145 local time while underway in position 03-10N - 105-28E, approximately 30NM west of the Anambas Islands. Five pirates armed with long knives in a boat boarded the vessel. They attacked the captain","1",Pirate Assault,"3",Cargo Ship,XI,105.4666666997,3.1666666999
2009-217,2009/04/20,"71",PIRATES,TANKER,"SOUTH CHINA SEA:   Tanker robbed 20 Apr 09 at 1841 UTC in position 03-24N - 105-29E, approximately 30NM northwest of the Anambas Islands. Eight pirates armed with knives boarded the vessel and stole cash before escaping (IMB).","1",Pirate Assault,"9",Tanker,XI,105.4833332998,3.4000000003
2009-218,2009/05/01,"61",PIRATES,MERCHANT VESSEL,"INDIAN OCEAN:  A merchant vessel reported coing under pirate attack at 0430 UTC on 01 May 09 in position 03-05S 053-19E approximately 180 miles northwest of Seychelles. Vessel first observed mothership with 2 high speed boats in the distance, and after 3","1",Pirate Assault,"5",Merchant Vessel,VIII,53.3166667003,-3.0833332996
2009-219,2009/05/01,"61",PIRATES,MERCHANT VESSEL,INDIAN OCEAN:  Another merchant vessel reported coming under attack at 0530 UTC on 01 May 09 in position 04-52S 060-06E approximately 250 miles east of Seychelles. Vessel first sighted pirates about 11 miles away bearing 120 degrees. After about 20 minut,"1",Pirate Assault,"5",Merchant Vessel,VIII,60.1000000002,-4.8666667001
2009-220,2009/04/30,"61",PIRATES,CONTAINER SHIP,"ALPHOUSE ISLAND:  Two speed boats the first, white hull and black stripes with 6-7 pirates and the second boat with white hull and 3-4 pirates chased a container ship and fired automatic weapons and rpg. The vessel sustained damages to it's stbd side acc","1",Pirate Assault,"3",Cargo Ship,VIII,51.5333332997,-7.7666666996
2009-413,2009/10/26,"22",PIRATES,CONTAINER SHIP,"ECUADOR:   Container ship robbed 26 Oct 09 at 2222 UTC while underway in position  02-30S  080-04W, Guayaquil. Five men armed with guns and knives boarded the vessel  underway. They broke open containers, stole goods, and escaped in their boat. The coast","1",Pirate Assault,"3",Cargo Ship,XII,-80.0666667002,-2.5000000002
2009-414,2009/10/25,"51",PIRATES,BULK CARRIER,"GUINEA:   Bulk carrier robbed 25 Oct 09 at 1500 local time while anchored in position  09-25.4N  013-43.3W, approximately 6NM south of Conakry. Five robbers armed with guns boarded the vessel and stole ship's stores and crewmembers¿ personal belongings.","1",Pirate Assault,"3",Cargo Ship,II,-13.7216667002,9.4233332999
2009-415,2009/10/30,"57",PIRATES,BULK CARRIER,"NIGERIA:   Bulk carrier robbed 30 Oct 09 at 2125 UTC while anchored in position  06-08.16N  003-27.68E, Lagos anchorage. Nine armed men in a speedboat boarded the vessel and opened fire. They took all the crewmembers hostage. They assaulted the crew and","1",Pirate Assault,"3",Cargo Ship,II,3.4611111004,6.1358333004
2009-416,2009/10/30,"57",PIRATES,CHEMICAL TANKER,"NIGERIA:   Chemical tanker robbed 30 Oct 09 at 2015 local time while underway in position  06-10N  003-33E, Lagos anchorage. Six men armed with guns and knives in a  speedboat boarded the vessel as it was drifting. The master raised the alarm, activated","1",Pirate Assault,"9",Tanker,II,3.5499999999,6.1666667000
2009-417,2009/10/31,"62",PIRATES,BULK CARRIER,"GULF OF ADEN:   Bulk carrier fired upon 31 Oct 09 at 1530 UTC while underway in position  13-26N  049-42E. Two skiffs chased and opened fire on the vessel. They attempted to  board, but due to effective counter piracy measures, the two skiffs aborted the","1",Pirate Assault,"3",Cargo Ship,IX,49.7000000001,13.4333332997
2009-418,2009/11/02,"61",PIRATES,CHEMICAL TANKER,"INDIAN OCEAN:   Chemical tanker (JO CEDAR) fired upon 2 Nov 09 at 1213 UTC while underway in position 07-55S  047-40E, approximately 530NM southeast of Mombassa, Kenya. One skiff with five armed men onboard chased the vessel and opened fire while two mor","1",Pirate Assault,"9",Tanker,VIII,47.6666667000,-7.9166667001
2009-419,2009/11/02,"61",PIRATES,BULK CARRIER,"INDIAN OCEAN:   Bulk carrier (HARRIETTE) fired upon 2 Nov 09 at 0810 UTC while underway in position  03-34.3S  045-40.1E, approximately 270NM southeast of Kismayo, Somalia. Two skiffs with six armed men in each boat chased and fired upon the vessel. The","1",Pirate Assault,"3",Cargo Ship,VIII,45.6683333002,-3.5716667002
2009-420,2009/10/31,"61",PIRATES,FISHING VESSEL,"INDIAN OCEAN:   Fishing vessel (AVEL VAD) fired upon 31 Oct 09 at 0831 UTC while underway in position 01-29N  051-38E, approximately 370NM east of Mogadishu, Somalia. Two blue skiffs, 5-6 meters long, opened fire on the vessel. They aborted the attack af","1",Pirate Assault,"4",Fishing Vessel,VIII,51.6333333004,1.4833333000
2009-421,2009/10/31,"61",PIRATES,FISHING VESSEL,"INDIAN OCEAN:   Fishing vessel (ARTZA) fired upon 31 Oct 09 at 0730 UTC while underway in position  02-00N  050-10E, approximately 290NM east of Mogadishu, Somalia. Three skiffs opened fire on the vessel. A security team onboard the vessel returned fire","1",Pirate Assault,"4",Fishing Vessel,VIII,50.1666666997,2.0000000004
2009-422,2009/11/05,"61",PIRATES,BULK CARRIER,"690 MILES SOUTH OF MOGADISHU, SOMALIA:  Pirates have attacked and hijacked a bulk carrier underway. Further information awaited.","1",Pirate Assault,"3",Cargo Ship,VIII,45.0913888996,-9.6725000003
2009-423,2009/11/05,"71",PIRATES,BULK CARRIER,"CIWANDAN ANCHORAGE, INDONESIA:  Four robbers in a small boat boarded a bulk carrier at anchor from the stern. The robbers tied up one duty AB and took the other one at knife point to the engine room. The robbers stole engine spares and escape. No injurie","1",Pirate Assault,"3",Cargo Ship,XI,105.9399999998,-6.0100000004
2009-424,2009/11/05,"62",PIRATES,CARGO SHIP,GULF OF ADEN:  A small speedboat was sighted at a distance of four miles by a general cargo ship underway. When the boat passed the port beam of the ship it immediately changed course and approached the ship from astern. Duty officer raised alarm contact,"1",Pirate Assault,"3",Cargo Ship,IX,50.9349999996,13.7133332996
2009-425,2009/11/06,"63",PIRATES,CHEMICAL TANKER,"CHENNAI ANCHORAGE, INDIA:  Four robbers in a boat attempted to board an anchored chemical tanker from the forecastle. Duty crew sighted the robbers and raised the alarm. All crew mustered and rushed to the location. On seeing the crew alertness, the robb","1",Pirate Assault,"9",Tanker,VIII,80.3583332998,13.0816667004
2008-345,2008/09/13,"61",THREE WHITE SPEEDBOATS,FISHING VESSEL,"INDIAN OCEAN General cargo vessel hijacked 18 Sep 08 at 0200 UTC while underway in position 02-21.49N 050-52.02E, 236NM off Somali coast. No further information (IMB, Operator).","4",Kidnapping,"4",Fishing Vessel,VIII,50.8699999998,2.3636110999
2008-346,2008/09/13,"63",THREE WHITE SPEEDBOATS,FISHING VESSEL,"INDIAN OCEAN Fishing vessel (LE DRENNEC) fired upon 13 Sep 08 at 0500 UTC while underway in position 02-10N 054-37E, 427NM off Somali coast. Three white speedboats, possibly from a mother-ship, fired rockets and tried to close onto the vessel. The master","4",Kidnapping,"4",Fishing Vessel,VIII,54.6166667004,2.1666666999
2008-347,2008/09/11,"63",TUNA BOAT,TRAWLER,"INDIAN OCEAN Trawler (PLAYA DE ANZORAS) reported suspicious approach 11 Sep 08 during nightfall, 415NM off Somali coast. The tuna boat reacted quickly and headed out to sea, and the suspected pirates followed it for a while but eventually moved away. No","4",Kidnapping,"4",Fishing Vessel,VIII,54.6166667004,1.1500000000
2008-348,2008/09/13,"63",PIRATES,GENERAL CARGO VESSEL,"INDIA General cargo vessel (KINSHIP PROSPERITY) boarded 13 Sep 08 at 0320 local time while at anchorage in position 09-57.7N 076-15.8E, Port of Kochi. Two robbers dressed in  local attire boarded the vessel from a speedboat while 10 other men waited in t","1",Pirate Assault,"3",Cargo Ship,VIII,76.2522221999,9.9519443998
2008-349,2008/09/09,"93",PIRATES,CONTAINER SHIP,"VIETNAM Container ship reported attempted boarding 9 Sep 08 at 0200 local time, Vung Tau anchorage. The duty AB onboard the vessel, noticed one perpetrator attempting to  board via the anchor chain. The crew was alerted. Upon seeing the alert crew, the p","1",Pirate Assault,"3",Cargo Ship,XI,107.0000000002,10.1666667002
2008-350,2008/09/06,"72",PIRATES,BULK CARRIER,"INDONESIA Bulk carrier boarded, robbed 6 Sep 08 at 0240 local time, Tanjung Bara anchorage.  Robbers boarded the vessel via the forecastle and stole ship¿s stores. The alarm was  raised and the crew mustered. The robbers escaped (IMB).","1",Pirate Assault,"3",Cargo Ship,XI,116.4522221998,-2.5366667002
2008-351,2008/09/07,"71",15 PIRATES,TUG,MALAYSIA Tug hijacked 7 Sep 08 at 2030 local time off Tioman Island. Approximately 15 pirates armed with long knives boarded and hijacked the tug towing a barge. The vessel was traveling from Singapore to Thailand in ballast. The pirates landed the seven,"1",Pirate Assault,"10",Tugboat,XI,105.4999999997,3.0000000004
2008-352,2008/09/19,"24",PIRATES,GENERAL CARGO SHIP,"VENEZUELA  General cargo ship boarded 19 Sep 08 at 2145 local time while in position 10-16.3N 064-34.3W, 2nm north of Guanta port, Venezuela. Five robbers broke into the forecastle store and stole ship's stores and property. The ships alarm was raised an","1",Pirate Assault,"3",Cargo Ship,IV,-64.5716667004,10.2716667002
2008-353,2008/09/26,"62",PIRATES,TANKER,"GULF OF ADEN Tanker (GENIUS) hijacked on 26 Sep 08 while underway in position 13-32N 048-26E, 30 NM off Yemen. The attack was reported to the shipping company by the ship's captain by radio shortly before the pirates boarded the vessel. The pirates fired","1",Pirate Assault,"9",Tanker,IX,48.4333332999,13.5333333003
2008-354,2008/09/18,"62",PIRATES,BULK CARRIER,"GULF OF ADEN Bulk carrier (GREAT CREATION) hijacked on 18 Sep 08 at 0618 UTC while in position 14-13.0N 049-59.0E, Gulf of Aden. About eight pirates armed with guns boarded the vessel. The vessel was drifting due to engine problems and had requested assi","1",Pirate Assault,"3",Cargo Ship,IX,49.9833333003,14.2166667002
2008-355,2008/09/16,"62",SPEED BOAT,BULK CARGO SHIP,"GULF OF ADEN Bulk cargo ship reported suspicious approach on 16 Sep 08 at 0830 UTC while in position 12-28N 44-53E, 20nm miles southwest from Aden, Yemen. A speed boat with five armed pirates approached and attempted to board the vessel. The master raise","4",Kidnapping,"3",Cargo Ship,IX,44.8833333004,12.4666667003
2008-356,2008/09/25,"61",PIRATES,CARGO VESSEL,"INDIAN OCEAN Roll-on/roll-off cargo vessel (FAINA) hijacked 25 Sep 08 at 1600 local time while in position 02-01N 050-40 E, approximately 280NM east of Mogadishu, Somalia. Three pirate boats attacked the ship. Pirates, armed with automatic weapons, then","1",Pirate Assault,"3",Cargo Ship,VIII,50.6666667001,2.0166667003
2009-26,2009/01/01,"62",PIRATES,CARGO SHIP,"GULF OF ADEN: VESSEL (BLUE STAR) HIJACKED 1 JAN 09 AT 0715 LOCAL TIME WHILE UNDERWAY IN POSITION 13-55N 047-58E. FIFTEEN ARMED PIRATES OVERTOOK THE VESSEL AFTER THE SHIP EXITED THE RED SEA. THE VESSEL WAS CARRYING  A CARGO OF 6,000 TONS OF FERTILIZER WIT","1",Pirate Assault,"3",Cargo Ship,IX,47.9666667001,13.9166667001
2009-27,2009/01/04,"62",PIRATES,TANKER,"GULF OF ADEN: FIVE PIRATES, IN A SPEED BOAT, ARMED WITH MACHINE GUNS ATTEMPTED TO BOARD A TANKER UNANOEUVRES AND CONTACTED A COALITION WARSHIP. WITHING 15 MINUTES A HELICOPTER ARRIVED AT THE LOCATION. THE SPEED BOATS MOVED AWAY ON SEEING THE HELICOPTER .","1",Pirate Assault,"9",Tanker,IX,48.2500000003,13.3999999997
2009-28,2009/01/03,"62",PIRATES,TANKER,GULF OF ADEN: ARMED PIRATES IN FOUR BOATS ATTACKED AND HIJACKED A PRODUCT TANKER.,"1",Pirate Assault,"9",Tanker,IX,45.1666667004,12.9166667000
