id,unit,name,start,end,agency,acres,cause
BDU-7912,SAN BERNARDINO,MILL,06-28-2013,07-02-2013,CAL FIRE,534,HUMAN
SCU-3899,CONTRA COSTA,KIRKER,07-01-2013,07-02-2013,CAL FIRE,492,ELECTRICAL POWER
LMU-2700,MODOC,FOX,07-03-2013,07-07-2013,CAL FIRE,502,LIGHTNING
MVU-14084,SAN DIEGO,CHARIOT,07-06-2013,07-15-2013,CAL FIRE,7055,UNDETERMINED
ENF-16230,EL DORADO,KYBURZ,07-08-2013,07-11-2013,USFS,572,HUMAN
RRU-71832,RIVERSIDE,MOUNTAIN,07-15-2013,07-31-2013,CAL FIRE,27531,ELECTRICAL POWER
KRN-1323633,KERN,RANCHO,07-19-2013,07-22-2013,CC,500,UNDETERMINED
SNF-1732,FRESNO,ASPEN,07-22-2013,09-08-2013,USFS,22992,LIGHTNING
KRN-1324091,KERN,WATER,07-23-2013,07-25-2013,CC,612,HUMAN
SRF-1373,HUMBOLDT,DANCE,07-29-2013,08-02-2013,USFS,577,UI
KNF-5949,SISKIYOU,FORKS COMPLEX,07-31-2013,10-01-2013,USFS,37246,HUMAN
CNF-2512,RIVERSIDE,FALLS,08-05-2013,08-09-2013,USFS,1383,UI
STF-2613,TUOLUMNE,POWER,08-05-2013,08-13-2013,USFS,1070,UI
RRU-79781,RIVERSIDE,SILVER,08-07-2013,08-15-2013,CAL FIRE,20292,UNDETERMINED
SRF-1486,HUMBOLDT,CORRAL COMPLEX,08-10-2013,10-02-2013,USFS,12503,LIGHTNING
TNF-1562,PLACER,AMERICAN,08-11-2013,08-29-2013,USFS,27440,UI
BTU-10969,BUTTE,SWEDES,08-16-2013,08-22-2013,CAL FIRE,2264,EQUIPMENT
STF-2857,TUOLUMNE,RIM,08-17-2013,10-27-2013,USFS,257314,UI
SQF-3229,KERN,SHIRLEY COMPLEX,08-18-2013,08-22-2013,USFS,794,LIGHTNING
PNF-1324,PLUMAS,HOUGH COMPLEX,08-18-2013,08-24-2013,USFS,513,LIGHTNING
BDF-11417,SAN BERNARDINO,GOBBLERS,08-20-2013,08-30-2013,USFS,413,LIGHTNING
FHL-2679,MONTEREY,MISSION,08-22-2013,08-25-2013,USFS,4500,HUMAN
TGU-6768,TEHAMA,DEER,08-23-2013,08-29-2013,CAL FIRE,11429,ELECTRICAL POWER
SQF-3295,TULARE,FISH,08-23-2013,09-05-2013,USFS,2060,LIGHTNING
KNP-113,FRESNO,WINDY PEAK,08-23-2013,10-20-2013,USFS,681,LIGHTNING
SCU-5452,CONTRA COSTA,MORGAN,09-08-2013,09-14-2013,CAL FIRE,3100,HUMAN
SHU-8265,SHASTA,CLOVER,09-09-2013,09-15-2013,CAL FIRE,8073,UNDETERMINED
LNU-8566,NAPA,PUTAH,10-03-2013,10-04-2013,CAL FIRE,376,UNDETERMINED
BTU-13464,BUTTE,SUMMIT,10-04-2013,10-05-2013,CAL FIRE,305,MISCELLANEOUS
MCP-3197,SAN DIEGO,DELUZ,10-05-2013,10-09-2013,DOD,2236,UI
LNU-10188,SONOMA,MCCABE,11-22-2013,11-28-2013,CAL FIRE,3505,ELECTRICAL POWER
MNF-1729,LAKE,HIGHGLADE,11-23-2013,11-29-2013,USFS,305,UI
LPF-3810,MONTEREY,PFEIFFER,12-16-2013,12-20-2013,USFS,917,UI
LNF-27,TEHAMA,CAMPBELL,01-02-2014,01-10-2014,USFS,865,HUMAN
HUU-81,HUMBOLDT,RED,01-04-2014,01-12-2014,CAL FIRE,333,DEBRIS BURNING
SQF-120,TULARE,SODA,01-14-2014,04-19-2014,USFS,1612,UNDETERMINED
ANF-231,LOS ANGELES,COLBY,01-16-2014,01-24-2014,USFS,1952,UNDETERMINED
RRU-27677,RIVERSIDE,PIERCE,03-15-2014,03-16-2014,LOCAL,350,ARSON
BDF-6646,SAN BERNARDINO,ETIWANDA,04-30-2014,05-01-2014,USFS,2200,HUMAN
MVU-10055,SAN DIEGO,BERNARDO,05-13-2014,05-21-2014,LOCAL,1548,EQUIPMENT USE
SBC-5573,SANTA BARBARA,MIGUELITO,05-13-2014,05-16-2014,LOCAL,632,UNDETERMINED
MVU-10242,SAN DIEGO,SAN DIEGO COMPLEX,05-14-2014,05-22-2014,CAL FIRE,2438,UNDETERMINED
CBD-3777,SAN DIEGO,POINSETTIA,05-14-2014,05-17-2014,LOCAL,600,UNDETERMINED
MCP-1363,SAN DIEGO,BASILONE COMPLEX,05-17-2014,05-19-2014,MIL,21240,UNDETERMINED
MMU-8974,MARIPOSA,HUNTER,05-26-2014,06-04-2014,CAL FIRE,677,UNDETERMINED
TCU-4987,TUOLUMNE,59,06-04-2014,06-09-2014,CAL FIRE,402,VEHICLE
SQF-1850,KERN,SHIRLEY,06-13-2014,06-21-2014,USFS,2545,UNDETERMINED
FHL-1693,MONTEREY,STONY,06-19-2014,06-22-2014,MIL,4840,HUMAN
MMU-10597,MERCED,GUN CLUB,06-19-2014,06-19-2014,CAL FIRE,400,DEBRIS BURNING
LNU-5333,NAPA,BUTTS,07-01-2014,07-10-2014,CAL FIRE,4300,EQUIPMENT USE
MDF-344,MODOC,MODOC JULY COMPLEX,07-01-2014,07-07-2014,USFS,2566,LIGHTNING
LNU-5465,YOLO,MONTICELLO,07-04-2014,07-13-2014,CAL FIRE,6488,HUMAN
SHU-6248,SHASTA,BULLY,07-11-2014,07-23-2014,CAL FIRE,12661,VEHICLE
SQF-2381,KERN,NICOLLS,07-11-2014,07-19-2014,USFS,1680,UNDETERMINED
YNP-57,MARIPOSA,DARK HOLE,07-16-2014,08-20-2014,NPS,1077,LIGHTNING
MMU-12965,MERCED,GUN CLUB,07-24-2014,08-02-2014,CAL FIRE,422,HUMAN
AEU-18237,EL DORADO,SAND,07-25-2014,08-03-2014,CAL FIRE,4240,VEHICLE
YNP-83,MARIPOSA,EL PORTAL,07-26-2014,08-04-2014,NPS,4689,UNDETERMINED
MMU-13131,MERCED,KELLEY,07-26-2014,07-26-2014,CAL FIRE,1000,UNDETERMINED
SNF-1619,MADERA,FRENCH,07-28-2014,08-18-2014,USFS,13838,HUMAN
BTU-10700,BUTTE,WEB,07-29-2014,08-27-2014,CAL FIRE,378,EQUIPMENT USE
LNF-3479,SHASTA,BALD,07-30-2014,08-16-2014,USFS,39736,LIGHTNING
KNF-5497,SISKIYOU,KNF BEAVER,07-30-2014,08-30-2014,USFS,32496,LIGHTNING
LMU-3472,MODOC,DAY,07-30-2014,08-13-2014,CAL FIRE,13153,LIGHTNING
MEU-7202,MENDOCINO,LODGE COMPLEX,07-30-2014,09-21-2014,CAL FIRE,12535,LIGHTNING
SHF-2423,TRINITY,COFFEE COMPLEX,07-30-2014,08-31-2014,USFS,6258,LIGHTNING
LNF-3502,SHASTA,EILER,07-31-2014,08-24-2014,USFS,32416,UNDETERMINED
KNF-5575,SISKIYOU,LITTLE DEER,07-31-2014,08-11-2014,USFS,5503,LIGHTNING
KNF-5564,SISKIYOU,JULY COMPLEX,08-03-2014,09-25-2014,USFS,50042,LIGHTNING
LNU-6737,YOLO,THIRTY ONE 2,08-09-2014,08-09-2014,CAL FIRE,370,VEHICLE
KNF-5956,SISKIYOU,HAPPY CAMP COMPLEX,08-14-2014,10-31-2014,USFS,134056,LIGHTNING
YNP-101,MARIPOSA,MEADOW,08-15-2014,09-29-2014,NPS,4772,UNDETERMINED
CND-3148,KERN,WAY,08-18-2014,08-28-2014,USFS,4045,UNDETERMINED
MMU-14633,MADERA,JUNCTION,08-18-2014,08-25-2014,CAL FIRE,612,UNDETERMINED
SHU-7763,TRINITY,OREGON,08-24-2014,08-30-2014,CAL FIRE,461,VEHICLE
SHU-8322,SHASTA,GULCH,09-10-2014,09-15-2014,CAL FIRE,1300,VEHICLE
CNF-2873,ORANGE,SILVERADO,09-12-2014,09-20-2014,USFS,985,UNDETERMINED
ENF-23461,EL DORADO,KING,09-13-2014,10-09-2014,USFS,97717,HUMAN
MEU-8882,MENDOCINO,BLACK,09-13-2014,09-17-2014,CAL FIRE,403,EQUIPMENT USE
MMU-16429,MADERA,COURTNEY,09-14-2014,09-22-2014,CAL FIRE,320,UNDETERMINED
SWR-1266,GLENN,TRACT 17,09-17-2014,09-19-2014,FWS,395,HUMAN
BTU-13428,BUTTE,NELSON,09-18-2014,09-21-2014,CAL FIRE,500,ELECTRICAL POWER
YNP-124,MARIPOSA,DOG ROCK,10-07-2014,10-12-2014,NPS,311,UNDETERMINED
NEU-23454,PLACER,APPLEGATE,10-08-2014,10-22-2014,CAL FIRE,459,UNDETERMINED
BDU-1662,INYO,ROUND,02-06-2015,02-13-2015,CAL FIRE,7000,UNDETERMINED
OVD-107,MONO,VAN DYKE,02-06-2015,02-10-2015,USFS,509,UNDETERMINED
RRU-44605,RIVERSIDE,HIGHWAY,04-18-2015,04-24-2015,CAL FIRE,1049,EQUIPMENT
MCP-1207,SAN DIEGO,CARL,04-28-2015,04-29-2015,DOD,4000,UNDETERMINED
MCP-1210,SAN DIEGO,MORTAR,04-28-2015,04-29-2015,DOD,800,UNDETERMINED
MCP-1212,SAN DIEGO,GRENADE,04-29-2015,05-05-2015,DOD,2025,UNDETERMINED
MMU-8812,MERCED,FOREBAY,05-11-2015,05-12-2015,CAL FIRE,692,VEHICLE
SHF-1371,TRINITY,SADDLE,06-09-2015,06-25-2015,USFS,1542,LIGHTNING
FHL-001570,MONTEREY,PEANUT,06-11-2015,06-11-2015,DOD,1532,UNDETERMINED
BDF-7894,SAN BERNARDINO,LAKE,06-17-2015,07-05-2015,USFS,31359,UNDETERMINED
MMU-11662,MADERA,CORRINE,06-18-2015,06-24-2015,CAL FIRE,920,ELECTRICAL POWER
SNF-1058,MADERA,SKY,06-18-2015,06-26-2015,USFS,500,VEHICLE
SLU-6113,SAN LUIS OBISPO,PARKHILL,06-20-2015,06-20-2015,CAL FIRE,1791,VEHICLE
LAC-173220,LOS ANGELES,CALGROVE,06-24-2015,06-26-2015,LAC,415,UNDETERMINED
AEU-17193,SACRAMENTO,IONE,07-02-2015,07-05-2015,CAL FIRE,357,ARSON
SKU-5078,SISKIYOU,YORK,07-04-2015,07-06-2015,CAL FIRE,395,LIGHTNING
BDF-9001,SAN BERNARDINO,NORTH,07-17-2015,07-21-2015,USFS,4250,UNDETERMINED
MMU-13970,MERCED,MCCABE,07-18-2015,07-22-2015,CAL FIRE,1600,LIGHTNING
SQF-2313,TULARE,CABIN,07-19-2015,09-05-2015,USFS,6980,LIGHTNING
TUU-383,TULARE,TRIPLE 3,07-21-2015,07-21-2015,CAL FIRE,430,LIGHTNING
LNU-6678,NAPA,WRAGG,07-22-2015,08-06-2015,CAL FIRE,8051,VEHICLE
SNF-1689,MADERA,WILLOW,07-25-2015,08-15-2015,USFS,5702,UNDETERMINED
NEU-17851,NEVADA,LOWELL,07-25-2015,08-12-2015,CAL FIRE,2304,UNDETERMINED
LNU-6984,LAKE,ROCKY,07-29-2015,08-14-2015,CAL FIRE,69636,EQUIPMENT
BTU-10917,BUTTE,SWEDES,07-29-2015,08-16-2015,CAL FIRE,400,DEBRIS BURNING
SHF-2066,TRINITY,RIVER COMPLEX,07-30-2015,10-15-2015,USFS,77081,LIGHTNING
SRF-1433,TRINITY,MAD RIVER COMPLEX,07-30-2015,09-03-2015,USFS,37462,LIGHTNING
SHF-2067,TRINITY,FORK COMPLEX,07-30-2015,08-29-2015,USFS,36499,UNDETERMINED
SRF-1476,HUMBOLDT,ROUTE COMPLEX,07-30-2015,08-31-2015,USFS,35675,LIGHTNING
HUU-5606,HUMBOLDT,HUMBOLDT COMPLEX,07-30-2015,08-21-2015,CAL FIRE,4883,LIGHTNING
MDF-570,MODOC,FROG,07-30-2015,08-06-2015,USFS,4863,LIGHTNING
SNF-1746,FRESNO,ROUGH,07-31-2015,12-01-2015,USFS,151623,LIGHTNING
SRF-1488,DEL NORTE,GASQUET COMPLEX,07-31-2015,10-15-2015,USFS,30361,LIGHTNING
MMU-14907,MERCED,CREEK,07-31-2015,07-31-2015,CAL FIRE,1450,VEHICLE
SHF-2108,TRINITY,SOUTH COMPLEX,08-01-2015,10-01-2015,USFS,29416,LIGHTNING
SRF-1470,DEL NORTE,NICKOWITZ,08-01-2015,09-30-2015,USFS,7509,LIGHTNING
NOD-3806,LASSEN,DODGE,08-03-2015,08-17-2015,BLM,10570,HUMAN
LNU-7410,LAKE,JERUSALEM,08-09-2015,08-25-2015,CAL FIRE,25118,UNDETERMINED
RRU-90069,RIVERSIDE,ANZA,08-10-2015,08-15-2015,CAL FIRE,500,HUMAN
MCP-2459,SAN DIEGO,HORNO,08-13-2015,08-17-2015,DOD,1846,HUMAN
INF-1319,MONO,WALKER,08-14-2015,08-31-2015,USFS,3676,UNDETERMINED
ANF-3611,LOS ANGELES,CABIN,08-14-2015,08-20-2015,USFS,1723,UNDETERMINED
SLU-8555,SAN LUIS OBISPO,CUESTA,08-16-2015,09-03-2015,CAL FIRE,2446,VEHICLE
ANF-3651,LOS ANGELES,WARM,08-16-2015,08-19-2015,USFS,300,UNDETERMINED
KRN-30112,KERN,DEER,08-18-2015,08-20-2015,KRN,311,UNDETERMINED
SCU-5524,ALAMEDA,TESLA,08-19-2015,08-25-2015,CAL FIRE,2850,UNDETERMINED
LNU-8268,LAKE,ELK,09-02-2015,09-06-2015,CAL FIRE,700,EQUIPMENT
YNP-123,MARIPOSA,TENAYA,09-07-2015,09-16-2015,USFS,415,UNDETERMINED
AEU-24918,AMADOR,BUTTE,09-09-2015,10-23-2015,CAL FIRE,70868,ELECTRICAL POWER
BTU-13363,BUTTE,LUMPKIN,09-11-2015,09-21-2015,CAL FIRE,1040,ARSON
LNU-8670,LAKE,VALLEY,09-12-2015,10-15-2015,CAL FIRE,76067,ELECTRICAL POWER
BEU-4217,MONTEREY,TASSAJARA,09-19-2015,09-29-2015,CAL FIRE,1086,UNDETERMINED
BTU-14554,BUTTE,MERIDIAN,10-03-2015,10-04-2015,CAL FIRE,860,EQUIPMENT
BEU-4582,SAN BENITO,CIENEGA,10-12-2015,10-16-2015,CAL FIRE,690,ELECTRICAL POWER
VNC-89187,VENTURA,SOLIMAR,12-25-2015,12-28-2015,VNC,1288,UNDETERMINED
SLU-5280,SAN LUIS OBISPO,CAMP ROBERTS,05-18-2016,05-20-2016,MIL,3712,UNDETERMINED
BEU-2369,MONTEREY,METZ,05-22-2016,05-25-2016,CAL FIRE,3876,DEBRIS BURNING
CND-1134,TULARE,CHIMNEY,06-01-2016,06-07-2016,BLM,1324,HUMAN
FHL-1475,MONTEREY,STONY,06-02-2016,06-17-2016,USFS,3000,UNDETERMINED
LPF-1504,MONTEREY,COLEMAN,06-04-2016,06-17-2016,USFS,2520,UNDETERMINED
CND-1171,SAN LUIS OBISPO,SODA,06-04-2016,06-06-2016,BLM,2003,UNDETERMINED
LAC-457,LOS ANGELES,OLD,06-04-2016,06-10-2016,LOCAL,465,UNDETERMINED
KNF-4500,SISKIYOU,PONY,06-07-2016,10-02-2016,USFS,2860,UNDETERMINED
SBC-7344,SANTA BARBARA,SHERPA,06-15-2016,06-23-2016,USFS,7474,UNDETERMINED
MVU-14498,SAN DIEGO,BORDER 3,06-19-2016,07-01-2016,CAL FIRE,7609,UNDETERMINED
LAC-177288,LOS ANGELES,FISH,06-20-2016,07-05-2016,USFS,4253,HUMAN
ANF-2417,LOS ANGELES,RESERVOIR,06-20-2016,07-05-2016,USFS,1146,HUMAN
CND-1415,KERN,ERSKINE,06-23-2016,07-09-2016,USFS,48019,UNDETERMINED
INF-992,MONO,MARINA,06-24-2016,07-04-2016,USFS,654,UNDETERMINED
BTU-7042,PLUMAS,BOULDER COMPLEX,06-25-2016,07-05-2006,USFS,3500,LIGHTNING
MMU-12363,MERCED,DINOSAUR,06-25-2016,06-26-2016,CAL FIRE,1246,VEHICLE
YNP-41,MARIPOSA,LAKES,06-26-2016,10-31-2016,NPS,1001,LIGHTNING
NEU-15200,PLACER,TRAILHEAD,06-28-2016,08-14-2016,CAL FIRE,5645,UNDETERMINED
AEU-17670,SACRAMENTO,RANCHO,06-28-2016,06-30-2016,CAL FIRE,372,VEHICLE
LPF-1986,VENTURA,PINE,06-30-2016,07-17-2016,USFS,2304,UNDETERMINED
TGU-5731,TEHAMA,COLYEAR,06-30-2016,07-06-2016,CAL FIRE,464,ELECTRICAL POWER
FKU-9100,FRESNO,CURRY,07-01-2016,07-04-2016,CAL FIRE,2944,UNDETERMINED
KRN-24109,KERN,DEER,07-01-2016,07-10-2016,CC,1785,UNDETERMINED
TCU-6914,CALAVERAS,APPALOOSA,07-02-2016,07-15-2016,CAL FIRE,310,ELECTRICAL POWER
KRN-25390,KERN,FORT,07-08-2016,07-09-2016,CC,554,UNDETERMINED
SHU-6739,SHASTA,FIDDLER,07-08-2016,07-09-2016,CAL FIRE,303,ARSON
LAC-198015,LOS ANGELES,SAGE,07-09-2016,07-16-2016,CC,1100,CAMPFIRE
TCU-7341,CALAVERAS,PACHECO,07-12-2016,07-18-2016,CAL FIRE,341,EQUIPMENT
MCP-2125,SAN DIEGO,ROBLAR,07-21-2016,07-27-2016,MIL,1245,UNDETERMINED
BEU-3422,MONTEREY,SOBERANES,07-22-2016,08-28-2016,CAL FIRE,103242,CAMPFIRE
ANF-3008,LOS ANGELES,SAND,07-22-2016,08-06-2016,USFS,41383,UNDETERMINED
FKU-10852,FRESNO,GOOSE,07-30-2016,08-09-2016,CAL FIRE,2241,ARSON
LNU-7135,YOLO,COLD,08-02-2016,08-12-2016,CAL FIRE,5731,UNDETERMINED
BTU-11608,BUTTE,99,08-02-2016,08-08-2016,CAL FIRE,520,PLAYING WITH FIRE
INF-1415,MONO,CLARK,08-04-2016,08-12-2016,USFS,2819,LIGHTNING
BDF-10205,SAN BERNARDINO,PILOT,08-07-2016,08-16-2016,USFS,8110,UNDETERMINED
FKU-11358,FRESNO,MINERAL,08-08-2016,08-19-2016,CAL FIRE,7050,ARSON
INF-1457,INYO,HORSESHOE,08-09-2016,08-17-2016,USFS,369,UNDETERMINED
SLU-8948,SAN LUIS OBISPO,CHIMNEY,08-13-2016,09-07-2016,CAL FIRE,46235,VEHICLE
LNU-7582,LAKE,CLAYTON,08-13-2016,09-03-2016,CAL FIRE,3929,ARSON
BDF-10468,SAN BERNARDINO,BLUECUT,08-16-2016,09-08-2016,USFS,36274,UNDETERMINED
SQF-2595,KERN,CEDAR,08-16-2016,09-24-2016,USFS,29322,UNDETERMINED
LPF-2809,SANTA BARBARA,REY,08-18-2016,09-15-2016,USFS,32606,UNDETERMINED
NEU-20037,YUBA,BEALE,08-18-2016,08-19-2016,CAL FIRE,389,MISCELLANEOUS
STF-2257,ALPINE,MOKELUMNE,08-19-2016,09-20-2016,USFS,655,LIGHTNING
HUU-6956,HUMBOLDT,TULLY,08-22-2016,09-09-2016,CAL FIRE,599,ARSON
SQF-2683,TULARE,TULE,08-22-2016,08-22-2016,USFS,395,UNDETERMINED
SKU-7392,SISKIYOU,GRADE,08-24-2016,09-10-2016,CAL FIRE,710,ELECTRICAL POWER
KRN-32226,KERN,RANGE,08-26-2016,08-31-2016,CC,600,HUMAN
KRN-32375,KERN,HAVILA,08-27-2016,08-31-2016,CC,304,UNDETERMINED
TCU-9339,CALAVERAS,WILLOW,08-28-2016,09-04-2016,CAL FIRE,450,VEHICLE
RRU-105125,RIVERSIDE,BOGART,08-30-2016,09-05-2016,CAL FIRE,1470,UNDETERMINED
BTU-13655,BUTTE,SADDLE,09-05-2016,09-22-2016,CAL FIRE,800,VEHICLE
LMU-4695,LASSEN,WILLARD,09-11-2016,10-12-2016,CAL FIRE,2575,UNDETERMINED
LMU-4700,MODOC,HOWARD,09-11-2016,09-15-2016,CAL FIRE,380,RAILROAD
TGU-8080,TAHEMA,HOG,09-13-2016,09-13-2016,CAL FIRE,321,ELECTRICAL POWER
SNF-2154,FRESNO,CROWN,09-15-2016,10-31-2016,USFS,800,LIGHTNING
AFV-3151,SANTA BARBARA,CANYON,09-17-2016,09-24-2016,MIL,12742,UNDETERMINED
INF-1763,MONO,OWENS RIVER,09-17-2016,10-15-2016,USFS,5443,UNDETERMINED
MDF-910,MODOC,SOUP COMPLEX,09-17-2016,10-31-2016,USFS,2722,UNDETERMINED
KRN-35570,KERN,FLAT,09-19-2016,09-22-2016,CC,307,EQUIPMENT
LNU-9129,SONOMA,SAWMILL,09-25-2016,10-01-2016,CAL FIRE,1547,UNDETERMINED
SCU-6912,SANTA CLARA,LOMA,09-26-2016,11-08-2016,CAL FIRE,4474,UNDETERMINED
TCU-10403,TUOLUMNE,MARSHES,09-26-2016,10-04-2016,CAL FIRE,1080,VEHICLE
SQF-3261,TULARE,SLATE,10-04-2016,11-05-2016,USFS,2160,LIGHTNING
SNF-2370,FRESNO,SACATA,10-11-2016,10-19-2016,USFS,2100,UNDETERMINED
SQF-3384,TULARE,JACOBSON,10-20-2016,11-01-2016,USFS,1702,UNDETERMINED
SQF-3456,TULARE,MEADOW,10-29-2016,11-22-2016,USFS,4347,LIGHTNING
SQF-3464,TULARE,HIDDEN,11-02-2016,11-23-2016,USFS,2768,LIGHTNING
NOD-1810,MODOC,WEST,04-01-2017,04-01-2017,BLM,401,HUMAN
FKU-5281,FRESNO,JAYNE,04-20-2017,04-21-2017,CAL FIRE,4533,EQUIPMENT USE
FKU-5669,FRESNO,EL DORADO,04-28-2017,04-28-2017,CAL FIRE,750,UNDETERMINED
RRU-53193,RIVERSIDE,OPERA,04-30-2017,05-02-2017,CAL FIRE,1350,UNDETERMINED
MMU-9464,MERCED,WRIGHT,05-12-2017,05-13-2017,CAL FIRE,1680,UNDETERMINED
FKU-6727,FRESNO,ELM 2,05-18-2017,05-21-2017,CAL FIRE,10000,ELECTRICAL POWER
MCP-1494,SAN DIEGO,DELUZ,05-19-2017,05-22-2017,DOD,486,HUMAN
MVU-12098,SAN DIEGO,GATE,05-20-2017,05-22-2017,CAL FIRE,2056,UNDETERMINED
KRN-18713,KERN,MING,05-20-2017,05-21-2017,CC,506,UNDER INVESTIGATION
TUU-286,TULARE,DINELY,06-07-2017,06-10-2017,CAL FIRE,339,EQUIPMENT USE
MMU-11650,MADERA,OAKWOOD,06-10-2017,06-13-2017,CAL FIRE,1417,SHOOTING
FKU-8044,FRESNO,MONTEREY,06-11-2017,06-11-2017,CAL FIRE,450,SHOOTING
ANF-2273,LOS ANGELES,LAKE,06-17-2017,06-23-2017,USFS,800,UNDER INVESTIGATION
SQF-1223,KERN,HIGHWAY,06-21-2017,06-25-2017,USFS,1522,UNDER INVESTIGATION
BDF-9443,SAN BERNARDINO,HOLCOMB,06-21-2017,06-29-2017,USFS,1503,UNDER INVESTIGATION
FKU-8759,FRESNO,CREEK,06-23-2017,06-27-2017,CAL FIRE,357,DEBRIS BURNING
SQF-1317,TULARE,SCHAEFFER,06-24-2017,08-05-2017,USFS,16031,LIGHTNING
LAC-187296,LOS ANGELES,PLACERITA,06-25-2017,06-28-2017,LOCAL,870,UNDER INVESTIGATION
RRU-78840,RIVERSIDE,MANZANITA,06-26-2017,06-30-2017,CAL FIRE,6309,VEHICLE
SLU-7101,SAN LUIS OBISPO,HILL,06-26-2017,06-28-2017,CAL FIRE,1626,VEHICLE
BDF-9802,SAN BERNARDINO,MART,06-27-2017,07-01-2017,USFS,670,UNDER INVESTIGATION
MCP-172047,SAN DIEGO,CRISTIANITOS,06-28-2017,07-01-2017,DOD,761,UNDER INVESTIGATION
MDF-415,MODOC,BATTLE,06-28-2017,07-01-2017,USFS,640,UNDER INVESTIGATION
MMU-13022,MARIPOSA,BEN,06-28-2017,07-06-2017,CAL FIRE,558,VEHICLE
KRN-24894,KERN,TARINA,06-30-2017,07-01-2017,CC,1200,UNDER INVESTIGATION
FKU-9289,FRESNO,DERRICK,07-02-2017,07-05-2017,CAL FIRE,1562,UNDETERMINED
SKU-4779,SISKIYOU,FAY,07-05-2017,07-31-2017,CAL FIRE,496,MISCELLANEOUS
SLU-7624,SAN LUIS OBISPO,ALAMO,07-06-2017,07-22-2017,CAL FIRE,28687,UNDER INVESTIGATION
KRN-26708,KERN,QUAL COMPLEX,07-06-2017,07-06-2017,CC,1626,UNDER INVESTIGATION
BTU-10975,BUTTE,WALL,07-07-2017,08-03-2017,CAL FIRE,6033,ELECTRICAL POWER
LPF-1770,SANTA BARBARA,WHITTIER,07-08-2017,10-05-2017,USFS,18430,UNDER INVESTIGATION
BEU-3551,MONTEREY,PARKFIELD,07-08-2017,07-08-2017,CAL FIRE,1816,ELECTRICAL POWER
FKU-9755,KINGS,GARZA,07-09-2017,07-25-2017,CAL FIRE,70000,EQUIPMENT USE
LNU-6262,YOLO,WINTER,07-09-2017,07-12-2017,CAL FIRE,2269,UNDER INVESTIGATION
SLU-7792,SAN LUIS OBISPO,STONE,07-09-2017,07-11-2017,CAL FIRE,340,EQUIPMENT USE
HTF-30363,NEVADA,FARAD,07-10-2017,07-16-2017,USFS,747,UNDER INVESTIGATION
NOD-30366,LASSEN,LONG VALLEY,07-11-2017,07-25-2017,BLM,83733,UNDER INVESTIGATION
MVU-16909,SAN DIEGO,JENNINGS 2,07-11-2017,07-14-2017,CAL FIRE,400,VEHICLE
MDF-541,MODOC,DOBE,07-13-2017,07-31-2017,USFS,410,HUMAN
BDU-9854,SAN BERNARDINO,BRIDGE 2,07-14-2017,07-18-2017,CAL FIRE,460,UNDETERMINED
MMU-14474,MARIPOSA,DETWILER,07-16-2017,08-31-2017,CAL FIRE,100000,SHOOTING
FKU-10248,FRESNO,PARK,07-17-2017,07-30-2017,CAL FIRE,1649,EQUIPMENT USE
KRN-27936,KERN,HUDSON,07-18-2017,07-18-2017,LOCAL,1083,UNDER INVESTIGATION
SRF-703,SISKIYOU,MARBLE,07-19-2017,07-28-2017,USFS,319,UNDER INVESTIGATION
TUU-420,TULARE,ELEPHANT 2,07-20-2017,07-21-2017,CAL FIRE,416,ARSON
MDF-671,MODOC,MODOC JULY COMPLEX,07-24-2017,08-13-2017,USFS,83120,UNDER INVESTIGATION
SRF-741,SISKIYOU,ORLEANS COMPLEX,07-25-2017,10-12-2017,USFS,27276,LIGHTNING
AEU-21652,SACRAMENTO,LATROBE,07-26-2017,07-28-2017,CAL FIRE,1268,DEBRIS BURNING
NOD-4279,WASHOE,R-21,07-26-2017,07-27-2017,BLM,589,LIGHTNING
PNF-1043,PLUMAS,MINERVA 5,07-29-2017,08-16-2017,USFS,4310,UNDER INVESTIGATION
TCU-9024,TOULUMNE,JACKSONVILLE,07-29-2017,08-04-2017,CAL FIRE,675,UNDETERMINED
TUU-441,TULARE,ROADRUNNER,07-30-2017,07-31-2017,CAL FIRE,2289,ARSON
SQF-1989,KERN,GARDEN,07-30-2017,08-09-2017,USFS,450,HUMAN
STF-2452,TUOLUMNE,SUMMIT COMPLEX,07-31-2017,11-30-2017,USFS,5248,UNDER INVESTIGATION
INF-1235,MONO,GRANT,07-31-2017,08-03-2017,USFS,400,LIGHTNING
YNP-84,MARIPOSA,EMPIRE,08-01-2017,08-01-2017,NPS,6370,LIGHTNING
LPF-2123,SAN LUIS OBISPO,RED,08-02-2017,08-03-2017,USFS,450,UNDER INVESTIGATION
MDF-862,MODOC,PARKER 2,08-03-2017,08-14-2017,USFS,7697,LIGHTNING
INF-1264,TULARE,INDIAN,08-03-2017,08-29-2017,USFS,2295,LIGHTNING
BDU-10918,SAN BERNARDINO,BRYANT 2,08-03-2017,08-14-2017,CAL FIRE,325,UNDETERMINED
TNF-992,PLUMAS,CHILCOOT,08-06-2017,08-08-2017,USFS,1021,LIGHTNING
PNF-1145,LASSEN,POSLIN,08-06-2017,08-09-2017,USFS,860,LIGHTNING
SRF-863,DEL NORTE,YOUNG,08-07-2017,10-15-2017,USFS,21377,UNDER INVESTIGATION
