DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),DM_POP_TOT: Total population,_T: Total,2011,103,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),DM_POP_TOT: Total population,_T: Total,2012,105,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),DM_POP_TOT: Total population,_T: Total,2013,106,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),DM_POP_TOT: Total population,_T: Total,2014,107,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),DM_POP_TOT: Total population,_T: Total,2015,109,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),DM_POP_TOT: Total population,_T: Total,2016,110,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),DM_POP_TOT: Total population,_T: Total,2017,111,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),DM_POP_TOT: Total population,_T: Total,2018,113,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),DM_POP_TOT: Total population,_T: Total,2019,114,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,FSM: Micronesia (Federated States of),DM_POP_TOT: Total population,_T: Total,2020,115,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2000,314492,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2001,320442,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2002,326487,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2003,332717,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2004,339244,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2005,346137,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2006,353438,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2007,361108,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2008,369043,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2009,377091,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2010,385136,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2011,393148,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2012,401142,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2013,409096,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2014,417000,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2015,424846,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2016,432602,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2017,440262,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2018,447891,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2019,455576,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_POP_TOT: Total population,_T: Total,2020,463375,3: Thousands,PS: Persons,,,,,,235 countries including less than 90K countries from WPP2019,,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2000,68.248512,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2001,68.522881,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2002,69.091209,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2003,69.755676,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2004,70.446609,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2005,71.257133,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2006,72.159454,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2007,73.080421,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2008,73.988052,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2009,74.847404,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2010,75.645676,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2011,75.966995,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2012,76.245949,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2013,76.505081,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2014,76.770493,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2015,77.057701,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2016,77.363167,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2017,77.677864,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2018,77.994972,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2019,78.261337,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2020,78.509048,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2000,67.787361,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2001,68.036331,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2002,68.547684,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2003,69.14666,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2004,69.769066,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2005,70.674774,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2006,71.652847,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2007,72.556923,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2008,73.45842,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2009,74.331963,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2010,75.211136,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2011,75.725853,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2012,76.224335,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2013,76.700134,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2014,77.187447,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2015,77.687988,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2016,78.131523,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2017,78.42511,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2018,78.720589,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2019,78.96991,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_W-SM: Proportion of population using safely managed drinking water services,_T: Total,2020,79.201469,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2009,28.77825,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2010,29.845856,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2011,30.829994,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2012,31.747723,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2013,32.629208,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2014,33.51252,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2015,34.429207,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2016,35.323185,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2017,36.232883,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2018,37.122639,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2019,38.007488,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2020,38.799522,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2011,27.186731,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2012,28.028627,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2013,28.835279,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2014,29.641087,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2015,30.474581,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2016,31.283384,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2017,32.100868,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2018,32.897106,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2019,33.687168,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENARO: Middle East and North Africa,WS_PPL_S-SM: Proportion of population using safely managed sanitation services,_T: Total,2020,34.390007,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
