LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,Value
EST,Estonia,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,528
ISR,Israel,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,473
LVA,Latvia,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,496
RUS,Russia,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,494
SVN,Slovenia,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,517
OECD,OECD - Total,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,487
AUS,Australia,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,550
AUT,Austria,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,541
BEL,Belgium,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,559
CAN,Canada,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,558
CZE,Czech Republic,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,548
DNK,Denmark,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,543
FIN,Finland,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,562
FRA,France,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,558
DEU,Germany,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,563
GRC,Greece,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,506
HUN,Hungary,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,534
ISL,Iceland,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,509
IRL,Ireland,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,550
ITA,Italy,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,524
JPN,Japan,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,568
KOR,Korea,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,562
LUX,Luxembourg,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,549
MEX,Mexico,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,447
NLD,Netherlands,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,556
NZL,New Zealand,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,554
NOR,Norway,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,539
POL,Poland,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,549
PRT,Portugal,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,551
SVK,Slovak Republic,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,514
ESP,Spain,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,535
SWE,Sweden,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,543
CHE,Switzerland,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,558
TUR,Turkey,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,460
GBR,United Kingdom,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,546
USA,United States,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,534
BRA,Brazil,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,445
CHL,Chile,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,492
EST,Estonia,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,562
ISR,Israel,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,514
LVA,Latvia,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,521
RUS,Russia,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,520
SVN,Slovenia,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,552
OECD,OECD - Total,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,539
AUS,Australia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0
AUT,Austria,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,447
BEL,Belgium,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,452
CAN,Canada,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,488
CZE,Czech Republic,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,440
DNK,Denmark,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,471
FIN,Finland,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,487
FRA,France,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,442
DEU,Germany,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,468
GRC,Greece,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,420
HUN,Hungary,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,418
ISL,Iceland,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,453
IRL,Ireland,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,472
ITA,Italy,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,445
JPN,Japan,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,489
KOR,Korea,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,480
LUX,Luxembourg,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,428
MEX,Mexico,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,385
NLD,Netherlands,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,468
NZL,New Zealand,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,459
NOR,Norway,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,472
POL,Poland,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,466
PRT,Portugal,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,456
SVK,Slovak Republic,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,414
ESP,Spain,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,453
SWE,Sweden,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,454
CHE,Switzerland,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,460
TUR,Turkey,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,400
GBR,United Kingdom,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,466
USA,United States,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,450
BRA,Brazil,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,361
CHL,Chile,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,399
EST,Estonia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,494
ISR,Israel,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,421
LVA,Latvia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,456
RUS,Russia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,464
SVN,Slovenia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,472
OECD,OECD - Total,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,455
AUS,Australia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,21
AUT,Austria,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,17
BEL,Belgium,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,19.3
CAN,Canada,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,17.3
CZE,Czech Republic,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,17.9
DNK,Denmark,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,19.5
FIN,Finland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,19.8
FRA,France,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,16.5
DEU,Germany,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,18.1
GRC,Greece,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,19
HUN,Hungary,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,16.4
ISL,Iceland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,19
IRL,Ireland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,18.1
ITA,Italy,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,16.6
JPN,Japan,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,16.4
KOR,Korea,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,17.3
LUX,Luxembourg,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,15.1
MEX,Mexico,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,15.2
NLD,Netherlands,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,18.7
NZL,New Zealand,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,17.7
NOR,Norway,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,18.3
POL,Poland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,17.6
PRT,Portugal,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,16.9
SVK,Slovak Republic,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,15.8
ESP,Spain,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,17.9
SWE,Sweden,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,19.3
CHE,Switzerland,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,17.5
TUR,Turkey,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,18.3
GBR,United Kingdom,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,17.5
USA,United States,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,17.2
BRA,Brazil,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,16.2
CHL,Chile,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,17.5
EST,Estonia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,17.7
ISR,Israel,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,15.6
LVA,Latvia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,18
RUS,Russia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,16.2
SVN,Slovenia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,18.3
OECD,OECD - Total,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,17.2
AUS,Australia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,20.8
AUT,Austria,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,16.7
BEL,Belgium,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,18.6
CAN,Canada,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,16.9
CZE,Czech Republic,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,17.3
DNK,Denmark,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,19.1
FIN,Finland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,19.4
FRA,France,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,16.2
DEU,Germany,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,18.1
GRC,Greece,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,19.2
HUN,Hungary,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,16.3
ISL,Iceland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,18.3
IRL,Ireland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,18.1
ITA,Italy,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,16.2
JPN,Japan,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,16.4
KOR,Korea,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,17.8
LUX,Luxembourg,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,15
MEX,Mexico,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,15
NLD,Netherlands,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,18.6
NZL,New Zealand,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,17.2
NOR,Norway,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,17.9
POL,Poland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,17
PRT,Portugal,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,16.9
SVK,Slovak Republic,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,15.3
ESP,Spain,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,17.6
SWE,Sweden,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,18.5
CHE,Switzerland,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,17.6
TUR,Turkey,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,18.6
GBR,United Kingdom,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,17
USA,United States,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,16.7
BRA,Brazil,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,15.8
CHL,Chile,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,17.3
EST,Estonia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,17.1
ISR,Israel,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,15.2
LVA,Latvia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,17.4
RUS,Russia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,16
SVN,Slovenia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,17.7
OECD,OECD - Total,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,17
AUS,Australia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,21.1
AUT,Austria,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,17.3
BEL,Belgium,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,20
CAN,Canada,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,17.8
CZE,Czech Republic,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18.5
DNK,Denmark,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,19.9
FIN,Finland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,20.3
FRA,France,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,16.8
DEU,Germany,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18.1
GRC,Greece,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18.8
HUN,Hungary,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,16.6
ISL,Iceland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,19.8
IRL,Ireland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18.1
ITA,Italy,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,17
JPN,Japan,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,16.3
KOR,Korea,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,16.7
LUX,Luxembourg,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,15.2
MEX,Mexico,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,15.3
NLD,Netherlands,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18.7
NZL,New Zealand,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18.2
NOR,Norway,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18.8
POL,Poland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18.4
PRT,Portugal,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,17
SVK,Slovak Republic,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,16.2
ESP,Spain,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18.2
SWE,Sweden,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,20.1
CHE,Switzerland,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,17.4
TUR,Turkey,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18
GBR,United Kingdom,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18
USA,United States,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,17.7
BRA,Brazil,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,16.5
CHL,Chile,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,17.7
EST,Estonia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18.3
ISR,Israel,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,16.1
LVA,Latvia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,18.7
RUS,Russia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,16.4
SVN,Slovenia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,19.1
OECD,OECD - Total,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,17.4
AUS,Australia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,5
AUT,Austria,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,16
BEL,Belgium,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,15
CAN,Canada,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,7
CZE,Czech Republic,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,20
DNK,Denmark,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,9
FIN,Finland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,6
FRA,France,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,13
DEU,Germany,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,14
GRC,Greece,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,18
HUN,Hungary,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,19
ISL,Iceland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,3
IRL,Ireland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,7
ITA,Italy,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,18
JPN,Japan,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,14
KOR,Korea,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,28
LUX,Luxembourg,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,12
MEX,Mexico,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,16
NLD,Netherlands,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,14
NZL,New Zealand,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,5
NOR,Norway,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,5
POL,Poland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,22
PRT,Portugal,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,10
SVK,Slovak Republic,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,21
ESP,Spain,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,11
SWE,Sweden,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,6
CHE,Switzerland,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,15
TUR,Turkey,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,20
GBR,United Kingdom,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,11
USA,United States,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,10
BRA,Brazil,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,10
CHL,Chile,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,16
EST,Estonia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,8
ISR,Israel,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,21
LVA,Latvia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,11
RUS,Russia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,15
SVN,Slovenia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,16
ZAF,South Africa,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,22
OECD,OECD - Total,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,14
AUS,Australia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,93
AUT,Austria,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,92
BEL,Belgium,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,84
CAN,Canada,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,91
CZE,Czech Republic,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,87
DNK,Denmark,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,95
FIN,Finland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,95
FRA,France,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,81
DEU,Germany,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,91
GRC,Greece,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,69
HUN,Hungary,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,77
ISL,Iceland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,99
IRL,Ireland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,85
ITA,Italy,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,71
JPN,Japan,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,87
KOR,Korea,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,76
LUX,Luxembourg,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,84
MEX,Mexico,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,68
NLD,Netherlands,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,93
NZL,New Zealand,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,89
NOR,Norway,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,98
POL,Poland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,82
PRT,Portugal,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,86
SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,85
ESP,Spain,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,72
SWE,Sweden,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,96
CHE,Switzerland,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,95
TUR,Turkey,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,65
GBR,United Kingdom,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,84
USA,United States,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,83
BRA,Brazil,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,73
CHL,Chile,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,71
EST,Estonia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,84
ISR,Israel,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,67
LVA,Latvia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,79
RUS,Russia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,55
SVN,Slovenia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,90
ZAF,South Africa,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,67
OECD,OECD - Total,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,81
AUS,Australia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,93
AUT,Austria,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,93
BEL,Belgium,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,86
CAN,Canada,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,92
CZE,Czech Republic,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,87
DNK,Denmark,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,96
FIN,Finland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,96
FRA,France,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,80
DEU,Germany,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,91
GRC,Greece,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,71
HUN,Hungary,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,77
ISL,Iceland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,99
IRL,Ireland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,85
ITA,Italy,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,73
JPN,Japan,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,88
KOR,Korea,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,76
LUX,Luxembourg,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,85
MEX,Mexico,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,67
NLD,Netherlands,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,94
NZL,New Zealand,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,91
NOR,Norway,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,98
POL,Poland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,83
PRT,Portugal,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,87
SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,84
ESP,Spain,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,71
SWE,Sweden,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,96
CHE,Switzerland,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,95
TUR,Turkey,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,65
GBR,United Kingdom,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,82
