"event_id_cnty","event_date","year","event_type","source_scale","notes","location","latitude","longitude","fatalities"
"DRC11742","24-Dec-17",2017,"Violence against civilians","Subnational","Two civilians were severely injured during the weekend of 23-24 December, in the village of Swima, after an altercation between them and the FARDC. The FARDC soldier tried to prevent the passage of a prefect student on a motorbike, which led to a dispute that alerted the population. Due to being inebriated, the soldier started shooting.","Swima",-4.1333,28.1333,0
"MAG1018","24-Dec-17",2017,"Violence against civilians","National","A farmer was killed in Ankabokimaty,_Sakena,_Beroroha as seven Dahalo robbed the household.","Beroroha",-22.6014,44.9945,1
"YEM7677","24-Dec-17",2017,"Violence against civilians","National","Armed men on a motorbike shot dead the head of civil society associations, Talal Abdulnour Al Himyari, in Wadi Al Qadhi in the city of Taizz; December 24.","Taizz-Wadi Kadah",13.6,44.0167,1
"SSD4663","24-Dec-17",2017,"Violence against civilians","Subnational","Unknown militants stabbed to death a young boy in Aweil town. Circumstances unclear - several gang members later arrested.","Aweil",8.7863,27.4015,1
"SYR17721","24-Dec-17",2017,"Violence against civilians","Other-Local","Asayish forces carried out a raid in Ghwyran neighborhood of Al-Hasakeh city, arresting several young men and taking them to an unknown destination for forced recruitment. Asayish have reportedly been increasing arrests of young men in the city and Al-Hasakeh countryside in order to enroll them in ""compulsory military service.""","Al-Hasakeh - Ghoweran",36.4868,40.7582,0
"SYR39134","24-Dec-17",2017,"Violence against civilians","Other-Local","1 male civilian died as a result of being detained by JOS in al-Rukban Camp on the Syrian - Jordanian border and tortured over several accusations including smuggling diesel. The victim was released on 23 December 2017 and succumbed to his wounds on 25 December.","Rukban",33.3258,38.6593,1
"SYR39129","24-Dec-17",2017,"Violence against civilians","Other-Local","Turkish Gendarmerie shot and killed 1 civilian while standing in the vicinity of his residence in the border village of Sawsak in eastern Ar-Raqqa countryside.","Sawsak",36.6967,38.8329,1
"CDI1712","23-Dec-17",2017,"Violence against civilians","National","The head of Morofe, Nanan Tanoh Kouassi Georges and his wife were assaulted by individuals armed with machetes","Morofe",6.8433,-5.2928,0
"LBY6575","23-Dec-17",2017,"Violence against civilians","National","Four unidentified gunmen intimidated and fired shots at employees and private security at the University of Benghazi before leaving the campus. No one was injured.","Benghazi",32.1177,20.1293,0
"MAG1014","23-Dec-17",2017,"Violence against civilians","National","Fokonolona villagers in Manjakazaza,_Ambohitrambo,_Arivonimamo tortured and killed 2 dahalo.","Arivonimamo",-18.9167,47.1833,2
"SOM24592","23-Dec-17",2017,"Violence against civilians","Local","23rd December, AM, Hamar Jabjab, Mogadishu: Unidentified gunmen shoot and kill a Somali district official. The assailants escaped the scene.","Xamar Jaabjab",2.0276,45.33,1
"IRQ5077","23-Dec-17",2017,"Violence against civilians","National","A civilian was shot dead by unknown gunmen in the village of Zuhayrat, area of Abu Sayda.","Qaryat az Zuhayrat",33.9503,44.7948,1
"NIG11579","23-Dec-17",2017,"Violence against civilians","National","Fulanis attack and kill two civilians in Odonto village in Akpa district of Otukpo Local Government on 23/12. Two others were wounded. Causality figures from multiple sources vary.","Aukpa",7.4742,8.0079,2
"SUD10968","23-Dec-17",2017,"Violence against civilians","Subnational","RSF militiamen stormed the Abola IDP camp in the Sadoun area of Gireida locality, beating people and sheiks with whips and sticks, leaving nine people injured, robbing them of their belongings and arresting 20.","Gereida",11.2754,25.1403,0
"SUD10967","23-Dec-17",2017,"Violence against civilians","Subnational","Three members of the paramilitary Border Guards repeatedly raped two girls at gunpoint south of Nierteti in Central Darfur as they were collecting firewood. Army and police forces arrested one of the perpetrators.","Nertiti",12.9668,24.0336,0
"SYR17667","23-Dec-17",2017,"Violence against civilians","Other-Local","A woman was killed and 2 of her children injured by an Islamic State sniper in the outskirts of Hajin town in eastern Deir-ez-Zor.","Hajin",34.6869,40.8392,1
"BUR7563","23-Dec-17",2017,"Violence against civilians","Other-local","The youth leader of the MSD was kidnapped by the SNR in Muzinda. He had recently returned from Kenya, where he had been exiled.","Muzinda",-3.2617,29.4206,0
"IND25261","23-Dec-17",2017,"Violence against civilians","National","A TMC activists was fatally shot by an unidentified group in Hanskhali on 23 December 2017.","Hanskhali",23.3677,88.6331,1
"IND25263","23-Dec-17",2017,"Violence against civilians","National","A group of at least 15 self-proclaimed vigilantes severely beat up an alleged cow smuggler in Bansur area of Alwar district in Rajasthan on Dec 23 morning. The victim was rescued by police and rushed to hospital in critical condition.","Bansur",27.6833,76.3535,0
"IND25269","23-Dec-17",2017,"Violence against civilians","National","Following a deadly accident near Mukundpur Chowk in Jahangirpuri in northwest Delhi on Dec 23, rioters severely assaulted the driver of the car and set the car on fire.","Delhi-Burari",28.7641,77.1949,0
"PHL4324","23-Dec-17",2017,"Violence against civilians","National","On 23 Dec 2017, two local government officials and a director of a funeral home were shot and wounded by unidentified gunmen while the victims were on a drinking session in Tramo St., Brgy. 113, Pasay City.","Pasay",14.5374,121.0014,0
"EGY8591","22-Dec-17",2017,"Violence against civilians","International","Hundreds of Muslim Egyptians stormed a church in Atfih and destroyed what was inside it, after assaulting the Christians there. Several were wounded before security forces intervened and disperses the crowd.","Atfih",29.4075,31.2525,0
"SOM24587","22-Dec-17",2017,"Violence against civilians","Local","22nd December Galhareeri, Galgaduud: Two local men are reportedly executed by al Shabaab.","Galhareeri",4.5307,47.145,2
"BUR7562","22-Dec-17",2017,"Violence against civilians","Other-local","A man from Murengezi was killed by unidentified attackers and his body was dumped in the Mpanda river. He is believed to have been targeted because he refused to sell his land to the president's wife.","Murengezi",-3.1443,29.4441,1
"PAK38667","22-Dec-17",2017,"Violence against civilians","Subnational","On December 22nd, 2 members of the Hazara community were shot dead, and 2 injured, by unidentified gunmen near the Western Bypass in Quetta. Members of the Hazara community have been targetting in Quetta in the past, particularly by the LashkareJhangvi group.","Quetta",30.1999,67.0097,2
"ZIM5842","22-Dec-17",2017,"Violence against civilians","National","Senior ZNA officers invaded Elphida farm in Domboshava on 22/12. They beat and harassed A2 farmers who had been granted land in the land reform programme.","Domboshava",-17.6086,31.1751,0
"NIG11588","22-Dec-17",2017,"Violence against civilians","National","Fulanis attack and kill four civilians in Nindam at 2200hrs on 22/12. Eight others were wounded. Causality figures from multiple sources vary.","Nindam",9.4167,8.3167,4
"SYR17631","22-Dec-17",2017,"Violence against civilians","Other-Local","A child was killed after being shot by regime forces on the outskirts of Arbin city in the Eastern Ghota, other sources reported two fatalities. Coded one fatalitiy conservatively.","Arbin",33.5388,36.3653,1
"CAO900","22-Dec-17",2017,"Violence against civilians","National","3 villagers killed by Boko Haram","Mozogo",10.9638,13.9065,3
"BUR7561","22-Dec-17",2017,"Violence against civilians","Other-local","An influential Imbonerakure in Mubuga, working with the police, arrested and beat an FNL Rwasa supporter. He was accused of sending information to radio stations based in Rwanda.","Mubuga",-3.4159,30.0224,0
"IND25205","22-Dec-17",2017,"Violence against civilians","Subnational","A Pakistani intruder was shot dead by BSF troops late on Dec 22 near the Wadhai Cheema border outpost, which falls under Ajnala. His two accomplices escaped.","Ajnala",31.8447,74.7629,1
"IND25222","22-Dec-17",2017,"Violence against civilians","National","An RJD leader was fatally shot by an unidentified group in Hasanpur on 22 December 2017.","Hasanpur",25.5188,85.689,1
"IND25223","22-Dec-17",2017,"Violence against civilians","Subnational","RJD leader Hare Ram Yadav was shot dead by unidentified assailants at Hasanpur in Bihar's Samastipur district on Dec 22. The motive is under investigation.","Hasanpur",25.5188,85.689,1
"SYR40963","22-Dec-17",2017,"Violence against civilians","Other-Local","QSD targeted with firearms the civilians who gathered at Al-Islah checkpoint in Hajin city in Deir-Ez-Zor, which killed one woman.","Hajin",34.6869,40.8392,1
"SYR39114","22-Dec-17",2017,"Violence against civilians","Other-Local","QSD shot and killed a man in his car at one of their checkpoints in Jazret Elbuhmeid in Deir-Ez-Zor.","Jazaret Elbuhmeid",35.7875,39.7266,1
"LBY6598","21-Dec-17",2017,"Violence against civilians","Subnational-regional","A man from the Gadhadhfa tribe was found shot dead in his car near Sirte's 700 neighborhood.","Sirte",31.2089,16.5887,0
"BUR7560","21-Dec-17",2017,"Violence against civilians","Other-local","The head of the police in Nyabiraba beat a local shopkeeper. When the administrator of the commune intervened, the police blamed the shopkeeper, saying he should be punished for refusing to pay contributions to the police.","Nyabiraba",-3.5623,29.8944,0
"PAK38656","21-Dec-17",2017,"Violence against civilians","Subnational","On December 21st, the relative of a surrendered Baloch militant commander and 5 of his family members were shot dead by Baloch Liberation Tigers militants after they entered his home in the Nohkani area of Dera Bugti and open fired. 2 other people were also injured.","Dera Bugti",29.0353,69.1595,6
"SYR17598","21-Dec-17",2017,"Violence against civilians","Other-Local","A sniper fire killed a farmer who was working his land in Kafr Batna town in the Eastern Ghota.","Kafr Batna",33.5126,36.3721,1
"SYR17599","21-Dec-17",2017,"Violence against civilians","Other-Local","1 person died under torture in an unknown regime prison, coded as Sidnaya, after being arrested 4 years prior.","Sidnaya Military Prison",33.6653,36.329,1
"ETH4167","21-Dec-17",2017,"Violence against civilians","Subnational","In west Hararge, Habro woreda, Wachu town, Ethiopian security forces killed 2 young men as they were traveling to Daro Labu. Residents killed 4 of security forces to avenge the two men killed by them.","Gelemso",8.8167,40.5167,2
"IND25193","21-Dec-17",2017,"Violence against civilians","Subnational","The sarpanch of Roorkee Pukhta village (under Kharar, Rupnagar district) was assaulted by men carrying sharp-edged weapons and rods assumed on Dec 21, allegedly over the issue of the encroachment of a piece of panchayat land.","Rupnagar",30.9641,76.5222,0
"PHL4321","21-Dec-17",2017,"Violence against civilians","National","On 21 Dec 2017, 5:35PM, 4 unidentified armed men ambushed and shot dead a village official, Rene Albaran, and his driver while the victims were on board a motorcycle and were passing through Brgy. Mactan, Cawayan, Masbate.","Mactan",12.0905,123.7426,2
"SOM24577","20-Dec-17",2017,"Violence against civilians","Local","20th December, AM, Abal, Hudur, Bakool: Al Shabaab execute three locals in the settlement of Abal.","Abal",3.9435,43.9418,3
"SUD10963","20-Dec-17",2017,"Violence against civilians","Subnational","A group of 12 armed herders affiliated to Omda Dagahsh attacked displaced women collecting firewood near Tabit in North Darfur. They beat them with rifle butts, sticks and whips and severely injured eight of them. They claimed that the land was a grazing area, not a land for collecting firewood.","Tabit",13.3101,25.0877,0
"SUD10964","20-Dec-17",2017,"Violence against civilians","Subnational","RSF forces raided the Dato market in Dito unit, Gereida locality in South Darfur under the pretext of arms collection, beating residents indiscriminately with sticks that left three injured, 16 arrested and a quantity of cash and goods stolen. The RSF siege - including the beatings - was continuing as of two days later. RSF continued beating the residents with rifle butts, sticks and directing verbal and racist insults.","Dito",11.4359,25.2523,0
"BUR7557","20-Dec-17",2017,"Violence against civilians","Other-local","An Imbonerakure beat a teacher in Bumba because she did not have her identity card. When the teacher complained to the headmaster, he instructed her to obey the Imbonerakure.","Bumba",-3.2558,30.7928,0
"IRQ5049","20-Dec-17",2017,"Violence against civilians","Other","Iraqi forces found the bodies of two Iraqi policemen abducted three days earlier in the area of Ayadhiya, presumably abducted and executed by Islamic State militants.","Al Ayadhiyah",36.4845,42.4202,2
"IRQ5055","20-Dec-17",2017,"Violence against civilians","Other-subnational","Islamic State militants executed nine members of theTribal mobilization in the village of Asakira.","Qaryat al Asakirah",35.1377,43.7882,9
"AFG7839","20-Dec-17",2017,"Violence against civilians","Other-national","Taliban fighters attacked the convoy of an American company called ""Supreme"" in Bagram District, Parwan Province, on the morning of December 20, 2017. 12 staff of the company were either killed or injured (unclear if American or Afghan citizens; half coded as fatalities).","Bagram",34.9669,69.265,6
"SRI966","20-Dec-17",2017,"Violence against civilians","National","4 doctors were injured by SLPP activists in Mahiyanganaya on 20 December 2017 following an argument about the pasting of posters for the upcoming election.","Mahiyanganaya",7.3313,81.0006,0
"SUD10965","20-Dec-17",2017,"Violence against civilians","Subnational","Unidentified gunmen opened fire on the residents of Shuru village near Balila in El Salam locality, West Kordofan, leaving two killed. A rescue team set up after the incident to apprehend the alleged killers hunted down a boy and killed him.","Khawr Umm Balilah",11.75,30.7333,2
"SUD10966","20-Dec-17",2017,"Violence against civilians","Subnational","Unidentified gunmen opened fire on the residents of Shuru village near Balila in El Salam locality, West Kordofan, leaving two killed. A rescue team set up after the incident to apprehend the alleged killers hunted down a boy and killed him.","Khawr Umm Balilah",11.75,30.7333,1
"SYR17575","20-Dec-17",2017,"Violence against civilians","Other-Local","A man was killed by a Jordanian border guard as he tried to enter Jordan from the Tal Shihab area.","Tal Shihab",32.6892,35.9845,1
"BUR7558","20-Dec-17",2017,"Violence against civilians","Other-local","An FNL Rwasa activist living in Kabizi was attacked and seriously injured by an Imbonerakure patrol, for breaking the curfew.","Kabizi",-4.1008,29.9869,0
"BUR7559","20-Dec-17",2017,"Violence against civilians","Other-local","The SNR in Rutegama had 2 prisoners beaten. The prisoners were arrested the previous day.","Rutegama",-3.3064,29.7453,0
"IND25090","20-Dec-17",2017,"Violence against civilians","National","On December 20, in Lanji, a 49-year-old man was shot dead by a Maoist in Balaghat district of Madhya Pradesh.","Lanji",21.5017,80.5405,1
"IND25151","20-Dec-17",2017,"Violence against civilians","Subnational","On Dec 20, unidentified gunmen shot at and injured a youth at Keegam in Shopian.","Keegam",33.7872,74.8635,0
"SYR39085","20-Dec-17",2017,"Violence against civilians","Other-Local","IS executed 1 male civilian using small arms fire over accusations of apostasy in Muhasan in southern Deir-ez-Zor countryside. The victim's body was found on 20 December 2017 in the rural school.","Muhasan",35.2507,40.3239,1
"SYR39084","20-Dec-17",2017,"Violence against civilians","Other-Local","1 individual was found killed on Tell al-Ruman near Saraqab in eastern Idleb countryside. The victim's body was discovered by Civil Defense members.","Saraqab",35.8611,36.8061,1
"MMR4969","20-Dec-17",2017,"Violence against civilians","National","On December 20, 2017, a local journalist was stabbed by an unidentified assailant in Sittwe, Rakhine state.","Sittwe",20.1462,92.8984,0
"SYR44570","20-Dec-17",2017,"Violence against civilians","Other-Local","Syrian regime forces executed a man in Al-Bukamal city in Deir-Ez-Zor province by firing squad charges of joining IS.","Al-Bukamal",34.4546,40.9116,1
"SYR44571","20-Dec-17",2017,"Violence against civilians","Other-Local","A Syrian regime sniper shot and killed a man in Arbin town in Rural Damascus province. ","Arbin",33.5388,36.3653,1
"DRC11741","19-Dec-17",2017,"Violence against civilians","Subnational","Police beat up a protester in Kikwit, who responded to a call by OCR to protest on the streets. The protester was affiliated with the UPDS.","Kikwit",-5.041,18.8162,0
"MLI1788","19-Dec-17",2017,"Violence against civilians","Subnational-regional","JNIM/AQMI kidnapped two marabouts.","Taoudenni",22.6744,-3.9789,0
"SAF9436","19-Dec-17",2017,"Violence against civilians","National","Seven people were shot and wounded after security guards fired rubber bullets at them during a protest at an estate in Rustenburg in the North West. No reports of violence by the protesters.","Rustenburg",-25.6667,27.25,0
"SUD10962","19-Dec-17",2017,"Violence against civilians","Subnational","RSF forces raided the Dato market in Dito unit, Gereida locality in South Darfur under the pretext of arms collection, beating residents indiscriminately with sticks that left three injured, 16 arrested and a quantity of cash and goods stolen. The RSF siege - including the beatings - was continuing as of two days later. RSF continued beating the residents with rifle butts, sticks and directing verbal and racist insults.","Dito",11.4359,25.2523,0
"SUD11125","19-Dec-17",2017,"Violence against civilians","Other","On 19 December, three police personnel reportedly gang raped a female IDP while in detention in Nyala, South Darfur.","Nyala",12.0556,24.8906,0
"BUR7556","19-Dec-17",2017,"Violence against civilians","Other-local","The head of the Rutegama police station and the local SNR had 3 people publicly beaten. They accused them of stealing a radio from a bar, although there was no evidence for the crime. 2 of the victims were then incarcerated in the jail.","Rutegama",-3.3064,29.7453,0
"PSE1250","19-Dec-17",2017,"Violence against civilians","Other-national","Dozens of students suffered from tear gas inhalation on Tuesday after Israeli forces attacked a school with teargas in the village of Deir Nizam. Israeli soldiers fired tear gas at the village's school, causing multiple cases of suffocation among the students from teargas inhalation.","Dayr Nizam",32.0028,35.1144,0
"AFG7820","19-Dec-17",2017,"Violence against civilians","Subnational","Afghan military and NATO forces conducted a night raid in Jan Qadam village, Bagram District, Parwan Province, on the night of December 19, 2017. They forcefully entered a house, shot a young man, and wounded 2 others. It is unclear whether the victims were associated with any militant groups or what the motive of the operation was.","Jan Qadam",34.9548,69.2522,1
"NIG11569","19-Dec-17",2017,"Violence against civilians","National","A banker in Warri, Delta State, Obaro Oji, was, on Tuesday night killed by suspected assassins around Ekpan Bridge.","Warri",5.5167,5.75,1
"SYR28937","19-Dec-17",2017,"Violence against civilians","Other-Local","Islamic State sleeper cell fighters snuck into the village of Gharibeh and killed the mukhtar (village elder) and four other civilians, accusing them of supporting QSD.","Gharibeh",34.8851,40.5582,5
"ETH4143","19-Dec-17",2017,"Violence against civilians","Subnational","Regime security forces killed 7 civilians on Monday as they protested the killing of protesters in Chelenko on 11/12. The number of fatalities was spread among two cities, Yabello and Moyale.","Moyale",3.5692,39.0833,3
"ETH4144","19-Dec-17",2017,"Violence against civilians","Subnational","Regime security forces killed 7 civilians on Monday as they protested the killing of protesters in Chelenko on 11/12. The number of fatalities was spread among two cities, Yabello and Moyale.","Yabelo",4.8833,38.0833,4
"BUR7555","19-Dec-17",2017,"Violence against civilians","Other-local","An FNL Rwasa activist was arrested on Nyarurambi hill by the Kayanza SNR. He was beaten and held in custody for several hours. He was accused of holding meetings to plot to vote against Nkurunziza in the referendum.","Nyarurambi",-3.0094,29.5708,0
"IND25041","19-Dec-17",2017,"Violence against civilians","Subnational","An RSS worker critically injured after being attacked by a group of unidentified men at Kathirur in Kannur district on Dec 19.","Kadirur",11.7667,75.5167,0
"IND25042","19-Dec-17",2017,"Violence against civilians","National","On December 19, in Kannur, an RSS worker was critically injured after he was attacked by a group of unidentified men.","Kannur",11.8675,75.3576,0
"IND25065","19-Dec-17",2017,"Violence against civilians","Subnational","Two dalits, a women and a 5-year old child, were hacked to death by unidentified assailants in Luhari Khurd village, Muzaffarnagar district, Uttar Pradesh on Dec 19. The motive is under investigation.","Luhari Khurd",29.5264,77.6261,2
"IND25068","19-Dec-17",2017,"Violence against civilians","Subnational","Maoists attacked the Masudan railway station on Jamalpur-Kieul rail section in Bihar on Dec 19 night, killing one person and abducting two officials to enforce a shutdown they have called.","Masudan",25.2545,86.3615,1
"IND25075","19-Dec-17",2017,"Violence against civilians","Subnational","Two Dalit youth were allegedly assaulted and seriously hurt by a group of men at of Samagh village, Muktsar district, Punjab on Dec 19.","Samagh",30.3068,74.6031,0
"IND25080","19-Dec-17",2017,"Violence against civilians","National","On December 19, in Pendurthi, a Dalit woman was beaten up and stripped by upper caste political leaders in public, with the accused being from the TDP, following a dispute over land in Visakhapatnam district of Andhra Pradesh.","Pendurthi",17.8333,83.2,0
"MMR4966","19-Dec-17",2017,"Violence against civilians","Subnational","On December 19, 2017, four soldiers of the Karenni National Progressive Party were killed and one civilian was missing after they were taken into custody by the Burma Army, near Loikaw on the road to Shadaw.","Loikaw",19.6742,97.2099,4
"DRC11739","18-Dec-17",2017,"Violence against civilians","Subnational","On Monday 18th, a young member of the Bahema community was killed by an unidentified armed group. This sparked tensions between the Lendu and Hema groups, and residents fled the area on Tuesday 19th, fearing that intercommunal conflict could happen.","Djugu",1.9663,30.5056,1
"LBY6595","18-Dec-17",2017,"Violence against civilians","Subnational-regional","Unknown gunmen abducted three individuals in Sebha, one of the abductees managed to escape from the car as can be seen on photos.","Sabha",27.0377,14.4283,0
"MLI1787","18-Dec-17",2017,"Violence against civilians","Subnational-regional","Unknown gunmen shot dead CSMAK officer Baba Ag Adobent (MNLA) around 19h in Kidal","Kidal",18.44,1.41,1
"SOM24569","18-Dec-17",2017,"Violence against civilians","Local","18th December, PM, Baraawe, Lower Shabelle: A local elder was shot and killed by al Shabaab, assailants escaped the scene.","Baraawe",1.1132,44.0297,1
"SUD10960","18-Dec-17",2017,"Violence against civilians","Subnational","RSF forces raided the Dato market in Dito unit, Gereida locality in South Darfur under the pretext of arms collection, beating residents indiscriminately with sticks that left three injured, 16 arrested and a quantity of cash and goods stolen. The RSF siege - including the beatings - was continuing as of two days later. RSF continued beating the residents with rifle butts, sticks and directing verbal and racist insults.","Dito",11.4359,25.2523,0
"ANG3167","18-Dec-17",2017,"Violence against civilians","National","A civilian reported torture at the hands of the SIC police. On December 18th, a man was approached by 6/7 SIC agents in a cafe, who arrested him and some other people who were present. They were brought to the 49th police station, known as Esquadra de Nando, where the civilians were tortured in order to confess a crime. Mateus was tortured by the head of the police station until he confessed the crime he was accused of.","Luanda",-8.8383,13.2344,0
"BUR7552","18-Dec-17",2017,"Violence against civilians","Other-local","2 young men in Mutobo were arrested by a police officer, who accused them of attempting to steal his rifle. The police beat them and then the military transported them to Bujumbura in a military vehicle, beating them while the vehicle was travelling. Aother youth from Mutobo disappeared on the same day. He is believed to have been abducted by the same security forces. The police commander is trying to force the youths to admit that they are stealing weapons to join a rebellion against Nkurunziza.","Mutobo",-3.5436,29.5105,0
"AFG7804","18-Dec-17",2017,"Violence against civilians","International","Unidentified gunmen attacked and killed a religious scholar in Zabul Province on December 18, 2017.","Qalat",32.1058,66.9083,1
"AFG7805","18-Dec-17",2017,"Violence against civilians","International","Unidentifed gunmen on motorcycles kidnapped an imam after evening prayers on December 18, 2017, in Rodat District, Nangarhar Province, and killed him.","Rodat",34.272,70.5679,1
"NIG11617","18-Dec-17",2017,"Violence against civilians","National","A vigilante mob attacks and kills a suspected kidnapper.","Ilorin Native Area",9,4.5,1
"SUD10961","18-Dec-17",2017,"Violence against civilians","Subnational","Residents of Tullus locality in South Darfur reported being assaulted by RSF members as part of the disarmament campaign, with 11 people subjected to beatings on the week of 18 December.","Tullus",11.0904,24.5301,0
"BUR7553","18-Dec-17",2017,"Violence against civilians","Other-local","A young man in Nyabigina was beaten by Imbonerakure on patrol.","Nyabigina",-4.2603,29.875,0
"BUR7554","18-Dec-17",2017,"Violence against civilians","Other-local","A young FNL Rwasa supporter in Rutambiro was abducted by SNR officials. His family has not seen him since the abduction.","Rutambiro",-3.4414,29.5413,0
"YEM7477","18-Dec-17",2017,"Violence against civilians","National","Pro-Houthi Saba News reported that pro-Hadi forces executed a man in front of his family in Bihan district, Shabwah district. According to the source, forces stormed the house, assaulting his relatives and pulling the man outside the house where he was executed.","Bayhan",14.8007,45.7189,1
"YEM7501","18-Dec-17",2017,"Violence against civilians","Subnational-national","Aden Al-Ghad reported that Yemen's Houthi group had executed over 30 Houthi fighters after they had refused to take up positions and fight the pro-Hadi forces in Midi, near the Saudi border region of Jizan.","Midi",16.321,42.813,30
"IRQ5010","18-Dec-17",2017,"Violence against civilians","Subnational","The bodies of three members of the Popular mobilization were found in the Mayta basin on the provincial border of Diyala and Salahuddin, the three went missing five days earlier on the Kirkuk - Bahgdad highway, presumably abducted and executed by Islamic State militants.","Adhaim",34.2412,44.5091,3
"IND25016","18-Dec-17",2017,"Violence against civilians","National","Two men were severely wounded when they were attacked by armed men for allegedly urinating in a public space at Sanjay Basti, a slum in north Delhi's Timarpur, on Dec 18.","Delhi-Timarpur",28.7006,77.2207,0
"SYR39060","18-Dec-17",2017,"Violence against civilians","Other-Local","Turkish Gendarmerie shot and killed 2 civilians attempting to illegally cross the border into Turkey from the western Idleb countryside, likley in the Jisr-Ash-Shughur district.","Jisr-Ash-Shugur",35.8143,36.3206,2
"SYR44565","18-Dec-17",2017,"Violence against civilians","Other-Local","Two males, one from Deir-ez-Zor, and the second from Sarmeen in Idleb, died as a result of torture in an unidentified regime prison after four years and a year and a half in detention.","Sidnaya Military Prison",33.6653,36.329,2
"BUR7547","17-Dec-17",2017,"Violence against civilians","Local","A family in Nyarutovu, near Gitaramuka was attacked by an unidentified armed group wielding machetes. The wife was killed and the husband badly injured.","Gitaramuka",-2.9813,30.1713,1
"IRQ4996","17-Dec-17",2017,"Violence against civilians","Subnational","An Islamic State militant equipped with an explosive belt blew himself up prematurely by setting of the belt due to some malfunction or mishandling before reaching the intended target while in the process of attacking the house of a local official and former Mosul mayor in the village of Rafila, district of Qayyara, a girl was wounded by the explosion. Two associates of the suicide bomber fled the scene.","Al Qayyarah",35.7993,43.2945,1
"PAK38602","17-Dec-17",2017,"Violence against civilians","National","On December 17th, 9 members of the Christian community were killed, and at least 50 injured, when 2 Islamic State suicide bombers attacked the Bethel Memorial Methodist Church in Quetta. One of the attackers blew himself up at the entrance, while the other was killed in shootout with nearby police.","Quetta",30.1999,67.0097,11
"LBY6550","17-Dec-17",2017,"Violence against civilians","International","The mayor of Misrata has been killed by unidentified assailants and his body was found dumped in the street. He and his brother were kidnapped some hours before the killing.","Misratah",32.3754,15.0925,1
"MAG1013","17-Dec-17",2017,"Violence against civilians","National","3 people were injured in a break-in in Vohiboangy in_Vavatenina. Dahalo were suspected.","Vavatenina",-17.4667,49.2,0
"BUR7550","17-Dec-17",2017,"Violence against civilians","Other-local","The Imbonerakure beat the chief of Kamaramagambo hill during the nightly curfew patrol.","Butihinda",-2.7166,30.3166,0
"BUR7551","17-Dec-17",2017,"Violence against civilians","Other-local","An elderly man was detained for 3 days and severely beaten by Imbonerakure because he refused to put up a poster supporting the president.","Rutegama",-3.3064,29.7453,0
"BGD3053","17-Dec-17",2017,"Violence against civilians","National","On December 17, in Dhaka, a journalist of a national daily newspaper was badly assaulted by a group of Dhaka University (DU) staff at the university's Registrar Building.","Ward No-73",23.7104,90.4074,0
"VNM137","17-Dec-17",2017,"Violence against civilians","Regional","On December 17, 2017, an unidentified armed group with alleged government ties attacked a group of Catholics who were digging a ditch on land claimed by both the church and local authorities, beating parishioners in view of police who refused to intervene. The incident occurred in Nghe An province.","Vinh",18.6734,105.692,0
"SSD4650","17-Dec-17",2017,"Violence against civilians","Subnational","SPLA-IO forces claimed to have ambushed a government forces' convoy carrying Sudanese rebel JEM fighters under the command of Brig. Gen Abdel Rahman Arbab near Mangayat in Raja, Bahr El Ghazal, killing 35, injuring several others, abducting 15 soldiers and ""rescuing"" four humanitarian staffs. JEM later confirmed the death of six of its members on an ""administrative mission"" in ""liberated territories"" but without specifying the exact circumstances. Local officials claimed that the rebels had ambushed four commercial vehicles in two separate attacks, killing at least eight civilians and abducting six aid workers from HealthNet, Solidarity International and a local aid group (one international and five nationals). The aid workers were released three days later. It is unclear if the two events occurred simultaneously.","Mangayat North",8.2314,25.8564,0
"PHL4312","17-Dec-17",2017,"Violence against civilians","National","Jeannie Rose Porras, member of the militant Compostela Farmers Association (CFA), was reported missing 15 Dec 2017 after she left her home 14 Dec 2017. Her body was found later on 17 Dec 2017 at a funeral home in Nabunturan area, Compostela Valley","Nabunturan",7.6077,125.9663,1
"PHL4313","17-Dec-17",2017,"Violence against civilians","National","On 17 Dec 2017, in Luno-Luno, Brgy. Gupitan, Kapalong, Davao del Norte, a village chieftain was shot by suspected New People's Army (NPA) rebels led by Tata Catarata, for allegedly refusing to give in to their extortion demands","Gupitan",7.7758,125.6406,1
"MMR4960","17-Dec-17",2017,"Violence against civilians","Other","On 17-December-2017, HRW found that 354 Rohingya villages had been burned since August 2017 in Maungdaw, Buthidaung and Rathedaung townships.","Maungdaw",20.8265,92.3661,0
"SYR44562","17-Dec-17",2017,"Violence against civilians","Other-Local","One man from Al-Sheikh Miskeen in Dar'a province man died as a result of torture in an unidentified regime prison after two years in detention. ","Sidnaya Military Prison",33.6653,36.329,1
"ANG3160","16-Dec-17",2017,"Violence against civilians","National","A group of people gathers in Cabinda to protest against violations of human rights, civilian murders, corruption and social degradation. Police arrests 29. Some of the activists who were arrested before managing to start their protest in Cabinda were allegedly tortured.","Cabinda",-5.5758,12.1871,0
"NIG11616","16-Dec-17",2017,"Violence against civilians","National","Gunmen, suspected to be kidnappers, have abducted wife of Paramount ruler in Ayakoro Community in Ogbia Local Government Area of Bayelsa.","Ogbia",4.7741,6.3269,0
"SUD10959","16-Dec-17",2017,"Violence against civilians","Subnational","Two armed herders repeatedly raped a displaced girl collecting firewood north of Nierteti in Central Darfur.","Nertiti",12.9668,24.0336,0
