Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,I,Saussurea costus,,Asterales,Compositae,Saussurea,CZ,CN,,5.15,,extract,kg,T,D
2020,I,Saussurea costus,,Asterales,Compositae,Saussurea,DE,CH,IN,74496,,powder,g,T,D
2020,I,Saussurea costus,,Asterales,Compositae,Saussurea,NL,CN,,500,,roots,kg,T,D
2020,I,Saussurea costus,,Asterales,Compositae,Saussurea,SG,ES,IN,,0.24,oil,kg,T,D
2020,I,Saussurea costus,,Asterales,Compositae,Saussurea,TR,ES,IN,,0.005,oil,kg,T,D
2020,I,Penelope albipennis,Aves,Galliformes,Cracidae,Penelope,BO,DE,BO,,1,feathers,,Q,O
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BL,IT,CO,,8,leather products (small),,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,DE,CO,,3,leather products (small),,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,DE,CO,,25,skins,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,CO,,1,leather products (large),,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,CO,,4,leather products (small),,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CO,IT,CO,,1658,skins,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,CO,,100,100,skins,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SG,CO,20,,skins,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,GB,CO,,40,leather products (small),Number of specimens,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,CO,,,500,skins,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,DE,CO,,30,skins,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,IT,CO,,5,leather products (small),,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,NO,IT,CO,,10,leather products (small),,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,QA,IT,CO,,2,garments,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,IT,CO,,2,garments,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,CO,,10,,skins,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,UA,IT,CO,,2,garments,,T,D
2020,I,Crocodylus mindorensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,PH,DE,,,2,live,,Z,C
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ES,SN,,50,,leather products (small),,T,D
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ES,ZA,,3,,trophies,,H,W
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,CH,ZW,16,,leather products (small),Number of specimens,T,C
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,SG,ZW,21,,leather products (small),Number of specimens,T,C
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,GB,ZW,,1,leather products (small),Number of specimens,T,R
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,NL,XX,,1,bodies,,E,O
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KH,GB,ZW,,1,leather products (small),Number of specimens,T,R
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,QA,GB,ZA,,2,leather products (small),Number of specimens,T,C
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,CH,ZW,8,,leather products (small),,T,C
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,UA,MD,UA,,1,live,,Q,U
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,GB,ZM,,6,leather products (small),Number of specimens,T,R
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,GB,ZW,,2,leather products (small),Number of specimens,T,R
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ZA,GB,ZA,,1,leather products (small),Number of specimens,T,C
2020,I,Crocodylus palustris,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,MY,11,,skins,,T,D
2020,I,Crocodylus palustris,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,DK,,,4,live,,Z,C
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,GB,TH,,1,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,IT,PH,,2,garments,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,IT,PH,,2,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BL,IT,TH,,2,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,IT,PH,,1,leather products (large),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,AU,,2,leather products (small),,T,R
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,MY,,3,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,PG,,1,leather products (small),,T,C
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,PH,,23,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,SG,,1,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,TH,,30,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,JP,PG,5,,leather products (small),Number of specimens,T,W
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,SG,PH,7,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,ES,TH,,1,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,GB,PH,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,TR,TH,,2,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ID,ES,MY,,1,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ID,ES,TH,,1,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CN,PH,2,,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,200,,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,ES,MY,,41,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,ES,SG,,100,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,ES,TH,,145,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,IT,TH,,3,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,ES,TH,,4,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,IT,PG,,11,leather products (small),,T,C
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,IT,TH,,61,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MC,IT,PH,,1,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MC,IT,TH,,1,garments,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,PH,IT,PH,,6,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,IT,MY,,5,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,IT,PH,,18,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,IT,SG,,1,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,IT,TH,,1,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,IT,TH,,37,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SG,IT,PH,,28,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,MY,32,43,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,SG,5,5,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,TH,115,109,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,MY,1,,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,MY,28,,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,MY,3,,skin pieces,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,SG,3,,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,TH,3,,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,TH,288,,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,FR,TH,44,,skin pieces,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,IT,PH,,1,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,IT,TH,,84,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,UA,IT,TH,,4,garments,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,GB,AU,,1,leather products (small),Number of specimens,T,R
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,GB,TH,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,GB,XX,,1,rug,Number of specimens,P,O
2020,I,Crocodylus rhombifer,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,CZ,,,7,live,,B,C
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BL,IT,TH,,3,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BL,IT,VN,,3,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CA,IT,VN,,3,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,DE,TH,,1,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,IT,KH,,1,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,IT,TH,,6,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,GB,XX,,1,leather products (small),Number of specimens,Q,O
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,TH,,21,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,VN,,2,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,IT,VN,,4,skins,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,TH,,7,,leather products (small),,P,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,TH,,246,,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ES,TH,,3,,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,TR,TH,,12,skins,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,TR,VN,,5,skins,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,JP,VN,1,,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,65,,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,10,,skins,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,911,,skulls,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,IT,VN,,3,garments,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,IT,VN,,10,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,IT,TH,,11,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,IT,VN,,28,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KW,IT,TH,,52,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MC,IT,TH,,1,skin pieces,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MC,IT,VN,,1,skin pieces,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,NL,TH,,50,,skulls,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,QA,IT,TH,,2,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,QA,IT,VN,,7,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,IT,TH,,76,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,IT,VN,,27,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SA,IT,VN,,1,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SG,IT,TH,,29,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,IT,TH,288,293,skins,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,VN,,167,,skins,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,UA,IT,TH,,1,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,DE,TH,,2,leather products (small),,T,D
2020,I,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,CL,CZ,,,5,live,,T,C
2020,I,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,MA,FR,,14,,live,,Z,F
2020,I,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,MK,HU,,,2,live,,Z,C
2020,I,Tomistoma schlegelii,Reptilia,Crocodylia,Crocodylidae,Tomistoma,DE,US,,4,,live,,B,F
2020,I,Priodontes maximus,Mammalia,Cingulata,Dasypodidae,Priodontes,DE,PE,,3,,specimens,,S,W
2020,I,Sousa sahulensis,Mammalia,Cetacea,Delphinidae,Sousa,ES,CH,AU,2.4,,specimens,,S,W
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,CH,XX,52,,piano keys,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,MC,XX,1,,ivory carvings,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,GB,XX,,2,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,GB,XX,,174,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,GB,XX,,1,leather products (large),Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,NL,XX,,38,ivory carvings,,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,AU,XX,46,,piano keys,Number of specimens,E,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,CH,XX,200,,piano keys,g,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,XX,,4,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,NL,XX,,47,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,BE,XX,,0.2,ivory carvings,kg,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,,8,ivory carvings,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,,52,piano keys,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GB,XX,,2,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,HU,XX,,52,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,,1,ivory carvings,,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,,1,piano keys,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,PL,,,154,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,GB,XX,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,1,,ivory carvings,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,5,,ivory carvings,,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,420,,piano keys,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,CH,,1,,ivory carvings,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,EG,GB,XX,,23,ivory carvings,Number of specimens,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CH,XX,88,,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,JP,XX,2,,jewellery - ivory ,,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FI,NO,XX,52,,piano keys,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,1,,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,3,,ivory carvings,Number of specimens,T,C
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,90,,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,,1,,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,HK,XX,9,,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,IL,XX,1,,jewellery - ivory ,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,SG,XX,1,,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,XX,52,,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,,2,,ivory carvings,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,GB,XX,,3,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,1,,piano keys,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,CZ,XX,,52,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,KR,GB,XX,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,LT,CH,,1,,ivory carvings,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MX,ES,XX,,6,ivory carvings,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MY,GB,XX,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,CH,XX,1,,ivory carvings,,E,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,CH,XX,2,,ivory carvings,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,RU,XX,17,,ivory carvings,,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NO,PL,,,156,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,GB,XX,,50,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PL,CH,XX,104,,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PL,NO,XX,364,,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,DE,XX,,5,ivory carvings,,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,GB,XX,,6,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,NL,XX,,22,ivory carvings,,E,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SG,GB,XX,,9,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,TW,BE,XX,,0.01,ivory carvings,kg,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,,3,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,,40,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,,52,piano keys,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GR,XX,,1.535,ivory carvings,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,XX,DE,XX,,8,ivory carvings,,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,AU,GB,IE,,2,live,Number of specimens,Z,C
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,AU,GB,XX,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CH,DE,XX,,1,ivory carvings,,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CH,GB,XX,,1,ivory carvings,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CH,GB,XX,,3,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CH,GB,XX,,1,tusks,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CH,NL,VN,,1,live,,Z,C
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,DE,CH,XX,4,,ivory carvings,,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,FI,MM,,6600,,specimens,ml,S,W
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,FI,MM,,800,,specimens,,S,W
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,AU,XX,1,,ivory carvings,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,CH,XX,3,,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,JP,XX,1,,ivory carvings,Number of specimens,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,HK,GB,XX,,5,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,IN,DE,IN,,1,bodies,,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,IN,DE,IN,,3,live,,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,JP,GB,XX,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,KH,PK,,,1,live,,Z,C
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,KR,LK,,,900,specimens,,S,W
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,KW,GB,XX,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,MY,GB,XX,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NL,CH,XX,3,,ivory carvings,,E,O
