assessmentId,internalTaxonId,scientificName,redlistCategory,yearPublished,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
169838772,169838762,Schizothorax saltans,Extinct,2020,This species is assessed as Extinct because it has not been found since 1953 despite intensive fieldwork in the area. The lakes inhabited by the species dried out in the 1950s when water was extracted from inflowing rivers for irrigation.,<em>Schizothorax saltans </em>was endemic to the Assa River and Lakes Ak-Kol und Ashi-Kol (Turdakov 1963).,"Habitat deterioration after water extraction and high pollution, as well as fisheries, led to the extirpation of this species (Baimbetov <em>et al.</em> 1988).",This species is thought to be extinct because it has not been found since 1953 despite intensive fieldwork in the area (Baimbetov<em> et al.</em> 1988).,,"<em>Schizothorax saltans</em> was known from the Talas River drainage in Kazakhstan where it was restricted to the Assa River and Lakes Ak-Kol und Ashi-Kol (Turdakov 1963). It was still extant in 1953 but was not found in surveys in 1958 or since, despite many intensive field campaigns (Baimbetov<em> et al.</em> 1988). This species had such a restricted distribution that it could have been extirpated in a very short time.",The species was considered very valuable and fishermen collected it before spawning and wintering times (Baimbetov <em>et al.</em> 1988).,Freshwater (=Inland waters),No conservation actions were implemented for this species.,Palearctic,1953,FALSE,FALSE,Global
170111359,44791445,Ameles fasciipennis,Extinct,2020,"<em>A. fasciipennis</em> has been recorded only once, probably in 1871 (the label is ambiguous, but the date is likely to be correct), with only a single specimen collected, and never collected or reported again. The taxonomy of the genus <em>Ameles </em>is, at the present time, rather confusing and further analysis need to be done to confirm the validity of this species. However, the characters used in the original description make this species appear valid and well separated from the others (Agabiti <em>et al.</em>&#160;2010, Battiston <em>et al.</em>&#160;2010). The surroundings of Tolentino, the type locality, have been investigated in the last years by different specialists, but this species has never been reported. Since this species (even after intensive surveys) has not been found in the last 150 years, and there are no suspects of its presence in other localities, it is assessed as Extinct.","The only known specimen is labelled as being collected from ""Tolentino"", a town in central Italy which now has intensive land cultivation over most of its territory. It is possible that, when this specimen was collected at the end of the 19th century, Tolentino was less intensively cultivated and had a more suitable vegetation for this genus of mantids was present, such as Mediterranean vegetation and natural grassland and shrubland, but there are&#160;no detailed data on this.","The main threat to this species which led it to extinction may have been habitat reduction, since Tolentino is now located in an intensively cultivated area unsuitable for large populations of other species of mantids which can now only be found in the surrounding areas. However, no detailed information exists on the effect this has had on&#160;<em>A. fasciipennis</em> due to only one specimen being known and collected in historical times.","Only one specimen of <em>A. fasciipennis </em>is known, which is also the holotype.",,"This species is endemic to Italy. Only the type specimen is known, which has been collected from ""Tolentino"".",This species is not utilized.,Terrestrial,"There are no living populations known. Therefore, no conservation action is possible. The taxonomy of the genus&#160;<em>Ameles&#160;</em>is in need of revision.",Palearctic,"end of 19th century, probably 1871",FALSE,FALSE,Global & Europe
176540948,177653,Leiorhagium solemi,Extinct,2020,"<span style=""font-style: italic;"">Leiorhagium solemi </span>is presumed to be Extinct as the last sighting of the species was in 1928 and no specimens have been found since, despite searches for it in suitable habitat.","This species was collected from a river-drift, but it is unknown what its original habitat preferences were (P. Bouchet pers. comm. 2010).","Land clearance for human development and purpose-lit fires have increased in the area, and this has accelerated the drying out of nearby springs and seepages (P. Bouchet pers. comm. 2010). The reduction of native forest as<span style=""font-style: italic;"">  Melaleuca </span>(paper bark) has become the predominant species would also have negatively impacted this mollusc (P. Bouchet pers. comm. 2010). For the first half of the 20th century, it was recorded that the creeks had a higher volume of water flow than they do now, with many of the creeks currently only running seasonally (P. Bouchet pers. comm. 2010).",This species is known from material collected in 1928 from an area that was intensively surveyed in the 1990s. No further specimens have been found and the species is presumed extinct (P. Bouchet pers. comm. 2010).,,This species is known only from a river drift on the sea coast a few miles from Bourail in New Caledonia (Haase and Bouchet 1998).,,Freshwater (=Inland waters),This species is presumed to be Extinct and therefore no further survey work is necessary.,Australasian,1928,FALSE,FALSE,Global
181392751,103823595,Hemignathus lucidus,Extinct,2020,"This species was found in O'ahu, Hawaii&#160;but it went&#160;extinct around the end of the 19th century. Perkins found evidence that many individuals existed in the forests of Oahu in 1860, but no collectors found any trace of it in the 1890s (Munro 1960).","It may have inhabited dense, wet `ohi`a forest and the higher parts of mesic koa-`ohi`a forest (Scott <em>et al.</em> 1986, Pratt<em> et al</em>. 1987)<strong><sup></sup></strong>.<p></p>","This species went extinct sometime around the start of the 20th century. Deforestation cleared much lowland habitat. Multiple invasive species were already established on Oahu in the 19th century, with the arrival of <em>Rattus rattus</em> shortly followed by Small Indian Mongoose <em>Herpestes auropunctatus </em>in an attempt at control possibly having the most significant effect on Oahu Nukupu'u. If the species was not already extinct, the arrival of avian pox and avian malaria may have ensured extinction. <br/><p></p>","The species is extinct. Perkins found evidence that many individuals existed in the forests of Oahu in 1860, but no collectors found any trace of it in the 1890s (Munro 1960).",,"<em>Hemignathus lucidus</em>&#160;was endemic to O'ahu in the Hawaiian Islands, <strong>U.S.A.</strong>, but it went&#160;extinct around the end of the 19th century.&#160;Perkins found evidence that many individuals existed in the forests of Oahu in 1860, but no collectors found any trace of it in the 1890s (Munro 1960).<p></p>",,Terrestrial,,Oceanian,1899,FALSE,FALSE,Global
183183123,33670,Melicope macropus,Extinct,2020,"This species is definitely known from the type collection made in 1805 and a further collection in 1910. More recently it was observed in Kalalau in 1987, Honopu in 1991, and the upper Nuʻololo Stream region in 1995. No living individuals of this species are thought to exist at present hence it is assessed as Extinct. Its extinction was probably due to the impacts on alien invasive plants and animals.","This taxon was a sprawling shrub found in diverse montane mesic forest. At the Kalalau Valley location, associated native plant species included <em>Metrosideros </em>spp.,<em> Xylosma </em>sp., <em>Nestegis </em>sp.,<em> Cryptocarya</em> sp., <em>Cibotium </em>sp., <em>Dubautia sp., </em>and <em>Rubus</em> sp. At Honopū, <em>Metrosideros </em>spp. were dominate. Other taxa included <em>Labordia </em>sp., <em>Dubautia </em>sp.,<em> Kadua </em>sp.,<em> Nothocestrum peltatum, </em>and<em> Myrsine </em>sp. At Nu‘ololo Stream,<em> Acacia koa </em>and <em>Metrosideros </em>spp. dominated, mixed with <em>Psychotria grandiflora, Xylosma crenatum, Poa siphonoglossa, </em><em>P. sandvicensis, Myrsine knudsenii, Nothocestrum peltatum, Dubautia latifolia, Bobea brevipes, Lobelia yuccoides, </em>and<em> Alyxia stellata</em>.","Major threats to this taxon included predation and habitat destruction by introduced animals such as feral goats and pigs and deer, which are all in relatively high numbers in the areas it once occurred. Displacement by non-native, invasive plant taxa were also a major threat. Such invasive plant species included <em>Rubus rosifolius</em>, <em>R. argutus</em>, <em>Hedychium garderianum</em>, and <em>Kalanchoe pinnata</em> (Wood 2012).",This taxon is considered extinct. It was last observed in the upper Nuʻololo stream region in 1995 (Wood 2012).,,"<span style=""""><em>Melicope macropus</em> is endemic to the island of Kauaʻi in the state of Hawai'i. Historically it was known from a region of Waimea. Between 1987 and 1995, it was observed in Kalalau, Honopu, and upper Nuʻololo stream. (Wood 2012).</span><span style=""""></span>",,Terrestrial,This taxon had not been previously identified for conservation efforts and is now presumed extinct.,Oceanian,1995,FALSE,FALSE,Global
183183404,34040,Delissea undulata,Extinct,2020,"<span id=""docs-internal-guid-4d767297-24bf-c300-efcf-8ab05bf99907""><p><em>Delissea undulata</em>&#160;has not been observed since 1888 and is considered Extinct.&#160;</p>",<p>The taxon was a shrub found in Hawaiian dry to mesic forest. &#160;</p>,<em>Delissea undulata</em>&#160;has not been observed for over 100 years and is considered extinct due to the impacts of invasive plants and animals and loss of habitat due to clearance for agriculture and increasing frequency of fires.,<em>Delissea undulata</em>&#160;has not been observed for over 100 years and is considered Extinct.,,"<p>Endemic to the Hawaiian islands, on the island of Maui.&#160;<em>Delissea undulata</em>&#160;has not been observed for over 100 years and is considered Extinct.&#160;</p>",,Terrestrial,<em>Delissea undulata</em>&#160;has not been observed for over 100 years and is considered Extinct.,Oceanian,1888,FALSE,FALSE,Global
185558142,113168368,Leucadendron grandiflorum,Extinct,2020,"<em>Leucadendron grandiflorum</em> was last seen in 1806 and is considered to be Extinct. No records exist of its ecology, habitat, extent or time of demise, other than that it used to occur on Wynberg Hill's granitic soils. The cause of extinction is most likely to be vineyard expansion.","Its habitat is not known, but it is thought to have occurred in granite fynbos.",The area where this species was found was the location of the earliest colonial farms.,"Salisbury's original taxon was synonymized in a revision by Robert Brown and its existence neglected until Ion Williams revised the genus in 1972. During this entire period there are no records alluding to the species, and to this day it is only known from Salisbury's description and a single drawing of a male plant. Its local date of extinction is thus unknown, and can be anywhere from the turn of the 18th century until recently. However, the fact that it was not collected by collectors in the middle 18th century suggests that it was either very rare or extinct in the early 1800s. From the description and drawing there can be no doubt that this is a valid taxon, that it belongs to the crowned conebushes, and that its sister species is <em>Leucadendron globosum</em>.",,"This species formerly occurred on the Cape Peninsula, in the Western Cape Province of South Africa.",,Terrestrial,,Afrotropical,1806,FALSE,FALSE,Global
185559739,113166006,Leucadendron spirale,Extinct,2020,"<em>Leucadendron spirale</em> formerly occurred in the Lower Breede River Valley in South Africa. Herbarium specimens of this species were collected in 1801 and 1819 and it was last recorded 1933. Extensive searches in the 1960s and 1990s, the latter accompanied by a reward of R1,000 (South African Rand), yielded no sign of the species. It was serotinous and unlikely to survive as seeds in soil-stored seedbanks. Cause of extinction is unknown, but is likely the result of habitat loss to crop cultivation, alien plant invasion and afforestation.","This species occurred in riverine and swampy areas. Mature individuals would have been killed by fires, and only seeds survive. Wind-dispersed seeds, stored in fire-resistant inflorescences, would have been released after fires. It was dioecious, with wind-pollinated male and female flowers occurring on separate plants.","This species has not been collected since 1933. Timber plantations and agriculture have caused severe loss of habitat at all the known locations. Plantations are no longer expanding within the known range of this species, but remaining habitat is often densely infested with alien invasive plants, especially near plantations, where escaping pine seedlings spread into adjacent fynbos.",There is no information about its former population size.,,"This species' former distribution was in the Breede River Valley between Wolseley and Botha, in the Western Cape Province of South Africa.",,Terrestrial,,Afrotropical,1933,FALSE,FALSE,Global
192624182,4135,Barbodes pachycheilus,Extinct,2020,"<p></p><em>Barbodes pachycheilus </em>was formerly known only from Lake Lanao, Philippines. This species was last recorded in 1964. This has not been recorded from the lake despite various market surveys and fish landing monitoring, as well as direct sampling conducted within the period 1973-2017. Local knowledge from fishermen, fish vendors, and housewives further confirmed the disappearance of this species over the years from Lake Lanao. Therefore, this species is assessed as Extinct. The main driver of extinction was the predatory invasive alien species, <em>Glossogobius giuris </em>(Gobiidae). Another predatory introduced species, <em>Giuris margaritaceus </em>(Eleotridae), translocated accidentally in the lake probably in the early 1970s or much earlier, may have also contributed to its extinction. This species is now the most dominant fish throughout Lake Lanao. Without the eradication of this invasive species, this can push the remaining endemic cyprinids in the lake to extinction. Other significant threats that impacted the survival of this endemic species include overexploitation, rampant use of destructive fishing methods, and unsustainable fishing practices.<em style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; margin-top: 0pt; margin-bottom: 0pt;""><br/></em>",This lacustrine species most probably occupied the shallow shores of the lake (Herre 1926).,"The key driver of extinction was the introduction of predatory fish, mainly <em>Glossogobius giuris</em> (Gobiidae) which was accidentally translocated in Lake Lanao in the 1960s probably via stocking of aquaculture fish fry for fisheries enhancement in Lake Lanao (Sanguila<em>&#160;</em><span data-preserver-spaces=""true""><em>et al</em><span data-preserver-spaces=""true"">. 1975, Juliano&#160;<span data-preserver-spaces=""true""><em>et al</em><span data-preserver-spaces=""true"">. 1989, Guerrero 2001, P. Escudero pers. comm. 2016).&#160;<span data-preserver-spaces=""true""><span data-preserver-spaces=""true""><span data-preserver-spaces=""true""><span data-preserver-spaces=""true"">Another invasive alien species,&#160;<em>Giuris margaritaceus</em> (Eleotridae), was unintentionally introduced in the lake in the early 1970s or much earlier (Escudero 1995, P. Escudero pers. comm. 2016).&#160;This introduced eleotrid has become the most abundant species throughout the lake since 1982. Other threats that drive the endemic species towards extinction are overexploitation,&#160;rampant use of destructive fishing methods (i.e., dynamite fishing), unsustainable fishing practices (i.e., indiscriminate harvesting of gravid fish), extraction of water for industrial, agricultural and domestic uses, illegal logging and pollution (Metillo and Garcia-Hansel 2016, Ismail&#160;<em>et al</em>. 2014, Naga 2010, Guerrero 2001, Rosagaron 2001, Escudero 1995, Kornfield and Carpenter 1984, Escudero&#160;<em>et al</em>. 1980, Sanguila <em>et al</em>. 1975).&#160;<span data-preserver-spaces=""true""><span data-preserver-spaces=""true""><span data-preserver-spaces=""true""><span data-preserver-spaces=""true""><br/></span></span></span></span></span></span>","This species was last reported from Lake Lanao in 1964 (Villaluz 1966 in Sanguila <em>et al</em>. 1975). No extant population was recorded from direct sampling, market or fish landing surveys conducted in August- December 1973 (Sanguila <em>et al</em>. 1975), February-December&#160;1974, March-May 1975, June 1976-June 1977 (Escudero <em>et al</em>. 1980), August 1982-July 1983 (Escudero and Demoral 1983), possibly for a year in 1990-1991 (Escudero 1995), November 2000-January 2001 (Ali 2001, possibly also Bacarat 2001), September-October 2001&#160;(Hadji Ali 2002), July-October&#160;2008 (Ismail <em>et al</em>. 2014), and December 2015 (DENR 2015). Monitoring of fish landed catch was recently conducted from May 2016 to March 2017 in major landing sites of the northeastern, southeastern, northwestern, and southwestern parts of the lake but still failed to find this species (Torres 2018).&#160;The disappearance and absence of this species in Lake Lanao were further confirmed by local fishermen, fish vendors, and housewives through key informant interviews (Ismail <em>et al.&#160;</em>2014, Torres 2018).",,"<em>Barbodes pachycheilus </em>was formerly endemic to Lake Lanao, Mindanao, Philippines.&#160;Lake Lanao is the largest lake in Mindanao and the second largest lake in the Philippines. The lake is vital to the whole island of Mindanao. Together with its only outlet (Agus River), Lake Lanao is the major source of hydroelectric power, providing the majority of the electricity needs of Mindanao (Escudero 1995, Rosagaron 2001, Naga 2010, UPLB-DENR 2014). It has a surface area of 357 km<sup>2</sup>, a maximum depth of 112 m, a mean depth of 60.3 m, a replacement time of 6.5 years, and a lake surface altitude of 702 m (Frey 1969).",There is no existing fishery since this species is now extinct.,Freshwater (=Inland waters),<p></p><p>There are no past and ongoing conservation efforts for this species. Any conservation plan for this species is already too late .This species is evidently extinct in Lake Lanao.<br/></p>    <p><br/></p>,Indomalayan,1964,FALSE,FALSE,Global
192624320,12751,Barbodes resimus,Extinct,2020,"<em style=""color: rgb(14, 16, 26); background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; margin-top: 0pt; margin-bottom: 0pt;"">Barbodes resinus</em>&#160;is listed as Extinct because no individuals have been collected from Lake Lanao and its outlet, the Agus rapids for over 50 years. It was last reported in 1964. Various field sampling, market survey, and fish landing monitoring conducted within the period 1973-2017 failed to find a single individual of this species. The absence of this species in the lake for several decades was confirmed by local fishermen, fish vendors, and housewives through key informant interviews. Predation by introduced fish (mainly&#160;<em style=""color: rgb(14, 16, 26); background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; margin-top: 0pt; margin-bottom: 0pt;"">Glossogobius giuris</em>), overfishing, unsustainable fishing practices, and destructive fishing methods were key drivers of the extinction of this species. The ichthyofauna of Lake Lanao is now dominated by introduced species, with&#160;<em style=""color: rgb(14, 16, 26); background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; margin-top: 0pt; margin-bottom: 0pt;"">Giuris margaritaceus </em>(Eleotridae) as the most abundant species throughout the lake.  Given this widespread infestation of invasive alien species in Lake Lanao, the survival of this species and all other endemic fishes is unlikely. Research on how to eradicate this invasive species should be given a priority.<p></p>","This species occurred in Lake Lanao and Agus rapids, the only outlet of Lake Lanao (Herre 1924). Little is known about its biology.","This species is considered Extinct. Extinction of this species is attributed largely to predatory invasive alien fish,&#160;<em>Glossogobius giuris </em>(Gobiidae)<em>,</em>&#160;accidentally introduced in Lake Lanao in the early 1960s.probably via stocking of aquaculture fish fry for fisheries enhancement in Lake Lanao (Sanguila <em>et al.</em> 1975, Juliano&#160;<em>et al</em>. 1989, P. Escudero pers. comm. 2016).&#160;&#160;Other threats in Lake Lanao and its outlet that contributed to the disappearance of this endemic species include&#160;overexploitation, rampant use of destructive fishing methods (i.e., particularly dynamite fishing), unsustainable fishing practices (i.e.,&#160;indiscriminate harvesting of gravid fish),&#160;extraction of water for industrial, agricultural, and domestic uses, illegal logging, and pollution (Torres 2018, Metillo and Garcia-Hansel 2016, Ismail <em>et al</em>. 2014, Naga 2010, Guerrero 2001, Rosagaron 2001, Kornfield and Carpenter 1984, Escudero 1995, Escudero <em>et al</em>. 1980, Sanguila <em>et al.</em> 1975).&#160;&#160;Another invasive alien species,&#160;<em>Giuris margaritaceus</em> (Eleotridae), was unintentionally introduced in the lake probably in the early 1970s or much earlier (Escudero 1995, P. Escudero pers. comm. 2016).&#160;This introduced eleotrid has become the most abundant species throughout the lake since 1982 and may have impacted the survival of this species.","This species was last recorded in 1964 (Villaluz 1966 in Sanguila&#160;<em>et al</em>. 1975). No extant population of this species has been found after several surveys conducted in August- December 1973 (Sanguila&#160;<em>et al.</em>&#160;1975), February-December 1974, March-May 1975, June 1976-June 1977 (Escudero&#160;<em>et al</em>. 1980), August 1982-July 1983 (Escudero and Demoral 1983), most probably for a year in 1990-1991 (Escudero 1995), November 2000-January 2001 (Ali 2001, possibly also Bacarat 2001), September-October 2001 (Hadji Ali 2002), July-October 2008 (Ismail&#160;<em>et al</em>. 2014), and December 2015 (DENR 2015). Fish landed catch monitoring from May 2016-March 2017&#160;in&#160;major landing sites of the northeastern, southeastern, northwestern, and southwestern parts of the lake also did not find this species (Torres 2018).&#160;The disappearance of this species from the lake was further confirmed by local fishermen, fish vendors, and housewives through key informant interviews (Ismail&#160;<em>et al</em>. 2014, Torres 2018).",,"<em>Barbodes resinus </em>formerly occurred in Lake Lanao and its outlet (Agus rapids), Mindanao, Philippines. Lake Lanao is the largest lake in Mindanao and the second largest lake in the Philippines. The lake is vital to the whole island of Mindanao. Together with its only outlet (Agus River), Lake Lanao is the major source of hydroelectric power, providing the majority of the electricity needs of Mindanao (Escudero 1995, Rosagaron 2001, Naga 2010, UPLB-DENR 2014). It has a surface area of 357 km<sup>2</sup>, a maximum depth of 112 m, a mean depth of 60.3 m, a replacement time of 6.5 years, and a lake surface altitude of 702 m (Frey 1969).",There is no existing utilization and trading because this species is now extinct.,Freshwater (=Inland waters),Conservation actions are not applicable since the species is now extinct.<br/><br/>  <p><br/></p>,Indomalayan,1964,FALSE,FALSE,Global
192624463,15633,Barbodes palaemophagus,Extinct,2020,"<em>Barbodes palaemophagus</em> formerly occurred only in Lake Lanao, Philippines. This species is assessed as Extinct. Its presence in Lake Lanao was last recorded in 1975. Past and recent field sampling, market surveys, and fish landing monitoring conducted within the period 1976-2018&#160;did not detect any individuals of this species. This indicates that the species has not been recorded from the lake for over 40 years. Recent key informant interviews with local fishermen, fish vendors, and housewives confirmed the disappearance or absence for decades of this species in Lake Lanao. The extinction of this species was mainly due to the introduction of predatory fish (<em>Glossogobius giuris</em>, a gobiid accidentally translocated in Lake Lanao in the early 1960s), overfishing, rampant use of destructive fishing methods, and unsustainable fishing practices.&#160;<em>Giuris margaritaceus</em> (Eleotridae), another unintentionally introduced fish in the lake in the 1970s, may have also contributed to its extinction. This species is now the most dominant fish throughout Lake Lanao. Without the eradication of this&#160;invasive species, this will push the remaining&#160;endemic cyprinids in the lake to extinction.&#160;<br/><br/><p></p>",This lacustrine species most probably inhabited the shallow shores of the lake (Herre 1926).,"Various threats in Lake Lanao led to the disappearance of this species. These include the introduction of predatory fishes (<em>Glossogobius giuris</em> (Gobiidae), unintentionally introduced in the 1960s; eleotrid <em>Giuris margaritaceus</em> (Eleotridae), accidentally translocated in the early 1970s or much earlier), overexploitation, rampant use of destructive fishing methods (i.e., dynamite fishing), unsustainable fishing practices (i.e., indiscriminate harvesting of gravid fish), extraction of water for industrial, agricultural and domestic uses, illegal logging, and pollution (Torres 2018, Metillo and Garcia-Hansel 2016, Ismail <em>et al</em>. 2014, Naga 2010, Guerrero 2001, Rosagaron 2001, Juliano<em> et a</em>l. 989, Kornfield and Carpenter 1984, Escudero <em>et al</em>. 1980, Escudero 1995, Sanguila <em>et al</em>. 1975). It is believed that this species was mainly threatened by the predation of invasive alien species  (<em>G. giuris</em>), overexploitation, rampant use of destructive fishing methods, and unsustainable fishing practices (Sanguila <em>et al</em>. 1975, Escudero 1995).","<p>There is no extant population that remains in Lake Lanao or elsewhere. This species was last recorded in 1975 (Escudero&#160;<em style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; color: rgb(14, 16, 26); margin-top: 0pt; margin-bottom: 0pt;"">et al</em>. 1980). This species has not been recorded during market surveys and fish landing monitoring, as well as direct field sampling conducted in June 1976-June 1977 (Escudero<em style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; color: rgb(14, 16, 26); margin-top: 0pt; margin-bottom: 0pt;"">&#160;et al</em>. 1980), August 1982-July 1983 (Escudero and Demoral 1983), most probably for a year in 1990-1991 (Escudero 1995), November 2000-January 2001 (Ali 2001, possibly also Bacarat 2001), September-October 2001 (Hadji Ali 2002), July-October 2008 (Ismail&#160;<em style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; color: rgb(14, 16, 26); margin-top: 0pt; margin-bottom: 0pt;"">et al</em>. 2014), and December 2015 (DENR 2015). Monitoring of fish landed catch was conducted from May 2016 to March 2017 in major landing sites of the northeastern, southeastern, northwestern, and southwestern parts of the lake but still no single individual of this species was found (Torres 2018). Local fishermen, fish vendors, and housewives have not encountered this species in the lake and fish markets&#160;for decades already&#160;based on key informant interviews (Ismail&#160;<em style=""background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; color: rgb(14, 16, 26); margin-top: 0pt; margin-bottom: 0pt;"">et al</em>. 2014, Torres 2018).</p>",,"This species was formerly endemic to Lake Lanao, Mindanao, Philippines.&#160;Lake Lanao is the largest lake in Mindanao and the second largest lake in the Philippines. The lake is vital to the whole island of Mindanao. Together with its only outlet (Agus River), Lake Lanao is the major source of hydroelectric power, providing the majority of the electricity needs of Mindanao (Escudero 1995, Rosagaron 2001, Naga 2010, UPLB-DENR 2014). It has a surface area of 357 km<sup>2</sup>, a maximum depth of 112 m, a mean depth of 60.3 m, a replacement time of 6.5 years, and a lake surface altitude of 702 m (Frey 1969).",<p>No utilization and trading exist because this species is now extinct. <br/><strong></strong></p>,Freshwater (=Inland waters),Conservation of this species comes too late.,Indomalayan,1975,FALSE,FALSE,Global
192624604,15634,Barbodes truncatulus,Extinct,2020,"<em>Barbodes truncatulus</em>&#160;is listed as Extinct as this has not been found in Lake Lanao for the past forty years despite various market surveys and fish landed catch monitoring conducted within the period 1974-2017. This species was last recorded in 1973.&#160;The disappearance of this species from the lake was&#160;further confirmed by local fishermen, fish vendors, and housewives through key informant interviews. The main driver of extinction of this species&#160;was attributed to predatory invasive alien species, mostly&#160;<em>Glossogobius giuris&#160;</em>(Gobiidae) and possibly <em>Giuris margaritaceus. </em>Lake Lanao is now dominated by introduced fishes. <em>G. margaritaceus</em> has become the most abundant and widespread throughout the lake. The abundance of&#160;<em>G. margaritaceus</em> will push the remaining endemic cyprinids to extinction. Hence, the eradication of invasive species should be investigated.<p><br/></p>",This was a lacustrine species (Herre 1924). It probably occurred in shallow areas like most species of endemic cyprinids of Lake Lanao (Herre 1926). Little is known about its biology.,"This species disappeared from Lake Lanao mainly due to predatory invasive alien species, mainly <em>Glossogobius giuris</em> (Gobiidae) which was accidentally introduced in Lake Lanao in early 1960s and possibly <em>Giuris margaritaceus</em> (Eleotridae) which was also unintentionally translocated in the lake in the early 1970s or much earlier (Sanguila <em>et al</em>. 1975, Escudero 1995). Other drivers of extinction include overexploitation, rampant use of destructive fishing methods (i.e., dynamite fishing), unsustainable fishing practices (i.e., indiscriminate harvesting of gravid fish), extraction of water from the lake for industrial, agricultural and domestic uses, illegal logging, and pollution (Metillo and Garcia-Hansel 2016, Ismail <em>et al.</em> 2014, Naga 2010, Guerrero 2001, Rosagaron 2001, Escudero 1995, Bleher 1994, Kornfield and Carpenter 1984, Escudero <em>et al</em>. 1980, Sanguila <em>et al</em>. 1975).","This species was last recorded in 1973. No extant population has been found&#160;despite various field sampling, market surveys and fish landed catch monitoring conducted in February-December 1974, March-May 1975, June 1976-June 1977 (Escudero&#160;<em>et al</em>. 1980), August 1982-July 1983 (Escudero and Demoral 1983), most probably for a year in 1990-1991 (Escudero 1995), 1994 (Bleher 1994), November 2000-January 2001 (Ali 2001, possibly also Bacarat 2001), September-October 2001 (Hadji Ali 2002), July-October 2008 (Ismail&#160;<em>et al</em>. 2014), and December 2015 (DENR 2015). Fish landed catch monitoring from May 2016-March 2017&#160;in&#160;major landing sites of the northeastern, southeastern, northwestern, and southwestern parts of the lake also failed to find this species (Torres 2018).&#160;Local fishermen, fish vendors, and housewives confirmed the absence of an extant population in Lake Lanao during key informant interviews (Ismail&#160;<em>et al</em>. 2014, Torres 2018).<p></p>",,"<em>Barbodes truncatulus</em> was formerly endemic to Lake Lanao, Mindanao, Philippines. Lake Lanao is the largest lake in Mindanao and the second largest lake in the Philippines. The lake is vital to the whole island of Mindanao. Together with its only outlet (Agus River), Lake Lanao is the major source of hydroelectric power, providing the majority of the electricity needs of Mindanao (Escudero 1995, Rosagaron 2001, Naga 2010, UPLB-DENR 2014). It has a surface area of 357 km<sup>2</sup>, a maximum depth of 112 m, a mean depth of 60.3 m, a replacement time of 6.5 years, and a lake surface altitude of 702 m (Frey 1969).",There is no existing utilization and trading because this species is now Extinct.,Freshwater (=Inland waters),There is no need for conservation action since this species is now extinct.,Indomalayan,1973,FALSE,FALSE,Global
