title,date,image,nationality,country,color
The Reader,1790,https://images.metmuseum.org/CRDImages/ep/web-large/60103.jpg,French,,"[229, 229, 229]"
"Madame Edmond Cavé (Marie-Élisabeth Blavot, born 1810)",1826,https://images.metmuseum.org/CRDImages/ep/web-large/DT1998.jpg,French,,"[213, 196, 160]"
Ingres (1780–1867) as a Young Man,1845,https://images.metmuseum.org/CRDImages/ep/web-large/DT1307.jpg,French,,"[56, 51, 39]"
Portrait of a Woman,1790,https://images.metmuseum.org/CRDImages/ep/web-large/DP327728.jpg,French,,"[184, 181, 178]"
Odalisque in Grisaille,1824,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13728-001.jpg,French,,"[71, 68, 64]"
"Madame Jean-Baptiste Isabey (Jeanne Laurice de Salienne, died 1829)",1796,https://images.metmuseum.org/CRDImages/ep/web-large/89160.jpg,French,,"[23, 23, 23]"
Napoléon I (1769–1821),1810,https://images.metmuseum.org/CRDImages/ep/web-large/ep47.33.3.R.jpg,French,,"[61, 43, 23]"
Napoléon I (1769–1821),1812,https://images.metmuseum.org/CRDImages/ep/web-large/DP327729.jpg,French,,"[197, 194, 192]"
"Mrs. Rufus Prime (Augusta Temple Palmer, 1807–1840)",1828,https://images.metmuseum.org/CRDImages/ep/web-large/DT374621.jpg,French,,"[136, 91, 50]"
Jacques-Louis Leblanc (1774–1846),1823,https://images.metmuseum.org/CRDImages/ep/web-large/DT403.jpg,French,,"[34, 24, 10]"
"Madame Jacques-Louis Leblanc (Françoise Poncelle, 1788–1839)",1823,https://images.metmuseum.org/CRDImages/ep/web-large/DT1926.jpg,French,,"[42, 31, 25]"
Napoléon I (1769–1821),1800,https://images.metmuseum.org/CRDImages/ep/web-large/64090.jpg,French,,"[49, 49, 49]"
Portrait of a Woman,1810,https://images.metmuseum.org/CRDImages/ep/web-large/159391.jpg,French,,"[61, 61, 61]"
Man Weighing Gold,1515,https://images.metmuseum.org/CRDImages/ep/web-large/DT920.jpg,Netherlandish,,"[54, 51, 27]"
Expectation,1844,https://images.metmuseum.org/CRDImages/ep/web-large/ep87.8.13.R.jpg,Dutch,,"[46, 31, 26]"
"Christ Crowned with Thorns (Ecce Homo), and the Mourning Virgin",1530,https://images.metmuseum.org/CRDImages/ep/web-large/DT317652.jpg,Netherlandish,,"[25, 30, 26]"
Grandmother's Treasure,1844,https://images.metmuseum.org/CRDImages/ep/web-large/ep17.120.227.bw.R.jpg,Dutch,,"[42, 42, 42]"
The Life of the Virgin,1522,https://images.metmuseum.org/CRDImages/ep/web-large/DT12055.jpg,Netherlandish,,"[48, 49, 41]"
Scenes from the Life of King Nebuchadnezzar,1467,https://images.metmuseum.org/CRDImages/ep/web-large/DP201412.jpg,Italian,,"[126, 95, 59]"
Madonna and Child Enthroned,1275,https://images.metmuseum.org/CRDImages/ep/web-large/ep69.280.4.bw.R.jpg,Italian,,"[75, 75, 75]"
The Labors of Hercules,1425,https://images.metmuseum.org/CRDImages/ep/web-large/SF 1971.115.4.jpg,Italian,,"[113, 77, 41]"
Madonna and Child Enthroned,1270,https://images.metmuseum.org/CRDImages/ep/web-large/DP243041.jpg,Italian,,"[110, 83, 66]"
Madonna and Child with Angels,1450,https://images.metmuseum.org/CRDImages/ep/web-large/ep64.288.bw.R.jpg,Italian,,"[192, 192, 192]"
Madonna and Child Enthroned with Saint John the Baptist and Another Saint,1425,https://images.metmuseum.org/CRDImages/ep/web-large/532.jpg,Italian,,"[188, 188, 188]"
Madonna and Child with the Young Saint John the Baptist,1530,https://images.metmuseum.org/CRDImages/ep/web-large/ep53.45.1.bw.R.jpg,Italian,,"[66, 66, 66]"
Portrait of a Woman,1530,https://images.metmuseum.org/CRDImages/ep/web-large/DP104987.jpg,,,"[43, 43, 33]"
The Annunciation,1400,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.96.bw.R.jpg,Italian,,"[213, 213, 213]"
Two Angels,1300,https://images.metmuseum.org/CRDImages/ep/web-large/DT11327.jpg,Italian,,"[42, 57, 62]"
Portrait of a Man in a Fur-Trimmed Coat,1535,https://images.metmuseum.org/CRDImages/ep/web-large/DP363660.jpg,Italian,,"[20, 15, 10]"
Twelve Heads,1500,https://images.metmuseum.org/CRDImages/ep/web-large/ep05.2.1.bw.R.jpg,Italian,,"[76, 76, 76]"
Portrait of a Man,1597,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.88.bw.R.jpg,Italian,,"[51, 51, 51]"
Portrait of a Man,1570,https://images.metmuseum.org/CRDImages/ep/web-large/EP483.jpg,Italian,,"[73, 77, 82]"
Madonna and Child with Saints Michael and John the Baptist; The Noli Me Tangere; The Conversion of Saint Paul,1325,https://images.metmuseum.org/CRDImages/ep/web-large/DT8825.jpg,Italian,,"[134, 85, 37]"
Book Cover,1343,https://images.metmuseum.org/CRDImages/ep/web-large/DT273241.jpg,Italian,,"[138, 84, 47]"
Pomegranates and Other Fruit in a Landscape,1650,https://images.metmuseum.org/CRDImages/ep/web-large/DT264793.jpg,Flemish,,"[64, 45, 28]"
"The Theological Virtues: Faith, Charity, Hope",1495,https://images.metmuseum.org/CRDImages/ep/web-large/DT7353.jpg,Italian,,"[65, 47, 53]"
Madonna and Child,1307,https://images.metmuseum.org/CRDImages/ep/web-large/DP341174.jpg,,,"[57, 49, 38]"
A Patrician and His Wife,1730,https://images.metmuseum.org/CRDImages/ep/web-large/190292.jpg,Italian,,"[114, 114, 114]"
Madonna and Child with Saints Jerome and Francis,1495,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.74.bw.R.jpg,Italian,,"[185, 185, 185]"
Madonna and Child,1425,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.93.bw.R.jpg,Italian,,"[61, 61, 61]"
The Life of Christ,1400,https://images.metmuseum.org/CRDImages/ep/web-large/DP228761.jpg,Italian,,"[140, 104, 64]"
The Sheepfold,1857,https://images.metmuseum.org/CRDImages/ep/web-large/ep97.40.R.jpg,French,,"[53, 39, 21]"
Holy Family,1535,https://images.metmuseum.org/CRDImages/ep/web-large/ep1976.100.15.bw.R.jpg,Italian,,"[49, 49, 49]"
Portrait of a Woman,1817,https://images.metmuseum.org/CRDImages/ep/web-large/147885.jpg,French,,"[210, 210, 210]"
Springtime,1833,https://images.metmuseum.org/CRDImages/ep/web-large/ep60.71.10.R.jpg,French,,"[77, 55, 29]"
Portrait of a Young Man,1480,https://images.metmuseum.org/CRDImages/ep/web-large/DP243725.jpg,Italian,,"[23, 17, 16]"
Admiral Adam Duncan (1731–1804),1775,https://images.metmuseum.org/CRDImages/ep/web-large/57115.jpg,British,,"[36, 36, 36]"
Michelangelo Buonarroti (1475–1564),1539,https://images.metmuseum.org/CRDImages/ep/web-large/DP312760.jpg,,,"[52, 37, 29]"
Portrait of a Woman,1770,https://images.metmuseum.org/CRDImages/ep/web-large/175486.jpg,British,,"[222, 222, 222]"
Portrait of a Man,1775,https://images.metmuseum.org/CRDImages/ep/web-large/60125.jpg,British,,"[36, 36, 36]"
The Dead Christ in the Tomb with Two Angels,1605,https://images.metmuseum.org/CRDImages/ep/web-large/EP648.jpg,Flemish,,"[221, 195, 140]"
Capriccio with St. Paul's and Old London Bridge,1720,https://images.metmuseum.org/CRDImages/ep/web-large/DP123834.jpg,Italian,,"[73, 63, 45]"
Scene in a Courtyard,1660,https://images.metmuseum.org/CRDImages/ep/web-large/DP146448.jpg,Dutch,,"[76, 59, 38]"
Honfleur,1865,https://images.metmuseum.org/CRDImages/ep/web-large/DT1558.jpg,Dutch,,"[185, 172, 162]"
Portrait of a Man,1648,https://images.metmuseum.org/CRDImages/ep/web-large/DP143179.jpg,Dutch,,"[21, 17, 11]"
Portrait of a Woman,1648,https://images.metmuseum.org/CRDImages/ep/web-large/DP147901.jpg,Dutch,,"[28, 21, 13]"
Portrait of a Man with a Watch,1657,https://images.metmuseum.org/CRDImages/ep/web-large/DP143177.jpg,Dutch,,"[24, 27, 26]"
The Annunciation,1520,https://images.metmuseum.org/CRDImages/ep/web-large/DT1469.jpg,Netherlandish,,"[65, 54, 45]"
The Adoration of the Christ Child,1510,https://images.metmuseum.org/CRDImages/ep/web-large/DT8852.jpg,German,,"[36, 23, 12]"
The Crucifixion with Saints and a Donor,1515,https://images.metmuseum.org/CRDImages/ep/web-large/DT1467.jpg,Netherlandish,,"[35, 43, 41]"
The Last Judgment,1520,https://images.metmuseum.org/CRDImages/ep/web-large/DT1468.jpg,Netherlandish,,"[63, 53, 48]"
"Francis I (1494–1547), King of France",1507,https://images.metmuseum.org/CRDImages/ep/web-large/DP350013.jpg,Netherlandish,,"[22, 19, 11]"
The Holy Family,1512,https://images.metmuseum.org/CRDImages/ep/web-large/DT7220.jpg,Netherlandish,,"[197, 156, 133]"
The Holy Family,1510,https://images.metmuseum.org/CRDImages/ep/web-large/DT243291.jpg,Netherlandish,,"[38, 29, 16]"
The Pont Neuf,1849,https://images.metmuseum.org/CRDImages/ep/web-large/DP319656.jpg,Dutch,,"[97, 88, 74]"
The Holy Family with Saint Anne and the Young Baptist and His Parents,1620,https://images.metmuseum.org/CRDImages/ep/web-large/ep71.11.R.jpg,Flemish,,"[45, 32, 24]"
Virgin and Child,1520,https://images.metmuseum.org/CRDImages/ep/web-large/DT7241.jpg,Netherlandish,,"[45, 37, 35]"
Saints Michael and Francis,1505,https://images.metmuseum.org/CRDImages/ep/web-large/DT5070.jpg,Netherlandish,,"[130, 100, 41]"
"Edward Smith Stanley (1752–1834), Twelfth Earl of Derby, with His First Wife (Lady Elizabeth Hamilton, 1753–1797) and Their Son (Edward Smith Stanley, 1775–1851)",1771,https://images.metmuseum.org/CRDImages/ep/web-large/DP169403.jpg,Swiss,,"[56, 43, 26]"
Interior of a Kitchen,1642,https://images.metmuseum.org/CRDImages/ep/web-large/DP143189.jpg,Dutch,,"[28, 21, 15]"
"Still Life with Fruit, Glassware, and a Wanli Bowl",1659,https://images.metmuseum.org/CRDImages/ep/web-large/DP145932.jpg,Dutch,,"[26, 24, 21]"
Telemachus and the Nymphs of Calypso,1782,https://images.metmuseum.org/CRDImages/ep/web-large/DP169393.jpg,Swiss,,"[51, 33, 18]"
The Adoration of the Magi,1460,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16339-001.jpg,Netherlandish,,"[61, 53, 42]"
The Holy Family with Shepherds,1616,https://images.metmuseum.org/CRDImages/ep/web-large/DP-15761-001.jpg,Flemish,,"[32, 25, 20]"
The Sorrow of Telemachus,1783,https://images.metmuseum.org/CRDImages/ep/web-large/DP169392.jpg,Swiss,,"[54, 40, 21]"
The Marriage Feast at Cana,1500,https://images.metmuseum.org/CRDImages/ep/web-large/DT1459.jpg,Netherlandish,,"[157, 122, 69]"
Crusaders before Jerusalem,1825,https://images.metmuseum.org/CRDImages/ep/web-large/ep87.15.110.jpg,German,,"[184, 127, 69]"
Girl Building a House of Cards,1731,https://images.metmuseum.org/CRDImages/ep/web-large/DP162173.jpg,Irish,,"[68, 58, 41]"
A Mountainous Landscape with a Waterfall,1595,https://images.metmuseum.org/CRDImages/ep/web-large/DT7563.jpg,Flemish,,"[56, 52, 31]"
The Lacemaker,1660,https://images.metmuseum.org/CRDImages/ep/web-large/ep1971.115.2.R.jpg,Danish,,"[49, 34, 26]"
A Musician and His Daughter,1629,https://images.metmuseum.org/CRDImages/ep/web-large/DP145937.jpg,Dutch,,"[39, 37, 31]"
Serena Pulitzer Lederer (1867–1943),1899,https://images.metmuseum.org/CRDImages/ep/web-large/DP120567.jpg,Austrian,,"[172, 164, 157]"
"Lady Mary Berkeley, Wife of Thomas Chambers",1695,https://images.metmuseum.org/CRDImages/ep/web-large/DP167136.jpg,German,,"[66, 50, 30]"
"Charles Beauclerk (1670–1726), Duke of St. Albans",1690,https://images.metmuseum.org/CRDImages/ep/web-large/DP169383.jpg,German,,"[45, 38, 26]"
"Valdemar Hjartvar Købke (1813–1893), the Artist's Brother",1833,https://images.metmuseum.org/CRDImages/ep/web-large/DT6486.jpg,Danish,,"[44, 23, 11]"
Mäda Primavesi (1903–2000),1912,https://images.metmuseum.org/CRDImages/ep/web-large/DP243354.jpg,Austrian,,"[175, 159, 165]"
"Winter Landscape, Holland",1833,https://images.metmuseum.org/CRDImages/ep/web-large/DP143197.jpg,Dutch,,"[125, 123, 104]"
Sunset on the Rhine,1853,https://images.metmuseum.org/CRDImages/ep/web-large/DP143198.jpg,Dutch,,"[204, 174, 140]"
Wide River Landscape,1648,https://images.metmuseum.org/CRDImages/ep/web-large/DP146493.jpg,Dutch,,"[111, 101, 79]"
A Panoramic Landscape with a Country Estate,1644,https://images.metmuseum.org/CRDImages/ep/web-large/DP145898.jpg,Dutch,,"[169, 166, 147]"
Hugo van der Goes Painting the Portrait of Mary of Burgundy,1849,https://images.metmuseum.org/CRDImages/ep/web-large/ep81.1.662.bw.R.jpg,Belgian,,"[186, 186, 186]"
Red Sunset on the Dnieper,1905,https://images.metmuseum.org/CRDImages/ep/web-large/DT2557.jpg,Russian,,"[115, 53, 11]"
An Extensive Wooded Landscape,1670,https://images.metmuseum.org/CRDImages/ep/web-large/DP146508.jpg,Dutch,,"[120, 118, 105]"
The Ascension of Christ,1513,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17612-001.jpg,German,,"[107, 83, 52]"
Allegory of Winter,1706,https://images.metmuseum.org/CRDImages/ep/web-large/DP356144.jpg,French,,"[67, 56, 45]"
Apollo and Aurora,1671,https://images.metmuseum.org/CRDImages/ep/web-large/DP145403.jpg,Dutch,,"[106, 83, 63]"
Portrait of a Young Man; (reverse) Girl Making a Garland,1503,https://images.metmuseum.org/CRDImages/ep/web-large/DP164793.jpg,German,,"[29, 19, 13]"
The Penitent Magdalen,1635,https://images.metmuseum.org/CRDImages/ep/web-large/DT7252.jpg,French,,"[12, 13, 12]"
Allegory of Music,1649,https://images.metmuseum.org/CRDImages/ep/web-large/DT1387.jpg,French,,"[47, 24, 11]"
Portrait of a Man,1801,https://images.metmuseum.org/CRDImages/ep/web-large/60123.jpg,Swiss,,"[236, 236, 236]"
"Copy after Rubens's ""Wolf and Fox Hunt""",1824,https://images.metmuseum.org/CRDImages/ep/web-large/DP164869.jpg,British,,"[116, 92, 67]"
The Fortune-Teller,1630,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14286-015.jpg,French,,"[100, 68, 43]"
"Self-Portrait with Two Pupils, Marie Gabrielle Capet (1761–1818) and Marie Marguerite Carreaux de Rosemond (died 1788)",1785,https://images.metmuseum.org/CRDImages/ep/web-large/DP320103.jpg,French,,"[57, 46, 33]"
"Portrait of a Woman, Possibly Madame Claude Lambert de Thorigny (Marie Marguerite Bontemps, 1668–1701), and an Enslaved Servant",1696,https://images.metmuseum.org/CRDImages/ep/web-large/DP312828.jpg,French,,"[70, 53, 41]"
Portrait of a Young Woman,1790,https://images.metmuseum.org/CRDImages/ep/web-large/DP327722.jpg,French,,"[225, 224, 221]"
André François Alloys de Theys d'Herculais (1692–1779),1727,https://images.metmuseum.org/CRDImages/ep/web-large/DP112060.jpg,French,,"[62, 39, 30]"
The Village of La Celle-sous-Moret,1840,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14679-001.jpg,French,,"[143, 140, 107]"
Portrait of a Woman,1795,https://images.metmuseum.org/CRDImages/ep/web-large/DP327727.jpg,French,,"[198, 193, 187]"
The Rape of Tamar,1635,https://images.metmuseum.org/CRDImages/ep/web-large/DT7839.jpg,French,,"[106, 62, 32]"
John Julius Angerstein (1736–1823),1789,https://images.metmuseum.org/CRDImages/ep/web-large/DP162165.jpg,British,,"[34, 29, 23]"
"The Calmady Children (Emily, 1818–?1906, and Laura Anne, 1820–1894)",1823,https://images.metmuseum.org/CRDImages/ep/web-large/DP162148.jpg,British,,"[54, 44, 32]"
Catania and Mount Etna,1847,https://images.metmuseum.org/CRDImages/ep/web-large/DP169645.jpg,British,,"[72, 60, 50]"
Lady Maria Conyngham (died 1843),1824,https://images.metmuseum.org/CRDImages/ep/web-large/DP162160.jpg,British,,"[58, 53, 41]"
Portrait of a Man,1785,https://images.metmuseum.org/CRDImages/ep/web-large/DP327723.jpg,French,,"[158, 158, 157]"
"Elizabeth Farren (born about 1759, died 1829), Later Countess of Derby",1790,https://images.metmuseum.org/CRDImages/ep/web-large/DP169218.jpg,British,,"[75, 81, 67]"
A Masked Ball in Bohemia,1743,https://images.metmuseum.org/CRDImages/ep/web-large/DP170809.jpg,Austrian,,"[115, 91, 60]"
General Garibaldi's Residence at Caprera,1865,https://images.metmuseum.org/CRDImages/ep/web-large/DT10724.jpg,British,,"[192, 196, 200]"
Portrait of a Man,1805,https://images.metmuseum.org/CRDImages/ep/web-large/258496.jpg,French,,"[224, 224, 224]"
Vertumnus and Pomona,1676,https://images.metmuseum.org/CRDImages/ep/web-large/94565.jpg,Flemish,,"[78, 78, 78]"
Peasant Girl with a White Headcloth,1885,https://images.metmuseum.org/CRDImages/ep/web-large/ep16.148.1.R.jpg,German,,"[209, 196, 184]"
Graziella,1878,https://images.metmuseum.org/CRDImages/ep/web-large/DT209324.jpg,French,,"[171, 148, 106]"
Lucia,1875,https://images.metmuseum.org/CRDImages/ep/web-large/DP164848.jpg,British,,"[43, 35, 29]"
Choosing the Dinner,1872,https://images.metmuseum.org/CRDImages/ep/web-large/ep87.15.90.bw.R.jpg,French,,"[43, 43, 43]"
Sir Henry Capel (1638–1696),1654,https://images.metmuseum.org/CRDImages/ep/web-large/DP169635.jpg,"Dutch, British",,"[35, 28, 22]"
"Mary Capel (1630–1715), Later Duchess of Beaufort, and Her Sister Elizabeth (1633–1678), Countess of Carnarvon",1652,https://images.metmuseum.org/CRDImages/ep/web-large/DP169633.jpg,"Dutch, British",,"[69, 52, 38]"
"Barbara Villiers (1640–1709), Duchess of Cleveland",1670,https://images.metmuseum.org/CRDImages/ep/web-large/DP169637.jpg,"Dutch, British",,"[56, 46, 36]"
Study for a Portrait of a Woman,1670,https://images.metmuseum.org/CRDImages/ep/web-large/DP143151.jpg,"Dutch, British",,"[45, 32, 22]"
Lachrymae,1894,https://images.metmuseum.org/CRDImages/ep/web-large/DP124813.jpg,British,,"[44, 34, 28]"
Prince Regent Luitpold of Bavaria (1821–1912),1902,https://images.metmuseum.org/CRDImages/ep/web-large/ep39.65.4.bw.R.jpg,German,,"[22, 22, 22]"
"Marion Lenbach (1892–1947), the Artist's Daughter",1900,https://images.metmuseum.org/CRDImages/ep/web-large/ep25.110.46.R.jpg,German,,"[53, 42, 31]"
"Copy after ""Rubens, His Wife Helena Fourment (1614–1673), and Their Son Frans (1633–1678)""",1721,https://images.metmuseum.org/CRDImages/ep/web-large/ep1984.442.R.jpg,British,,"[53, 45, 41]"
"Auction Sale in Clinton Hall, New York, 1876",1876,https://images.metmuseum.org/CRDImages/ep/web-large/DT296243.jpg,Spanish,,"[47, 41, 41]"
The Interior of an Atelier of a Woman Painter,1789,https://images.metmuseum.org/CRDImages/ep/web-large/DP320098.jpg,French,,"[49, 37, 26]"
Prince Klemens Wenzel Lothar von Metternich (1773–1859),1822,https://images.metmuseum.org/CRDImages/ep/web-large/ep41.67.R.jpg,German,,"[75, 56, 31]"
The Organ Rehearsal,1885,https://images.metmuseum.org/CRDImages/ep/web-large/DP160223.jpg,French,,"[55, 44, 37]"
Scene from a Novella,1467,https://images.metmuseum.org/CRDImages/ep/web-large/DT8310.jpg,Italian,,"[154, 98, 61]"
Allegory of Avarice,1567,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17371-001.jpg,Italian,,"[39, 29, 22]"
Peasants Dancing,1651,https://images.metmuseum.org/CRDImages/ep/web-large/DP145943.jpg,Dutch,,"[51, 40, 29]"
The Chess Players,1470,https://images.metmuseum.org/CRDImages/ep/web-large/DT226950.jpg,Italian,,"[136, 98, 57]"
Battle Scene,1671,https://images.metmuseum.org/CRDImages/ep/web-large/DP143186.jpg,Dutch,,"[69, 60, 50]"
The Virgin of the Nativity,1495,https://images.metmuseum.org/CRDImages/ep/web-large/DT7272.jpg,Italian,,"[40, 37, 26]"
The Descent from the Cross,1477,https://images.metmuseum.org/CRDImages/ep/web-large/EP16.jpg,Italian,,"[204, 190, 174]"
Tobit Burying the Dead,1640,https://images.metmuseum.org/CRDImages/ep/web-large/DT6144.jpg,Italian,,"[148, 121, 78]"
Madonna and Child,1483,https://images.metmuseum.org/CRDImages/ep/web-large/DP243637.jpg,Italian,,"[53, 49, 55]"
The Annunciation,1426,https://images.metmuseum.org/CRDImages/ep/web-large/ep43.98.2.bw.R.jpg,Italian,,"[187, 187, 187]"
"Saints Augustine and Francis, a Bishop Saint, and Saint Benedict",1426,https://images.metmuseum.org/CRDImages/ep/web-large/DP254797.jpg,Italian,,"[107, 86, 73]"
Saint Lawrence Enthroned with Saints and Donors,1440,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17016-001.jpg,Italian,,"[50, 42, 28]"
Madonna and Child,1296,https://images.metmuseum.org/CRDImages/ep/web-large/0007.jpg,Italian,,"[55, 55, 55]"
Portrait of a Man,1680,https://images.metmuseum.org/CRDImages/ep/web-large/132457.jpg,British,,"[208, 208, 208]"
The Gathering of Manna,1576,https://images.metmuseum.org/CRDImages/ep/web-large/0184.jpg,Italian,,"[56, 56, 56]"
Madonna and Child Enthroned with Two Angels,1435,https://images.metmuseum.org/CRDImages/ep/web-large/DT2659.jpg,Italian,,"[32, 23, 18]"
The Visit,1746,https://images.metmuseum.org/CRDImages/ep/web-large/DP124057.jpg,Italian,,"[57, 49, 27]"
The Meeting,1746,https://images.metmuseum.org/CRDImages/ep/web-large/DP123846.jpg,Italian,,"[38, 31, 15]"
Portrait of a Woman with a Man at a Casement,1435,https://images.metmuseum.org/CRDImages/ep/web-large/DP159891.jpg,Italian,,"[69, 44, 28]"
The Letter,1746,https://images.metmuseum.org/CRDImages/ep/web-large/DP123833.jpg,Italian,,"[67, 56, 37]"
The Temptation,1746,https://images.metmuseum.org/CRDImages/ep/web-large/DP124058.jpg,Italian,,"[52, 52, 34]"
Madonna and Child,1319,https://images.metmuseum.org/CRDImages/ep/web-large/ep41.190.26.bw.R.jpg,Italian,,"[51, 51, 51]"
Madonna Adoring the Child with the Infant Saint John the Baptist and an Angel,1490,https://images.metmuseum.org/CRDImages/ep/web-large/DP358280.jpg,Italian,,"[36, 29, 29]"
Saint Catherine of Alexandria,1342,https://images.metmuseum.org/CRDImages/ep/web-large/SF Lorenzetti.jpg,Italian,,"[181, 135, 96]"
David,1408,https://images.metmuseum.org/CRDImages/ep/web-large/DT1498.jpg,Italian,,"[155, 125, 82]"
Abraham,1408,https://images.metmuseum.org/CRDImages/ep/web-large/DT1495.jpg,Italian,,"[148, 111, 75]"
Portrait of a Young Woman,1490,https://images.metmuseum.org/CRDImages/ep/web-large/DP161260.jpg,Italian,,"[33, 30, 20]"
Moses,1408,https://images.metmuseum.org/CRDImages/ep/web-large/DT1497.jpg,Italian,,"[154, 127, 88]"
"Portrait of a Man, Said to Be James Madison (1751–1836)",1795,https://images.metmuseum.org/CRDImages/ep/web-large/50689.jpg,French,,"[216, 216, 216]"
Brother Gregorio Belo of Vicenza,1547,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17152-001.jpg,Italian,,"[25, 19, 11]"
The Crucifixion,1920,https://images.metmuseum.org/CRDImages/ep/web-large/ep25.79.bw.R.jpg,Italian,,"[212, 212, 212]"
Madonna and Child,1360,https://images.metmuseum.org/CRDImages/ep/web-large/ep41.100.34.bw.R.jpg,Italian,,"[213, 213, 213]"
Christ Presented to the People,1570,https://images.metmuseum.org/CRDImages/ep/web-large/DP164849.jpg,Netherlandish,,"[95, 89, 70]"
Portrait of a Man,1827,https://images.metmuseum.org/CRDImages/ep/web-large/175435.jpg,French,,"[37, 37, 37]"
Abraham Dismissing Hagar and Ishmael,1653,https://images.metmuseum.org/CRDImages/ep/web-large/DP143206.jpg,Dutch,,"[44, 36, 27]"
Girls at a Window,1875,https://images.metmuseum.org/CRDImages/ep/web-large/DT253717.jpg,Spanish,,"[26, 31, 30]"
"Admiral Jacob Binkes (born about 1640, died 1677)",1654,https://images.metmuseum.org/CRDImages/ep/web-large/DP143155.jpg,Dutch,,"[190, 158, 118]"
The Lacemaker,1651,https://images.metmuseum.org/CRDImages/ep/web-large/DP145402.jpg,Dutch,,"[41, 29, 18]"
"Ingena Rotterdam (died 1704), Betrothed of Admiral Jacob Binkes",1676,https://images.metmuseum.org/CRDImages/ep/web-large/DP143156.jpg,Dutch,,"[191, 160, 120]"
Venus and Cupid,1520,https://images.metmuseum.org/CRDImages/ep/web-large/DT504.jpg,Italian,,"[115, 61, 52]"
Noah,1408,https://images.metmuseum.org/CRDImages/ep/web-large/DT1496.jpg,Italian,,"[154, 124, 92]"
Portrait of a Woman,1665,https://images.metmuseum.org/CRDImages/ep/web-large/DP143153.jpg,Dutch,,"[33, 29, 22]"
Nuns at Work,1700,https://images.metmuseum.org/CRDImages/ep/web-large/DT8846.jpg,Italian,,"[57, 37, 9]"
The Tame Magpie,1707,https://images.metmuseum.org/CRDImages/ep/web-large/DP-18077-001.jpg,Italian,,"[57, 55, 46]"
Young Woman Peeling Apples,1650,https://images.metmuseum.org/CRDImages/ep/web-large/DP145905.jpg,Dutch,,"[59, 42, 26]"
The Dream after the Ball,1860,https://images.metmuseum.org/CRDImages/ep/web-large/DT271288.jpg,Austrian,,"[45, 21, 18]"
David at the Cave of Adullam,1810,https://images.metmuseum.org/CRDImages/ep/web-large/ep21.184.bw.R.jpg,Italian,,"[189, 189, 189]"
Ulrich Fugger the Younger (1490–1525),1525,https://images.metmuseum.org/CRDImages/ep/web-large/DP280794.jpg,German,,"[57, 67, 59]"
Sebastian Andorfer (1469–1537),1517,https://images.metmuseum.org/CRDImages/ep/web-large/DP281080.jpg,German,,"[34, 46, 42]"
The Brioche,1870,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13655-001.jpg,French,,"[29, 22, 15]"
"Copy after Delacroix's ""Bark of Dante""",1854,https://images.metmuseum.org/CRDImages/ep/web-large/DT2005.jpg,French,,"[50, 47, 31]"
Mademoiselle V. . . in the Costume of an Espada,1862,https://images.metmuseum.org/CRDImages/ep/web-large/DT859.jpg,French,,"[63, 58, 50]"
Boating,1874,https://images.metmuseum.org/CRDImages/ep/web-large/DT45.jpg,French,,"[119, 136, 156]"
The Spanish Singer,1860,https://images.metmuseum.org/CRDImages/ep/web-large/dp130799.jpg,French,,"[48, 38, 26]"
Boy with a Sword,1861,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-027.jpg,French,,"[38, 30, 19]"
The Funeral,1867,https://images.metmuseum.org/CRDImages/ep/web-large/DT1931.jpg,French,,"[60, 75, 65]"
Fishing,1862,https://images.metmuseum.org/CRDImages/ep/web-large/DT1563.jpg,French,,"[60, 67, 45]"
The Dead Christ with Angels,1864,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17679-001.jpg,French,,"[37, 34, 26]"
"Madame Édouard Manet (Suzanne Leenhoff, 1830–1906)",1870,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17058-001.jpg,French,,"[123, 112, 89]"
George Moore (1852–1933) at the Café,1878,https://images.metmuseum.org/CRDImages/ep/web-large/DT249052.jpg,French,,"[238, 220, 181]"
George Moore (1852–1933),1879,https://images.metmuseum.org/CRDImages/ep/web-large/DT12026.jpg,French,,"[55, 55, 61]"
Mademoiselle Isabelle Lemonnier (1857–1926),1879,https://images.metmuseum.org/CRDImages/ep/web-large/DT241927.jpg,French,,"[198, 198, 204]"
Head of Jean-Baptiste Faure (1830–1914),1882,https://images.metmuseum.org/CRDImages/ep/web-large/DT200593.jpg,French,,"[191, 176, 153]"
Jean-Baptiste Faure (1830–1914),1882,https://images.metmuseum.org/CRDImages/ep/web-large/DP241909.jpg,French,,"[65, 48, 31]"
