id,relid,year,start_year,end_year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,iso3,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
29251,SUD-2011-2-457-8,2011,2011,2011,1,Clear,2,5585,4975,Gony Dinka - Thiyic Dinka,5585,5585,Gony Dinka - Thiyic Dinka,1137,1137,Gony Dinka,1138,1138,Thiyic Dinka,-1,"All Africa 2011-10-15 ""South Sudan Army Contains Sectional Fighting in Lakes State",,,,,1,Cuei Cok village,"Kuei Cok near Pacong Payam, Rumbek East County",Lakes state,Rumbek East county,6.708539,SSD,29.763500,POINT (29.763500 6.708539),139380,South Sudan,626,Africa,1,1,2011-10-14 00:00:00.000,2011-10-14 00:00:00.000,0,0,0,1,1,1,1,,
213436,SUD-2015-2-457-0,2015,2015,2015,0,Clear,2,5585,4975,Gony Dinka - Thiyic Dinka,5585,5585,Gony Dinka - Thiyic Dinka,1137,1137,Gony Dinka,1138,1138,Thiyic Dinka,1,"""United Nations Mission in South Sudan,2015-12-04,The State of Human Rights in the Protracted Conflict in South Sudan""",United Nations Mission in South Sudan,2015-12-04,The State of Human Rights in the Protracted Conflict in South Sudan,authorities,2,Majakjier village,"Rumbek East
near Warnyinyam, Majak, Pachul and Agukuel villages",Lakes state,Rumbek East county,6.599574,SSD,29.881880,POINT (29.881880 6.599574),139380,South Sudan,626,Africa,1,1,2015-06-01 00:00:00.000,2015-06-01 00:00:00.000,6,3,0,0,9,9,9,,
290948,SUD-2019-2-5585-1,2019,2019,2019,1,Clear,2,5585,4975,Gony Dinka - Thiyic Dinka,5585,5585,Gony Dinka - Thiyic Dinka,1137,1137,Gony Dinka,1138,1138,Thiyic Dinka,1,"""Radio Tamazuj,2019-06-28,Four killed, six wounded in Western Lakes revenge killings""",Radio Tamazuj,2019-06-28,"Four killed, six wounded in Western Lakes revenge killings","Western Lakes State information minister, Majak Isaac Ror",2,Pacong Payam,"in Alou cattle camp, Western Bahr Naam County, in Western Lakes State",Lakes state,Rumbek East county,6.696900,SSD,29.798960,POINT (29.798960 6.696900),139380,South Sudan,626,Africa,1,1,2019-06-26 00:00:00.000,2019-06-26 00:00:00.000,1,3,0,0,4,4,4,,
293406,SUD-2019-2-5585-2,2019,2019,2019,1,Clear,2,5585,4975,Gony Dinka - Thiyic Dinka,5585,5585,Gony Dinka - Thiyic Dinka,1137,1137,Gony Dinka,1138,1138,Thiyic Dinka,1,"""BBC Monitoring Africa,2019-07-22,Ten killed in 'revenge attacks' in central South Sudan""",BBC Monitoring Africa,2019-07-22,Ten killed in 'revenge attacks' in central South Sudan,Western Lakes State information minister Isaac Majak,3,Rumbek East county,"Western Bahr Naam County, in Western Lakes State",Lakes state,Rumbek East county,6.613400,SSD,29.903900,POINT (29.903900 6.613400),139380,South Sudan,626,Africa,1,1,2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,1,1,0,8,10,10,10,,
306285,SUD-2019-2-5585-3,2019,2019,2019,1,Clear,2,5585,4975,Gony Dinka - Thiyic Dinka,5585,5585,Gony Dinka - Thiyic Dinka,1137,1137,Gony Dinka,1138,1138,Thiyic Dinka,1,"""UN Security Council,2019-09-10,Situation in South Sudan Report of the Secretary-General""",UN Security Council,2019-09-10,Situation in South Sudan Report of the Secretary-General,UNMISS,3,Rumbek East county,Rumbek East County,Lakes state,Rumbek East county,6.613400,SSD,29.903900,POINT (29.903900 6.613400),139380,South Sudan,626,Africa,1,1,2019-07-22 00:00:00.000,2019-07-22 00:00:00.000,0,0,0,11,11,11,11,,
31896,SSD-2012-2-486-1,2012,2012,2012,1,Clear,2,5653,5043,Bul Nuer - Luac Jang Dinka,5653,5653,Bul Nuer - Luac Jang Dinka,1220,1220,Bul Nuer,1009,1009,Luac Jang Dinka,-1,"All Africa 2012-01-30 ""Tribal Attack On Warrap Leaves Over 76 Dead",,,,,3,Tonj East county,"Tong East County, Warrap State",Warap state,Tonj East county,7.800000,SSD,29.000000,POINT (29.000000 7.800000),140819,South Sudan,626,Africa,1,1,2012-01-28 00:00:00.000,2012-01-28 00:00:00.000,0,0,0,76,76,90,76,,
31898,SSD-2012-2-486-3,2012,2012,2012,1,Clear,2,5653,5043,Bul Nuer - Luac Jang Dinka,5653,5653,Bul Nuer - Luac Jang Dinka,1220,1220,Bul Nuer,1009,1009,Luac Jang Dinka,-1,"All Africa 2012-03-27 ""Warrap State Cattle Raid - Multiple Deaths",,,,,3,Twic county,"Twic county, Warrap state",Warap state,Twic county,9.100000,SSD,28.500000,POINT (28.500000 9.100000),142978,South Sudan,626,Africa,1,1,2012-03-25 00:00:00.000,2012-03-25 00:00:00.000,7,4,0,0,11,11,11,,
330612,SSD-2019-2-5653-0.2,2019,2019,2019,0,Clear,2,5653,5043,Bul Nuer - Luac Jang Dinka,5653,5653,Bul Nuer - Luac Jang Dinka,1220,1220,Bul Nuer,1009,1009,Luac Jang Dinka,5,"""Sudan Tribune,2019-01-29,International Community should support South Sudan peace implementation

AU 	
Roger Alfred Yoron Modi"";""Radio Tamazuj,2019-01-21,105 killed during cattle raids in Tonj state"";""NyamilepediaThe most reliable news, media & analyses,2019-01-17,BREAKING: South Sudan National Security Accused of Arming Tonj Raiders As Fighting Continue in Tonj"";""OCHA,2019-01-31,Humanitarian Bulletin South Sudan Issue 1"";""United Nations Human Rights Council,2020-01-31,Report of the Commission on Human Rights in South Sudan""","Sudan Tribune;Radio Tamazuj;NyamilepediaThe most reliable news, media & analyses;OCHA;United Nations Human Rights Council",2019-01-29;2019-01-21;2019-01-17;2019-01-31;2020-01-31,"International Community should support South Sudan peace implementation

AU 	
Roger Alfred Yoron Modi;105 killed during cattle raids in Tonj state;BREAKING: South Sudan National Security Accused of Arming Tonj Raiders As Fighting Continue in Tonj;Humanitarian Bulletin South Sudan Issue 1;Report of the Commission on Human Rights in South Sudan","an official; Lam Tungwar, the minister of information in Northern Liech state; James Ayiek Bath, Tonj state minister of information, OCHA",2,Marial Lou town,"in Laucjang North, Luacjang South, Luacjang
Center, Luacjang East, Marial Lou and Toch, all in Tonj State,",Warap state,Tonj North county,8.027661,SSD,29.180833,POINT (29.180833 8.027661),141539,South Sudan,626,Africa,1,1,2019-01-14 00:00:00.000,2019-01-14 00:00:00.000,0,0,0,0,0,73,0,,
276624,SSD-2019-2-5653-0.1,2019,2019,2019,0,Clear,2,5653,5043,Bul Nuer - Luac Jang Dinka,5653,5653,Bul Nuer - Luac Jang Dinka,1220,1220,Bul Nuer,1009,1009,Luac Jang Dinka,5,"""Sudan Tribune,2019-01-29,International Community should support South Sudan peace implementation

AU 	
Roger Alfred Yoron Modi"";""Radio Tamazuj,2019-01-21,105 killed during cattle raids in Tonj state"";""NyamilepediaThe most reliable news, media & analyses,2019-01-17,BREAKING: South Sudan National Security Accused of Arming Tonj Raiders As Fighting Continue in Tonj"";""OCHA,2019-01-31,Humanitarian Bulletin South Sudan Issue 1"";""United Nations Human Rights Council,2020-01-31,Report of the Commission on Human Rights in South Sudan""","Sudan Tribune;Radio Tamazuj;NyamilepediaThe most reliable news, media & analyses;OCHA;United Nations Human Rights Council",2019-01-29;2019-01-21;2019-01-17;2019-01-31;2020-01-31,"International Community should support South Sudan peace implementation

AU 	
Roger Alfred Yoron Modi;105 killed during cattle raids in Tonj state;BREAKING: South Sudan National Security Accused of Arming Tonj Raiders As Fighting Continue in Tonj;Humanitarian Bulletin South Sudan Issue 1;Report of the Commission on Human Rights in South Sudan","an official; Lam Tungwar, the minister of information in Northern Liech state; James Ayiek Bath, Tonj state minister of information, OCHA",3,Tonj East county,"in Laucjang North, Luacjang South, Luacjang
Center, Luacjang East, Marial Lou and Toch, all in Tonj State,",Warap state,Tonj East county,7.800000,SSD,29.000000,POINT (29.000000 7.800000),140819,South Sudan,626,Africa,1,1,2019-01-14 00:00:00.000,2019-01-14 00:00:00.000,0,0,0,0,0,73,0,,
333676,SSD-2019-2-5653-1,2019,2019,2019,0,Clear,2,5653,5043,Bul Nuer - Luac Jang Dinka,5653,5653,Bul Nuer - Luac Jang Dinka,1220,1220,Bul Nuer,1009,1009,Luac Jang Dinka,1,"""United Nations Human Rights Council,2020-01-31,Report of the Commission on Human Rights in South Sudan""",United Nations Human Rights Council,2020-01-31,Report of the Commission on Human Rights in South Sudan,UN Commission on Human Rights,3,Mayom county,cattle camp in Load (Mayom County),Unity state,Mayom county,9.220000,SSD,29.220000,POINT (29.220000 9.220000),142979,South Sudan,626,Africa,1,3,2019-01-14 00:00:00.000,2019-01-20 00:00:00.000,0,0,0,0,0,270,0,,
31895,SSD-2012-2-488-1,2012,2012,2012,1,Clear,2,5655,5045,Balanda - Dinka,5655,5655,Balanda - Dinka,1224,1224,Balanda,598,598,Dinka,-1,"All Africa 2012-12-27 ""Lakes Governor Warns His State Not to Enter Wau Conflct",,,,,1,Faragullah village,Parajallah 48 miles south west of Wau,West Bahr-al-Ghazal state,Wau county,7.528190,SSD,27.785430,POINT (27.785430 7.528190),140816,South Sudan,626,Africa,1,3,2012-12-10 00:00:00.000,2012-12-16 00:00:00.000,0,26,0,0,26,26,26,,
31903,SSD-2012-2-488-3,2012,2012,2012,1,Clear,2,5655,5045,Balanda - Dinka,5655,5655,Balanda - Dinka,1224,1224,Balanda,598,598,Dinka,-1,"AFP 2012-12-19 ""At least two die in South Sudanese town riots: witnesses",,,,,1,Wau town,Wau,West Bahr-al-Ghazal state,Wau county,7.697020,SSD,28.004460,POINT (28.004460 7.697020),140817,South Sudan,626,Africa,1,1,2012-12-19 00:00:00.000,2012-12-19 00:00:00.000,0,0,0,2,2,2,2,,
63870,SSD-2013-1-860-0,2013,2013,2013,1,Clear,1,11345,11345,South Sudan: Government,11805,11805,Government of South Sudan - SSDM/A - Cobra Faction,113,113,Government of South Sudan,3563,3563,SSDM/A - Cobra Faction,1,"""All Africa,2013-04-30,South Accuses Jonglei Rebels of New Attack After Presidential Amnesty""",All Africa,2013-04-30,South Accuses Jonglei Rebels of New Attack After Presidential Amnesty,,2,Boma town,Boma Payam [district] of Pibor county,Jonglei state,Pibor county,6.179852,SSD,34.390767,POINT (34.390767 6.179852),138669,South Sudan,626,Africa,1,1,2013-04-27 00:00:00.000,2013-04-27 00:00:00.000,0,0,0,2,2,2,2,626,
63890,SSD-2013-1-X5055-3,2013,2013,2013,1,Clear,1,11345,11345,South Sudan: Government,11805,11805,Government of South Sudan - SSDM/A - Cobra Faction,113,113,Government of South Sudan,3563,3563,SSDM/A - Cobra Faction,2,"""Reuters News,2013-05-20,South Sudan army says retakes town from rebels in east"";""Associated Press Newswires,2013-05-20,51 die in 2 South Sudan clashes; military re-takes town overrun by fighters""",Reuters News;Associated Press Newswires,2013-05-20;2013-05-20,South Sudan army says retakes town from rebels in east;51 die in 2 South Sudan clashes; military re-takes town overrun by fighters,,1,Boma town,Boma town in Jonglei state,Jonglei state,Pibor county,6.179852,SSD,34.390767,POINT (34.390767 6.179852),138669,South Sudan,626,Africa,1,1,2013-05-19 00:00:00.000,2013-05-19 00:00:00.000,4,0,0,0,4,20,4,626,
63893,SSD-2013-1-X5055-4,2013,2013,2013,1,Clear,1,11345,11345,South Sudan: Government,11805,11805,Government of South Sudan - SSDM/A - Cobra Faction,113,113,Government of South Sudan,3563,3563,SSDM/A - Cobra Faction,1,"""All Africa,2013-05-24,SPLA Advancing in Search of David Yau Yau""",All Africa,2013-05-24,SPLA Advancing in Search of David Yau Yau,,4,Jonglei state,"Marua town, Jonglei",Jonglei state,,7.400000,SSD,32.400000,POINT (32.400000 7.400000),140105,South Sudan,626,Africa,1,1,2013-05-22 00:00:00.000,2013-05-22 00:00:00.000,0,30,0,0,30,30,30,626,
64006,SSD-2013-1-X5055-5,2013,2013,2013,1,Clear,1,11345,11345,South Sudan: Government,11805,11805,Government of South Sudan - SSDM/A - Cobra Faction,113,113,Government of South Sudan,3563,3563,SSDM/A - Cobra Faction,2,"""Agence France Presse,2013-10-21,'Many civilians' killed, wounded in S.Sudan village attacks"";""Xinhua News Agency,2013-10-21,40 people killed in rebel attack in South Sudan""",Agence France Presse;Xinhua News Agency,2013-10-21;2013-10-21,"'Many civilians' killed, wounded in S.Sudan village attacks;40 people killed in rebel attack in South Sudan",,3,Twic East county,villages in Twic East county,Jonglei state,Twic East county,7.000000,SSD,31.400000,POINT (31.400000 7.000000),140103,South Sudan,626,Africa,1,1,2013-10-20 00:00:00.000,2013-10-20 00:00:00.000,8,0,0,32,40,78,40,626,
31924,SSD-2012-2-X5067-1,2012,2012,2012,0,Clear,2,11810,11200,Amothnhon Dinka  - Panyon Dinka,11810,11810,Amothnhon Dinka  - Panyon Dinka,3568,3568,Amothnhon Dinka,3569,3569,Panyon Dinka,-1,"All Africa 2012-11-10 ""Rumbek Fighting Leaves 12 Dead and 23 Wounded",,,,,3,Rumbek Centre county,"Rumbek Central Count, 34km north-east of the state capital,",Lakes state,Rumbek Centre county,6.805762,SSD,29.676132,POINT (29.676132 6.805762),139380,South Sudan,626,Africa,1,1,2012-11-06 00:00:00.000,2012-11-06 00:00:00.000,0,0,0,13,13,13,13,,
63476,SSD-2013-2-X5067-0,2013,2013,2013,1,Clear,2,11810,11200,Amothnhon Dinka  - Panyon Dinka,11810,11810,Amothnhon Dinka  - Panyon Dinka,3568,3568,Amothnhon Dinka,3569,3569,Panyon Dinka,1,"""All Africa,2013-01-17,Lakes - 10 Dead and 13 Others Wounded in Clashes""",All Africa,2013-01-17,Lakes - 10 Dead and 13 Others Wounded in Clashes,,2,Rumbek town,"cattle camp between Marial-bek and Ghun, Lakes State",Lakes state,Rumbek Centre county,6.805762,SSD,29.676132,POINT (29.676132 6.805762),139380,South Sudan,626,Africa,1,1,2013-01-16 00:00:00.000,2013-01-16 00:00:00.000,0,0,0,10,10,10,10,,
63480,SSD-2013-2-X5067-1,2013,2013,2013,1,Clear,2,11810,11200,Amothnhon Dinka  - Panyon Dinka,11810,11810,Amothnhon Dinka  - Panyon Dinka,3568,3568,Amothnhon Dinka,3569,3569,Panyon Dinka,3,"""All Africa,2013-01-21,Lakes State - Revenge Clashes Leave 25 Dead and 30 Wounded"";""BBC Monitoring Africa,2013-01-21,South Sudan governor orders arrest of chiefs over tribal clashes in Rumbek"";""All Africa,2013-03-10,Spla Clash With Cattle Camp Youth in Lakes, 1 Killed""",All Africa;BBC Monitoring Africa;All Africa,2013-01-21;2013-01-21;2013-03-10,"Lakes State - Revenge Clashes Leave 25 Dead and 30 Wounded;South Sudan governor orders arrest of chiefs over tribal clashes in Rumbek;Spla Clash With Cattle Camp Youth in Lakes, 1 Killed",,1,Abarkou village,"Abarkou village, Lakes State",Lakes state,Rumbek Centre county,6.836331,SSD,29.723347,POINT (29.723347 6.836331),139380,South Sudan,626,Africa,1,1,2013-01-18 00:00:00.000,2013-01-18 00:00:00.000,0,0,0,15,15,15,15,,
212227,SUD-2015-1-11975-4,2015,2015,2015,1,Clear,1,309,309,Sudan: Government,11975,11975,Government of Sudan - SPLM/A-North,112,112,Government of Sudan,1123,1123,SPLM/A-North,1,"""Human Security Baseline Assessment for Sudan and South Sudan,2016-02-09,Conflict in the Two Areas""",Human Security Baseline Assessment for Sudan and South Sudan,2016-02-09,Conflict in the Two Areas,,1,Khor Tombak village,"Khor Tombak village in Maban county (South Sudan), at the border with Chali payam in Blue Nile",Upper Nile state,Maban county,9.991650,SSD,33.619840,POINT (33.619840 9.991650),143708,South Sudan,626,Africa,1,2,2015-12-17 00:00:00.000,2015-12-18 00:00:00.000,0,0,0,0,0,1,0,625,
83631,SSD-2011-1-818-0,2011,2011,2011,1,Clear,1,11345,11345,South Sudan: Government,11978,11978,Government of South Sudan - SSDM/A,113,113,Government of South Sudan,1108,1108,SSDM/A,4,"""AP,2011-08-21,""South Sudan officials say 185 killed in cattle raid and militia attack"""";""BBC Monitoring Middle East,1753-01-01,""Defence minister says we will not allow presence of another army in Sudan"" "";""All Africa ,2011-08-24,""Gov't Says Army Made Advances in Upper Nile"" "";""Reuters,2011-08-24,""S.Sudan says Khartoum-backed raiders kill 15""""",AP;BBC Monitoring Middle East;All Africa ;Reuters,2011-08-21;1753-01-01;2011-08-24;2011-08-24,"""South Sudan officials say 185 killed in cattle raid and militia attack"";""Defence minister says we will not allow presence of another army in Sudan"" ;""Gov't Says Army Made Advances in Upper Nile"" ;""S.Sudan says Khartoum-backed raiders kill 15""",,2,Kaka town,"Alal area of Kaka County, Upper Nile state
Kaka Payam",Upper Nile state,Manyo county,10.579060,SSD,32.157400,POINT (32.157400 10.579060),145145,South Sudan,626,Africa,1,2,2011-08-19 00:00:00.000,2011-08-20 00:00:00.000,0,0,0,60,60,75,60,626,
83634,SSD-2011-1-818-12,2011,2011,2011,1,Clear,1,11345,11345,South Sudan: Government,11978,11978,Government of South Sudan - SSDM/A,113,113,Government of South Sudan,1108,1108,SSDM/A,1,"""All Africa,2011-10-04,""Two Rebels Killed in Jonglei As Army Say Situation Under Control""""",All Africa,2011-10-04,"""Two Rebels Killed in Jonglei As Army Say Situation Under Control""",,3,Ayod county,"Wuidang village, Ayod county in Jonglei state",Jonglei state,Ayod county,8.130949,SSD,31.410470,POINT (31.410470 8.130949),141543,South Sudan,626,Africa,1,1,2011-09-26 00:00:00.000,2011-09-26 00:00:00.000,0,2,0,0,2,2,2,626,
83636,SSD-2011-1-818-13,2011,2011,2011,1,Clear,1,11345,11345,South Sudan: Government,11978,11978,Government of South Sudan - SSDM/A,113,113,Government of South Sudan,1108,1108,SSDM/A,1,"""All Africa,2011-11-21,Atar Community in Juba""",All Africa,2011-11-21,Atar Community in Juba,,1,Atar village,Atar area north of Pigi County,Jonglei state,Pigi county,9.336170,SSD,31.404380,POINT (31.404380 9.336170),142983,South Sudan,626,Africa,1,1,2011-11-16 00:00:00.000,2011-11-16 00:00:00.000,4,0,0,0,4,4,4,626,
83691,SSD-2011-1-818-3,2011,2011,2011,1,Clear,1,11345,11345,South Sudan: Government,11978,11978,Government of South Sudan - SSDM/A,113,113,Government of South Sudan,1108,1108,SSDM/A,1,"""All Africa,2011-11-21,""Hundreds Left Homeless in Pigi County""""",All Africa,2011-11-21,"""Hundreds Left Homeless in Pigi County""",,3,Pigi county,"three Villages in Pigi County, Jongeli state",Jonglei state,Pigi county,8.979230,SSD,31.613850,POINT (31.613850 8.979230),142264,South Sudan,626,Africa,2,2,2011-11-16 00:00:00.000,2011-11-20 00:00:00.000,0,4,15,0,19,19,19,626,
83693,SSD-2011-1-818-5,2011,2011,2011,1,Clear,1,11345,11345,South Sudan: Government,11978,11978,Government of South Sudan - SSDM/A,113,113,Government of South Sudan,1108,1108,SSDM/A,2,"""All Africa,2011-12-11,""Fresh Fighting Erupts"" "";""All Africa,2011-12-13,""Recent Attacks On Pigi County in Jonglei State Leave 34 Dead"" """,All Africa;All Africa,2011-12-11;2011-12-13,"""Fresh Fighting Erupts"" ;""Recent Attacks On Pigi County in Jonglei State Leave 34 Dead""",,3,Pigi county,"Pigi County, Jonglei",Jonglei state,Pigi county,8.979230,SSD,31.613850,POINT (31.613850 8.979230),142264,South Sudan,626,Africa,1,1,2011-12-11 00:00:00.000,2011-12-11 00:00:00.000,5,7,5,0,17,40,17,626,
83697,SSD-2011-1-818-9,2011,2011,2011,1,Clear,1,11345,11345,South Sudan: Government,11978,11978,Government of South Sudan - SSDM/A,113,113,Government of South Sudan,1108,1108,SSDM/A,1,"""AFP ,2011-12-28,""South Sudan rebel chief Athor killed: govt""""",AFP,2011-12-28,"""South Sudan rebel chief Athor killed: govt""",,3,Morobo county,"Morobo County, Central Equatoria",Central Equatoria state,Morobo county,3.687840,SSD,30.775210,POINT (30.775210 3.687840),135062,South Sudan,626,Africa,1,1,2011-12-19 00:00:00.000,2011-12-19 00:00:00.000,1,2,0,0,3,3,3,626,
30380,SSD-2011-1-819-19,2011,2011,2011,1,Clear,1,11345,11345,South Sudan: Government,11979,11979,Government of South Sudan - SSLM/A,113,113,Government of South Sudan,1124,1124,SSLM/A,-1,"All Africa 2011-12-21 ""Choking On High Prices",,,,,4,Unity state,Unity State,Unity state,,8.650000,SSD,29.850000,POINT (29.850000 8.650000),142260,South Sudan,626,Africa,2,5,2011-10-01 00:00:00.000,2011-12-21 00:00:00.000,0,0,0,24,24,24,24,626,
31950,SSD-2011-1-819-7,2011,2011,2011,1,Clear,1,11345,11345,South Sudan: Government,11979,11979,Government of South Sudan - SSLM/A,113,113,Government of South Sudan,1124,1124,SSLM/A,-1,"AFP 2011-10-29 ""Some 80 killed in rebel attack in oil-rich South Sudan state"" AND 2011-10-12 ""UN says bus 'mine blast' in South Sudan killed 20",,,,,3,Mayom county,"Mayom, west of the state capital Bentiu",Unity state,Mayom county,9.220000,SSD,29.220000,POINT (29.220000 9.220000),142979,South Sudan,626,Africa,1,1,2011-10-09 00:00:00.000,2011-10-09 00:00:00.000,0,0,0,0,0,20,0,626,
31951,SSD-2011-1-819-9,2011,2011,2011,1,Clear,1,11345,11345,South Sudan: Government,11979,11979,Government of South Sudan - SSLM/A,113,113,Government of South Sudan,1124,1124,SSLM/A,-1,"AFP 2011-10-29 ""Some 80 killed in rebel attack in oil-rich South Sudan state",,,,,3,Mayom county,Mayom 93 km from Bentiu,Unity state,Mayom county,9.220000,SSD,29.220000,POINT (29.220000 9.220000),142979,South Sudan,626,Africa,1,1,2011-10-29 00:00:00.000,2011-10-29 00:00:00.000,9,60,9,0,78,80,78,626,
31949,SSD-2011-1-819-13,2011,2011,2011,1,Clear,1,11345,11345,South Sudan: Government,11979,11979,Government of South Sudan - SSLM/A,113,113,Government of South Sudan,1124,1124,SSLM/A,-1,"Reuters 2011-10-31 ""UPDATE 2-Sudan, rebels say fighting in southern oil state",,,,,3,Mayom county,Mayom 93 km from Bentiu,Unity state,Mayom county,9.220000,SSD,29.220000,POINT (29.220000 9.220000),142979,South Sudan,626,Africa,2,2,2011-10-29 00:00:00.000,2011-10-30 00:00:00.000,4,0,2,0,6,6,6,626,
31960,SSD-2011-1-819-16,2011,2011,2011,1,Clear,1,11345,11345,South Sudan: Government,11979,11979,Government of South Sudan - SSLM/A,113,113,Government of South Sudan,1124,1124,SSLM/A,-1,"All Africa 2011-11-04 ""Local Rebels Claim Clash Victory and Allege UN Involvement",,,,,3,Rubkona county,"Nhialdiew, 35km from the Unity state capital, Benitu",Unity state,Rubkona county,9.293485,SSD,29.789198,POINT (29.789198 9.293485),142980,South Sudan,626,Africa,2,2,2011-11-01 00:00:00.000,2011-11-03 00:00:00.000,0,0,0,0,0,50,0,626,
31959,SSD-2011-1-819-18,2011,2011,2011,1,Clear,1,11345,11345,South Sudan: Government,11979,11979,Government of South Sudan - SSLM/A,113,113,Government of South Sudan,1124,1124,SSLM/A,-1,"All Africa 2011-11-11 ""Four Rebels Surrender in Unity State As Landmine Fears Grow",,,,,3,Rubkona county,"Nhialdiu payam, Unity State",Unity state,Rubkona county,9.293485,SSD,29.789198,POINT (29.789198 9.293485),142980,South Sudan,626,Africa,1,2,2011-11-07 00:00:00.000,2011-11-08 00:00:00.000,0,2,1,0,3,3,3,626,
31905,SSD-2012-1-819-1,2012,2012,2012,1,Clear,1,11345,11345,South Sudan: Government,11979,11979,Government of South Sudan - SSLM/A,113,113,Government of South Sudan,1124,1124,SSLM/A,-1,"All Africa 2012-03-28 ""Rebel Group Claims to Have Captured SPLA Base - Vows to Liberate Other Towns [press release]",,,,,3,Pariang county,Northern Pariang County,Unity state,Pariang county,9.091134,SSD,29.098214,POINT (29.098214 9.091134),142979,South Sudan,626,Africa,1,1,2012-03-27 00:00:00.000,2012-03-27 00:00:00.000,2,0,0,0,2,2,2,626,
31906,SSD-2012-1-819-2,2012,2012,2012,1,Clear,1,11345,11345,South Sudan: Government,11979,11979,Government of South Sudan - SSLM/A,113,113,Government of South Sudan,1124,1124,SSLM/A,-1,"All Africa 2012-03-29 ""HD  S. Sudanese Rebels Claim Responsibility for Borderland Attack Juba Attributed to Khartoum"" AND Small Arms Survey April 2012 ""Reaching for the gun Arms flows and holdings in South Sudan",,,,,3,Pariang county,"Lalop, Parieng county, Unity state",Unity state,Pariang county,9.091134,SSD,29.098214,POINT (29.098214 9.091134),142979,South Sudan,626,Africa,1,1,2012-03-27 00:00:00.000,2012-03-27 00:00:00.000,120,7,0,0,127,127,127,626,
31907,SSD-2012-1-819-3,2012,2012,2012,1,Clear,1,11345,11345,South Sudan: Government,11979,11979,Government of South Sudan - SSLM/A,113,113,Government of South Sudan,1124,1124,SSLM/A,-1,"All Africa 2012-04-02 ""Rebel Group Says to Have Destroyed and Captured SPLA Tanks, Vows to Prove Its Claim",,,,,4,Unity state,Unity State,Unity state,,8.650000,SSD,29.850000,POINT (29.850000 8.650000),142260,South Sudan,626,Africa,1,1,2012-03-30 00:00:00.000,2012-03-30 00:00:00.000,0,8,0,0,8,8,8,626,
154111,SUD-2014-1-833-78,2014,2014,2014,1,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,2,"""BBC Monitoring Africa,2014-11-16,Sudanese warplanes reportedly accused of attacking South Sudan's territories"";""Africa Research Bulletin Vol. 51 No. 11,2014-12-04,SUDAN – SOUTH SUDAN Border Demarcation to Resume""",BBC Monitoring Africa;Africa Research Bulletin Vol. 51 No. 11,2014-11-16;2014-12-04,Sudanese warplanes reportedly accused of attacking South Sudan's territories;SUDAN – SOUTH SUDAN Border Demarcation to Resume,"spokesman for the South Sudan Army, Philip Aguer",3,Maban county,"area of Khur Tanbak, in the Al-Mapan district of the Upper Nile Province",Upper Nile state,Maban county,9.979167,SSD,33.750000,POINT (33.750000 9.979167),143708,South Sudan,626,Africa,1,2,2014-11-12 00:00:00.000,2014-11-15 00:00:00.000,0,0,0,7,7,7,7,625,
196190,SUD-2015-1-833-111,2015,2015,2015,1,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""Xinhua News Agency,2015-06-17,1st LD: South Sudan accuses Sudan's air force of bombarding its territories, killing 6 civilians""",Xinhua News Agency,2015-06-17,"1st LD: South Sudan accuses Sudan's air force of bombarding its territories, killing 6 civilians","Philip Aguer, South Sudan's army spokesman",3,Renk county,Panis and Adham areas of Renk county in the Upper Nile State,Upper Nile state,Renk county,11.830000,SSD,32.800000,POINT (32.800000 11.830000),146586,South Sudan,626,Africa,1,1,2015-06-17 00:00:00.000,2015-06-17 00:00:00.000,0,0,0,0,0,6,0,625,
29918,SUD-2012-1-817-9,2012,2012,2012,1,Clear,1,11348,11348,South Sudan - Sudan,11989,11989,Government of South Sudan - Government of Sudan,113,113,Government of South Sudan,112,112,Government of Sudan,-1,"All Africa 2012-04-03 ""Juba Pleads for Global Help to 'Tame' Khartoum",,,,,4,Unity state,oil fields,Unity state,,8.650000,SSD,29.850000,POINT (29.850000 8.650000),142260,South Sudan,626,Africa,2,3,2012-03-27 00:00:00.000,2012-04-02 00:00:00.000,0,0,0,24,24,24,24,626,625
