Level,Indicator,Value,Region,Subregion,Territory,Year,Source,Source Description
Country,Homicide count,41,Europe,Southern Europe,Kosovo under UNSCR 1244,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,55,Europe,Southern Europe,Kosovo under UNSCR 1244,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,42,Europe,Southern Europe,Kosovo under UNSCR 1244,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,38,Europe,Southern Europe,Kosovo under UNSCR 1244,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,48,Europe,Southern Europe,Kosovo under UNSCR 1244,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,44,Europe,Southern Europe,Kosovo under UNSCR 1244,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,6.4668135148,Europe,Southern Europe,Kosovo under UNSCR 1244,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,4.1442564579,Europe,Southern Europe,Kosovo under UNSCR 1244,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,5.969544062,Europe,Southern Europe,Kosovo under UNSCR 1244,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.4617532105,Europe,Southern Europe,Kosovo under UNSCR 1244,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,4.9855971637,Europe,Southern Europe,Kosovo under UNSCR 1244,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.2476837893,Europe,Southern Europe,Kosovo under UNSCR 1244,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.0189922055,Europe,Southern Europe,Kosovo under UNSCR 1244,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.331002331,Europe,Southern Europe,Kosovo under UNSCR 1244,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.0922805858,Europe,Southern Europe,Kosovo under UNSCR 1244,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.621518296,Europe,Southern Europe,Kosovo under UNSCR 1244,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.3989300898,Europe,Southern Europe,Kosovo under UNSCR 1244,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,16,Asia,Western Asia,Kuwait,1996,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,39,Asia,Western Asia,Kuwait,2001,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,23,Asia,Western Asia,Kuwait,2002,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,29,Asia,Western Asia,Kuwait,2003,NP,National Police
Country,Homicide count,43,Asia,Western Asia,Kuwait,2004,NP,National Police
Country,Homicide count,41,Asia,Western Asia,Kuwait,2005,NP,National Police
Country,Homicide count,45,Asia,Western Asia,Kuwait,2006,NP,National Police
Country,Homicide count,59,Asia,Western Asia,Kuwait,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,38,Asia,Western Asia,Kuwait,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,49,Asia,Western Asia,Kuwait,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,60,Asia,Western Asia,Kuwait,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,59,Asia,Western Asia,Kuwait,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,61,Asia,Western Asia,Kuwait,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.98349087628,Asia,Western Asia,Kuwait,1996,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,1.8542528716,Asia,Western Asia,Kuwait,2001,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,1.0762796848,Asia,Western Asia,Kuwait,2002,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,1.341582679,Asia,Western Asia,Kuwait,2003,NP,National Police
Country,Homicide rate,1.9541031167,Asia,Western Asia,Kuwait,2004,NP,National Police
Country,Homicide rate,1.8060114633,Asia,Western Asia,Kuwait,2005,NP,National Police
Country,Homicide rate,1.8958056774,Asia,Western Asia,Kuwait,2006,NP,National Police
Country,Homicide rate,2.3562055666,Asia,Western Asia,Kuwait,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.4307175048,Asia,Western Asia,Kuwait,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.7369474602,Asia,Western Asia,Kuwait,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.005425344,Asia,Western Asia,Kuwait,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.8623419929,Asia,Western Asia,Kuwait,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.8215197327,Asia,Western Asia,Kuwait,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,603,Asia,Central Asia,Kyrgyzstan,1990,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,366,Asia,Central Asia,Kyrgyzstan,1991,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,468,Asia,Central Asia,Kyrgyzstan,1992,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,548,Asia,Central Asia,Kyrgyzstan,1993,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,546,Asia,Central Asia,Kyrgyzstan,1994,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide count,535,Asia,Central Asia,Kyrgyzstan,1995,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,519,Asia,Central Asia,Kyrgyzstan,1996,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,439,Asia,Central Asia,Kyrgyzstan,1997,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,425,Asia,Central Asia,Kyrgyzstan,1998,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,433,Asia,Central Asia,Kyrgyzstan,1999,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,430,Asia,Central Asia,Kyrgyzstan,2000,UNECE,United Nations Economic Commission for Europe (UNECE)
Country,Homicide count,386,Asia,Central Asia,Kyrgyzstan,2001,UNECE,United Nations Economic Commission for Europe (UNECE)
Country,Homicide count,411,Asia,Central Asia,Kyrgyzstan,2002,UNECE,United Nations Economic Commission for Europe (UNECE)
Country,Homicide count,420,Asia,Central Asia,Kyrgyzstan,2003,NSO,National Statistical Office
Country,Homicide count,419,Asia,Central Asia,Kyrgyzstan,2004,NSO,National Statistical Office
Country,Homicide count,491,Asia,Central Asia,Kyrgyzstan,2005,NSO,National Statistical Office
Country,Homicide count,446,Asia,Central Asia,Kyrgyzstan,2006,NSO,National Statistical Office
Country,Homicide count,416,Asia,Central Asia,Kyrgyzstan,2007,NSO,National Statistical Office
Country,Homicide count,417,Asia,Central Asia,Kyrgyzstan,2008,NSO,National Statistical Office
Country,Homicide count,419,Asia,Central Asia,Kyrgyzstan,2009,NSO,National Statistical Office
Country,Homicide count,909,Asia,Central Asia,Kyrgyzstan,2010,NSO,National Statistical Office
Country,Homicide count,467,Asia,Central Asia,Kyrgyzstan,2011,NSO,National Statistical Office
Country,Homicide count,380,Asia,Central Asia,Kyrgyzstan,2012,NSO,National Statistical Office
Country,Homicide count,301,Asia,Central Asia,Kyrgyzstan,2013,NSO,National Statistical Office
Country,Homicide count,320,Asia,Central Asia,Kyrgyzstan,2014,NSO,National Statistical Office
Country,Homicide count,305,Asia,Central Asia,Kyrgyzstan,2015,NSO,National Statistical Office
Country,Homicide count,267,Asia,Central Asia,Kyrgyzstan,2016,NSO,National Statistical Office
Country,Homicide count,256,Asia,Central Asia,Kyrgyzstan,2017,NSO,National Statistical Office
Country,Homicide count,138,Asia,Central Asia,Kyrgyzstan,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,13.789523392,Asia,Central Asia,Kyrgyzstan,1990,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide rate,8.2812418333,Asia,Central Asia,Kyrgyzstan,1991,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide rate,10.506956144,Asia,Central Asia,Kyrgyzstan,1992,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide rate,12.22165624,Asia,Central Asia,Kyrgyzstan,1993,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide rate,12.082832464,Asia,Central Asia,Kyrgyzstan,1994,TransMonEE,Transformative Monitoring for Enhanced Equity (TransMonEE)
Country,Homicide rate,11.716792639,Asia,Central Asia,Kyrgyzstan,1995,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,11.210948798,Asia,Central Asia,Kyrgyzstan,1996,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,9.3292086472,Asia,Central Asia,Kyrgyzstan,1997,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,8.8786347041,Asia,Central Asia,Kyrgyzstan,1998,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,8.9074104512,Asia,Central Asia,Kyrgyzstan,1999,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,8.7385727919,Asia,Central Asia,Kyrgyzstan,2000,UNECE,United Nations Economic Commission for Europe (UNECE)
Country,Homicide rate,7.7778062113,Asia,Central Asia,Kyrgyzstan,2001,UNECE,United Nations Economic Commission for Europe (UNECE)
Country,Homicide rate,8.2340340877,Asia,Central Asia,Kyrgyzstan,2002,UNECE,United Nations Economic Commission for Europe (UNECE)
Country,Homicide rate,8.3773175749,Asia,Central Asia,Kyrgyzstan,2003,NSO,National Statistical Office
Country,Homicide rate,8.315150144,Asia,Central Asia,Kyrgyzstan,2004,NSO,National Statistical Office
Country,Homicide rate,9.6742287216,Asia,Central Asia,Kyrgyzstan,2005,NSO,National Statistical Office
Country,Homicide rate,8.7034936331,Asia,Central Asia,Kyrgyzstan,2006,NSO,National Statistical Office
Country,Homicide rate,8.0240969805,Asia,Central Asia,Kyrgyzstan,2007,NSO,National Statistical Office
Country,Homicide rate,7.9353465263,Asia,Central Asia,Kyrgyzstan,2008,NSO,National Statistical Office
Country,Homicide rate,7.8542255734,Asia,Central Asia,Kyrgyzstan,2009,NSO,National Statistical Office
Country,Homicide rate,16.764109977,Asia,Central Asia,Kyrgyzstan,2010,NSO,National Statistical Office
Country,Homicide rate,8.4633232734,Asia,Central Asia,Kyrgyzstan,2011,NSO,National Statistical Office
Country,Homicide rate,6.7596618248,Asia,Central Asia,Kyrgyzstan,2012,NSO,National Statistical Office
Country,Homicide rate,5.251851583,Asia,Central Asia,Kyrgyzstan,2013,NSO,National Statistical Office
Country,Homicide rate,5.4752134521,Asia,Central Asia,Kyrgyzstan,2014,NSO,National Statistical Office
Country,Homicide rate,5.1182002193,Asia,Central Asia,Kyrgyzstan,2015,NSO,National Statistical Office
Country,Homicide rate,4.3955486756,Asia,Central Asia,Kyrgyzstan,2016,NSO,National Statistical Office
Country,Homicide rate,4.1358851529,Asia,Central Asia,Kyrgyzstan,2017,NSO,National Statistical Office
Country,Homicide rate,2.1890776131,Asia,Central Asia,Kyrgyzstan,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,259,Europe,Northern Europe,Latvia,1992,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,387,Europe,Northern Europe,Latvia,1993,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,348,Europe,Northern Europe,Latvia,1994,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,288,Europe,Northern Europe,Latvia,1995,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,268,Europe,Northern Europe,Latvia,1996,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,272,Europe,Northern Europe,Latvia,1997,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,250,Europe,Northern Europe,Latvia,1998,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,229,Europe,Northern Europe,Latvia,1999,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,238,Europe,Northern Europe,Latvia,2000,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,219,Europe,Northern Europe,Latvia,2001,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,214,Europe,Northern Europe,Latvia,2002,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,202,Europe,Northern Europe,Latvia,2003,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,181,Europe,Northern Europe,Latvia,2004,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,126,Europe,Northern Europe,Latvia,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,128,Europe,Northern Europe,Latvia,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,94,Europe,Northern Europe,Latvia,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,99,Europe,Northern Europe,Latvia,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,108,Europe,Northern Europe,Latvia,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,70,Europe,Northern Europe,Latvia,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,69,Europe,Northern Europe,Latvia,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,70,Europe,Northern Europe,Latvia,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,50,Europe,Northern Europe,Latvia,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,64,Europe,Northern Europe,Latvia,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,67,Europe,Northern Europe,Latvia,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,69,Europe,Northern Europe,Latvia,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,81,Europe,Northern Europe,Latvia,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,84,Europe,Northern Europe,Latvia,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,9.8845379112,Europe,Northern Europe,Latvia,1992,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,14.984562416,Europe,Northern Europe,Latvia,1993,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,13.681224328,Europe,Northern Europe,Latvia,1994,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,11.481074565,Europe,Northern Europe,Latvia,1995,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,10.811543501,Europe,Northern Europe,Latvia,1996,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,11.087061969,Europe,Northern Europe,Latvia,1997,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,10.285754723,Europe,Northern Europe,Latvia,1998,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,9.5096192498,Europe,Northern Europe,Latvia,1999,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,9.9825933771,Europe,Northern Europe,Latvia,2000,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,9.2848188125,Europe,Northern Europe,Latvia,2001,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,9.1745951174,Europe,Northern Europe,Latvia,2002,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,8.7603459903,Europe,Northern Europe,Latvia,2003,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,7.9423516908,Europe,Northern Europe,Latvia,2004,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,5.5950365809,Europe,Northern Europe,Latvia,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,5.7526461049,Europe,Northern Europe,Latvia,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,4.2764419457,Europe,Northern Europe,Latvia,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,4.5595896922,Europe,Northern Europe,Latvia,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,5.0354721035,Europe,Northern Europe,Latvia,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.3036710865,Europe,Northern Europe,Latvia,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.2957490569,Europe,Northern Europe,Latvia,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.3832475116,Europe,Northern Europe,Latvia,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.4450475562,Europe,Northern Europe,Latvia,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.1664044488,Europe,Northern Europe,Latvia,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.3538989075,Europe,Northern Europe,Latvia,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.4949715464,Europe,Northern Europe,Latvia,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,4.151510663,Europe,Northern Europe,Latvia,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,4.3558049657,Europe,Northern Europe,Latvia,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,183,Asia,Western Asia,Lebanon,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,145,Asia,Western Asia,Lebanon,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,163,Asia,Western Asia,Lebanon,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,168,Asia,Western Asia,Lebanon,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,194,Asia,Western Asia,Lebanon,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,236,Asia,Western Asia,Lebanon,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,240,Asia,Western Asia,Lebanon,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,231,Asia,Western Asia,Lebanon,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,235,Asia,Western Asia,Lebanon,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,246,Asia,Western Asia,Lebanon,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,171,Asia,Western Asia,Lebanon,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.840709209,Asia,Western Asia,Lebanon,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.0126577334,Asia,Western Asia,Lebanon,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.2908922639,Asia,Western Asia,Lebanon,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.2295134469,Asia,Western Asia,Lebanon,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.5033100863,Asia,Western Asia,Lebanon,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.9911950179,Asia,Western Asia,Lebanon,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
