"","show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in","description"
"5141","s5141","Movie","Refugee","Clementine Malpas, Leslie Knott","Cate Blanchett, Lynsey Addario, Omar Victor Diop, Graciela Iturbide, Martin Schoeller, Tom Stoddart","","March 10, 2017",2016,"TV-PG","24 min","Documentaries","five acclaimed photographers travel the world to provide detailed insight into the difficult conditions faced by refugees who dream of a better life."
"5142","s5142","Movie","Regatta","Mohamed Samy","Amr Saad, Ilham Shaheen, Rania Yousef","Egypt","May 9, 2019",2015,"TV-MA","100 min","Action & Adventure, Dramas, International Movies","inside one of cairo's most impoverished areas exists a place where criminals control everything and everyone."
"5143","s5143","Movie","Reggie Watts: Spatial","Benjamin Dickinson","Reggie Watts","United States","December 6, 2016",2016,"TV-MA","62 min","Music & Musicals, Stand-Up Comedy","the comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures."
"5144","s5144","TV Show","Reggie Yates Outside Man","","Reggie Yates","United Kingdom"," December 15, 2017",2017,"TV-MA","2 Seasons","British TV Shows, Docuseries, International TV Shows","award-winning filmmaker reggie yates travels around the world tackling big issues such as gun violence, racism, gay rights and addiction."
"5145","s5145","TV Show","Regiment Diaries","","","India","December 26, 2020",2020,"TV-PG","2 Seasons","Docuseries, International TV Shows","historical footage and interviews with soldiers showcase war stories, unique traditions and unifying principles of the indian army’s various regiments."
"5146","s5146","Movie","Rehmataan","","Sukhjinder Shera, Guggu Gill, Deep Dhillon, Raj Virk, Surinder Shinda","India","December 28, 2018",2012,"TV-14","116 min","Dramas, International Movies, Romantic Movies","as unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world."
"5147","s5147","TV Show","Reign","","Adelaide Kane, Megan Follows, Torrance Coombs, Toby Regbo, Jenessa Grant, Celina Sinden, Caitlin Stasey, Anna Popplewell, Alan Van Sprang, Rossif Sutherland, Jonathan Keltz, Sean Teale, Craig Parker","United States","September 5, 2017",2017,"TV-14","4 Seasons","TV Dramas","this vivid historical drama series tells of the rise to power of mary, queen of scots, amid a court full of sexual and political intrigue."
"5148","s5148","Movie","Reincarnated","Andy Capper","Snoop Dogg, Dr. Dre, Bunny Wailer","United States","June 13, 2016",2012,"R","96 min","Documentaries, Music & Musicals","vice magazine's andy capper follows rapper snoop dogg on a pilgrimage to jamaica, where he rechristens himself snoop lion, a reggae artist."
"5149","s5149","Movie","ReMastered: Devil at the Crossroads","Brian Oakes","","United States","April 26, 2019",2019,"TV-14","49 min","Documentaries, Music & Musicals","cloaked in mystery, bluesman robert johnson left his mark on american music. now family, critics and famous fans look for the real man behind the music."
"5150","s5150","Movie","ReMastered: Massacre at the Stadium","Bent-Jorgen Perlmutt","","United States","January 11, 2019",2019,"TV-MA","65 min","Documentaries, Music & Musicals","the shocking murder of singer victor jara in 1973 turned him into a powerful symbol of chile's struggle. decades later, a quest for justice unfolds."
"5151","s5151","Movie","ReMastered: The Lion's Share","Sam Cullman","","","May 17, 2019",2019,"TV-14","84 min","Documentaries, Music & Musicals","after discovering the family of solomon linda, the writer of ""the lion sleeps tonight,"" a reporter tries to help them fight for fair compensation."
"5152","s5152","Movie","ReMastered: The Miami Showband Massacre","Stuart Sender","","United States","March 22, 2019",2019,"TV-MA","71 min","Documentaries, Music & Musicals","the killing of three members of the miami showband sent shock waves across ireland in 1975. now one survivor doggedly pursues the truth."
"5153","s5153","Movie","ReMastered: The Two Killings of Sam Cooke","Kelly Duane de la Vega","Sam Cooke","United States","February 8, 2019",2019,"TV-MA","74 min","Documentaries, Music & Musicals","while sam cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33."
"5154","s5154","Movie","ReMastered: Tricky Dick & The Man in Black","Sara Dosa","","United States","November 2, 2018",2018,"TV-14","59 min","Documentaries, Music & Musicals","this documentary chronicles johnny cash's 1970 visit to the white house, where cash's emerging ideals clashed with richard nixon's policies."
"5155","s5155","Movie","ReMastered: Who Killed Jam Master Jay?","Brian Oakes","","","December 7, 2018",2018,"TV-MA","59 min","Documentaries, Music & Musicals","run-dmc dj jam master jay made a huge impact in music and his community. but friends and family still seek closure years after his unsolved murder."
"5156","s5156","Movie","ReMastered: Who Shot the Sheriff","Kief Davidson","","United States","October 12, 2018",2018,"TV-14","57 min","Documentaries, Music & Musicals","in 1976, reggae icon bob marley survived an assassination attempt as rival political groups battled in jamaica. but who exactly was responsible?"
"5157","s5157","Movie","Rembat","Shamyl Othman","Shaheizy Sam, Aniu, Zizan Razak, Zara Zya, Arja Lee","Malaysia","August 21, 2017",2015,"TV-PG","88 min","Action & Adventure, Comedies, International Movies","two huge soccer fans must go on a rambunctious road trip to fix a big match between malaysia and thailand, or they'll draw the ire of a loan shark."
"5158","s5158","Movie","Remember","Atom Egoyan","Christopher Plummer, Bruno Ganz, Jürgen Prochnow, Heinz Lieven, Henry Czerny, Dean Norris, Martin Landau","Canada, Mexico, Germany, South Africa","July 26, 2018",2015,"R","95 min","Action & Adventure, Dramas","following the written instructions of his friend, senile zev crosses the country to find and murder the nazi who killed their families in auschwitz."
"5159","s5159","Movie","Remember Me","Allen Coulter","Robert Pattinson, Emilie de Ravin, Chris Cooper, Lena Olin, Pierce Brosnan, Tate Ellington, Ruby Jerins, Gregory Jbara, Meghan Markle","United States","August 1, 2020",2010,"PG-13","112 min","Dramas, Romantic Movies","tyler's still feeling lost following the tragedy that's strained his relationship with his father when he meets ally, a girl who understands his pain."
"5160","s5160","Movie","Rememory","Mark Palansky","Peter Dinklage, Julia Ormond, Martin Donovan, Anton Yelchin, Henry Ian Cusick, Evelyne Brochu, Matt Ellis, Colin Lawrence, Chad Krowchuk, Gracyn Shinyei","United Kingdom, United States, Canada","June 1, 2020",2017,"PG-13","112 min","Dramas, Sci-Fi & Fantasy","a psychologist is murdered after unveiling a breakthrough invention that extracts memories, spurring a fixated former patient to hunt for answers."
"5161","s5161","Movie","Rencor tatuado","Julián Hernández","Diana Lein, Irving Peña, César Romero, César Ramos, Giovanna Zacarías, Mónica Del Carmen, Rocío Verdejo, Itatí Cantoral","Mexico","May 14, 2020",2018,"TV-MA","152 min","Dramas, Independent Movies, International Movies","armed with a thirst for revenge, a vigilante makes justice her business after being hired by various women to seduce and humiliate their rapists."
"5162","s5162","TV Show","Reply 1988","","Lee Hye-ri, Park Bo-gum, Ryu Jun-yeol, Ko Kyoung-pyo, Lee Dong-hwi, Ryu Hye-young, Sung Dong-il, Lee Il-hwa","South Korea","January 1, 2020",2015,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","take a nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in seoul."
"5163","s5163","TV Show","Reply 1994","Shin Won-ho","Go Ara, Jung Woo, Sung Dong-il, Dohee, Son Ho-jun, Kim Sung-kyun, Cha Seon-wu, Yoo Yeon-seok, Lee Il-hwa","South Korea","August 8, 2019",2014,"TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","all hailing from various parts of korea, a group of college students go from being complete strangers to a big happy family at a seoul boarding house."
"5164","s5164","TV Show","Reply 1997","Shin Won-ho","Jung Eun-ji, Seo In-guk, Shin So-yul, Ji-won Eun, Lee Ho-won, Lee Si-eon, Sung Dong-il, Lee Il-hwa, Song Jong-ho","South Korea","August 8, 2019",2012,"TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","as a teen, shi won was obsessed with a boy band. now 33 years old, shi won and her friends are reviving their memories as their school reunion nears."
"5165","s5165","TV Show","Republic of Doyle","","Allan Hawco, Krystin Pellerin, Marthe Bernard, Mark O'Brien, Sean McGinley, Lynda Boyd, Bob Cole, Steve O'Connell, Sean Panting, Rachel Wilson","Canada","May 28, 2020",2014,"TV-14","6 Seasons","Crime TV Shows, TV Comedies, TV Dramas","a pair of father and son private investigators tries to keep their combustible personal lives in check while tackling an intriguing array of cases."
"5166","s5166","TV Show","Requiem","","Lydia Wilson, Joel Fry, Brendan Coyle, James Frecheville, Claire Rushbrook, Joanna Scanlan, Pippa Haywood, Tara Fitzgerald, Richard Harrington, Sian Reese-Williams","United Kingdom","March 23, 2018",2018,"TV-MA","1 Season","British TV Shows, International TV Shows, TV Dramas","in the wake of a sudden tragedy, a london cellist unearths secrets that link her mother to the disappearance of a young girl in a small welsh town."
"5167","s5167","Movie","Resident Evil: Afterlife","Paul W.S. Anderson","Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts, Sergio Peris-Mencheta, Spencer Locke, Boris Kodjoe, Wentworth Miller","Germany, France, United States, Canada, United Kingdom","January 1, 2020",2010,"R","97 min","Action & Adventure, Horror Movies, Sci-Fi & Fantasy","the undead apocalypse continues as super-soldier alice finds her way to a supposed sanctuary in los angeles, which may just be a deadly trap."
"5168","s5168","Movie","Residente","René Pérez Joglar","René Pérez Joglar","United States","January 1, 2018",2017,"TV-MA","97 min","Documentaries, Music & Musicals","the results of a dna test spur puerto rican rap icon residente to set out on a global voyage in search of his roots and fresh musical inspiration."
"5169","s5169","Movie","Residue","Merawi Gerima","Obinna Nwachukwu, Dennis Lindsey, Taline Stewart, Derron Scott, Jamal Graham, JaCari Dye, Julian Selman, Melody Tally, Ramon Thompson, Hasinatu Camara","United States","September 17, 2020",2020,"TV-MA","90 min","Dramas, Independent Movies","a young screenwriter returns to his hometown to write a script based on his childhood and discovers his neighborhood has been gentrified."
"5170","s5170","TV Show","Restaurants on the Edge","","Nick Liberato, Karin Bohn, Dennis Prescott","Canada","May 8, 2020",2020,"TV-14","2 Seasons","International TV Shows, Reality TV","three food and design experts travel the world to revive failing restaurants by connecting them to the local culture beyond their gorgeous views."
"5171","s5171","Movie","Restless Creature: Wendy Whelan","Linda Saffire, Adam Schlesinger","Peter Martins, Sean Suozzi, Gretchen Smith, Ashley Laracey, Tiler Peck, Damian Woetzel, Albert Evans, Sterling Hyltin, Craig Hall, Peter Boal, Karen Young, Michelle Rodriguez, Jock Soto, Adam Barrett","United States","September 26, 2017",2016,"TV-MA","94 min","Documentaries","after 30 years with the new york city ballet, celebrated dancer wendy whelan redefines herself as an artist in a new stage of life."
"5172","s5172","Movie","Results","Andrew Bujalski","Guy Pearce, Cobie Smulders, Kevin Corrigan, Giovanni Ribisi, Anthony Michael Hall, Brooklyn Decker, Constance Zimmer, Tishuan Scott","United States","October 22, 2015",2015,"R","105 min","Comedies, Independent Movies","after an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer."
"5173","s5173","Movie","Resurface","Josh Izenberg, Wynn Padula","","United States","September 1, 2017",2017,"TV-MA","28 min","Documentaries, Sports Movies","a suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves."
"5174","s5174","TV Show","Resurrection: Ertugrul","","Engin Altan Düzyatan, Serdar Gökhan, Hülya Darcan, Kaan Taşaner, Esra Bilgiç, Osman Soykut, Serdar Deniz, Cengiz Coşkun, Reshad Strik, Hande Subaşı","Turkey","September 24, 2019",2018,"TV-14","5 Seasons","International TV Shows, TV Action & Adventure, TV Dramas","when a good deed unwittingly endangers his clan, a 13th-century turkish warrior agrees to fight a sultan's enemies in exchange for new tribal land."
"5175","s5175","Movie","Retablo","Álvaro Delgado-Aparicio L.","Junior Béjar Roca, Amiel Cayo, Magaly Solier, Hermelinda Luján, Mauro Chuchón, Claudia Solís, Coco Chiarella","Peru, Germany, Norway","July 30, 2020",2017,"TV-MA","102 min","Dramas, International Movies","high in the andes, a teenage boy and his father work together as artisans. but their bond is shattered when the son learns of his father's secret life."
"5176","s5176","TV Show","Retribution","","Georgina Campbell, Joe Dempsie, Adrian Edmondson, Steve Evets, Laura Fraser, Julie Graham, John Lynch, Gary Lewis, Juliet Stevenson, Joanna Vanderham","United Kingdom","January 30, 2018",2016,"TV-MA","1 Season","British TV Shows, Crime TV Shows, International TV Shows","a dark web of secrets and lies emerges when a newlywed couple is killed and detectives question their feuding families."
"5177","s5177","Movie","Return of the Prodigal Son","Youssef Chahine","Majida El Roumi, Souheir El Morshidy, Shoukry Sarhan, Huda Sultan, Mahmoud El Meleigy, Ahmad Mehrez, Hesham Selim","Egypt","June 19, 2020",1976,"TV-MA","124 min","Dramas, International Movies","freed after spending 12 years in jail, a man's homecoming turns into a dark affair as his disillusion clashes with his family's expectations."
"5178","s5178","Movie","Return To The 36th Chamber","Chia-Liang Liu","Gordon Liu, Lung Wei Wang, Hou Hsiao, Lun Hua, Yeong-mun Kwon, Kara Hui, Szu-Chia Chen, Tsui Ling Yu, Wei Hao Teng, Gong Shih","Hong Kong","August 16, 2018",1980,"R","97 min","Action & Adventure, Comedies, International Movies","when thugs prey upon innocent factory workers, a small-time scammer trains for revenge by studying the moves of shaolin temple monks."
"5179","s5179","Movie","Revelations","Vijay Jayapal","Chetan, Lakshmi Priyaa Chandramouli, Anantharam Karthik, Arpita Banerjee","India","March 1, 2017",2016,"NR","118 min","Dramas, International Movies","after four years together, a husband and wife become entangled in secret, sexually charged relationships that threaten to unravel their marriage."
"5180","s5180","TV Show","Revenge","","Lalita Panyopas, Saksit Tangtong, Tao Somchai Khemklad, Tack Parunyu Rojanawuttitum, Pongsatorn Jongwilas, Chaleumpol Tikumpornteerawong, Akarin Akaranitimaytharatt, Kanthi Pitithan, Plerng Pollapakk Vacharaponghiran, Kritteera Inpornwijit","","May 2, 2019",2017,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","after a mother and her daughter are gang-raped by seven men, the daughter suffers a mental breakdown, and the single mom sets out to get revenge."
"5181","s5181","Movie","Revenge of the Green Dragons","Andrew Lau Wai-Keung, Andrew Loo","Ray Liotta, Justin Chon, Kevin Wu, Harry Shum Jr., Eugenia Yuan, Leonard Wu, Jin Auyeung, Jon Kit Lee, Shuya Chang, Geoff Pierson","Hong Kong, United States","July 21, 2018",2014,"R","95 min","Action & Adventure, Dramas, Independent Movies","in gritty 1980s new york, two chinese immigrant boys rise through the ranks of the infamous green dragons gang, where they're trained to kill."
"5182","s5182","Movie","Revenge of the Pontianak","Glen Goei, Gavin Yap","Nur Fazura, Remy Ishak, Hisyam Hamid, Shenty Feliziana, Nam Ron, Tony Eusoff, Wan Hanafi Su","Singapore, Malaysia","October 24, 2019",2019,"TV-14","92 min","Horror Movies, International Movies","a wedding in a malaysian village leaves out one guest: a scorned vampire ghost bent on settling a secret score with the groom and anyone in her way."
"5183","s5183","Movie","Revenger","Lee Seung-won","Bruce Khan, Park Hee-soon, Yoon Jin-seo, Kim In-kwon, Kim Na-yeon, Park Cheol-min, Jeon Soo-jin, Kim Jae-hyun, Choi Je-heon","South Korea","January 15, 2019",2018,"TV-MA","102 min","Action & Adventure, International Movies","hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals."
"5184","s5184","Movie","Reversing Roe","","Ricki Stern, Annie Sundberg","United States","September 13, 2018",2018,"TV-14","100 min","Documentaries","through interviews with abortion rights supporters and opponents, this film lifts the lid on a decades-long political campaign to overturn roe v. wade."
"5185","s5185","TV Show","Revisions","","Koki Uchiyama, Mikako Komatsu, Nobunaga Shimazaki, Rie Takahashi, Manaka Iwami, Soma Saito","Japan","May 14, 2019",2018,"TV-14","1 Season","Anime Series, International TV Shows","when shibuya time-warps to 2388, high schooler daisuke and his friends are conscripted by ahrv agent milo to fight the hostile cyborg race, revisions."
"5186","s5186","Movie","Revolt","Joe Miale","Lee Pace, Bérénice Marlohe, Jason Flemyng, Sibulele Gcilitshana, Wandile Molebatsi, Sekoati Sk Tsubane, Leroy Gopal, Welile Nzunza, Patrick Bakoba, Tom Fairfoot","United Kingdom","March 31, 2018",2017,"R","87 min","Action & Adventure, Sci-Fi & Fantasy","following a devastating alien invasion, an american soldier and a french foreign aid worker attempt to find refuge in the kenyan countryside."
"5187","s5187","TV Show","Revolting Rhymes","Jani Lachauer, Jakob Schuh","Rob Brydon, Bertie Carvel, Gemma Chan, Dominic West, Isaac Hempstead Wright, Bel Powley, Tamsin Greig, Rose Leslie, David Walliams","United Kingdom","February 1, 2018",2017,"TV-PG","1 Season","British TV Shows, Kids' TV","popular fairy tales take on a darkly comic edge in these short animated films based on a book by roald dahl and illustrator quentin blake."
"5188","s5188","TV Show","Revolutionary Love","","Choi Si-won, Kang So-ra, Gong Myoung","South Korea","June 1, 2020",2017,"TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","a third-generation chaebol falls in love with a woman who opens his eyes to the struggles of the working class and inspires him to make a difference."
"5189","s5189","Movie","Revolutionary Road","Sam Mendes","Leonardo DiCaprio, Kate Winslet, Kathy Bates, Michael Shannon, Kathryn Hahn, David Harbour, Dylan Baker, Richard Easton, Zoe Kazan, Jay O. Sanders, Max Casella","United States, United Kingdom","November 1, 2019",2008,"R","120 min","Dramas, Romantic Movies","april and frank's marriage unravels when a plan to change their ""perfect"" lives becomes their last hope to escape lives engulfed in emptiness."
"5190","s5190","Movie","Rezeta","Fernando Frías De La Parra","Rezeta Veliu, Roger Mendoza, Emiliano Becerríl, Sebastián Cordova, Paulina Dávila","Mexico","December 3, 2016",2012,"NR","84 min","Dramas, Independent Movies, International Movies","gorgeous and free-spirited albanian model rezeta arrives in mexico city, and soon uses her charms to take up a carefree new life in the metropolis."
"5191","s5191","TV Show","Rhyme Time Town","","Luke Amis, Annabelle Westenholz-Smith, Maddie Evans, Jude Muir","","June 19, 2020",2020,"TV-Y","1 Season","Kids' TV","fun-loving friends daisy and cole use music and imagination to solve problems in a town filled with nursery rhyme characters."
"5192","s5192","TV Show","Rhyme Time Town Singalongs","","Luke Amis, Annabelle Westenholz-Smith, Maddie Evans, Jude Muir, Hannah Jane Fox, Rhashan Stone","United States","December 22, 2020",2020,"TV-Y","1 Season","Kids' TV","love snackable, snap-worthy songs? sing along with the rhyme time town friends as they use their imaginations and flex their problem-solving skills!"
"5193","s5193","Movie","Rhys Nicholson Live at the Athenaeum","Thomas Toby Parkinson","Rhys Nicholson","United Kingdom","December 20, 2020",2020,"TV-MA","66 min","Stand-Up Comedy","rhys nicholson flexes his biting humor as he discusses horse tranquilizers, angry letters from viewers, and more in this stand-up special."
"5194","s5194","TV Show","Rhythm + Flow","","Cardi B, Chance The Rapper, T.I.","United States","October 9, 2019",2019,"TV-MA","1 Season","Reality TV","in this music competition show, judges tip “t.i.” harris, cardi b and chance the rapper hit the streets to find the next rap superstar."
"5195","s5195","TV Show","Rica, Famosa, Latina","","","United States","April 26, 2019",2016,"TV-MA","4 Seasons","International TV Shows, Reality TV, Spanish-Language TV Shows","this reality series follows the lives of a group of wealthy, successful latina women in los angeles."
"5196","s5196","Movie","Ricardo O'Farrill Abrazo Genial","Raúl Campos, Jan Suter","Ricardo O'Farrill","Mexico","January 22, 2016",2016,"TV-MA","92 min","Stand-Up Comedy","ricardo o'farrill brings his sharp, observational humor to the stage with a relentless sarcasm and specific mexican sensibility. prepare for mockery."
"5197","s5197","Movie","Ricardo O'Farrill: Abrazo navideño","Raúl Campos, Jan Suter","Ricardo O'Farrill, Carlos Ballarta, Sofía Niño de Rivera, Chumel Torres, Marissa ""Chabe"" Lozano","Mexico","December 12, 2016",2016,"TV-MA","31 min","Stand-Up Comedy","the expressive ricardo o'farrill uses his astute comedic sensibilities to tease christmas traditions, and not even santa claus escapes unscathed."
"5198","s5198","Movie","Ricardo Quevedo: Hay gente así","Raúl Campos, Jan Suter","Ricardo Quevedo","Colombia","January 24, 2018",2018,"TV-MA","59 min","Stand-Up Comedy","droll comic ricardo quevedo hits bogot� with a set that touches on embarrassing misunderstandings, sex talk, the thrill of being scared and more."
"5199","s5199","Movie","Ricardo Quevedo: Los amargados somos más","Fernando Ayllón","Ricardo Quevedo","","April 3, 2019",2019,"TV-MA","59 min","Stand-Up Comedy","from how social media can ruin relationships to the perils of buying a gift for a woman, comic ricardo quevedo dissects life's trials and tribulations."
"5200","s5200","Movie","Rich in Love","Bruno Garotti","Danilo Mesquita, Giovanna Lancellotti, Jaffar Bambirra, Lellê, Ernani Moraes, Gillray Coutinho, Jeniffer Dias, Bruna Griphao, Fernanda Paes Leme","Brazil","April 30, 2020",2020,"TV-14","105 min","Comedies, International Movies, Romantic Movies","rich kid teto is determined to prove himself to paula, his love interest. but when he tells her he grew up poor, the lie spins out of control."
"5201","s5201","Movie","Richard Pryor: Live in Concert","Jeff Margolis","Richard Pryor","United States","December 1, 2016",1979,"TV-MA","79 min","Stand-Up Comedy","richard pryor's classic 1979 concert film has him discussing a wide range of topics, including race, the police and his favorite target – himself."
"5202","s5202","TV Show","Richie Rich","","Jake Brennan, Joshua Carlon, Lauren Taylor, Jenna Ortega, Kiff VandenHeuvel, Brooke Wexler","United States","May 22, 2015",2015,"TV-G","2 Seasons","Kids' TV, TV Comedies","after turning his veggies into green energy, richie rich earns a trillion dollars overnight and a new life filled with nonstop fun and adventure."
"5203","s5203","Movie","Ricky Gervais: Humanity","John L. Spencer","Ricky Gervais","United Kingdom","March 13, 2018",2018,"TV-MA","79 min","Stand-Up Comedy","in his first special in seven years, ricky gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally."
"5204","s5204","Movie","Ride Like a Girl","Rachel Griffiths","Teresa Palmer, Sam Neill, Sullivan Stapleton, Stevie Payne, Brooke Satchwell, Magda Szubanski, Aaron Glenane, Damien Garvey, Sophia Crawford, Henry Nixon","Australia","June 27, 2020",2020,"PG","99 min","Children & Family Movies, Dramas, Independent Movies","the daughter of a horse trainer, an ambitious girl sets her sights on becoming the first female jockey to win the melbourne cup. based on a true story."
"5205","s5205","TV Show","RIDE ON TIME","","King & Prince, Hey! Say! JUMP, KAT-TUN, NEWS, Kansai Johnny's Jr., Snow Man, Tomoyuki Yara, Travis Japan, Bi shonen, SixTONES, HiHi Jets, Kis-My-Ft2, Koichi Domoto","","August 13, 2020",2019,"TV-PG","2 Seasons","Docuseries, International TV Shows","take a deep dive into the beautiful world of japan's top male idol groups from number one producer johnny's in this revealing docuseries."
"5206","s5206","Movie","Riding Faith","Paco Aguilar","John Schneider, T.C. Stallings, Grace Van Dien, Marisa Brown, Jimmy Deshler","United States","June 17, 2020",2020,"TV-PG","81 min","Children & Family Movies, Dramas, Faith & Spirituality","following her father's death, a young woman struggles to help her mother keep the family ranch afloat while preserving a special bond with her horse."
"5207","s5207","Movie","Right Here Right Now","Jakob Lass","Niklas Bruhn, David Schütter, Tinka Furst, Corinna Harfouch, Bela B. Felsenheimer, Martina Schöne-Radunski, Mathias Bloech, Tanna Barthel, Felix Maria Zeppenfeld, Kalle Schwensen","Germany","June 16, 2019",2018,"TV-MA","91 min","Comedies, Dramas, Independent Movies","the owner of a failing music club throws one last blowout, bringing together friends, foes and hard-partying weirdos for an unhinged new year's eve."
"5208","s5208","Movie","Righteous Kill","Jon Avnet","Robert De Niro, Al Pacino, 50 Cent, Carla Gugino, John Leguizamo, Donnie Wahlberg, Brian Dennehy, Trilby Glover","United States","June 1, 2019",2008,"R","101 min","Dramas, Thrillers","two detectives investigate a rash of vigilante killings linked to an old case, suggesting they might have put an innocent man behind bars."
"5209","s5209","TV Show","Rilakkuma and Kaoru","","Mikako Tabe, Soki Matsumoto, Takayuki Yamada, Mai Kanazawa, Shigeru Sugimoto, Issei Takubo, Kanako Nishiyama, Yuzuha Kobayashi, Masako Matsuno, Kana Odaira, Hitoshi Honma, Ayano Kinashi","Japan, United States","April 19, 2019",2019,"TV-PG","1 Season","Anime Series, International TV Shows","her life might be a little mundane, but kaoru gets to go home to rilakkuma, her endearingly lazy roommate who happens to be a fuzzy toy bear."
"5210","s5210","Movie","Rim of the World","McG","Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott MacArthur, Dean S. Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl McDowell, Punam Patel, Jason Rogel, Chris Wylde, Rudy Mancuso, Amanda Cerny, Allan Graf, Cameron Fuller, Richard Gore, Peter Parros, Annie Cavalero","United States","May 24, 2019",2019,"TV-14","99 min","Action & Adventure, Independent Movies, Sci-Fi & Fantasy","stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
"5211","s5211","TV Show","Rimba Racer","","Steven Tan, Iain McNally, Chi-Ren Choong, Kevin Adrian Barnaby, Tikriti Shabudin, Sherilyn Pang Li Ching, Azman Zulkiply","Malaysia","April 5, 2019",2017,"TV-PG","1 Season","Kids' TV","in this animated action series, a rookie driver seeks glory in a world-class auto race, but he’ll need more than just his talent behind the wheel."
"5212","s5212","Movie","Ringan","Makarand Mane","Shashank Shende, Sahil Joshi, Suhas Sirsat, Kalyanee Mulay, Vijay Salve, Umesh Jagtap, Shantanu Gangane, Abhay Mahajan, Vitthal Patil, Ketan Pawar","India","May 1, 2018",2015,"TV-14","103 min","Dramas, International Movies","desperate to save his land, an indebted farmer journeys to pandharpur to seek divine blessing with his small son, who searches for his mother."
"5213","s5213","Movie","Riot","John Lyde","Matthew Reese, Dolph Lundgren, Danielle Chuchran, Chuck Liddell, Michael Flynn, Renny Grames, Eve Mauro, Melanie Stone, Michaela McAllister, Amy Sturdivant","","January 1, 2020",2015,"TV-MA","88 min","Action & Adventure","seeking vengeance for the murder of his wife, a cop robs a bank in order to be thrown into prison with the russian kingpin who ruined his life."
"5214","s5214","Movie","Rip Tide","Rhiannon Bannenberg","Debby Ryan, Genevieve Hegney, Andrew Creer, Naomi Sequeira, Aaron Jeffery, Valerie Bader, Jeremy Lindsay Taylor, Danielle Carter, Marcus Graham, Kimie Tsukakoshi","Australia, United Arab Emirates","January 15, 2018",2017,"TV-PG","87 min","Children & Family Movies, Dramas, Sports Movies","following an embarrassing viral video, a new york model decides to escape from her suffocating existence by visiting her faraway aunt in australia."
"5215","s5215","Movie","Riphagen - The Untouchable","Pieter Kuijpers","Jeroen van Koningsbrugge, Anna Raadsveld, Sigrid ten Napel, Peter Blok, Bob Stoop, Lisa Zweerman, Kay Greidanus, René Kortekaas, Sieger Sloot, Mark Rietman","Netherlands","October 1, 2016",2016,"TV-14","132 min","Dramas, International Movies","this biopic profiles andries riphagen, a dutch criminal who blackmailed jews in hiding during world war ii and was responsible for hundreds of deaths."
"5216","s5216","TV Show","Ripper Street","","Matthew Macfadyen, Jerome Flynn, Adam Rothenberg, David Wilmot, MyAnna Buring, David Dawson, Amanda Hale, Charlene McKenna, Jonathan Barnwell, Clive Russell","United Kingdom, Ireland","September 8, 2017",2017,"TV-MA","5 Seasons","British TV Shows, Crime TV Shows, TV Dramas","it's been six months since the last jack the ripper killing, and east london is hopeful that his reign of terror might have run its course."
"5217","s5217","TV Show","Rise of Empires: Ottoman","","Charles Dance, Cem Yiğit Üzümoğlu, Tommaso Basili, Birkan Sokullu, Osman Sonant, Tolga Tekin, Damla Sönmez, Ushan Çakır, İlayda Akdoğan","","January 24, 2020",2020,"TV-MA","1 Season","Docuseries","ottoman sultan mehmed ii wages an epic campaign to take the byzantine capital of constantinople and shapes the course of history for centuries."
"5218","s5218","Movie","Rise of the Zombie","Devaki Singh, Luke Kenny","Luke Kenny, Kirti Kulhari, Ashwin Mushran, Benjamin Gilani","India","December 15, 2017",2013,"TV-MA","83 min","Horror Movies, International Movies","a heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations."
"5219","s5219","Movie","Rise: Ini Kalilah","Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath","Remy Ishak, Mira Filzah, Jack Tan, Sangeeta Krishnasamy, Shashi Tharan, Mark O'Dea, Jenn Chia, Sharifah Sakinah","Malaysia","February 27, 2019",2018,"TV-PG","101 min","Dramas, International Movies","inspired by malaysia's 14th general election, this film trails six individuals and the obstacles they face in the days leading up to the historic event."
