Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Europe & Central Asia (excluding high income),ECA,5.43118472320153,5.80932328759759,5.58885535211342,5.33347002342474,5.11579274192144,5.22301821606519,5.41965464534912
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,5.02818828133059,5.2813519917269,5.11990629564597,4.94820832127082,4.69139531407716,4.78154960319134,4.95631041868253
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,European Union,EUU,1.72436331123483,1.66860923608252,1.62367022261881,1.71484566753513,1.63389181242357,1.62644946141563,1.70685946948885
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Fragile and conflict affected situations,FCS,13.8747477331169,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Heavily indebted poor countries (HIPC),HPC,23.8233098017533,23.4299985044969,23.3114921632297,22.6402559186421,21.7407407601221,21.7336907762165,22.4648713886393
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,High income,HIC,1.38739295962364,1.34013362497359,1.31031387813977,1.34495873742671,1.27417452699065,1.25206254765228,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,IBRD only,IBD,7.79991769166612,7.730093544096,7.68617580113567,7.39479078151507,7.09381575335096,7.25687957811907,8.00998434135172
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,IDA & IBRD total,IBT,8.67087247929748,8.61614305241212,8.55910058368615,8.25800932319882,7.94107375031502,8.08936213916217,8.82384742533405
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,IDA blend,IDB,21.6133090838548,22.1632416789296,22.1988814598025,22.2520279883589,22.1332888370477,22.3042923001489,23.7327706441719
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,IDA only,IDX,22.3621290346948,21.7684781232118,21.4927179597061,20.610938611266,19.6710075193528,20.3032211780227,20.5856554642635
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,IDA total,IDA,22.018399203795,21.9496859156859,21.8199489697356,21.3714074465166,20.8120107041054,21.2400810427076,22.1173360904539
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Late-demographic dividend,LTE,6.40076121776812,6.28512741983071,6.21262268820874,5.86086420607935,5.55146822233411,5.59644822599191,6.39805763472929
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Latin America & Caribbean,LCN,4.63566208008043,4.49142926766815,4.93722633552279,4.68626381896844,4.56834555812504,4.66709534314595,5.62500106858149
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Latin America & Caribbean (excluding high income),LAC,4.71939290959745,4.60343998153768,5.063040375925,4.80400384938592,4.69407856728582,4.78750485940036,5.77227247660854
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,4.70909142136155,4.56752821776707,5.02653853533034,4.76941341121237,4.6487752768129,4.73214307945912,5.70052329573828
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Least developed countries: UN classification,LDC,21.0907252417425,20.8200832239184,20.5719701713007,19.7955970443166,18.7142998982049,19.089127396757,19.5957953229164
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Low & middle income,LMY,8.95127822760209,8.84253034627616,8.77471035819826,8.45575253873758,8.14397324345966,8.31167147879624,9.06542058730762
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Low income,LIC,26.9781876744649,26.4331525310519,26.4395030417574,25.2834475653189,23.8855042256261,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Lower middle income,LMC,15.0799719600606,15.0522506198019,14.9636323166488,14.8408774605397,14.5092440157529,14.7827856651894,15.9695732722087
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Middle East & North Africa,MEA,5.02341027309308,5.34918020255829,5.23907744070442,5.07776804466749,5.01393335720937,5.50204146793137,7.93955216186097
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Middle East & North Africa (excluding high income),MNA,9.30481537884299,9.7593340797211,9.46797569240068,9.2001562047841,9.22952049373706,10.3984930310889,11.3850298891889
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,9.31587351619267,9.77701820471799,9.48200106751036,9.2164045237159,9.24358895654411,10.4243077227162,11.3850298891889
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Middle income,MIC,8.69279307309528,8.59030104947377,8.53167151037058,8.22423079466059,7.92739535197326,8.08680022883805,8.85989503116257
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,North America,NAC,1.2215247601949,1.11844153742579,1.02701123086388,1.03480328278563,0.920234611851402,0.916533957488094,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Not classified,INX,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,OECD members,OED,1.53890081196884,1.49565079894819,1.45777457769175,1.49416636233248,1.42808050234769,1.44102235667283,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Other small states,OSS,2.26250715279764,2.24356882064075,2.23015336595365,2.20412667255362,2.10499436278401,2.12112168119961,1.89698440602092
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Pacific island small states,PSS,12.1568176145894,12.0242192706765,12.3088091054659,12.7147041983684,12.5472315531731,12.6819302557397,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Post-demographic dividend,PST,1.39332088541294,1.35079824915088,1.31240813424123,1.34435540787662,1.28272283002837,1.24961364646149,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Pre-demographic dividend,PRE,17.9704509390027,18.2454510704341,18.4881803725581,18.1677737910897,17.6519042174769,17.8226722220863,19.1032263894571
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Small states,SST,2.72438857756213,2.75149248685053,2.70614422101881,2.70730227041443,2.56773956691736,2.55307721150309,2.50286107980914
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,South Asia,SAS,17.2499670420743,16.713271667134,16.7744533915869,16.8661847125476,16.3295520108902,16.8053851739243,18.2384268574791
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,South Asia (IDA & IBRD),TSA,17.2499670420743,16.713271667134,16.7744533915869,16.8661847125476,16.3295520108902,16.8053851739243,18.2384268574791
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sub-Saharan Africa,SSF,15.059102366949,15.2736217420405,15.4152446849292,15.2829196684783,14.877324100981,14.8054925769381,15.5268773470863
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sub-Saharan Africa (excluding high income),SSA,15.0694807539839,15.2844403427157,15.4263136447539,15.2939868695109,14.8879716872893,14.8159441346428,15.5381602381097
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,15.059102366949,15.2736217420405,15.4152446849292,15.2829196684783,14.877324100981,14.8054925769381,15.5268773470863
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Upper middle income,UMC,6.48463935472377,6.35629786525596,6.30832734735333,5.9370460330603,5.6522392605068,5.76925983759863,6.39976972751153
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,World,WLD,3.59384513193372,3.52119518717052,3.47924135221364,3.41113998588264,3.31847323535803,3.54658878754403,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Afghanistan,AFG,21.2296632181805,22.1240424906926,10.4668076938201,10.0518739969063,13.3872469597976,14.0581123697768,12.4708906466922
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Albania,ALB,21.5088578900509,21.7636624840832,21.1419432555349,20.3583605689267,21.2840304546277,20.2359624888842,19.7049994696374
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Algeria,DZA,42.310575952324,35.7260932621237,34.7013628014593,36.7875949608502,39.1388743564293,37.4392387031716,34.2486109235704
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,American Samoa,ASM,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Andorra,AND,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Angola,AGO,46.2033255675024,41.9330926455315,42.643566778715,42.1679535486771,47.9315416320185,49.986772065329,44.7609032351554
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Antigua and Barbuda,ATG,16.1886387614543,16.4579794794781,17.9383723748189,19.2206966499644,21.1147896503593,21.5708778107102,21.6611789586092
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Argentina,ARG,24.2773944936602,23.153056135905,22.0541072112108,21.782123219335,23.0589303202641,23.4098534223297,22.4694767111459
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Armenia,ARM,25.2705329463993,25.7086994351611,25.5771330395605,25.8095323791656,24.7565578476257,24.2874002052175,26.4138473692168
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Aruba,ABW,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Australia,AUS,25.5148167378779,23.644205561858,22.2848726511609,23.4610646679956,24.1589669797031,25.3824487371203,25.6880849464954
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Austria,AUT,25.3646396008814,25.174913250307,25.476804975952,25.4094844426534,25.4892122311316,25.5242529163282,25.4357210574713
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Azerbaijan,AZE,53.5868546669355,44.8913203383597,47.5578070076723,49.7017251037138,52.2509114518304,48.8232665251868,41.3879462449021
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Bahamas, The",BHS,13.4481082832355,11.5115961334836,13.186066982437,13.3363222237345,12.6070295881617,12.8884732082364,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bahrain,BHR,46.5197733272369,40.1538667105209,39.3054656012409,41.176805761523,43.034849766976,42.2739005227278,40.5220393693269
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bangladesh,BGD,26.3110467833576,26.8313948329541,27.3461176033502,27.7508999829539,28.5369876541411,29.6486788149504,28.7894173849569
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Barbados,BRB,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Belarus,BLR,35.3791986450113,32.692428112127,30.9584092512823,31.5544850881623,31.2656097096379,31.737128716913,31.300627185285
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Belgium,BEL,19.6748264840511,19.6698883181098,19.2882202670028,19.2353624906499,18.9025959765849,19.1114145335426,19.2064797643674
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Belize,BLZ,16.145584292811,14.1171286268973,14.0898266604286,13.4674146549641,11.9852455719253,12.8509461508856,11.3991186486419
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Benin,BEN,16.4115774866134,16.3850954444902,15.7020683118185,15.1075858507501,14.6536911362792,16.3125612015902,16.2905490528658
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bermuda,BMU,5.00463985900816,5.12438047943502,5.34979364226582,5.50930538497597,5.70253652622963,6.38516548320422,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bhutan,BTN,41.6525962977805,42.487085982419,42.5511112715639,41.8429636345125,38.2034608946087,36.131743608331,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bolivia,BOL,27.6254998805738,25.2024162838659,25.3263589797711,26.3699744281296,26.2465894715173,25.2102745511952,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bosnia and Herzegovina,BIH,22.1563662906621,22.6264079951719,23.246147899009,24.0022855513234,24.5234425216758,23.9642549619002,23.8713441476592
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Botswana,BWA,33.0789210083308,29.9804632956289,32.0946303456123,29.8352209631287,29.461781514954,28.2073331180043,25.034359873307
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Brazil,BRA,20.4724627454143,19.3600439775462,18.3547582771232,18.1885023093992,18.7490514539899,18.4088426878827,17.6501088166769
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Brunei Darussalam,BRN,67.8520652153843,61.3623579705254,57.2883572517145,59.7205108761203,63.2436451560024,62.5153213988607,59.0957785071
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bulgaria,BGR,23.4333045387263,23.6765656605173,24.2025209766911,24.2525790738106,22.345286708763,21.6187831488513,22.9700033518799
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Burkina Faso,BFA,24.9295392471244,24.3508115650612,24.8815173666488,25.1402372200063,24.5141374586125,25.5796638070783,29.963441424073
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Burundi,BDI,15.498211588581,11.7649457671668,12.2073630909389,10.9931298354004,11.1072170612718,10.9561343078757,10.6789943792682
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cabo Verde,CPV,18.7276001134481,18.121408318408,17.1303991380888,18.1919628958589,19.2792454849665,19.6057641486942,23.0872476526782
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cambodia,KHM,25.6068608526546,27.6795721130784,29.4519627452523,30.8489276135476,32.2893931182053,34.2260507178166,34.670719337936
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cameroon,CMR,27.1397817521071,25.181847445134,24.4597344263105,25.2882782543779,25.7815155718725,26.0373799192976,25.0180436003426
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Canada,CAN,27.1379424601872,24.4156825468916,23.2953005455848,24.0278028870792,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cayman Islands,CYM,6.89618044864104,7.00603829734849,7.28391279038289,7.19474966326902,7.36003939501225,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Central African Republic,CAF,19.4825017262056,22.1252513485047,21.6382374370791,20.7372245546503,20.5557559569889,20.5211544373415,20.8386939081319
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Chad,TCD,14.5111207381981,13.6521345659561,13.6592291126337,14.6285477715639,14.3695188471246,14.2700509702467,16.9413105221275
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Channel Islands,CHI,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Chile,CHL,31.0352043802893,29.7760470448754,28.8855455706834,29.4435300842945,29.3891008688397,29.108912514608,31.4258558764694
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,China,CHN,43.0855681093574,40.8413399694664,39.5806215022693,39.8516984491913,39.6870118233885,38.5874034176057,37.8209172526162
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Colombia,COL,30.9858527230853,28.589447888136,27.6891623117869,26.8148589146208,26.8954667535945,26.0532513318486,23.7848607699033
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Comoros,COM,11.6108739925725,10.4084081560234,9.85451807028183,9.13735009601101,8.86063573666179,8.85391147203463,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Congo, Dem. Rep.",COD,42.9798478566723,41.7048638988541,41.1613816290079,42.1917162228818,43.8165507152331,40.7337398440814,41.0482103602594
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Congo, Rep.",COG,58.1049855253092,47.8018080010251,36.6095044222356,41.690983717124,50.7693600060369,48.0054492538455,40.0394219951869
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Costa Rica,CRI,20.6164054191975,19.9678784677773,19.6500112824728,19.3145397059632,19.6223684189077,19.1090997046999,19.6826407912712
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cote d'Ivoire,CIV,27.4100519884224,19.5330602540413,19.0948250052051,20.4637988770493,21.0205173031592,21.1872727204344,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Croatia,HRV,21.6155294596166,21.3760477558885,21.2776933146684,20.925900796099,20.5026451407006,20.2611558492511,21.5271166237474
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cuba,CUB,22.1521027573894,22.3531842126404,22.9429790959834,24.3559694788903,25.1104447776112,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Curacao,CUW,16.8402302780973,18.4683129961974,18.2028563282827,18.2390833931603,16.7683028873565,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cyprus,CYP,9.98470409997934,10.2023047581355,10.8610918288752,11.2600257834617,11.9615185527451,12.7079912056356,12.5164653778424
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Czech Republic,CZE,33.8393507611777,33.7818228045362,33.4093272846707,32.7082970127827,31.7570311655158,31.4566244636929,31.4886010387444
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Denmark,DNK,19.7849958878059,19.9874545918162,20.6686168257458,20.7432378422377,21.0622089719338,21.1196289349155,20.8177014186482
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Djibouti,DJI,11.6442033593919,11.367567390698,11.344869481485,12.3209143620442,16.5708935969803,15.9377781990136,16.219937498584
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Dominica,DMA,12.4957281995785,12.5336474907362,11.9917471172758,11.1088945253498,15.80079306405,15.5455576754499,12.3800890710598
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Dominican Republic,DOM,29.7690586812,28.4963681779993,27.5780873614009,28.0687739986086,28.8112847763176,29.0773366472454,30.2824717113219
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ecuador,ECU,36.7788237639279,31.8721276736767,32.0230096159111,32.5235875609332,32.5426250874751,32.7023208798527,32.0045044931074
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Egypt, Arab Rep.",EGY,39.8903333333333,36.6302058185687,32.4559533476046,33.7507636887608,34.963390724298,35.6234456323632,31.8041443298969
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,El Salvador,SLV,26.0135897733238,25.2889722095174,24.8347451969561,25.1715026902383,25.0755067570813,25.2298984334858,23.8089072808977
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Equatorial Guinea,GNQ,70.1909452181904,59.1005872679086,52.3302543282798,56.8622280929059,57.2950813328127,53.0364749200023,45.2115265093276
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Eritrea,ERI,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Estonia,EST,24.6108992125368,23.6900638358327,23.8462479153261,23.6159422926254,23.6632482849039,22.0384487450319,21.8782419923984
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ethiopia,ETH,13.4713245062584,16.2977936386153,21.9325682020946,23.5819061799905,27.3057021409277,24.8223675100372,23.1050196941692
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Faroe Islands,FRO,15.9833247915599,16.5746834695865,15.072408743288,17.0017708545549,17.3484533942288,18.5463178341047,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Fiji,FJI,15.0127657452154,15.1712702717256,16.2026860305427,15.6940496694084,15.5373242579781,15.5858035556379,17.7706755988971
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Finland,FIN,23.0974832887862,23.305816401353,23.4973657352495,24.4006875798163,24.0213782007394,23.9306420933901,23.5978051687182
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,France,FRA,17.7459396724758,17.6796917075443,17.4341320487761,17.241152651745,17.0747329061413,17.1352034127768,16.2941481306937
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,French Polynesia,PYF,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Gabon,GAB,52.7222416492686,48.1836272956901,45.0378509060717,45.4673089938161,47.1437441856787,47.2081807833901,41.4690619817209
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Gambia, The",GMB,13.214834279827,17.1434530643603,20.9355929614924,17.8927550195818,17.3104251773373,15.7929936821528,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Georgia,GEO,18.6984320781391,19.1524974215412,19.2554972653198,20.2143684251845,19.9177567411221,20.3125586294549,21.6332112465543
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Germany,DEU,27.0109959930724,27.1097885783397,27.5685064790062,27.5110894332885,27.3756483862222,26.7037300126122,26.1908991876311
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ghana,GHA,35.1917572248838,32.136879835135,28.3442725324678,30.3713311731212,31.3922992867753,31.5979151971596,34.6854824024051
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Gibraltar,GIB,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Greece,GRC,14.1137771247844,14.5179144061032,14.551331016071,13.761404522314,13.2259986047417,12.8862960176626,13.9128567755269
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Greenland,GRL,15.6961945959501,17.0467116297327,17.6874070578423,17.0771695393831,17.6426325130515,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Grenada,GRD,12.8104181844852,12.3243977331582,12.1551729461193,12.715876749963,13.4838439793629,13.5560522075706,13.37878504514
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guam,GUM,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guatemala,GTM,23.1927165333151,22.7375109396278,22.6144411202747,21.9049097758764,21.4271979658517,21.8211743745573,22.0777075124322
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guinea,GIN,29.694167389442,26.3246397759879,30.1038471669991,31.6539844960006,30.878170005732,28.5350463876243,32.7303708682801
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guinea-Bissau,GNB,14.4150495042825,12.2539713386309,12.5535840489187,12.6001704349839,12.6652641313712,13.2629614582098,13.4801601747361
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Guyana,GUY,24.3920986020116,24.7186718250582,29.382927306177,26.2071479480994,26.2597190755459,28.6893031668477,38.7960801467797
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Haiti,HTI,26.5353733322125,25.9754577585027,24.3065325498715,23.5083893151759,23.9104267212824,23.3165387150738,24.2272546890698
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Honduras,HND,24.510778796214,25.6499709386427,25.8278974975697,26.5389223099615,26.5924587973715,27.0767291297681,25.950158911833
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Hong Kong SAR, China",HKG,7.0675064878175,7.05801657854796,7.47619495044647,7.21937862301947,6.47958692386457,6.25573023595916,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Hungary,HUN,25.7390085656489,26.4038880150858,25.5181972587343,25.2196022626622,25.2092364738068,24.9742682487539,25.2468039343185
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Iceland,ISL,20.7914522662672,20.2363473540198,19.5820727827835,19.5152397884781,19.605838767302,19.7997271375315,19.8599583015094
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,India,IND,27.6564012029694,27.3473914779493,26.6189999400099,26.5000166467125,26.3828986910504,24.1775949697002,23.1987388080869
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Indonesia,IDN,41.9283421270033,40.0478624042506,39.3084439802081,39.3791548040237,39.7297374523848,38.9520689150014,38.2611735100338
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Iran, Islamic Rep.",IRN,39.6227553224282,32.9695937154522,33.8601215296517,34.9101090153999,35.9105789488607,31.6778030249388,30.5509610232214
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Iraq,IRQ,55.3075963759279,45.340288824262,46.1825020614016,50.6911666805491,56.0620433667327,52.5133118550844,44.3957866792372
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Ireland,IRL,24.7824552648307,38.3755199720185,36.9519544096598,36.4247096371032,36.8272542201736,35.3705321755563,39.0861548599685
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Isle of Man,IMN,8.25754873513739,8.70677272502809,7.90699830002406,7.43195587054351,8.02155779521804,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Israel,ISR,20.3120949978669,20.1653323265103,19.3469114140789,18.9263588531879,18.5362402838224,18.4645243408671,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Italy,ITA,20.7984291070401,20.8563842801091,21.2179443783853,21.3004050229852,21.451186207637,21.3806201933452,21.5112253010711
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Jamaica,JAM,18.365151137814,19.2660379097861,19.1120719419231,19.4370522816322,20.3485902830977,19.2535844539959,20.3912395369836
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Japan,JPN,27.6880609329877,29.0196224571341,28.9750926733008,29.1625129557312,29.0720136422082,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Jordan,JOR,25.5087957943793,25.2328058943943,24.6694365932193,24.6035468909971,24.5307386702885,24.4544709340817,23.9135290785133
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kazakhstan,KAZ,33.2094258316125,30.8547873936113,31.9797903606788,32.3252253010728,33.4962004017876,33.028795913527,33.1220877807574
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kenya,KEN,17.4417720495276,17.3007958438651,17.8916745269529,16.789435387326,16.4050743001867,16.1464175862083,16.1761695357592
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kiribati,KIR,14.3898316136896,15.2220392931621,14.6943573667712,12.4861882974979,12.4706624030625,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Korea, Rep.",KOR,34.0916723723005,34.1499356702728,34.2977996755017,34.766308535902,34.0458023068892,32.8321469501494,32.8011976806499
