Entity,Code,Year,Annual CO2 emissions (per capita),GDP per capita,145446-annotations,"Total population (Gapminder, HYDE & UN)",Continent
Indonesia,IDN,1983,0.6657,2994,,158009248,
Indonesia,IDN,1984,0.6962,3134,,161523353,
Indonesia,IDN,1985,0.737,3143,,164982452,
Indonesia,IDN,1986,0.7256,3269,,168374287,
Indonesia,IDN,1987,0.7215,3370,,171702756,
Indonesia,IDN,1988,0.7585,3500,,174975953,
Indonesia,IDN,1989,0.7389,3747,,178209147,
Indonesia,IDN,1990,0.8284,4007,,181413398,
Indonesia,IDN,1991,0.9785,4310.7779,,184591897,
Indonesia,IDN,1992,1.0844,4536.4099,,187739786,
Indonesia,IDN,1993,1.1515,4837.1313,,190851184,
Indonesia,IDN,1994,1.1492,5140.025,,193917458,
Indonesia,IDN,1995,1.1503,5494.9037,,196934257,
Indonesia,IDN,1996,1.276,5851.2955,,199901231,
Indonesia,IDN,1997,1.3841,6055.8485,,202826444,
Indonesia,IDN,1998,1.0498,5203.5794,,205724597,
Indonesia,IDN,1999,1.1694,5186.7134,,208615171,
Indonesia,IDN,2000,1.2989,5384.3867,,211513822,
Indonesia,IDN,2001,1.4147,5526.1473,,214427419,
Indonesia,IDN,2002,1.43,5720.2819,,217357790,
Indonesia,IDN,2003,1.5453,5938.8778,,220309473,
Indonesia,IDN,2004,1.5424,6180.91,,223285666,
Indonesia,IDN,2005,1.5422,6482.0121,,226289468,
Indonesia,IDN,2006,1.5119,6782.6245,,229318262,
Indonesia,IDN,2007,1.6708,7157.3132,,232374239,
Indonesia,IDN,2008,1.5556,7633.1658,,235469755,
Indonesia,IDN,2009,1.6845,7935.8443,,238620554,
Indonesia,IDN,2010,1.8688,8386.4332,,241834226,
Indonesia,IDN,2011,2.0593,8849,,245115988,
Indonesia,IDN,2012,2.0991,9285,,248451714,
Indonesia,IDN,2013,1.9701,9703,,251805314,
Indonesia,IDN,2014,1.9558,10090,,255128076,
Indonesia,IDN,2015,2.1343,10484,,258383257,Asia
Indonesia,IDN,2016,2.1443,10911,,261556386,
Indonesia,IDN,2017,2.1733,11364.5533,,264650968,
Indonesia,IDN,2018,2.2972,11851.7372,,267670549,
Indonesia,IDN,2019,2.441,,,270625567,
Indonesia,IDN,2020,2.1552,,,273523621,
Indonesia,IDN,1815,,795,,16824830,
Indonesia,IDN,1816,,862,,16897041,
Indonesia,IDN,1817,,851,,16974274,
Indonesia,IDN,1818,,834,,17056581,
Indonesia,IDN,1819,,835,,17144017,
Indonesia,IDN,1820,,827,,17236636,
Indonesia,IDN,1821,,837,,17334493,
Indonesia,IDN,1822,,835,,17437643,
Indonesia,IDN,1823,,837,,17546141,
Indonesia,IDN,1824,,795,,17660044,
Indonesia,IDN,1825,,818,,17779408,
Indonesia,IDN,1826,,867,,17904291,
Indonesia,IDN,1827,,874,,18034751,
Indonesia,IDN,1828,,858,,18170845,
Indonesia,IDN,1829,,834,,18312632,
Indonesia,IDN,1830,,822,,18460171,
Indonesia,IDN,1831,,811,,18613523,
Indonesia,IDN,1832,,811,,18768149,
Indonesia,IDN,1833,,840,,18924059,
Indonesia,IDN,1834,,867,,19081265,
Indonesia,IDN,1835,,838,,19239776,
Indonesia,IDN,1836,,821,,19399604,
Indonesia,IDN,1837,,862,,19560760,
Indonesia,IDN,1838,,859,,19723255,
Indonesia,IDN,1839,,843,,19887099,
Indonesia,IDN,1840,,883,,20052305,
Indonesia,IDN,1841,,877,,20222265,
Indonesia,IDN,1842,,878,,20397058,
Indonesia,IDN,1843,,861,,20576763,
Indonesia,IDN,1844,,832,,20761463,
Indonesia,IDN,1845,,783,,20951238,
Indonesia,IDN,1846,,759,,21146172,
Indonesia,IDN,1847,,748,,21346348,
Indonesia,IDN,1848,,775,,21551854,
Indonesia,IDN,1849,,746,,21762774,
Indonesia,IDN,1850,,724,,21979198,
Indonesia,IDN,1851,,744,,22178012,
Indonesia,IDN,1852,,717,,22382033,
Indonesia,IDN,1853,,743,,22591335,
Indonesia,IDN,1854,,711,,22805991,
Indonesia,IDN,1855,,746,,23026076,
Indonesia,IDN,1856,,797,,23251668,
Indonesia,IDN,1857,,764,,23482844,
Indonesia,IDN,1858,,815,,23719680,
Indonesia,IDN,1859,,816,,23962257,
Indonesia,IDN,1860,,819,,24210654,
Indonesia,IDN,1861,,824,,24474147,
Indonesia,IDN,1862,,770,,24751770,
Indonesia,IDN,1863,,773,,25038804,
Indonesia,IDN,1864,,764,,25331167,
Indonesia,IDN,1865,,784,,25621069,
Indonesia,IDN,1866,,800,,25906690,
Indonesia,IDN,1867,,826,,26194496,
Indonesia,IDN,1868,,800,,26482078,
Indonesia,IDN,1869,,787,,26767654,
Indonesia,IDN,1870,,810,,27065428,
Indonesia,IDN,1871,,811,,27356982,
Indonesia,IDN,1872,,830,,27674121,
Indonesia,IDN,1873,,813,,27988449,
Indonesia,IDN,1874,,802,,28296559,
Indonesia,IDN,1875,,832,,28625397,
Indonesia,IDN,1876,,827,,28953979,
Indonesia,IDN,1877,,838,,29251677,
Indonesia,IDN,1878,,864,,29534046,
Indonesia,IDN,1879,,859,,29803304,
Indonesia,IDN,1880,,1041,,30090338,
Indonesia,IDN,1881,,1097,,30408081,
Indonesia,IDN,1882,,1054,,30749943,
Indonesia,IDN,1883,,1030,,31099388,
Indonesia,IDN,1884,,1108,,31449831,
Indonesia,IDN,1885,,1108,,31854088,
Indonesia,IDN,1886,,1089,,32226746,
Indonesia,IDN,1887,,1090,,32611676,
Indonesia,IDN,1888,,1081,,32978666,
Indonesia,IDN,-10000,,,,20971,
Indonesia,IDN,-9000,,,,26214,
Indonesia,IDN,-8000,,,,32768,
Indonesia,IDN,-7000,,,,40960,
Indonesia,IDN,-6000,,,,51199,
Indonesia,IDN,-5000,,,,63999,
Indonesia,IDN,-4000,,,,79999,
Indonesia,IDN,-3000,,,,100000,
Indonesia,IDN,-2000,,,,733333,
Indonesia,IDN,-1000,,,,1366666,
Indonesia,IDN,0,,,,2000000,
Indonesia,IDN,100,,,,2175005,
Indonesia,IDN,200,,,,2350008,
Indonesia,IDN,300,,,,2525003,
Indonesia,IDN,400,,,,2700002,
Indonesia,IDN,500,,,,2875004,
Indonesia,IDN,600,,,,3050004,
Indonesia,IDN,700,,,,3224999,
Indonesia,IDN,800,,,,3400006,
Indonesia,IDN,900,,,,3575001,
Indonesia,IDN,1000,,,,3750002,
Indonesia,IDN,1100,,,,4166670,
Indonesia,IDN,1200,,,,4583330,
Indonesia,IDN,1300,,,,4999990,
Indonesia,IDN,1400,,,,6375014,
Indonesia,IDN,1500,,,,7750008,
Indonesia,IDN,1600,,,,8500006,
Indonesia,IDN,1700,,,,9500013,
Indonesia,IDN,1710,,,,9599996,
Indonesia,IDN,1720,,,,9699981,
Indonesia,IDN,1730,,,,9800032,
Indonesia,IDN,1740,,,,9899990,
Indonesia,IDN,1750,,,,10000001,
Indonesia,IDN,1760,,,,10499946,
Indonesia,IDN,1770,,,,11000008,
Indonesia,IDN,1780,,,,11499988,
Indonesia,IDN,1790,,,,11999995,
Indonesia,IDN,1800,,,,16108545,
Indonesia,IDN,1801,,,,16150710,
Indonesia,IDN,1802,,,,16192985,
Indonesia,IDN,1803,,,,16235371,
Indonesia,IDN,1804,,,,16277868,
Indonesia,IDN,1805,,,,16320476,
Indonesia,IDN,1806,,,,16363196,
Indonesia,IDN,1807,,,,16406028,
Indonesia,IDN,1808,,,,16448971,
Indonesia,IDN,1809,,,,16492027,
Indonesia,IDN,1810,,,,16537268,
Indonesia,IDN,1811,,,,16585153,
Indonesia,IDN,1812,,,,16637801,
Indonesia,IDN,1813,,,,16695262,
Indonesia,IDN,1814,,,,16757588,
Indonesia,IDN,2021,,,,276361788,
Iran,IRN,1906,0.0003,,,10890665,
Iran,IRN,1911,0.0123,,,11051207,
Iran,IRN,1912,0.0232,,,10903569,
Iran,IRN,1913,0.0798,1275,,10692853,
Iran,IRN,1914,0.1118,,,10486207,
Iran,IRN,1915,0.1365,,,10283552,
Iran,IRN,1916,0.1991,,,10084810,
Iran,IRN,1917,0.283,,,9889907,
Iran,IRN,1918,0.3557,,,9693953,
Iran,IRN,1919,0.4499,,,9602336,
Iran,IRN,1920,0.5654,,,9616421,
Iran,IRN,1921,0.745,,,9737657,
Iran,IRN,1922,0.9256,,,9967591,
Iran,IRN,1923,1.1232,,,10307861,
Iran,IRN,1924,1.267,,,10659746,
Iran,IRN,1925,1.2883,,,11023644,
Iran,IRN,1926,1.321,,,11399965,
Iran,IRN,1927,1.4166,,,11789132,
Iran,IRN,1928,1.4501,,,12191584,
Iran,IRN,1929,1.3548,,,12564880,
Iran,IRN,1930,1.4344,,,12907265,
Iran,IRN,1931,1.3562,,,13216914,
Iran,IRN,1932,1.489,,,13491924,
Iran,IRN,1933,1.6086,,,13730313,
Iran,IRN,1934,1.6814,,,13972914,
Iran,IRN,1935,1.6414,,,14219801,
Iran,IRN,1936,1.7658,,,14471051,
Iran,IRN,1937,2.1519,,,14726741,
Iran,IRN,1938,2.1204,,,14986948,
Iran,IRN,1939,1.974,,,15223913,
Iran,IRN,1940,1.7573,,,15436984,
Iran,IRN,1941,1.3326,,,15625495,
Iran,IRN,1942,1.8704,,,15788764,
Iran,IRN,1943,1.9123,,,15926097,
Iran,IRN,1944,2.5932,,,16064626,
Iran,IRN,1945,3.2644,,,16204359,
Iran,IRN,1946,3.685,,,16345307,
Iran,IRN,1947,3.8494,,,16487482,
Iran,IRN,1948,4.6871,,,16630893,
Iran,IRN,1949,4.9899,,,16840687,
Iran,IRN,1950,4.9136,2742,,17119262,
Iran,IRN,1951,0.3947,2668,,17516672,
Iran,IRN,1952,0.2282,2597,,17933502,
Iran,IRN,1953,0.2084,2531,,18369052,
Iran,IRN,1954,0.0555,2464,,18822753,
Iran,IRN,1955,0.8196,2397,,19294136,
Iran,IRN,1956,1.1529,2541,,19782818,
Iran,IRN,1957,1.0745,2817,,20288542,
Iran,IRN,1958,1.2123,3057,,20811135,
Iran,IRN,1959,1.1976,3226,,21350565,
Iran,IRN,1960,1.7053,3437,,21906909,
Iran,IRN,1961,1.624,3622,,22480371,
Iran,IRN,1962,1.6223,3586,,23071309,
Iran,IRN,1963,1.7443,3867,,23680246,
Iran,IRN,1964,1.9549,4026,,24307855,
Iran,IRN,1965,2.1526,4388,,24954865,
Iran,IRN,1966,2.5017,4686,,25624380,
Iran,IRN,1967,2.5793,5062,,26317776,
Iran,IRN,1968,3.0456,5659,,27032576,
Iran,IRN,1969,2.9908,6212,,27764928,
Iran,IRN,1970,3.219,6677,,28513872,
Iran,IRN,1971,3.4707,7296,,29281583,
Iran,IRN,1972,3.525,8247,,30075295,
Iran,IRN,1973,4.1894,8706,,30905721,
Iran,IRN,1974,4.5232,9210,,31786481,
Iran,IRN,1975,4.2534,9377,,32729772,
Iran,IRN,1976,4.638,10665,,33733975,
Iran,IRN,1977,4.7045,10205,,34803041,
Iran,IRN,1978,4.5078,8710,,35960811,
Iran,IRN,1979,4.3769,7678,,37237145,
Iran,IRN,1980,3.1175,6334,,38650244,
Iran,IRN,1981,2.8108,5887,,40199911,
Iran,IRN,1982,3.2905,6535,,41869231,
Iran,IRN,1983,3.428,7108,,43636838,
Iran,IRN,1984,3.2957,6951,,45472792,
Iran,IRN,1985,3.3763,6853,,47347197,
Iran,IRN,1986,2.9964,5984,,49260263,
Iran,IRN,1987,3.0973,5713,,51193782,
Iran,IRN,1988,3.2998,5249,,53077312,
Iran,IRN,1989,3.4694,5303,,54822005,
Iran,IRN,1990,3.7246,5620,,56366212,
Iran,IRN,1991,3.9184,6380.5499,,57679025,
Iran,IRN,1992,3.8607,7036.3151,,58780376,
Iran,IRN,1993,3.9449,6914.7666,,59723761,
Iran,IRN,1994,4.3541,6884.7062,,60590608,
Iran,IRN,1995,4.4201,7093.7349,,61442658,
Iran,IRN,1996,4.3947,7746.409,,62294919,
Iran,IRN,1997,4.2297,8113.7242,,63136309,
Iran,IRN,1998,4.7756,8458.3864,,63971836,
Iran,IRN,1999,5.8564,8714.6266,,64800875,
Iran,IRN,2000,5.6253,9104.763,,65623397,
Iran,IRN,2001,5.9408,9620.6267,,66449111,
Iran,IRN,2002,5.9096,10467.3706,,67284801,
Iran,IRN,2003,6.0723,11502.8522,,68122947,
Iran,IRN,2004,6.4095,12404.3237,,68951279,
Iran,IRN,2005,6.644,13110.1423,,69762345,
Iran,IRN,2006,7.1382,14185.7533,,70554756,
Iran,IRN,2007,7.1865,15467.1074,,71336476,
Iran,IRN,2008,7.4132,15739.9839,,72120608,
Iran,IRN,2009,7.6658,16575.0711,,72924833,
Iran,IRN,2010,7.7244,17751.3308,,73762519,
Iran,IRN,2011,7.7355,18024,,74634959,
Iran,IRN,2012,7.9791,16745,,75539881,
Iran,IRN,2013,7.9785,16248,,76481963,
Iran,IRN,2014,8.2855,16493,,77465769,
Iran,IRN,2015,8.0088,16253,,78492208,Asia
Iran,IRN,2016,8.0107,16783,,79563991,
Iran,IRN,2017,8.8288,17686.8048,,80673888,
Iran,IRN,2018,8.6449,17011.3042,,81800204,
Iran,IRN,2019,8.8449,,,82913893,
Iran,IRN,2020,8.8702,,,83992953,
Iran,IRN,1,,1116,,,
Iran,IRN,1820,,877,,6560139,
Iran,IRN,1870,,956,,8489461,
Iran,IRN,-10000,,,,38101,
Iran,IRN,-9000,,,,50954,
Iran,IRN,-8000,,,,69608,
Iran,IRN,-7000,,,,96999,
Iran,IRN,-6000,,,,264999,
Iran,IRN,-5000,,,,500001,
Iran,IRN,-4000,,,,875001,
Iran,IRN,-3000,,,,1249996,
Iran,IRN,-2000,,,,1624999,
Iran,IRN,-1000,,,,2000007,
Iran,IRN,0,,,,4000017,
Iran,IRN,100,,,,4166656,
Iran,IRN,200,,,,4333319,
Iran,IRN,300,,,,4500018,
Iran,IRN,400,,,,4666648,
Iran,IRN,500,,,,4833330,
Iran,IRN,600,,,,4999980,
Iran,IRN,700,,,,4549990,
Iran,IRN,800,,,,4100008,
Iran,IRN,900,,,,4300007,
Iran,IRN,1000,,,,4500018,
Iran,IRN,1100,,,,4749993,
Iran,IRN,1200,,,,4999980,
Iran,IRN,1300,,,,3500010,
Iran,IRN,1400,,,,3750001,
Iran,IRN,1500,,,,4000017,
Iran,IRN,1600,,,,4999980,
Iran,IRN,1700,,,,4999980,
Iran,IRN,1710,,,,5211422,
Iran,IRN,1720,,,,5321630,
Iran,IRN,1730,,,,5434122,
Iran,IRN,1740,,,,5549040,
Iran,IRN,1750,,,,5666335,
Iran,IRN,1760,,,,5786140,
Iran,IRN,1770,,,,5908439,
Iran,IRN,1780,,,,6033358,
Iran,IRN,1790,,,,6160945,
Iran,IRN,1800,,,,6000000,
Iran,IRN,1801,,,,6026829,
Iran,IRN,1802,,,,6053778,
Iran,IRN,1803,,,,6080848,
Iran,IRN,1804,,,,6108039,
Iran,IRN,1805,,,,6135351,
Iran,IRN,1806,,,,6162785,
Iran,IRN,1807,,,,6190342,
Iran,IRN,1808,,,,6218022,
Iran,IRN,1809,,,,6245826,
Iran,IRN,1810,,,,6273880,
Iran,IRN,1811,,,,6301934,
Iran,IRN,1812,,,,6330113,
Iran,IRN,1813,,,,6358418,
Iran,IRN,1814,,,,6386850,
Iran,IRN,1815,,,,6415409,
Iran,IRN,1816,,,,6444095,
Iran,IRN,1817,,,,6472910,
Iran,IRN,1818,,,,6501854,
Iran,IRN,1819,,,,6530930,
Iran,IRN,1821,,,,6589482,
Iran,IRN,1822,,,,6618958,
Iran,IRN,1823,,,,6648570,
Iran,IRN,1824,,,,6678314,
Iran,IRN,1825,,,,6708191,
Iran,IRN,1826,,,,6738201,
Iran,IRN,1827,,,,6768346,
Iran,IRN,1828,,,,6798626,
Iran,IRN,1829,,,,6829041,
Iran,IRN,1830,,,,6859592,
Iran,IRN,1831,,,,6890280,
Iran,IRN,1832,,,,6921105,
Iran,IRN,1833,,,,6952069,
Iran,IRN,1834,,,,6983170,
Iran,IRN,1835,,,,7014411,
Iran,IRN,1836,,,,7045791,
Iran,IRN,1837,,,,7077312,
Iran,IRN,1838,,,,7108974,
Iran,IRN,1839,,,,7140778,
Iran,IRN,1840,,,,7172724,
Iran,IRN,1841,,,,7204813,
Iran,IRN,1842,,,,7237045,
Iran,IRN,1843,,,,7269421,
Iran,IRN,1844,,,,7301943,
Iran,IRN,1845,,,,7334610,
Iran,IRN,1846,,,,7367423,
Iran,IRN,1847,,,,7400383,
Iran,IRN,1848,,,,7433490,
Iran,IRN,1849,,,,7468693,
Iran,IRN,1850,,,,7506013,
Iran,IRN,1851,,,,7549347,
Iran,IRN,1852,,,,7594883,
Iran,IRN,1853,,,,7642644,
Iran,IRN,1854,,,,7690703,
Iran,IRN,1855,,,,7739063,
Iran,IRN,1856,,,,7787724,
Iran,IRN,1857,,,,7836690,
Iran,IRN,1858,,,,7885961,
Iran,IRN,1859,,,,7935540,
Iran,IRN,1860,,,,7985429,
Iran,IRN,1861,,,,8035629,
Iran,IRN,1862,,,,8086142,
Iran,IRN,1863,,,,8136971,
Iran,IRN,1864,,,,8188118,
Iran,IRN,1865,,,,8239583,
Iran,IRN,1866,,,,8291370,
Iran,IRN,1867,,,,8343481,
Iran,IRN,1868,,,,8395917,
Iran,IRN,1869,,,,8444590,
Iran,IRN,1871,,,,8530486,
Iran,IRN,1872,,,,8567624,
Iran,IRN,1873,,,,8600832,
Iran,IRN,1874,,,,8634166,
Iran,IRN,1875,,,,8667628,
Iran,IRN,1876,,,,8701216,
Iran,IRN,1877,,,,8734933,
Iran,IRN,1878,,,,8768778,
Iran,IRN,1879,,,,8802752,
Iran,IRN,1880,,,,8836855,
Iran,IRN,1881,,,,8871088,
Iran,IRN,1882,,,,8905451,
Iran,IRN,1883,,,,8939946,
Iran,IRN,1884,,,,8974571,
Iran,IRN,1885,,,,9009328,
Iran,IRN,1886,,,,9044218,
Iran,IRN,1887,,,,9079241,
Iran,IRN,1888,,,,9114396,
Iran,IRN,1889,,,,9162953,
Iran,IRN,1890,,,,9225116,
Iran,IRN,1891,,,,9301093,
Iran,IRN,1892,,,,9391097,
Iran,IRN,1893,,,,9495339,
Iran,IRN,1894,,,,9600736,
Iran,IRN,1895,,,,9707301,
Iran,IRN,1896,,,,9815046,
Iran,IRN,1897,,,,9923984,
Iran,IRN,1898,,,,10034129,
Iran,IRN,1899,,,,10143299,
Iran,IRN,1900,,,,10251461,
Iran,IRN,1901,,,,10358580,
Iran,IRN,1902,,,,10464620,
Iran,IRN,1903,,,,10569547,
Iran,IRN,1904,,,,10675523,
Iran,IRN,1905,,,,10782559,
Iran,IRN,1907,,,,10999853,
Iran,IRN,1908,,,,11110132,
Iran,IRN,1909,,,,11155057,
Iran,IRN,1910,,,,11135222,
Iran,IRN,2021,,,,85028760,
Iraq,IRQ,1927,0.0362,,,3848309,
Iraq,IRQ,1928,0.0742,,,3899222,
Iraq,IRQ,1929,0.0939,,,3942304,
Iraq,IRQ,1930,0.093,,,3977427,
Iraq,IRQ,1931,0.0915,,,4004466,
Iraq,IRQ,1932,0.0929,,,4023290,
Iraq,IRQ,1933,0.0872,,,4033769,
Iraq,IRQ,1934,0.7085,,,4044274,
Iraq,IRQ,1935,1.4115,,,4054808,
Iraq,IRQ,1936,1.4249,,,4065368,
Iraq,IRQ,1937,1.5318,,,4075957,
Iraq,IRQ,1938,1.448,,,4086572,
Iraq,IRQ,1939,2.9487,,,4122918,
Iraq,IRQ,1940,1.8373,,,4185932,
Iraq,IRQ,1941,1.1241,,,4276583,
Iraq,IRQ,1942,1.8112,,,4395875,
Iraq,IRQ,1943,2.4113,,,4544845,
Iraq,IRQ,1944,2.7183,,,4698864,
Iraq,IRQ,1945,2.909,,,4858102,
Iraq,IRQ,1946,2.8581,,,5022737,
Iraq,IRQ,1947,2.7778,,,5192950,
Iraq,IRQ,1949,0.2035,,,5544410,
Iraq,IRQ,1950,0.2882,2174,,5719183,
Iraq,IRQ,1951,0.4116,2303,,5901510,
Iraq,IRQ,1952,0.3231,2482,,6065011,
Iraq,IRQ,1953,0.4066,3394,,6216129,
Iraq,IRQ,1954,0.4792,3926,,6360437,
Iraq,IRQ,1955,0.6303,3663,,6502661,
Iraq,IRQ,1956,0.9622,3808,,6646635,
Iraq,IRQ,1957,0.8785,3666,,6795398,
Iraq,IRQ,1958,0.9589,3974,,6951159,
Iraq,IRQ,1959,1.0279,4022,,7115505,
Iraq,IRQ,1960,1.1326,4360,,7289753,
Iraq,IRQ,1961,1.1651,4720,,7475349,
Iraq,IRQ,1962,1.1755,4809,,7674217,
Iraq,IRQ,1963,1.1894,4578,,7888910,
Iraq,IRQ,1964,1.116,4965,,8122199,
Iraq,IRQ,1965,2.3034,5241,,8375795,
Iraq,IRQ,1966,3.1991,5338,,8651162,
Iraq,IRQ,1967,2.0534,5043,,8947397,
Iraq,IRQ,1968,2.1268,5745,,9260687,
Iraq,IRQ,1969,2.3578,5745,,9585585,
Iraq,IRQ,1970,2.4081,5536,,9917978,
Iraq,IRQ,1971,2.8113,5686,,10255853,
Iraq,IRQ,1972,2.785,5297,,10599661,
Iraq,IRQ,1973,2.7955,5982,,10950888,
Iraq,IRQ,1974,2.7324,6097,,11312062,
Iraq,IRQ,1975,2.8345,6878,,11684579,
Iraq,IRQ,1976,4.0382,8007,,12068675,
Iraq,IRQ,1977,3.501,7957,,12462059,
Iraq,IRQ,1978,3.2808,9075,,12860678,
Iraq,IRQ,1979,3.9839,10769,,13259107,
Iraq,IRQ,1980,3.3221,10165,,13653348,
Iraq,IRQ,1981,2.2715,8035,,14044115,
Iraq,IRQ,1982,2.1046,7704,,14432466,
Iraq,IRQ,1983,2.5963,6805,,14815653,
Iraq,IRQ,1984,2.6182,6593,,15190396,
Iraq,IRQ,1985,2.8412,6268,,15555807,
Iraq,IRQ,1986,2.9686,5992,,15909764,
Iraq,IRQ,1987,3.2099,6052,,16257072,
Iraq,IRQ,1988,4.0408,4635,,16612319,
Iraq,IRQ,1989,4.2508,4098,,16994942,
Iraq,IRQ,1990,2.8163,3918,,17419113,
Iraq,IRQ,1991,2.5258,1518.7421,,17889457,
Iraq,IRQ,1992,3.2,2046.1809,,18402740,
Iraq,IRQ,1993,3.3305,2132.3823,,18955087,
Iraq,IRQ,1994,3.6383,2108.538,,19539348,
Iraq,IRQ,1995,3.6767,1996.9278,,20149342,
Iraq,IRQ,1996,3.3336,2337.5227,,20783073,
Iraq,IRQ,1997,3.1754,2337.9479,,21439579,
Iraq,IRQ,1998,3.2604,2794.7865,,22114330,
Iraq,IRQ,1999,3.1436,3157.1125,,22802061,
Iraq,IRQ,2000,3.052,3649.4929,,23497589,
Iraq,IRQ,2001,3.4929,4147.6485,,24208178,
Iraq,IRQ,2002,3.4623,4631.6525,,24931922,
Iraq,IRQ,2003,3.5402,3782.4526,,25644503,
Iraq,IRQ,2004,4.3185,6061.5546,,26313838,
Iraq,IRQ,2005,4.1885,6441.4102,,26922279,
Iraq,IRQ,2006,3.5691,7117.6135,,27448124,
Iraq,IRQ,2007,2.1916,7587.6057,,27911242,
Iraq,IRQ,2008,3.2341,8587.2647,,28385739,
Iraq,IRQ,2009,3.5539,9268.7092,,28973157,
Iraq,IRQ,2010,3.7007,10274.3303,,29741977,
Iraq,IRQ,2011,4.4027,11484,,30725305,
Iraq,IRQ,2012,4.7919,12652,,31890012,
Iraq,IRQ,2013,4.9364,13158,,33157061,
Iraq,IRQ,2014,4.7992,12817,,34411949,
Iraq,IRQ,2015,4.6566,13014,,35572269,Asia
Iraq,IRQ,2016,5.3089,13898,,36610632,
Iraq,IRQ,2017,5.6375,13211.2623,,37552789,
Iraq,IRQ,2018,5.4985,12835.8126,,38433604,
Iraq,IRQ,2019,5.6727,,,39309789,
Iraq,IRQ,2020,5.2416,,,40222503,
Iraq,IRQ,1,,1116,,,
Iraq,IRQ,730,,1466,,,
Iraq,IRQ,1000,,1307,,1999999,
Iraq,IRQ,1120,,1084,,,
Iraq,IRQ,1820,,877,,1093040,
Iraq,IRQ,1870,,956,,1616808,
Iraq,IRQ,1913,,1275,,3054458,
Iraq,IRQ,-10000,,,,35992,
Iraq,IRQ,-9000,,,,39990,
Iraq,IRQ,-8000,,,,44452,
Iraq,IRQ,-7000,,,,49435,
Iraq,IRQ,-6000,,,,55000,
Iraq,IRQ,-5000,,,,99999,
Iraq,IRQ,-4000,,,,300000,
Iraq,IRQ,-3000,,,,499999,
Iraq,IRQ,-2000,,,,874999,
Iraq,IRQ,-1000,,,,1250001,
Iraq,IRQ,0,,,,999999,
Iraq,IRQ,100,,,,1049999,
Iraq,IRQ,200,,,,1100000,
Iraq,IRQ,300,,,,1100000,
Iraq,IRQ,400,,,,1100000,
Iraq,IRQ,500,,,,1049999,
Iraq,IRQ,600,,,,999999,
Iraq,IRQ,700,,,,1750000,
Iraq,IRQ,800,,,,2500001,
Iraq,IRQ,900,,,,2249999,
Iraq,IRQ,1100,,,,1750000,
Iraq,IRQ,1200,,,,1375003,
Iraq,IRQ,1300,,,,999999,
Iraq,IRQ,1400,,,,999999,
Iraq,IRQ,1500,,,,999999,
Iraq,IRQ,1600,,,,1250001,
Iraq,IRQ,1700,,,,999999,
Iraq,IRQ,1710,,,,1000170,
Iraq,IRQ,1720,,,,1000339,
Iraq,IRQ,1730,,,,1000509,
Iraq,IRQ,1740,,,,1000678,
Iraq,IRQ,1750,,,,1000847,
Iraq,IRQ,1760,,,,1001016,
Iraq,IRQ,1770,,,,1001186,
Iraq,IRQ,1780,,,,1001354,
Iraq,IRQ,1790,,,,1001523,
Iraq,IRQ,1800,,,,1000000,
Iraq,IRQ,1801,,,,1004456,
Iraq,IRQ,1802,,,,1008932,
Iraq,IRQ,1803,,,,1013428,
Iraq,IRQ,1804,,,,1017944,
Iraq,IRQ,1805,,,,1022481,
Iraq,IRQ,1806,,,,1027037,
Iraq,IRQ,1807,,,,1031614,
Iraq,IRQ,1808,,,,1036211,
Iraq,IRQ,1809,,,,1040828,
Iraq,IRQ,1810,,,,1045487,
Iraq,IRQ,1811,,,,1050146,
Iraq,IRQ,1812,,,,1054826,
Iraq,IRQ,1813,,,,1059526,
Iraq,IRQ,1814,,,,1064248,
Iraq,IRQ,1815,,,,1068990,
Iraq,IRQ,1816,,,,1073754,
Iraq,IRQ,1817,,,,1078539,
Iraq,IRQ,1818,,,,1083345,
Iraq,IRQ,1819,,,,1088179,
Iraq,IRQ,1821,,,,1097929,
Iraq,IRQ,1822,,,,1102846,
Iraq,IRQ,1823,,,,1107791,
Iraq,IRQ,1824,,,,1112758,
Iraq,IRQ,1825,,,,1117748,
Iraq,IRQ,1826,,,,1122760,
Iraq,IRQ,1827,,,,1127794,
Iraq,IRQ,1828,,,,1132851,
Iraq,IRQ,1829,,,,1137931,
Iraq,IRQ,1830,,,,1143033,
Iraq,IRQ,1831,,,,1148158,
Iraq,IRQ,1832,,,,1153307,
Iraq,IRQ,1833,,,,1158478,
Iraq,IRQ,1834,,,,1163673,
Iraq,IRQ,1835,,,,1168890,
Iraq,IRQ,1836,,,,1174132,
Iraq,IRQ,1837,,,,1179396,
Iraq,IRQ,1838,,,,1184685,
Iraq,IRQ,1839,,,,1189997,
Iraq,IRQ,1840,,,,1195333,
Iraq,IRQ,1841,,,,1200692,
Iraq,IRQ,1842,,,,1206076,
Iraq,IRQ,1843,,,,1211484,
Iraq,IRQ,1844,,,,1216916,
Iraq,IRQ,1845,,,,1222373,
Iraq,IRQ,1846,,,,1227854,
Iraq,IRQ,1847,,,,1233360,
Iraq,IRQ,1848,,,,1238890,
Iraq,IRQ,1849,,,,1244113,
Iraq,IRQ,1850,,,,1249026,
Iraq,IRQ,1851,,,,1255689,
Iraq,IRQ,1852,,,,1262051,
Iraq,IRQ,1853,,,,1268109,
