LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,97.28631751
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,97.09371013
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,96.93916926
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,101.1219447
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,100.7784345
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,100.0849706
FRA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,100.7625311
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,107.1144894
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,102.3866241
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,101.7613334
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,100.7898855
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,99.00031142
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,99.00066427
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,98.99291176
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,97.40596965
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,96.38499132
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,95.99529128
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,95.80523988
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,95.65401655
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,97.2096027
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,96.98832317
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,96.32321584
FRA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,100.1913676
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,107.1100458
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,102.3801185
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,101.7581345
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,100.7967762
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,99.00048869
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,99.00070675
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,98.99282038
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,97.40587974
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,96.38490235
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,97.28631751
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,97.09371013
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,96.93916926
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,101.1219447
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,100.7784345
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,100.0849706
FRA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,100.7625311
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,94.70655571
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,93.82858664
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,98.07413684
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,97.54786263
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,97.31628137
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,101.5369724
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,101.8356672
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,102.233332
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,103.733602
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,108.4000739
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,110.1998262
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,111.430937
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,112.0881755
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,113.3216515
DEU,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,116.7635392
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,97.02698089
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,96.12750051
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,99.96563959
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,98.98042574
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,97.65768804
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,102.3169586
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,103.5851075
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,104.2252364
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,105.8637921
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,110.6638771
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,112.3891028
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,113.572124
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,114.195939
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,115.347859
DEU,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,118.1415016
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,99.14853082
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,98.2293828
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,97.44572558
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,96.91383293
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,98.00647902
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,101.3758139
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,100.8538472
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,101.2194376
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,101.6051831
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,106.2002237
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,107.7003257
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,108.839577
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,108.9094541
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,110.1085684
DEU,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,111.5222793
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,82.93789877
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,96.9454805
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,98.11300146
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,93.61960761
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,94.62220733
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,96.86098124
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,86.70204085
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,77.68218457
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,74.10041482
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,69.84504144
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,71.15407733
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,72.25252546
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,72.06949033
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,70.82169012
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,70.10116864
GRC,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,71.26337892
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,82.93789877
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,96.9454805
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,98.11300146
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,93.61960761
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,94.62220733
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,96.86098124
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,86.70204085
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,77.68218457
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,74.10041482
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,69.84504144
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,71.15407733
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,72.25252546
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,72.06949033
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,70.82169012
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,70.10116864
GRC,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,71.26337892
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,82.93789877
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,96.9454805
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,98.11300146
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,93.61960761
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,94.62220733
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,96.86098124
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,86.70204085
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,77.68218457
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,74.10041482
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,69.84504144
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,71.15407733
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,72.25252546
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,72.06949033
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,70.82169012
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,70.10116864
GRC,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,71.26337892
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,82.93789877
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,96.9454805
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,98.11300146
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,93.61960761
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,94.62220733
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,96.86098124
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,86.70204085
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,77.68218457
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,74.10041482
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,69.84504144
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,71.15407733
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,72.25252546
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,72.06949033
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,70.82169012
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,70.10116864
GRC,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,71.26337892
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,80.91523576
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,127.5647095
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,124.9561227
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,119.7578315
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,117.1021597
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,103.6776561
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,96.46903069
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,91.26220649
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,87.42053947
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,127.8551958
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,131.0971544
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,134.5658575
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,136.0869295
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,135.8737684
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,130.8661758
HUN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,125.9116401
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,80.91523576
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,127.5647095
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,124.9561227
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,119.7578315
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,117.1021597
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,103.6776561
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,96.46903069
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,91.26220649
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,87.42053947
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,127.8551958
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,131.0971544
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,134.5658575
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,136.0869295
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,135.8737684
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,130.8661758
HUN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,125.9116401
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,86.24987456
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,135.1599477
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,126.6601082
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,126.5689137
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,119.1639866
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,105.4528963
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,96.66743938
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,89.34607283
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,87.82716829
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,118.6631618
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,122.1301674
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,125.7942185
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,127.6255557
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,127.8800069
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,123.1670223
HUN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,118.5039731
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,72.95770959
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,122.7758036
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,126.0617669
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,120.5215467
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,116.9914614
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,103.704108
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,96.66807742
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,92.38135365
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,88.63358212
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,137.5963718
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,141.0853324
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,144.8183129
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,146.4552741
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,146.2258724
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,140.8367557
HUN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,135.5047382
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,110.9887119
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,116.6732947
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,109.5561813
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,112.0377238
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,109.3551784
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,96.36840417
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,93.14844458
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,92.11969062
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,111.6608059
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,125.577546
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,128.1934356
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,124.9440472
ISL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,120.8082962
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,110.9887119
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,116.6732947
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,109.5561813
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,112.0377238
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,109.3551784
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,96.36840417
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,93.14844458
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,92.11969062
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,111.6608059
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,125.577546
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,128.1934356
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,124.9440472
ISL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,120.8082962
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,118.9714879
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,130.646691
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,124.7563261
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,120.5592248
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,109.7282223
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,96.36840417
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,98.40725876
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,96.59257652
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,111.4818795
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,108.1188094
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,145.357713
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,140.7503153
ISL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,136.0913638
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,110.4193419
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,128.6718082
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,125.4241498
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,118.6396284
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,109.3551784
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,96.36840417
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,100.3314824
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,92.01888848
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,122.840508
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,132.5069699
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,136.936605
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,137.5395379
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,132.9868658
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,68.12611263
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,83.61966908
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,86.83353936
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,89.05918616
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,88.97245487
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,96.47371269
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,100.0901298
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,98.90541378
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,97.81094932
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,96.89840011
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,95.95714847
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,95.24355125
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,97.48797878
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,98.15925801
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,96.85460979
IRL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,97.30796651
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,68.09509438
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,83.58092434
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,86.79588235
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,89.01994384
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,88.9326161
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,96.43046978
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,100.0901298
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,98.90541378
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,97.81094932
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,96.89840011
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,95.95714847
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,95.24355125
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,97.51814178
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,98.21123548
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,96.91442498
IRL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,97.38283859
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,68.12611263
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,83.61966908
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,86.83353936
IRL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,89.05918616
