"International Category ID","International Category Name","International Sector Code","International Sector Name","Transaction Type ID","Transaction Type Name","Fiscal Year","current_amount","constant_amount"
4,Infrastructure,230,Energy,2,Obligations,2012,670941385,754540685
4,Infrastructure,230,Energy,2,Obligations,2013,1468405492,1621532605
4,Infrastructure,230,Energy,2,Obligations,2014,510873546,553495551
4,Infrastructure,230,Energy,2,Obligations,2015,544419697,583099425
4,Infrastructure,230,Energy,2,Obligations,2016,1107852384,1176145361
4,Infrastructure,230,Energy,2,Obligations,2017,717968760,748935779
4,Infrastructure,230,Energy,2,Obligations,2018,-58407456,-59540448
4,Infrastructure,230,Energy,2,Obligations,2019,662867518,662867518
4,Infrastructure,230,Energy,2,Obligations,2020,184549111,180976580
4,Infrastructure,230,Energy,2,Obligations,2021,219967305,211486047
4,Infrastructure,230,Energy,3,Disbursements,2001,337401777,475253047
4,Infrastructure,230,Energy,3,Disbursements,2002,283196249,392606626
4,Infrastructure,230,Energy,3,Disbursements,2003,499460209,680015683
4,Infrastructure,230,Energy,3,Disbursements,2004,826235785,1098586854
4,Infrastructure,230,Energy,3,Disbursements,2005,1690486956,2181185899
4,Infrastructure,230,Energy,3,Disbursements,2006,1635161552,2044360949
4,Infrastructure,230,Energy,3,Disbursements,2007,1993608020,2426419455
4,Infrastructure,230,Energy,3,Disbursements,2008,2062935637,2459948474
4,Infrastructure,230,Energy,3,Disbursements,2009,560764352,661043590
4,Infrastructure,230,Energy,3,Disbursements,2010,431580967,504423126
4,Infrastructure,230,Energy,3,Disbursements,2011,620935846,711539076
4,Infrastructure,230,Energy,3,Disbursements,2012,496939787,558858513
4,Infrastructure,230,Energy,3,Disbursements,2013,666960301,736511733
4,Infrastructure,230,Energy,3,Disbursements,2014,416417368,451158908
4,Infrastructure,230,Energy,3,Disbursements,2015,507807841,543886350
4,Infrastructure,230,Energy,3,Disbursements,2016,432088660,458724526
4,Infrastructure,230,Energy,3,Disbursements,2017,546238383,569798420
4,Infrastructure,230,Energy,3,Disbursements,2018,488991364,498476865
4,Infrastructure,230,Energy,3,Disbursements,2019,530202814,530202814
4,Infrastructure,230,Energy,3,Disbursements,2020,633141940,620885451
4,Infrastructure,230,Energy,3,Disbursements,2021,408736840,392977228
4,Infrastructure,230,Energy,18,President's Budget Requests,2015,181602000,194504389
4,Infrastructure,230,Energy,18,President's Budget Requests,2016,289000000,306815252
4,Infrastructure,230,Energy,18,President's Budget Requests,2017,338631000,353236639
4,Infrastructure,230,Energy,18,President's Budget Requests,2021,2000000,1922886
4,Infrastructure,230,Energy,19,Initial Allocations,2015,170881000,183021689
4,Infrastructure,230,Energy,19,Initial Allocations,2016,149741000,158971702
4,Infrastructure,230,Energy,19,Initial Allocations,2019,29500000,29500000
5,Economic Growth,240,Banking and Financial Services,1,Appropriated and Planned,2006,132688000,165893186
5,Economic Growth,240,Banking and Financial Services,1,Appropriated and Planned,2007,127044000,154625197
5,Economic Growth,240,Banking and Financial Services,1,Appropriated and Planned,2008,139641000,166514972
5,Economic Growth,240,Banking and Financial Services,1,Appropriated and Planned,2009,237326000,279766059
5,Economic Growth,240,Banking and Financial Services,1,Appropriated and Planned,2010,218023000,254820897
5,Economic Growth,240,Banking and Financial Services,1,Appropriated and Planned,2011,159274000,182514306
5,Economic Growth,240,Banking and Financial Services,1,Appropriated and Planned,2012,148688000,167214525
5,Economic Growth,240,Banking and Financial Services,1,Appropriated and Planned,2013,364562000,402578972
5,Economic Growth,240,Banking and Financial Services,1,Appropriated and Planned,2014,141604000,153417978
5,Economic Growth,240,Banking and Financial Services,1,Appropriated and Planned,2015,151355000,162108413
5,Economic Growth,240,Banking and Financial Services,1,Appropriated and Planned,2016,151140000,160456946
5,Economic Growth,240,Banking and Financial Services,1,Appropriated and Planned,2017,434397000,453133167
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2001,34531572,48640029
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2002,755928464,1047974789
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2003,614838712,837103650
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2004,523672531,696290054
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2005,475956437,614112668
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2006,303284314,379181255
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2007,486783229,592463667
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2008,113568042,135424257
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2009,481568658,567685646
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2010,220553017,257777935
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2011,111122953,127337351
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2012,149482425,168107934
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2013,199813664,220650482
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2014,155552882,168530604
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2015,142214474,152318475
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2016,92685056,98398565
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2017,103259489,107713225
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2018,91568191,93344448
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2019,70116278,70116278
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2020,31898898,31281384
5,Economic Growth,240,Banking and Financial Services,2,Obligations,2021,15807634,15198140
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2001,47853318,67404604
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2002,806188755,1117652709
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2003,635378879,865069101
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2004,533425376,709257714
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2005,401717717,518324615
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2006,272471448,340657466
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2007,326103970,396900986
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2008,127425723,151948844
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2009,476129024,561273244
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2010,236849131,276824504
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2011,197236366,226015917
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2012,187260040,210592631
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2013,136429107,150656078
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2014,88339149,95709255
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2015,69134600,74046436
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2016,150790170,160085533
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2017,102674989,107103503
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2018,95177391,97023668
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2019,183894564,183894564
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2020,71185987,69807934
5,Economic Growth,240,Banking and Financial Services,3,Disbursements,2021,76430326,73483395
5,Economic Growth,240,Banking and Financial Services,18,President's Budget Requests,2008,9952000,11867267
5,Economic Growth,240,Banking and Financial Services,18,President's Budget Requests,2009,108598000,128018149
5,Economic Growth,240,Banking and Financial Services,18,President's Budget Requests,2010,163924000,191591074
5,Economic Growth,240,Banking and Financial Services,18,President's Budget Requests,2011,278837000,319523222
5,Economic Growth,240,Banking and Financial Services,18,President's Budget Requests,2012,180163000,202611310
5,Economic Growth,240,Banking and Financial Services,18,President's Budget Requests,2013,189724000,209508653
5,Economic Growth,240,Banking and Financial Services,18,President's Budget Requests,2014,184125000,199486488
5,Economic Growth,240,Banking and Financial Services,18,President's Budget Requests,2015,320529000,343301822
5,Economic Growth,240,Banking and Financial Services,18,President's Budget Requests,2016,237017000,251627786
5,Economic Growth,240,Banking and Financial Services,18,President's Budget Requests,2017,264778000,276198254
5,Economic Growth,240,Banking and Financial Services,18,President's Budget Requests,2018,73590000,75017507
5,Economic Growth,240,Banking and Financial Services,18,President's Budget Requests,2019,83566000,83566000
5,Economic Growth,240,Banking and Financial Services,19,Initial Allocations,2008,159945000,190726488
5,Economic Growth,240,Banking and Financial Services,19,Initial Allocations,2009,102938000,121345991
5,Economic Growth,240,Banking and Financial Services,19,Initial Allocations,2010,232503000,271744830
5,Economic Growth,240,Banking and Financial Services,19,Initial Allocations,2011,136005000,155850033
5,Economic Growth,240,Banking and Financial Services,19,Initial Allocations,2012,233706000,262825768
5,Economic Growth,240,Banking and Financial Services,19,Initial Allocations,2013,364562000,402578972
5,Economic Growth,240,Banking and Financial Services,19,Initial Allocations,2014,180579000,195644648
5,Economic Growth,240,Banking and Financial Services,19,Initial Allocations,2015,160747000,172167693
5,Economic Growth,240,Banking and Financial Services,19,Initial Allocations,2016,241867000,256776764
5,Economic Growth,240,Banking and Financial Services,19,Initial Allocations,2017,468874000,489097209
5,Economic Growth,250,Business and Other Services,1,Appropriated and Planned,2018,36174000,36875705
5,Economic Growth,250,Business and Other Services,1,Appropriated and Planned,2019,218644000,218644000
5,Economic Growth,250,Business and Other Services,1,Appropriated and Planned,2020,180970000,177466745
5,Economic Growth,250,Business and Other Services,2,Obligations,2001,244961270,345044392
5,Economic Growth,250,Business and Other Services,2,Obligations,2002,309004128,428385145
5,Economic Growth,250,Business and Other Services,2,Obligations,2003,417093882,567873821
5,Economic Growth,250,Business and Other Services,2,Obligations,2004,395099167,525335206
5,Economic Growth,250,Business and Other Services,2,Obligations,2005,692197197,893121806
5,Economic Growth,250,Business and Other Services,2,Obligations,2006,712640206,890978536
5,Economic Growth,250,Business and Other Services,2,Obligations,2007,562800939,684984756
5,Economic Growth,250,Business and Other Services,2,Obligations,2008,441575148,526556474
5,Economic Growth,250,Business and Other Services,2,Obligations,2009,259988939,306481713
5,Economic Growth,250,Business and Other Services,2,Obligations,2010,275172658,321616265
5,Economic Growth,250,Business and Other Services,2,Obligations,2011,411450599,471486999
5,Economic Growth,250,Business and Other Services,2,Obligations,2012,302036372,339670116
5,Economic Growth,250,Business and Other Services,2,Obligations,2013,344094456,379977028
5,Economic Growth,250,Business and Other Services,2,Obligations,2014,313225183,339357459
5,Economic Growth,250,Business and Other Services,2,Obligations,2015,269717058,288879824
5,Economic Growth,250,Business and Other Services,2,Obligations,2016,221269323,234909354
5,Economic Growth,250,Business and Other Services,2,Obligations,2017,250163450,260953359
5,Economic Growth,250,Business and Other Services,2,Obligations,2018,293378218,299069194
5,Economic Growth,250,Business and Other Services,2,Obligations,2019,354837863,354837863
5,Economic Growth,250,Business and Other Services,2,Obligations,2020,366454585,359360683
5,Economic Growth,250,Business and Other Services,2,Obligations,2021,212733803,204531446
5,Economic Growth,250,Business and Other Services,3,Disbursements,2001,292633330,412193674
5,Economic Growth,250,Business and Other Services,3,Disbursements,2002,396918879,550264974
5,Economic Growth,250,Business and Other Services,3,Disbursements,2003,321735167,438042812
5,Economic Growth,250,Business and Other Services,3,Disbursements,2004,412274561,548172095
5,Economic Growth,250,Business and Other Services,3,Disbursements,2005,401391656,517903905
5,Economic Growth,250,Business and Other Services,3,Disbursements,2006,796323014,995602927
5,Economic Growth,250,Business and Other Services,3,Disbursements,2007,736262784,896105062
5,Economic Growth,250,Business and Other Services,3,Disbursements,2008,541766276,646029425
5,Economic Growth,250,Business and Other Services,3,Disbursements,2009,294324028,346956745
5,Economic Growth,250,Business and Other Services,3,Disbursements,2010,332802640,388972995
5,Economic Growth,250,Business and Other Services,3,Disbursements,2011,346469973,397024749
5,Economic Growth,250,Business and Other Services,3,Disbursements,2012,343885894,386734077
5,Economic Growth,250,Business and Other Services,3,Disbursements,2013,288618370,318715801
5,Economic Growth,250,Business and Other Services,3,Disbursements,2014,348641162,377728169
5,Economic Growth,250,Business and Other Services,3,Disbursements,2015,227906238,244098438
5,Economic Growth,250,Business and Other Services,3,Disbursements,2016,209925509,222866253
5,Economic Growth,250,Business and Other Services,3,Disbursements,2017,237524877,247769651
5,Economic Growth,250,Business and Other Services,3,Disbursements,2018,237640912,242250689
5,Economic Growth,250,Business and Other Services,3,Disbursements,2019,283116059,283116059
5,Economic Growth,250,Business and Other Services,3,Disbursements,2020,280877815,275440504
5,Economic Growth,250,Business and Other Services,3,Disbursements,2021,234782270,225729800
5,Economic Growth,250,Business and Other Services,18,President's Budget Requests,2008,165332000,197150208
5,Economic Growth,250,Business and Other Services,18,President's Budget Requests,2020,133534000,130949022
5,Economic Growth,250,Business and Other Services,18,President's Budget Requests,2021,263799000,253627729
5,Economic Growth,250,Business and Other Services,18,President's Budget Requests,2022,236569000,222968070
5,Economic Growth,250,Business and Other Services,19,Initial Allocations,2018,33223775,33868252
5,Economic Growth,250,Business and Other Services,19,Initial Allocations,2019,195644000,195644000
5,Economic Growth,321,Industry,2,Obligations,2001,98758545,139108029
5,Economic Growth,321,Industry,2,Obligations,2002,206120190,285752916
5,Economic Growth,321,Industry,2,Obligations,2003,158350651,215594604
5,Economic Growth,321,Industry,2,Obligations,2004,777429986,1033693262
5,Economic Growth,321,Industry,2,Obligations,2005,78842618,101728333
5,Economic Growth,321,Industry,2,Obligations,2006,54502145,68141319
5,Economic Growth,321,Industry,2,Obligations,2007,158833102,193315700
5,Economic Growth,321,Industry,2,Obligations,2008,106527407,127028662
5,Economic Growth,321,Industry,2,Obligations,2009,-10070656,-11871561
5,Economic Growth,321,Industry,2,Obligations,2010,80083839,93600387
5,Economic Growth,321,Industry,2,Obligations,2011,131572058,150770271
5,Economic Growth,321,Industry,2,Obligations,2012,67585349,76006491
5,Economic Growth,321,Industry,2,Obligations,2013,79507068,87798167
5,Economic Growth,321,Industry,2,Obligations,2014,105614730,114426139
5,Economic Growth,321,Industry,2,Obligations,2015,104662391,112098410
5,Economic Growth,321,Industry,2,Obligations,2016,96590142,102544381
5,Economic Growth,321,Industry,2,Obligations,2017,48993658,51106825
5,Economic Growth,321,Industry,2,Obligations,2018,9768625,9958124
5,Economic Growth,321,Industry,2,Obligations,2019,8655956,8655956
5,Economic Growth,321,Industry,2,Obligations,2020,4513808,4426423
5,Economic Growth,321,Industry,2,Obligations,2021,3221479,3097270
5,Economic Growth,321,Industry,3,Disbursements,2001,74391231,104785031
5,Economic Growth,321,Industry,3,Disbursements,2002,108738922,150749238
5,Economic Growth,321,Industry,3,Disbursements,2003,155729040,212025266
5,Economic Growth,321,Industry,3,Disbursements,2004,199671735,265489286
5,Economic Growth,321,Industry,3,Disbursements,2005,119804832,154580654
5,Economic Growth,321,Industry,3,Disbursements,2006,111433765,139320087
5,Economic Growth,321,Industry,3,Disbursements,2007,57916375,70489977
5,Economic Growth,321,Industry,3,Disbursements,2008,66407645,79187825
5,Economic Growth,321,Industry,3,Disbursements,2009,110346378,130079159
5,Economic Growth,321,Industry,3,Disbursements,2010,103090281,120489830
5,Economic Growth,321,Industry,3,Disbursements,2011,98284705,112625793
5,Economic Growth,321,Industry,3,Disbursements,2012,75269506,84648093
5,Economic Growth,321,Industry,3,Disbursements,2013,86471359,95488669
5,Economic Growth,321,Industry,3,Disbursements,2014,86656978,93886727
5,Economic Growth,321,Industry,3,Disbursements,2015,96591918,103454546
5,Economic Growth,321,Industry,3,Disbursements,2016,108354265,115033681
5,Economic Growth,321,Industry,3,Disbursements,2017,83160048,86746850
5,Economic Growth,321,Industry,3,Disbursements,2018,66081044,67362901
5,Economic Growth,321,Industry,3,Disbursements,2019,29106748,29106748
5,Economic Growth,321,Industry,3,Disbursements,2020,12939694,12689207
5,Economic Growth,321,Industry,3,Disbursements,2021,5970249,5740059
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2001,5386409,7587117
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2002,8566175,11875644
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2003,507083857,690395287
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2004,305559482,406280673
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2005,684546211,883249965
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2006,414216368,517874071
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2007,46716421,56858535
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2008,21419364,25541531
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2009,10379903,12236093
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2010,10799170,12621853
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2011,47110402,53984471
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2012,53892437,60607434
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2013,19654233,21703800
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2014,675867,732255
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2015,2764175,2960564
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2016,1131604,1201361
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2017,728057,759460
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2018,1856957,1892978
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2019,5506507,5506507
5,Economic Growth,322,Mineral Resources and Mining,2,Obligations,2020,3588906,3519432
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2001,4886409,6882833
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2002,8566175,11875644
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2003,147596539,200952868
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2004,618178761,821948256
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2005,566901908,731456968
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2006,635940277,795084417
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2007,245438293,298722839
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2008,32096479,38273458
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2009,48130667,56737679
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2010,14830462,17333546
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2011,37169757,42593344
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2012,39598138,44532066
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2013,11221229,12391389
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2014,2418086,2619825
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2015,1783223,1909915
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2016,1109150,1177524
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2017,1720100,1794290
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2018,3265195,3328534
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2019,2124946,2124946
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2020,2892529,2836536
5,Economic Growth,322,Mineral Resources and Mining,3,Disbursements,2021,1443180,1387536
5,Economic Growth,323,Construction,2,Obligations,2001,54000,76063
5,Economic Growth,323,Construction,2,Obligations,2002,382806,530700
5,Economic Growth,323,Construction,2,Obligations,2003,36500,49695
5,Economic Growth,323,Construction,2,Obligations,2004,774470,1029759
5,Economic Growth,323,Construction,2,Obligations,2005,341762257,440965845
5,Economic Growth,323,Construction,2,Obligations,2006,25598344,32004334
5,Economic Growth,323,Construction,2,Obligations,2007,250000,304275
5,Economic Growth,323,Construction,2,Obligations,2008,-705937,-841795
5,Economic Growth,323,Construction,2,Obligations,2009,9138325,10772495
5,Economic Growth,323,Construction,2,Obligations,2010,219105,256086
5,Economic Growth,323,Construction,2,Obligations,2011,36620,41963
5,Economic Growth,323,Construction,2,Obligations,2016,404550,429488
5,Economic Growth,323,Construction,3,Disbursements,2001,54000,76063
5,Economic Growth,323,Construction,3,Disbursements,2002,382806,530700
5,Economic Growth,323,Construction,3,Disbursements,2003,36500,49695
5,Economic Growth,323,Construction,3,Disbursements,2004,774470,1029759
5,Economic Growth,323,Construction,3,Disbursements,2005,247527696,319377747
5,Economic Growth,323,Construction,3,Disbursements,2006,28261997,35334566
5,Economic Growth,323,Construction,3,Disbursements,2008,381523,454947
5,Economic Growth,323,Construction,3,Disbursements,2009,10883842,12830155
5,Economic Growth,323,Construction,3,Disbursements,2010,20694,24186
5,Economic Growth,323,Construction,3,Disbursements,2011,139987,160413
5,Economic Growth,323,Construction,3,Disbursements,2012,16211,18231
5,Economic Growth,323,Construction,3,Disbursements,2013,13753,15187
5,Economic Growth,323,Construction,3,Disbursements,2015,115000,123170
5,Economic Growth,323,Construction,3,Disbursements,2016,185000,196404
5,Economic Growth,323,Construction,3,Disbursements,2017,381030,397465
5,Economic Growth,323,Construction,3,Disbursements,2018,279990,285421
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2006,416736000,521024241
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2007,331638000,403636465
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2008,159444000,190129062
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2009,216745000,255504639
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2010,258570000,302211415
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2011,185664000,212754975
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2012,163149000,183477365
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2013,164057000,181165067
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2014,141344000,153136283
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2015,157698000,168902070
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2016,159398000,169224007
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2017,134621000,140427396
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2018,173531000,176897176
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2019,170785000,170785000
5,Economic Growth,331,Trade Policy and Regulations,1,Appropriated and Planned,2020,127477000,125009273
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2001,179174549,252379375
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2002,469890287,651428268
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2003,233594985,318039861
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2004,358927636,477240504
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2005,296941137,383134466
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2006,75809716,94781102
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2007,254182953,309365969
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2008,232572696,277331411
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2009,210916630,248633994
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2010,155726850,182010406
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2011,133584558,153076419
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2012,161756261,181911112
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2013,144386448,159443237
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2014,107804700,116798817
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2015,131737229,141096841
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2016,152234592,161619018
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2017,101898857,106293898
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2018,146035416,148868234
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2019,149282525,149282525
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2020,112102416,109932310
5,Economic Growth,331,Trade Policy and Regulations,2,Obligations,2021,73022512,70206994
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2001,317991699,447912652
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2002,466919086,647309166
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2003,237001251,322677488
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2004,398679516,530095755
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2005,267074047,344597842
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2006,71749809,89705204
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2007,204875205,249353516
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2008,189643580,226140567
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2009,178649364,210596493
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2010,174670364,204151173
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2011,143463225,164396523
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2012,163087746,183408480
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2013,148165291,163616140
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2014,97056564,105153956
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2015,115166664,123348978
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2016,107026758,113624367
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2017,123647372,128980456
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2018,91560300,93336386
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2019,95549883,95549883
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2020,111180296,109028043
5,Economic Growth,331,Trade Policy and Regulations,3,Disbursements,2021,95544941,91861025
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2008,238577000,284491251
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2009,261367000,308106214
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2010,315795000,369094846
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2011,322572000,369639771
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2012,216247000,243191377
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2013,201382000,222382365
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2014,171651000,185971792
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2015,170254000,182350143
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2016,244412000,259478650
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2017,263747000,275122789
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2018,113660000,115864789
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2019,137793000,137793000
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2020,207232000,203220361
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2021,266790000,256503407
5,Economic Growth,331,Trade Policy and Regulations,18,President's Budget Requests,2022,261557000,246519452
5,Economic Growth,331,Trade Policy and Regulations,19,Initial Allocations,2008,172911000,206187793
5,Economic Growth,331,Trade Policy and Regulations,19,Initial Allocations,2009,179377000,211454271
5,Economic Growth,331,Trade Policy and Regulations,19,Initial Allocations,2010,247605000,289395746
5,Economic Growth,331,Trade Policy and Regulations,19,Initial Allocations,2011,188863000,216420755
5,Economic Growth,331,Trade Policy and Regulations,19,Initial Allocations,2012,181374000,203973200
5,Economic Growth,331,Trade Policy and Regulations,19,Initial Allocations,2013,164057000,181165067
5,Economic Growth,331,Trade Policy and Regulations,19,Initial Allocations,2014,99972000,108312634
5,Economic Growth,331,Trade Policy and Regulations,19,Initial Allocations,2015,155317000,166351905
5,Economic Growth,331,Trade Policy and Regulations,19,Initial Allocations,2016,146279000,155296292
