Series Name,Series Code,Country Name,Country Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1980 [YR1980],1985 [YR1985],1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020]
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Fragile and conflict affected situations,FCS,875759992.724285,1116200011.19375,1654169988.5074,2822749992.2011,3407929974.00835,7152220007.41958,6589859898.09036,10346999986.7454,9651019948.97798,7188160022.25876,47309840114.5935,38393809978.0083,40122460121.1548,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Heavily indebted poor countries (HIPC),HPC,1039959996.70587,1193250011.32488,1428720004.31456,2266390011.72781,3127549972.47458,6864290012.1212,7859559928.89404,15708499908.4473,17252320037.8418,11692290056.2286,26700920196.5332,43968599628.4485,37401559993.7439,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,High income,HIC,675100008.498877,777309993.399307,848839989.516884,900199991.133064,1362080008.59804,2170309988.76318,2952260021.355,4567220047.19078,6581169879.95803,4848380027.98334,482480003.476143,753480003.356934,219630000.829697,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,IBRD only,IBD,3676090016.12663,3507470035.78022,4479899988.5805,6016800048.23208,7966449831.61428,11991979938.2966,11123500022.4598,25278340142.6468,27934679769.7544,22655600117.445,44350559799.4328,26794640343.6661,30650490095.2578,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,IDA & IBRD total,IBT,5728930020.17401,5906750060.18952,7846029979.31279,11222230064.6994,14815249851.3442,25740399984.3877,23459089933.4438,48125360142.2478,50972349830.8845,39439600187.5401,84592839977.026,86000380072.5937,95609000245.2135,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,IDA blend,IDB,821210004.210473,748800019.323826,751950001.936406,1053249987.37313,1465020018.57758,2562119994.64035,1995090010.16617,3926680098.15365,3239310050.50615,2687340009.68933,11793370070.9343,10714170103.0731,11773810105.3238,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,IDA only,IDX,1231629999.83691,1650480005.08547,2614179988.79589,4152180029.09422,5383780001.15231,11186300051.4507,10340499900.8179,18920339901.4473,19798360010.6239,14096660060.4057,28448910106.659,48491569625.8545,53184700044.632,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,IDA total,IDA,2052840004.04738,2399280024.40929,3366129990.7323,5205430016.46735,6848800019.72989,13748420046.0911,12335589910.984,22847019999.6009,23037670061.1301,16784000070.0951,40242280177.5933,59205739728.9276,64958510149.9558,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Late-demographic dividend,LTE,1282559996.51179,1403440010.10433,1363499981.86529,1991620005.93543,1969769988.46233,4015789984.43298,4500819984.37643,9895519989.72893,16233419825.7923,13350510052.0849,10314519943.7141,11753110192.7757,12562679975.3904,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Latin America & Caribbean,LCN,661159997.940063,674289999.842644,725270001.171157,831069991.350174,1017099996.38796,1815760006.54697,2997460012.9202,4943570031.88133,6049030018.98527,4671969983.35421,6397829979.53892,9626160144.80591,10133120064.9738,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Latin America & Caribbean (excluding high income),LAC,602769998.788834,594789999.246597,640330002.794042,771599991.679192,863829999.923706,1720270006.65665,2843060011.62529,4452810025.21515,5557500020.02716,4409529986.15801,6049229977.13089,9155590143.20374,10036400063.5147,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,582519995.92781,601580001.711846,632199999.690056,709089991.211891,866939996.600152,1545130003.4523,2612830019.23561,4388590013.02719,5377200012.20703,3557350002.0504,5338370005.13077,8078940149.30726,7426790017.36641,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Least developed countries: UN classification,LDC,1056239999.43398,1445230005.41329,2029619988.34647,3198210025.49864,4244500019.30073,8571920088.52959,9121009915.35187,16073179899.3126,16445050066.0129,12039930018.9018,25552260131.836,43599779621.1243,43434439846.0388,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Low & middle income,LMY,6797460449.21875,7145430175.78125,9722269531.25,13393010742.1875,16970250000,31731519531.25,28445468750,54780391235.3516,59733471191.4063,51576988769.5313,106538960937.5,127510453125,146068062500,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Low income,LIC,673559996.744618,855540003.851056,1366169994.16985,2396019999.6829,3045059966.68339,6600939995.28885,6427459895.62944,10699049900.5318,9544290035.2478,6784099983.21533,18389310184.4788,33188319618.2251,36209840248.1079,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Lower middle income,LMC,3503470034.61421,3474730066.62726,4804199985.77237,6814630075.34482,9386449918.56813,13432180015.3255,11985810046.196,24596860249.1394,22325039913.6729,18170840092.659,32166030067.4438,39140480449.6765,45087469860.0769,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Middle East & North Africa,MEA,982580016.590655,1102860006.10888,2358879971.73145,3744500036.41844,5850059918.49303,9093279933.51221,7128060012.69817,13342470145.4639,6049049882.65038,5660689940.92941,28264389896.3928,12273710113.0486,19311190261.8408,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Middle East & North Africa (excluding high income),MNA,879450014.591217,982050004.005432,2104389977.98041,3392970036.02982,5174799900.29335,7731629959.58328,4942089989.18533,11725540134.4299,5498919887.54272,4668359943.38989,28220239894.8669,12295320113.6589,19311190261.8408,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Middle East & North Africa (IDA & IBRD countries),TMN,660490007.877351,747029999.73297,1987949978.59001,3251070040.22598,4965719907.04537,7476509955.40618,4821519991.39786,10985360115.0513,4790409900.66528,3786629936.21827,26058119899.7498,6964450088.02414,16339950271.6065,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Middle income,MIC,5003720214.84375,5003580078.125,6517520019.53125,8840570312.5,11668189453.125,19262939453.125,17079949218.75,35695600952.1484,37983861572.2656,32088829345.7031,67871046875,56223109375,63065648437.5,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,North America,NAC,..,9999.99977648258,..,29999.9993294477,19999.9995529652,280000.001192093,939999.997615814,42189998.626709,-2079999.92370605,59999.9986588955,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,OECD members,OED,762780004.501343,861019989.013672,749409991.264343,560029986.381531,998880004.882813,2110599970.81757,2654280036.92627,4746860019.68385,5647339881.89697,3677330028.53394,1445759994.50684,2460450004.57763,3983880065.91797,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Other small states,OSS,127949998.166412,154750001.005828,217239998.342469,304410000.482574,383780002.310872,963839999.763295,814800001.382828,1653100002.14726,1493150004.16711,1161630006.19411,1176869986.77254,2517799983.97827,1662379991.05453,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Pacific island small states,PSS,26820000.5888939,34890000.2241135,43939999.6995926,56900000.0953674,74609999.4760006,180989999.083802,116989998.627454,225180002.838373,479450008.153916,387540004.253387,608969993.591308,891830007.553101,939420001.983643,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Post-demographic dividend,PST,382390011.057258,421519991.725683,345589999.260381,317279993.323609,317729996.58063,241740006.446838,104830001.980066,536260002.369061,1971299988.03139,2423980010.33068,1223030017.97199,1603330011.3678,2469770014.04763,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Pre-demographic dividend,PRE,1020199996.95383,1140400007.93338,1386830002.45132,2147470012.01846,2940029970.04986,6278390019.89365,6697089956.28357,14076919950.1053,14327890079.0401,9818610052.10876,50550050071.7163,39666899871.8262,37039680192.9474,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Small states,SST,230140000.786632,267140001.229942,326719999.285415,479369998.494163,588470002.008602,1442640002.00853,1224739998.80627,2502299995.1914,2417120014.92456,1747030013.91888,2085429982.06616,3957510000.22888,2801819992.78069,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,South Asia,SAS,1567140033.02157,1282900030.19571,1627030030.78699,2386080029.24919,3645119996.5477,5165000008.58307,3910670017.24243,5245440057.75452,4453159961.70044,3644300041.19873,9018010021.65675,14937079826.355,15700559961.319,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,South Asia (IDA & IBRD),TSA,1567140033.02157,1282900030.19571,1627030030.78699,2386080029.24919,3645119996.5477,5165000008.58307,3910670017.24244,5245440057.75451,4453159961.70044,3644300041.19873,9017530021.66749,14838659828.186,15596229959.4879,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Sub-Saharan Africa,SSF,1356389994.50766,1454270011.23503,1804889999.65228,2600700020.01524,3497559963.88197,7721580015.89775,9217589920.52078,17841889972.6868,18636510098.4573,13057700087.5473,32838650146.4844,44362909770.9656,44768810088.6345,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Sub-Saharan Africa (excluding high income),SSA,1348649994.73654,1445550010.968,1795889999.8907,2576280019.93895,3487899963.79614,7690850016.35551,9178439918.9949,17746099971.7712,18589920097.3511,13012830086.7081,32783320144.6533,44223909770.9656,44754540088.6536,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1165979994.66024,1299390010.16691,1586009999.53784,2425130014.59837,3312699963.27162,7375920024.63341,8388529940.12833,16954239948.2727,17712790097.2366,12044180068.0161,30776150146.4844,40322719829.5593,40149810088.6345,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Upper middle income,UMC,1495009990.27491,1496119988.34088,1591080000.67994,1967149990.32021,2248179969.59761,5662439972.40067,4934559993.26706,10916739966.6402,15066369967.9375,13199260086.5364,34797039741.2777,15635910058.0215,16653660111.7849,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,World,WLD,7489750000,7943260253.90625,10592700195.3125,14316839843.75,18382650390.625,33923820312.5,31429939453.125,59269590576.1719,64730697753.9063,55331960449.2188,107103093750,128556500000,146690734375,..
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,
Last Updated: 09/15/2021,,,,,,,,,,,,,,,,,
