"Year","Month","DATE","COUNT"
2019,5,"2019-05-04",6
2019,5,"2019-05-05",7
2019,5,"2019-05-06",12
2019,5,"2019-05-07",7
2019,5,"2019-05-08",14
2019,5,"2019-05-09",7
2019,5,"2019-05-10",13
2019,5,"2019-05-11",6
2019,5,"2019-05-12",3
2019,5,"2019-05-13",5
2019,5,"2019-05-14",10
2019,5,"2019-05-15",8
2019,5,"2019-05-16",17
2019,5,"2019-05-17",14
2019,5,"2019-05-18",19
2019,5,"2019-05-19",14
2019,5,"2019-05-20",15
2019,5,"2019-05-21",14
2019,5,"2019-05-22",13
2019,5,"2019-05-23",7
2019,5,"2019-05-24",8
2019,5,"2019-05-25",13
2019,5,"2019-05-26",13
2019,5,"2019-05-27",27
2019,5,"2019-05-28",14
2019,5,"2019-05-29",12
2019,5,"2019-05-30",16
2019,5,"2019-05-31",12
2019,6,"2019-06-01",13
2019,6,"2019-06-02",9
2019,6,"2019-06-03",8
2019,6,"2019-06-04",7
2019,6,"2019-06-05",10
2019,6,"2019-06-06",14
2019,6,"2019-06-07",18
2019,6,"2019-06-08",22
2019,6,"2019-06-09",13
2019,6,"2019-06-10",9
2019,6,"2019-06-11",23
2019,6,"2019-06-12",15
2019,6,"2019-06-13",19
2019,6,"2019-06-14",22
2019,6,"2019-06-15",23
2019,6,"2019-06-16",18
2019,6,"2019-06-17",21
2019,6,"2019-06-18",17
2019,6,"2019-06-19",28
2019,6,"2019-06-20",17
2019,6,"2019-06-21",23
2019,6,"2019-06-22",21
2019,6,"2019-06-23",12
2019,6,"2019-06-24",14
2019,6,"2019-06-25",16
2019,6,"2019-06-26",16
2019,6,"2019-06-27",25
2019,6,"2019-06-28",9
2019,6,"2019-06-29",8
2019,6,"2019-06-30",15
2019,7,"2019-07-01",15
2019,7,"2019-07-02",21
2019,7,"2019-07-03",17
2019,7,"2019-07-04",18
2019,7,"2019-07-05",24
2019,7,"2019-07-06",20
2019,7,"2019-07-07",19
2019,7,"2019-07-08",27
2019,7,"2019-07-09",18
2019,7,"2019-07-10",21
2019,7,"2019-07-11",16
2019,7,"2019-07-12",17
2019,7,"2019-07-13",10
2019,7,"2019-07-14",19
2019,7,"2019-07-15",23
2019,7,"2019-07-16",16
2019,7,"2019-07-17",10
2019,7,"2019-07-18",19
2019,7,"2019-07-19",26
2019,7,"2019-07-20",21
2019,7,"2019-07-21",31
2019,7,"2019-07-22",26
2019,7,"2019-07-23",16
2019,7,"2019-07-24",22
2019,7,"2019-07-25",22
2019,7,"2019-07-26",12
2019,7,"2019-07-27",26
2019,7,"2019-07-28",18
2019,7,"2019-07-29",33
2019,7,"2019-07-30",11
2019,7,"2019-07-31",13
2019,8,"2019-08-01",11
2019,8,"2019-08-02",25
2019,8,"2019-08-03",18
2019,8,"2019-08-04",17
2019,8,"2019-08-05",14
2019,8,"2019-08-06",17
2019,8,"2019-08-07",26
2019,8,"2019-08-08",22
2019,8,"2019-08-09",16
2019,8,"2019-08-10",15
2019,8,"2019-08-11",16
2019,8,"2019-08-12",18
2019,8,"2019-08-13",20
2019,8,"2019-08-14",15
2019,8,"2019-08-15",24
2019,8,"2019-08-16",25
2019,8,"2019-08-17",19
2019,8,"2019-08-18",12
2019,8,"2019-08-19",12
2019,8,"2019-08-20",11
2019,8,"2019-08-21",19
2019,8,"2019-08-22",26
2019,8,"2019-08-23",20
2019,8,"2019-08-24",16
2019,8,"2019-08-25",21
2019,8,"2019-08-26",14
2019,8,"2019-08-27",7
2019,8,"2019-08-28",15
2019,8,"2019-08-29",22
2019,8,"2019-08-30",16
2019,8,"2019-08-31",8
2019,9,"2019-09-01",11
2019,9,"2019-09-02",12
2019,9,"2019-09-03",21
2019,9,"2019-09-04",18
2019,9,"2019-09-05",19
2019,9,"2019-09-06",12
2019,9,"2019-09-07",16
2019,9,"2019-09-08",22
2019,9,"2019-09-09",19
2019,9,"2019-09-10",24
2019,9,"2019-09-11",21
2019,9,"2019-09-12",18
2019,9,"2019-09-13",19
2019,9,"2019-09-14",7
2019,9,"2019-09-15",20
2019,9,"2019-09-16",23
2019,9,"2019-09-17",24
2019,9,"2019-09-18",12
2019,9,"2019-09-19",10
2019,9,"2019-09-20",15
2019,9,"2019-09-21",17
2019,9,"2019-09-22",7
2019,9,"2019-09-23",13
2019,9,"2019-09-24",15
2019,9,"2019-09-25",24
2019,9,"2019-09-26",13
2019,9,"2019-09-27",10
2019,9,"2019-09-28",11
2019,9,"2019-09-29",8
2019,9,"2019-09-30",13
2019,10,"2019-10-01",17
2019,10,"2019-10-02",11
2019,10,"2019-10-03",13
2019,10,"2019-10-04",25
2019,10,"2019-10-05",9
2019,10,"2019-10-06",6
2019,10,"2019-10-07",13
2019,10,"2019-10-08",10
2019,10,"2019-10-09",14
2019,10,"2019-10-10",22
2019,10,"2019-10-11",18
2019,10,"2019-10-12",21
2019,10,"2019-10-13",11
2019,10,"2019-10-14",8
2019,10,"2019-10-15",14
2019,10,"2019-10-16",12
2019,10,"2019-10-17",8
2019,10,"2019-10-18",9
2019,10,"2019-10-19",12
2019,10,"2019-10-20",13
2019,10,"2019-10-21",8
2019,10,"2019-10-22",11
2019,10,"2019-10-23",16
2019,10,"2019-10-24",18
2019,10,"2019-10-25",16
2019,10,"2019-10-26",14
2019,10,"2019-10-27",14
2019,10,"2019-10-28",9
2019,10,"2019-10-29",19
2019,10,"2019-10-30",5
2019,10,"2019-10-31",8
2019,11,"2019-11-01",9
2019,11,"2019-11-02",8
2019,11,"2019-11-03",9
2019,11,"2019-11-04",6
2019,11,"2019-11-05",4
2019,11,"2019-11-06",7
2019,11,"2019-11-07",13
2019,11,"2019-11-08",5
2019,11,"2019-11-09",10
2019,11,"2019-11-10",3
2019,11,"2019-11-11",8
2019,11,"2019-11-12",2
2019,11,"2019-11-13",5
2019,11,"2019-11-14",9
2019,11,"2019-11-15",5
2019,11,"2019-11-16",3
2019,11,"2019-11-17",12
2019,11,"2019-11-18",12
2019,11,"2019-11-19",4
2019,11,"2019-11-20",8
2019,11,"2019-11-21",9
2019,11,"2019-11-22",7
2019,11,"2019-11-23",8
2019,11,"2019-11-24",4
2019,11,"2019-11-25",4
2019,11,"2019-11-26",4
2019,11,"2019-11-27",3
2019,11,"2019-11-28",10
2019,11,"2019-11-29",9
2019,11,"2019-11-30",3
2019,12,"2019-12-01",8
2019,12,"2019-12-02",8
2019,12,"2019-12-03",5
2019,12,"2019-12-04",2
2019,12,"2019-12-06",3
2019,12,"2019-12-07",1
2019,12,"2019-12-08",2
2019,12,"2019-12-09",3
2019,12,"2019-12-10",2
2019,12,"2019-12-11",4
2019,12,"2019-12-12",8
2019,12,"2019-12-13",4
2019,12,"2019-12-14",3
2019,12,"2019-12-15",6
2019,12,"2019-12-16",8
2019,12,"2019-12-17",2
2019,12,"2019-12-18",2
2019,12,"2019-12-19",5
2019,12,"2019-12-20",3
2019,12,"2019-12-21",1
2019,12,"2019-12-22",4
2019,12,"2019-12-23",3
2019,12,"2019-12-24",6
2019,12,"2019-12-25",5
2019,12,"2019-12-26",3
2019,12,"2019-12-27",8
2019,12,"2019-12-28",6
2019,12,"2019-12-29",3
2019,12,"2019-12-30",3
2019,12,"2019-12-31",4
