featureNam,pcode,featureRef,featureAlt,featureA_1,popPlaceCl,popPlace_1,admin4Name,admin4Pcod,admin3Name,admin3Pcod,admin2Name,admin2Pcod,admin1Name,admin1Pcod,admin0Name,admin0Pcod,date,validOn,validTo,featureA_2,featureA_3,POINT_X,POINT_Y,Latitude,Longitude,,
Bongor,BO-0062,Bongor,,,6,Village,Akuak,,Baidit,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.55606890000,6.36543530000,"6° 21' 55.567"" N","31° 33' 21.848"" E",,
Bong,BO-0063,Bong,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.65000000000,6.37000000000,"6° 22' 12.000"" N","31° 39' 0.000"" E",,
Lual Liet,BO-0064,Lual Liet,Lualliet,,6,Village,Makol Cuei,,Baidit,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.64144000000,6.37153000000,"6° 22' 17.508"" N","31° 38' 29.184"" E",,
Dari,BO-0065,Dari,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.53139766300,6.37357843400,"6° 22' 24.882"" N","31° 31' 53.032"" E",,
Makol Chuei,BO-0066,Makol Chuei,Makol-chuei,,5,Secondary Town / Small Town,Makol Cuei,,Baidit,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.65092000000,6.37823000000,"6° 22' 41.628"" N","31° 39' 3.312"" E",,
River Boma,BQ-0015,River Boma,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,34.55000000000,6.38333330000,"6° 23' 0.000"" N","34° 33' 0.000"" E",,
Anokwai,BO-0067,Anokwai,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.56000000000,6.39000000000,"6° 23' 24.000"" N","31° 33' 36.000"" E",,
Fanoing,BO-0068,Fanoing,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.60754068100,6.41885299900,"6° 25' 7.871"" N","31° 36' 27.146"" E",,
Padak,BO-0069,Padak,,,5,Secondary Town / Small Town,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.55367000000,6.42817000000,"6° 25' 41.412"" N","31° 33' 13.212"" E",,
Mathing,BO-0070,Mathing,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.56429824900,6.42846248800,"6° 25' 42.465"" N","31° 33' 51.474"" E",,
Makol Cuei,BO-0071,Makol Cuei,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.59455000000,6.43273000000,"6° 25' 57.828"" N","31° 35' 40.380"" E",,
Lual Leek,BO-0072,Lual Leek,Lualleek,,6,Village,Mach Deng,,Baidit,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.55859000000,6.43462000000,"6° 26' 4.632"" N","31° 33' 30.924"" E",,
Fanom,BO-0073,Fanom,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.62675822500,6.43938201600,"6° 26' 21.775"" N","31° 37' 36.330"" E",,
Jokwe,BO-0074,Jokwe,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.63915760900,6.44212782900,"6° 26' 31.660"" N","31° 38' 20.967"" E",,
Payuel,BO-0075,Payuel,,,6,Village,Mach Deng,,Baidit,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.55278000000,6.44243000000,"6° 26' 32.748"" N","31° 33' 10.008"" E",,
Chol Anyang,BO-0076,Chol Anyang,Cholanyang,,6,Village,Mach Deng,,Baidit,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.54763000000,6.44961000000,"6° 26' 58.596"" N","31° 32' 51.468"" E",,
Kaligum,BQ-0016,Kaligum,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,34.51666670000,6.45000000000,"6° 27' 0.000"" N","34° 31' 0.000"" E",,
Gwet,BO-0077,Gwet,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.62398017200,6.45486221800,"6° 27' 17.504"" N","31° 37' 26.329"" E",,
Oyareng,BO-0078,Oyareng,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.40196399700,6.45503500000,"6° 27' 18.126"" N","32° 24' 7.070"" E",,
Tong,BO-0079,Tong,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.63720881700,6.46125223800,"6° 27' 40.508"" N","31° 38' 13.952"" E",,
Manyobal,BO-0080,Manyobal,Manyibol,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.56666670000,6.46666670000,"6° 28' 0.000"" N","32° 34' 0.000"" E",,
Baidit,BO-0081,Baidit,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.53472222000,6.46805556000,"6° 28' 5.000"" N","31° 32' 5.000"" E",,
Diotig,BO-0082,Diotig,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.62756497600,6.47868525900,"6° 28' 43.267"" N","31° 37' 39.234"" E",,
Ashwilich,BO-0083,Ashwilich,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.61071340900,6.48053396500,"6° 28' 49.922"" N","31° 36' 38.568"" E",,
Dongdua,BO-0084,Dongdua,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.50538611200,6.48211264800,"6° 28' 55.606"" N","31° 30' 19.390"" E",,
Mangtungtoj,BO-0085,Mangtungtoj,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.58333330000,6.48333330000,"6° 29' 0.000"" N","32° 35' 0.000"" E",,
Akoybeni,BN-0001,Akoybeni,,,7,IDP camp,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.49000000000,6.48600000000,"6° 29' 9.600"" N","31° 29' 24.000"" E",,
Awuol-thou,BO-0086,Awuol-thou,Awuolthou A,Awuolthou,6,Village,Mathiang,,Baidit,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,Awuolthou B,Awuol Thong,31.52361000000,6.49588000000,"6° 29' 45.168"" N","31° 31' 24.996"" E",,
Nwot Gut,BO-0087,Nwot Gut,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.61161082300,6.51342670300,"6° 30' 48.336"" N","31° 36' 41.799"" E",,
Biok Anyar,BO-0088,Biok Anyar,Biokanyar,,6,Village,Mathiang,,Baidit,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.53941000000,6.51873000000,"6° 31' 7.428"" N","31° 32' 21.876"" E",,
Yomchir 1,BO-0089,Yomchir 1,Yomchir 1,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.53611000000,6.52361000000,"6° 31' 24.996"" N","31° 32' 9.996"" E",,
River Tinga Tinga,BQ-0017,River Tinga Tinga,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,34.85000000000,6.53333330000,"6° 32' 0.000"" N","34° 51' 0.000"" E",,
Pamuon,BO-0090,Pamuon,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.52843854800,6.54359414300,"6° 32' 36.939"" N","31° 31' 42.379"" E",,
Agoy,BO-0091,Agoy,Agoi,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.92578162500,6.54789295100,"6° 32' 52.415"" N","32° 55' 32.814"" E",,
Bolotifor,BP-0018,Bolotifor,,,5,Secondary Town / Small Town,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.27406980900,6.54899058700,"6° 32' 56.366"" N","33° 16' 26.651"" E",,
Akur,BO-0092,Akur,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.58539369200,6.55092140900,"6° 33' 3.317"" N","31° 35' 7.417"" E",,
Akuei-Deng,BO-0093,Akuei-Deng,Akuaideng,,6,Village,Akuai-Deng,,Jalle,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.52798011000,6.56396208300,"6° 33' 50.263"" N","31° 31' 40.728"" E",,
Giggigamba,BO-0094,Giggigamba,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.92367542100,6.56634802700,"6° 33' 58.853"" N","32° 55' 25.232"" E",,
Aliang,BO-0095,Aliang,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.52728733900,6.56785172900,"6° 34' 4.266"" N","31° 31' 38.234"" E",,
Churi,BQ-0018,Churi,,,5,Secondary Town / Small Town,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,34.66833330000,6.56999999300,"6° 34' 12.000"" N","34° 40' 6.000"" E",,
Adet,BO-0096,Adet,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.56993990400,6.58006293500,"6° 34' 48.227"" N","31° 34' 11.784"" E",,
Manyabol,BO-0097,Manyabol,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.74747808900,6.57866586400,"6° 34' 43.197"" N","32° 44' 50.921"" E",,
Gnarroth,BP-0019,Gnarroth,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.13333330000,6.58333330000,"6° 35' 0.000"" N","33° 8' 0.000"" E",,
Nialeir,BO-0098,Nialeir,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.93819480100,6.58768229700,"6° 35' 15.656"" N","32° 56' 17.501"" E",,
Lilir,BN-0002,Lilir,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.49448204500,6.59508238100,"6° 35' 42.297"" N","31° 29' 40.135"" E",,
Burbur,BO-0099,Burbur,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.96421725000,6.60603831400,"6° 36' 21.738"" N","32° 57' 51.182"" E",,
Guma,BQ-0019,Guma,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,34.51666670000,6.60000000000,"6° 36' 0.000"" N","34° 31' 0.000"" E",,
Moarkeyor,BO-0100,Moarkeyor,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.77508853100,6.60098933000,"6° 36' 3.562"" N","32° 46' 30.319"" E",,
Doru,BO-0101,Doru,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.56000000000,6.61000000000,"6° 36' 36.000"" N","31° 33' 36.000"" E",,
Mawel,BO-0102,Mawel,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.92975434700,6.61146874300,"6° 36' 41.287"" N","32° 55' 47.116"" E",,
Niachaferaka,BO-0103,Niachaferaka,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.80342642400,6.61057528000,"6° 36' 38.071"" N","32° 48' 12.335"" E",,
Kolmerek,BP-0020,Kolmerek,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,34.40000000000,6.61933000000,"6° 37' 9.588"" N","34° 24' 0.000"" E",,
Kolmerek,BO-0104,Kolmerek,,,5,Secondary Town / Small Town,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.51403863500,6.62056960100,"6° 37' 14.051"" N","31° 30' 50.539"" E",,
Verthert,BP-0021,Verthert,,,5,Secondary Town / Small Town,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.28333380400,6.62077077200,"6° 37' 14.775"" N","33° 17' 0.002"" E",,
Dorat,BP-0022,Dorat,,,5,Secondary Town / Small Town,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.28361487400,6.62181680100,"6° 37' 18.540"" N","33° 17' 1.014"" E",,
Kalana,BO-0105,Kalana,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.85797229300,6.62509980000,"6° 37' 30.359"" N","32° 51' 28.700"" E",,
Tolwa,BO-0106,Tolwa,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.95000000000,6.63333330000,"6° 38' 0.000"" N","32° 57' 0.000"" E",,
Lopaye,BP-0023,Lopaye,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.71000000000,6.64000000000,"6° 38' 24.000"" N","33° 42' 36.000"" E",,
Gumuruk,BO-0107,Gumuruk,,,5,Secondary Town / Small Town,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.90915367200,6.63449125200,"6° 38' 4.169"" N","32° 54' 32.953"" E",,
Manyu,BP-0024,Manyu,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.26370702800,6.64947452400,"6° 38' 58.108"" N","33° 15' 49.345"" E",,
Manyal,BO-0108,Manyal,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.94380970500,6.64899125200,"6° 38' 56.369"" N","32° 56' 37.715"" E",,
Gumuru,BO-0109,Gumuru,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.91061379400,6.65523448100,"6° 39' 18.844"" N","32° 54' 38.210"" E",,
Abodit,BN-0003,Abodit,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.46480697800,6.65694795600,"6° 39' 25.013"" N","31° 27' 53.305"" E",,
Gembeza,BO-0110,Gembeza,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.81818000000,6.66364000000,"6° 39' 49.104"" N","31° 49' 5.448"" E",,
Labarab,BP-0025,Labarab,Labraab,,5,Secondary Town / Small Town,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.97191687100,6.67481918100,"6° 40' 29.349"" N","33° 58' 18.901"" E",,
Tungyun,BO-0111,Tungyun,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.88566580400,6.66641640700,"6° 39' 59.099"" N","32° 53' 8.397"" E",,
Famaj,BO-0112,Famaj,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.53278603200,6.66755147100,"6° 40' 3.185"" N","31° 31' 58.030"" E",,
Jalle,BN-0004,Jalle,Jallei,,5,Secondary Town / Small Town,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.47791808900,6.67130972900,"6° 40' 16.715"" N","31° 28' 40.505"" E",,
Muni,BO-0113,Muni,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.70273000000,6.67091000000,"6° 40' 15.276"" N","31° 42' 9.828"" E",,
Dorein,BP-0026,Dorein,,,5,Secondary Town / Small Town,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.28249486600,6.60915526100,"6° 36' 32.959"" N","33° 16' 56.982"" E",,
Bobolein,BO-0114,Bobolein,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.95011303700,6.67577896700,"6° 40' 32.804"" N","32° 57' 0.407"" E",,
Bobolein,BO-0115,Bobolein,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.92459497600,6.67756081800,"6° 40' 39.219"" N","32° 55' 28.542"" E",,
Bilait,BP-0027,Bilait,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.24457125000,6.68277222800,"6° 40' 57.980"" N","33° 14' 40.457"" E",,
Manbitshei,BP-0028,Manbitshei,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.07000000000,6.69000000000,"6° 41' 24.000"" N","33° 4' 12.000"" E",,
Fertait,BP-0029,Fertait,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.17758960500,6.69806274000,"6° 41' 53.026"" N","33° 10' 39.323"" E",,
Lawol,BO-0116,Lawol,,,5,Secondary Town / Small Town,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.96603236700,6.70050374600,"6° 42' 1.813"" N","32° 57' 57.717"" E",,
Gichalier,BP-0030,Gichalier,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.05076232700,6.70190723900,"6° 42' 6.866"" N","33° 3' 2.744"" E",,
Narful,BP-0031,Narful,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.17643646700,6.70620168800,"6° 42' 22.326"" N","33° 10' 35.171"" E",,
Manbisha,BP-0032,Manbisha,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.06956322900,6.71094620600,"6° 42' 39.406"" N","33° 4' 10.428"" E",,
Juet,BN-0005,Juet,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.43066311600,6.72239928700,"6° 43' 20.637"" N","31° 25' 50.387"" E",,
Dhiam Dhiam,BN-0006,Dhiam Dhiam,,,6,Village,,,,,Twic East,SS7210,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.32636000000,6.72727000000,"6° 43' 38.172"" N","31° 19' 34.896"" E",,
Beh,BP-0033,Beh,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.03745867900,6.72715929000,"6° 43' 37.773"" N","33° 2' 14.851"" E",,
Lichinairo,BP-0034,Lichinairo,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.11255295800,6.73172733000,"6° 43' 54.218"" N","33° 6' 45.191"" E",,
Bolotinganu,BP-0035,Bolotinganu,,,5,Secondary Town / Small Town,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.16735098200,6.73851465800,"6° 44' 18.653"" N","33° 10' 2.464"" E",,
Belichinanu,BP-0036,Belichinanu,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.16613447900,6.73961684000,"6° 44' 22.621"" N","33° 9' 58.084"" E",,
Apati,BP-0037,Apati,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.06873978600,6.74687614300,"6° 44' 48.754"" N","33° 4' 7.463"" E",,
Jalle,BN-0007,Jalle,,,5,Secondary Town / Small Town,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.41536005000,6.74891672000,"6° 44' 56.100"" N","31° 24' 55.296"" E",,
Locholoro,BO-0117,Locholoro,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.59838562400,6.75309642600,"6° 45' 11.147"" N","32° 35' 54.188"" E",,
Atcherah,BP-0038,Atcherah,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.06071864400,6.75385255200,"6° 45' 13.869"" N","33° 3' 38.587"" E",,
Lopoloden,BP-0039,Lopoloden,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.13724574200,6.75590297500,"6° 45' 21.251"" N","33° 8' 14.085"" E",,
Bea,BO-0118,Bea,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,32.49477952100,6.75815210400,"6° 45' 29.348"" N","32° 29' 41.206"" E",,
Nabaka,BP-0040,Nabaka,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.16116478900,6.75928233400,"6° 45' 33.416"" N","33° 9' 40.193"" E",,
Pagarua,BO-0119,Pagarua,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.60150000000,6.76250000000,"6° 45' 45.000"" N","31° 36' 5.400"" E",,
Neubeli,BP-0041,Neubeli,,,6,Village,,,,,Pochalla,SS7208,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,34.25000000000,6.76666670000,"6° 46' 0.000"" N","34° 15' 0.000"" E",,
Tukol,BP-0042,Tukol,,,6,Village,MUNYMA,,Marow,,Pochalla,SS7208,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.91553500000,6.76856560000,"6° 46' 6.836"" N","33° 54' 55.926"" E",,
Katuruchi,BP-0043,Katuruchi,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.09425528600,6.77075125600,"6° 46' 14.705"" N","33° 5' 39.319"" E",,
Walichmar,BP-0044,Walichmar,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.09609264100,6.78159960700,"6° 46' 53.759"" N","33° 5' 45.934"" E",,
Akoich,BO-0120,Akoich,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.58333330000,6.78333330000,"6° 47' 0.000"" N","31° 35' 0.000"" E",,
Lobilla,BP-0045,Lobilla,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.15000000000,6.78333330000,"6° 47' 0.000"" N","33° 9' 0.000"" E",,
Goltin,BP-0046,Goltin,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.14707686300,6.78443147900,"6° 47' 3.953"" N","33° 8' 49.477"" E",,
Nyang,BN-0008,Nyang,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.46561628600,6.78537766400,"6° 47' 7.360"" N","31° 27' 56.219"" E",,
Lochifor,BP-0047,Lochifor,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.10641483000,6.79314184700,"6° 47' 35.311"" N","33° 6' 23.093"" E",,
Kuyi,BP-0048,Kuyi,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.15833574300,6.79607829700,"6° 47' 45.882"" N","33° 9' 30.009"" E",,
Ajak,BN-0009,Ajak,,,6,Village,,,,,Twic East,SS7210,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.47062817800,6.80094475400,"6° 48' 3.401"" N","31° 28' 14.261"" E",,
Pibor Town,BP-0049,Pibor Town,Pibor,,3,Admin2 Capital,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.12954770200,6.79992961400,"6° 47' 59.747"" N","33° 7' 46.372"" E",,
Lotilla Bridge,BP-0050,Lotilla Bridge,,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.03333330000,6.80000000000,"6° 48' 0.000"" N","33° 2' 0.000"" E",,
Werawet,BN-0010,Werawet,,,6,Village,,,,,Twic East,SS7210,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.46196982900,6.80766403900,"6° 48' 27.591"" N","31° 27' 43.091"" E",,
Adior,BO-0121,Adior,,,6,Village,,,,,Bor South,SS7211,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.79333000000,6.81250000000,"6° 48' 45.000"" N","31° 47' 35.988"" E",,
Dkwot,BN-0011,Dkwot,,,6,Village,,,,,Twic East,SS7210,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.45305560000,6.82000000000,"6° 49' 12.000"" N","31° 27' 11.000"" E",,
Nyang Gnok,BN-0012,Nyang Gnok,,,6,Village,,,,,Twic East,SS7210,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.45055560000,6.82638890000,"6° 49' 35.000"" N","31° 27' 2.000"" E",,
Fachil Jiak,BO-0122,Fachil Jiak,,,6,Village,,,,,Twic East,SS7210,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.61666670000,6.83333330000,"6° 50' 0.000"" N","31° 37' 0.000"" E",,
Dengori,BP-0051,Dengori,,,6,Village,,,,,Pochalla,SS7208,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,34.23333330000,6.83333330000,"6° 50' 0.000"" N","34° 14' 0.000"" E",,
Manyeran,BP-0052,Manyeran,Manyiarany bolen,,6,Village,,,,,Pibor,SS7209,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,33.09049173000,6.83091954900,"6° 49' 51.310"" N","33° 5' 25.770"" E",,
Pakayr,BN-0013,Pakayr,,,6,Village,,,,,Twic East,SS7210,Jonglei,SS72,South Sudan,SS,12/2/2015,2/2/2016,,,,31.32488917100,6.83348365200,"6° 50' 0.541"" N","31° 19' 29.601"" E",,
